,subjects,abstract,status_changed,eprint_status,related_url,rev_number,volume,metadata_visibility,title,official_url,date_type,eprintid,datestamp,pagerange,lastmod,userid,uri,full_text_status,refereed,ispublished,number,documents,publisher,divisions,type,date,dir,id_number,publication,creators,issn,contact_email,isbn,pages,book_title,pres_type,event_title,event_location,event_dates,event_type,place_of_pub,corp_creators,output_media,contributors
43,"['H1', 'HM']","This research aimed to describe thoroughly the empowerment strategy for the craftsmen of tenun tapis (tapis woven cloth), the strategy of tapis craftsmen in increasing the production, and ways of marketing in the convergency era. The development of creative economy is currently becoming an opportunity for the regional areas to improve small and medium scale economy. One type of creative economy that is growing fast is tapis woven cloth or fabric (tenun kain tapis). Tapis cloth is a traditional woven cloth of Lampung, which in the past was only used during traditional ceremony. However, with the fast-growing modern day fashion, it lifts tapis so that it is not only being a traditionally used cloth but also a fashionable gizmo. Tapis is also being used to accessorize high value items such as bags and shoes. The demand for Tapis as such automatically increases the income of the maker thus develops the business.

Data used in this reserach comprised of primary and secondary data. The techniques of collecting data included observation, documentation, and in depth interview. Snowball sampling was applied to choose the samples. Data were analyzed qualitatively by using descriptive model.

The results showed that the empowerment strategy fortapis craftsmen in the convergenct era includes trainings on skill, busines management, and online marketing delivered by Dekranasda as the institution that facilitate tapis craftsmen. Additionally, in order to improve production, the tapis craftsmen also made applied tapis, giving new motives on the tapis cloth and using new type of threads. The craftsmen also did marketing efforts through digital facilities by using online business features or online marketing.

Keywords: Community Empowerment Strategy, Tapis Cloth Craftsmen, Convergency",2019-05-02 04:17:19,archive,"[{'url': 'https://drive.google.com/file/d/1CQe7qpT5PAqzMh7zULHNpPtCvn7s_-4X/view', 'type': 'pub'}]",9,,show,EMPOWERMENT STRATEGY FOR BANDAR LAMPUNG TAPIS WOVEN CLOTH CRAFTSMEN IN CONVERGENCY ERA,https://drive.google.com/file/d/1CQe7qpT5PAqzMh7zULHNpPtCvn7s_-4X/view,published,10961,2019-05-02 04:17:19,61-67,2019-05-02 04:17:19,294,http://repository.lppm.unila.ac.id/id/eprint/10961,public,TRUE,pub,,"[{'docid': 23960, 'main': '3. Dewi, Yuni, I Gede, Benjamin, Asnani.doc', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/100559', 'objectid': 23960, 'mtime': '2019-03-19 09:19:52', 'hash_type': 'MD5', 'filename': '3. Dewi, Yuni, I Gede, Benjamin, Asnani.doc', 'hash': '92e8db8dc7d80f767b249844c309e553', 'fileid': 100559, 'mime_type': 'application/msword', 'filesize': 117248, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23960', 'eprintid': 10961, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/msword'}]",,['FISIP7'],conference_item,2018-09-09,disk0/00/01/09/61,,,"[{'id': 'dewiayu.hidayati@fisip.unila.ac.id', 'name': {'given': 'DAH', 'lineage': None, 'family': 'dewi ayu hidayati', 'honourific': None}}, {'name': {'given': 'IGS', 'family': 'I gde Sidemen', 'honourific': None, 'lineage': None}, 'id': 'gedesidemen@gmail.com'}, {'name': {'given': 'Benjamin', 'family': 'Benjamin', 'honourific': None, 'lineage': None}, 'id': 'bensosunila@gmail.com'}, {'name': {'honourific': None, 'family': 'Asnani', 'lineage': None, 'given': 'Asnani'}, 'id': 'Asnani.mulilampung85@gmail.com'}]",,,,,,paper,International Indonesia Conference on Interdisciplinary Studies  Lampung University,Bandar Lampung,9-12 September 2018,conference,,,,
44,['HM'],"Penelitian ini bertujuan untuk mendeskripsikan secara mendalam tentang  strategi pemberdayaan pengrajin tenun tapis di era konvergensi, Strategi Pengrajin Tapis dalam Meningkatkan Produksi, dan cara memasarkan produksi di era konvergensi. Pengembangan ekonomi kreatif saat ini menjadi peluang untuk daerah meningkatkan perekonomian sekala kecil dan menengah. Salah satu jenis ekonomi kreatif yang sedang berkembang pesat adalah tenun kain tapis. Kain tapis yang merupakan kain adat Lampung, dahulu hanya merupakan kain yang digunakan pada hari perayaan tradisonal saja. Namun sekarang dengan pesatnya kemajuan fashion, maka kain tapis menjadi salah satu kain adat maupun aplikasi pada fashion. Bahkan kain Tapis tidak hanya digunakan pada pakaian namun juga pelengkap aksesosris seperti tas dan sepatu yang bernilai tinggi. Kemauan ini tentunya memberikan keberuntungan bagi para pengrajin tapis ketika permintaan banyak maka otomatis pendapatan meningkat dan usaha berkembang.
Jenis data yang digunakan adalah data  primer dan data sekunder. Teknik pengumpulan data yang dipergunakan adalah observasi, dokumentasi, dan wawancara mendalam. Teknik pengambilan sampel dalam penelitian ini menggunakan snowball sampling. Analisis data yang digunakan adalah analisis data kualitatif dengan model deskriptif.
Berdasarkan hasil penelitian diketahui bahwa strategi pemberdayaan pengrajin tapis di era konvergensi yaitu pihak Dekranasda sebagai wadah bagi para pengrajin  memberikan  pelatihan keterampilan, pelatihan manajemen bisnis dan pelatihan pemasaran online kepada para pengrajin tapis. Selain itu strategi yang dilakukan pengrajin tapis dalam meningkatkan produksi yaitu membuat tapis terapan, pemberian motif baru pada tapis dan menggunakan benang yang mengikuti perkembangan zaman. Dari produksi yang dihasilkan,  para pengrajin melakukan upaya pemasaran dengan menggunakan digital yaitu dengan menggunakan fitur-fitur bisnis online atau jualan online
Kata kunci: Strategi Pemebrdayaan Masyarakat, Pengrajin kain Tapis, Konvergensi",2018-11-17 07:35:22,archive,,7,,show,STRATEGI PEMBERDAYAAN PENGRAJIN TENUN TAPIS BANDAR LAMPUNG DI ERA KONVERGENSI,,published,10233,2018-11-17 07:35:22,,2018-11-17 07:35:22,294,http://repository.lppm.unila.ac.id/id/eprint/10233,public,TRUE,inpress,,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23234', 'docid': 23234, 'main': 'JURNAL PROSIDING.docx', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/95567', 'objectid': 23234, 'hash_type': 'MD5', 'mtime': '2018-11-17 06:51:15', 'hash': '21f6ce89f4512c893b6c26067517473e', 'filename': 'JURNAL PROSIDING.docx', 'fileid': 95567, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'filesize': 31689, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'eprintid': 10233, 'security': 'public', 'placement': 1}]",,['FISIP7'],article,2018-09-10,disk0/00/01/02/33,,IICIS,"[{'name': {'given': 'DAH', 'family': 'dewi ayu hidayati', 'honourific': None, 'lineage': None}, 'id': 'dewiayu.hidayati@fisip.unila.ac.id'}, {'name': {'given': 'YR', 'family': 'yuni ratnasari', 'honourific': None, 'lineage': None}, 'id': 'iickmaniez@yahoo.com'}, {'name': {'lineage': None, 'family': 'Benjamin', 'honourific': None, 'given': 'Benjamin'}, 'id': 'benjamin@yahoo.com'}, {'id': 'gedesidemen@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'I gde Sidemen', 'given': 'IGS'}}, {'id': 'Asnani.mulilampung85@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Asnani', 'given': 'Asnani'}}]",,,,,,,,,,,,['FISIP UNILA'],,
45,['HM'],Similirity text,2019-05-22 06:21:10,archive,,7,26.0,show,"Engaging Men: Results of  the MenCare+
Gender Justice Program in Indonesia",,,13151,2019-05-22 06:21:10,,2019-05-22 06:21:10,950,http://repository.lppm.unila.ac.id/id/eprint/13151,public,TRUE,pub,1,"[{'docid': 26153, 'main': 'engaging men.pdf', 'files': [{'objectid': 26153, 'uri': 'http://repository.lppm.unila.ac.id/id/file/115545', 'fileid': 115545, 'mime_type': 'application/pdf', 'mtime': '2019-05-22 04:03:52', 'hash_type': 'MD5', 'hash': '614264d6ab5bc5c46615a62ccef5b2da', 'filename': 'engaging men.pdf', 'datasetid': 'document', 'filesize': 557644}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26153', 'rev_number': 1, 'eprintid': 13151, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",SAGE PUBLICATION,['FISIP7'],article,2018,disk0/00/01/31/51,,Engaging Men: Results of  the MenCare+ Gender Justice Program in Indonesia,"[{'id': 'sindungharyanto@yahoo.co.id', 'name': {'given': 'sindung', 'lineage': None, 'family': 'haryanto', 'honourific': None}}]",,,,,,,,,,,,,,
46,['HM'],similiry text of engaging men,2019-05-23 02:40:05,archive,,6,26.0,show,Simtextengagingmen,,,13181,2019-05-23 02:40:05,,2019-05-23 02:40:05,950,http://repository.lppm.unila.ac.id/id/eprint/13181,public,TRUE,pub,1,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/115707', 'objectid': 26182, 'hash': '8f432f43d3bf092c89c6b149840a784e', 'filename': 'Engaging_Men.pdf', 'mtime': '2019-05-23 02:11:51', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 115707, 'filesize': 5118854, 'datasetid': 'document'}], 'main': 'Engaging_Men.pdf', 'docid': 26182, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/26182', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 13181, 'language': 'en', 'mime_type': 'application/pdf'}]",SAGE PUBLICATION,['FISIP7'],article,2018,disk0/00/01/31/81,,The Journal of Men's Studies,"[{'name': {'lineage': None, 'honourific': None, 'family': 'haryanto', 'given': 'sindung'}, 'id': 'sindungharyanto@yahoo.co.id'}]",,,,,,,,,,,,,,
47,['HM'],"Penelitian ini bertujuan mengetahui faktor-faktor yang mempengaruhi sikap proaktif
warga pemilik lahan di Desa Sabah Balau Kecamatan Tanjung Bintang Kabupaten
Lampung Selatan dalam pelepasan hak atas tanah untuk pembangunan Jalan Tol Trans
Sumatera. Penelitian ini menggunakan metode kualitatif dengan pendekatan studi kasus.
Teknik penentuan informan dalam penelitian ini menggunakan teknik purposive sampling
sehingga informan dalam penelitian ini berjumlah tujuh orang. Hasil penelitian diperoleh: 1)
Mekanisme pelepasan hak atas tanah yaitu tahap perencanaan, persiapan, pelaksanaan dan
penyerahan hasil. 2) Hambatan dalam mekanisme pelepasan hak atas tanah antara lain,
proses pendataan kepemilikan tanah warga, ketidaktepatan waktu warga dalam
mengumpulkan data kepemilikan tanah, dan bukti kepemilikan tanah warga. 3) Faktorfaktor

yang mempengaruhi sikap proaktif masyarakat yaitu, kebijakan ganti rugi yang
menguntungkan, pemahaman terhadap pentingnya pembangunan untuk kepentingan umum,
kualitas layanan publik, peran kepala desa, dan pemaksaan atau takut pada sanksi yang
berlaku. 

 
Kata kunci: Sikap proaktif,  pelepasan hak atas tanah, jalan tol trans sumatera.",2018-11-16 17:27:37,archive,,6,20.0,show,"AKTOR-FAKTOR YANG MEMPENGARUHI SIKAP PROAKTIF
MASYARAKAT DALAM PELEPASAN HAK ATAS TANAH UNTUK 
PEMBANGUNAN JALAN TOL TRANS SUMATERA",,,10178,2018-11-16 17:27:37,31-39,2018-11-16 17:27:37,792,http://repository.lppm.unila.ac.id/id/eprint/10178,public,TRUE,pub,1,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23180', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/95130', 'objectid': 23180, 'filename': '2018-Jurnal Sosiologi-Sikap Proaktif dan Jalan tol (4).pdf', 'hash': '49c4d3677c4bcb1bcb7555d39f9cfa64', 'mtime': '2018-11-16 14:45:18', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 95130, 'filesize': 452911, 'datasetid': 'document'}], 'main': '2018-Jurnal Sosiologi-Sikap Proaktif dan Jalan tol (4).pdf', 'docid': 23180, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 10178}]",,['FISIP7'],article,2018,disk0/00/01/01/78,,Jurnal Sosiologi,"[{'name': {'given': 'suwaty', 'honourific': None, 'family': 'paula', 'lineage': None}, 'id': None}, {'id': 'htyiluh@yahoo.co.id', 'name': {'given': 'Hartoyo', 'honourific': None, 'family': 'Hartoyo', 'lineage': None}}]",,,,,,,,,,,,['Universitas Lampung'],,
48,['HM'],Penilaian Rekan Sejawat,2019-09-17 02:36:52,archive,,6,,show,Empowerment Strategy For Bandar Lampung TAPIS Woman Clotch Craflsmen In Convergency Era,,,14260,2019-09-17 02:36:52,61-67,2019-09-17 02:36:52,976,http://repository.lppm.unila.ac.id/id/eprint/14260,public,TRUE,pub,,"[{'main': 'Empowerment Strategy 1 Pak Benjamin-digabungkan-dikompresi.pdf', 'docid': 27318, 'files': [{'objectid': 27318, 'uri': 'http://repository.lppm.unila.ac.id/id/file/123776', 'fileid': 123776, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-09-16 21:37:22', 'hash': '620e99818120dfc50424866a51f83847', 'filename': 'Empowerment Strategy 1 Pak Benjamin-digabungkan-dikompresi.pdf', 'datasetid': 'document', 'filesize': 534917}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27318', 'eprintid': 14260, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",LPPM University of Lampung (Unila),['FISIP7'],article,2018,disk0/00/01/42/60,,Proceeding of International Indonesia Conference on Interdisciplinary Studies Lampung University,"[{'name': {'honourific': None, 'family': 'ratnasari', 'lineage': None, 'given': 'Yuni'}, 'id': 'iickmaniez@yahoo.com'}]",978-602-50756-2-9,,,,,,,,,,,['Universitas Lampung'],,
49,['HM'],Hasil cek simiirity,2019-11-04 04:37:31,archive,,7,,show,Empowerment Strategy For Bandar Lampung TAPIS Woman Cloth Crasftsmen In Convergency Era,,published,15225,2019-11-04 04:37:31,,2019-11-04 04:37:31,976,http://repository.lppm.unila.ac.id/id/eprint/15225,public,TRUE,pub,,"[{'eprintid': 15225, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 28362, 'main': 'Jurnal_Prosiding.pdf', 'files': [{'filesize': 2496832, 'datasetid': 'document', 'hash': 'ab6a577e472ad4cde127e4492bb453de', 'filename': 'Jurnal_Prosiding.pdf', 'mtime': '2019-11-04 04:00:00', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 131071, 'uri': 'http://repository.lppm.unila.ac.id/id/file/131071', 'objectid': 28362}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28362'}]",LPPM University of Lampung (Unila),['FISIP7'],article,2018-12,disk0/00/01/52/25,,Proceeding of International Indonesia Conference on Interdisciplinary Studies Lampung University,"[{'id': 'iickmaniez@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'ratnasari', 'given': 'Yuni'}}]",978-602-50756-2-9,,,,,,,,,,,,,[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]
50,['HM'],Penilaian Rekan Sejawat,2019-09-17 02:36:55,archive,,6,,show,Ngejunjong Mi : kearifan Lokal dalam Tradisi Nemui Nyimah Marga Legun Way Urang,,,14261,2019-09-17 02:36:55,2-23,2019-09-17 02:36:55,976,http://repository.lppm.unila.ac.id/id/eprint/14261,public,TRUE,pub,,"[{'main': 'Ngejunjong Mi 2 Pak Suwarno-digabungkan.pdf', 'docid': 27319, 'files': [{'objectid': 27319, 'uri': 'http://repository.lppm.unila.ac.id/id/file/123782', 'mime_type': 'application/pdf', 'fileid': 123782, 'hash': 'b11a755a55ef4aa8b301691469b73fd6', 'filename': 'Ngejunjong Mi 2 Pak Suwarno-digabungkan.pdf', 'hash_type': 'MD5', 'mtime': '2019-09-16 21:47:32', 'datasetid': 'document', 'filesize': 7173736}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/27319', 'rev_number': 1, 'eprintid': 14261, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",Universitas Mataram,['FISIP7'],article,2018,disk0/00/01/42/61,,Prosiding Konferensi Nasional Sosiologi APPSSI VII,"[{'name': {'family': 'ratnasari', 'honourific': None, 'lineage': None, 'given': 'Yuni'}, 'id': 'iickmaniez@yahoo.com'}]",978-603-1570-65-4,,,,,,,,,,,['Universitas Lampung'],,
51,['HM'],Penilaian Rekan Sejawat,2019-09-17 02:36:45,archive,,6,,show,Wanna Peringga: Kearifan Lokal Untuk Merawat Kebhinekaan dan Lingkungan pada Marga Keratuan Darah Putih Lampung,,,14255,2019-09-17 02:36:45,243-264,2019-09-17 02:36:45,976,http://repository.lppm.unila.ac.id/id/eprint/14255,public,TRUE,pub,,"[{'main': 'Wanna Peringga 1 Pak Benjamin-digabungkan.pdf', 'docid': 27314, 'files': [{'datasetid': 'document', 'filesize': 7127546, 'mime_type': 'application/pdf', 'fileid': 123740, 'filename': 'Wanna Peringga 1 Pak Benjamin-digabungkan.pdf', 'hash': '1ebebaaf2e01aedd362b908f618ee5f2', 'hash_type': 'MD5', 'mtime': '2019-09-16 14:49:20', 'objectid': 27314, 'uri': 'http://repository.lppm.unila.ac.id/id/file/123740'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27314', 'eprintid': 14255, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",Universitas Mataram,['FISIP7'],article,2018,disk0/00/01/42/55,,Prosiding Konferensi Nasional Sosiologi APSSI VII,"[{'name': {'family': 'ratnasari', 'honourific': None, 'lineage': None, 'given': 'Yuni'}, 'id': 'iickmaniez@yahoo.com'}]",978-603-1570-65-4,,,,,,,,,,,['Universitas Lampung'],,
52,"['GN', 'HM']","Tulisan ini mengkaji tentang Wanna Peringga: sebuah mitologi masyarakat Marga Ratu Keratuan Darah Putih dalam merawat hutan dan gunung Rajabasa yang diyakini sampai saat ini. Tidak hanya itu, mitologi Wanna Peringga juga sebagai perekat etnik pendatang di wikayah Keartuan Darah Putih dalam menjaga Lingkungan alam. Sebagai wilayah tujuan transmigrasi, maka heterogenitas etnik di wilayah ini tidak bisa dihindarkan. Penelitian ini menggunakan pendekatan etnografi, dengan teknik pengumpulan data yakni wawancara mendalam dan pengamatan terlibat. Hasil penelitian menunjukkan bahwa  Wanna Peringga adalah  kearifan lokal masyarakat Adat Marga Ratu Keratuan Darah Putih Lampung Selatan. Lingkungan dalam hal ini hutan, pantai, sungai dan gunung adalah material penting pada masyarakat pesisir Lampung termasuk Marga Ratu Keratuan Darah Putih. Sumber daya alam itu merupakan sumber kehidupan bagi masyarakat, oleh karena itu mereka menempatkan itu sebagai suatu unsur yang penting dalam kehidupan, sehingga diatur dalam kehidupan adat. Adat adalah kesekapatan, dan dibangun atas dasar untuk mensejahterakan masyarakat dan mengatur masyarakat agar  penuh keteraturan dalam kehidupan bermasyarakat. Marga Ratu Keratuan Darah Putih memiliki suatu konsep yakni Wanna Peringga, yakni diyakini sebagai sosok penjaga hutan dan gunung Rajabasa yang berada di wilayah tersebut. Sosok pengawal Radin Inten sebagai kepala Marga Ratu Keratuan Darah Putih yang bertugas menjaga Gunung Rajabasa dalam mitologi Marga Ratu tersebut. Sampai saat ini masyarakat selalu menjaga alam hutan gunung Rajabasa untuk menghindari sanksi sanksi alam dari sosok penunggu gunung tersebut sebagai sebuah keyakinan dalam menjaga alam dan lingkungan termasuk etnik pendatang di wilayah ini.",2018-06-04 06:34:45,archive,"[{'url': 'http://apssi-sosiologi.org/?p=1260', 'type': 'org'}]",9,,show,"Wanna Peringga : 
Kearifan Lokal untuk Merawat Kebhinekaan dan Lingkungan pada 
Marga Ratu Keratuan Darah Putih Lampung",http://apssi-sosiologi.org/?p=1260,published,6986,2018-06-04 06:34:45,1-10,2018-06-29 02:34:31,314,http://repository.lppm.unila.ac.id/id/eprint/6986,public,TRUE,pub,,"[{'docid': 19959, 'main': 'abstrak APSSI 2018 yuni UNILA.doc', 'files': [{'datasetid': 'document', 'filesize': 1062912, 'fileid': 63965, 'mime_type': 'application/msword', 'mtime': '2018-06-03 09:33:34', 'hash_type': 'MD5', 'filename': 'abstrak APSSI 2018 yuni UNILA.doc', 'hash': '0311356462bf7375cf79dfafefbece2e', 'objectid': 19959, 'uri': 'http://repository.lppm.unila.ac.id/id/file/63965'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/19959', 'rev_number': 1, 'eprintid': 6986, 'placement': 1, 'security': 'public', 'mime_type': 'application/msword', 'language': 'en'}]",,['FISIP7'],conference_item,2018-05-07,disk0/00/00/69/86,,,"[{'id': 'iickmaniez@yahoo.com', 'name': {'given': 'Yuni', 'lineage': None, 'family': 'ratnasari', 'honourific': None}}, {'id': 'bartovenvivit@gmail.com', 'name': {'given': 'Bartoven Vivit', 'honourific': None, 'family': 'Nurdin', 'lineage': None}}]",,bartovenvivit@gmail.com,,,,paper,Seminar Nasional APSSI Tantangan Kebhinekaan Era Digital,Lombok,7-10 Mei 2018,conference,,,,
