,pagerange,datestamp,userid,lastmod,uri,full_text_status,refereed,ispublished,number,documents,publisher,divisions,type,date,dir,publication,issn,creators,subjects,abstract,eprint_status,status_changed,volume,rev_number,metadata_visibility,title,date_type,eprintid,official_url,contact_email,id_number,pres_type,event_title,event_location,event_type,event_dates,corp_creators,related_url,contributors,place_of_pub,isbn,pages,funders,projects,succeeds,keywords,referencetext,output_media
42,125-132,2018-04-25 06:49:35,241,2018-04-25 06:49:35,http://repository.lppm.unila.ac.id/id/eprint/5989,public,TRUE,pub,2,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/18906', 'main': '4 A.n Edi Suhendar JTEP_Nov.pdf', 'docid': 18906, 'files': [{'datasetid': 'document', 'filesize': 269182, 'fileid': 55465, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-11-18 09:59:55', 'hash': '066e1b33716d46a959f11e60f4538559', 'filename': '4 A.n Edi Suhendar JTEP_Nov.pdf', 'objectid': 18906, 'uri': 'http://repository.lppm.unila.ac.id/id/file/55465'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 5989, 'placement': 1, 'security': 'public'}]",,['FP18'],article,1970-01-01 00:00:00.000002017,disk0/00/00/59/89,"Jurnal Teknik Pertanian Lampung Vol.6, No. 2: 125-132",,"[{'id': None, 'name': {'given': 'Edi', 'lineage': None, 'honourific': None, 'family': 'Suhendar'}}, {'name': {'given': 'Tamrin', 'lineage': None, 'honourific': None, 'family': 'Tamrin'}, 'id': None}, {'id': 'dwi.diannovita@fp.unila.ac.id', 'name': {'lineage': None, 'family': 'Novita', 'honourific': None, 'given': 'Dwi Dian'}}]",['S1'],"Drying is the process of spending or the separation of water from the material in relatively small quantities by
using heat energy. Withdrying chips,optimal breadfruit it can produce good flour products.  The purpose of this
study was to test the performance of a rack-type drier for drying chips breadfruit uses electrical energy.  The
pattern of moisture reduction is different for each treatment. Final moisture content reached the lowest average
on drying using a tool with thick slices of 1 to 2,9 mm is 9,66% with a 13-hour drying time.  Final moisture content
averages on drying using a tool with thick sl ices of 3 to 4,9 mm is 10,48% with 15-hour drying time.  Final
moisture content averages on drying using a toolwith thick slices of 5 to 6,9 mm 10,37% with 18-hour drying
time.  The drying efficiency using tools with thick slices of 1 to 2,9 mm is equal to 28,59 %, drying using a tool with
thick slices of 3 to 4,9 mm amounted to 50,79 %, and the drying using a tool with thick slices of 5 to 6,9 mm is
equal 62,95 %.  The drying rate on drying using a tool with thick slices of 1 to 2,9 mm is equal to 0,259 kgH2O/
h, drying using a tool with thick slices of 3 to 4,9 mm by 0,448 kgH2O/hour, and drying using a tool with thick
sl ices 5-6, 9 mm by 0,566 kgH2O/hour.
Keywords: drying, drying rack type, breadfruit.",archive,2018-04-25 06:49:35,6.0,6,show,"TEST PERFORMANCE OF RACK-DRYER FOR DRYING CHIPS
BREADFRUIT USES ELECTRICAL ENERGY",published,5989,,,,,,,,,,,,,,,,,,,,
43,,2021-07-05 01:12:37,832,2021-07-05 01:12:37,http://repository.lppm.unila.ac.id/id/eprint/33074,public,,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 33074, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150911', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'fileid': 391712, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-07-03 06:25:45', 'filename': 'JN6b JTT Similirity Activity of Soil Microorganisms (Agustus 2017).pdf', 'hash': '9ec6d7fb1cab195882d19a139ac791a9', 'datasetid': 'document', 'filesize': 1991106, 'objectid': 150911, 'uri': 'http://repository.lppm.unila.ac.id/id/file/391712'}], 'docid': 150911, 'main': 'JN6b JTT Similirity Activity of Soil Microorganisms (Agustus 2017).pdf'}]","J Trop Soils, Unila",['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/03/30/74,,,"[{'name': {'given': 'Sugeng', 'lineage': None, 'honourific': None, 'family': 'Triyono'}, 'id': 'sugeng.triyono@fp.unila.ac.id'}]",['S1'],,archive,2021-07-05 01:12:37,,7,show,"Activity of Soil Microorganisms During the Growth of Sweet Corn (Zea
Mays Saccharata Sturt) in the Second Planting Time with the
Application of Organonitrofos and Biochar",published,33074,,striyono2001@yahoo.com,,,,,,,,,,,,,,,,,,
44,,2021-09-28 02:41:53,832,2021-09-28 02:41:53,http://repository.lppm.unila.ac.id/id/eprint/34182,public,,pub,,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/154678', 'rev_number': 1, 'main': 'PI 4b IOP_Conf._Ser.__Earth_Environ._Sci.Soil Fauna (Agustus 2017).pdf', 'docid': 154678, 'files': [{'hash_type': 'MD5', 'mtime': '2021-09-27 03:47:43', 'hash': 'ca0ea13d3e25f4a664b7195e52189175', 'filename': 'PI 4b IOP_Conf._Ser.__Earth_Environ._Sci.Soil Fauna (Agustus 2017).pdf', 'fileid': 403201, 'mime_type': 'application/pdf', 'filesize': 1973774, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/403201', 'objectid': 154678}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 34182, 'placement': 1, 'security': 'public'}]","International Conference on Organic Agriculture in the Tropics:  State-of-the-Art, Challenges and Opportunities  August 20-24th, 2017",['FP18'],other,2017-08-20 00:00:00.000000000,disk0/00/03/41/82,,,"[{'id': 'sugeng.triyono@fp.unila.ac.id', 'name': {'given': 'Sugeng', 'honourific': None, 'family': 'Triyono', 'lineage': None}}]",['S1'],"Abstract. Organonitrophos (OP) is an organic fertilizer which is enriched by nitrogen-fixing 
and phosphorus solubilizer microbes. This study aimed to determine the effect of the 
combination dose of OP and inorganic fertilizers as well as the addition of biochar and its 
interaction on soil fauna (earthworms and mesofauna) in Ultisol soil during the maize growth. 
This research was conducted at the Integrated Field Laboratory, University of Lampung. The 
treatment used was a 6 × 2 factorial with three replications in a randomized block design 
(RBD). The first factor was the combination dose of OP and inorganic fertilizers consisting of 
six levels, and the second factor was biochar from rice husk consisting of two levels. 
Earthworm was examined using “hand sorting” method and soil mesofauna using dry extract 
“Barlesse-Tulgreen” method. The results showed that during the maize growth, the highest 
population of earthworms and soil mesofauna as well as the highest biomass of earthworm 
were found in P5 treatment (100% OP). Application of 100% biochar (B1) decreased the 
population and biomass of earthworms, on the contrary it increased the population of soil 
mesofauna. Moreover, Shannon-Weaver Diversity Index of soil mesofauna is not affected by 
the combined fertilizers and biochar",archive,2021-09-28 02:41:53,,9,show,"BUKTI HADIR SEMINAR (SERTIFIKAT: Soil fauna population during the maize (Zea maysl.) growth with the
addition of organonitrophos, inorganic fertilizer and biochar",published,34182,http://iopscience.iop.org/article/10.1088/1755-1315/215/1/012003,,10.1088/1755-1315/215/1/012003,,,,,,,,,"IOP Conference Series: Earth and Environmental Science, Volume 230, International Conference on Green Agro-industry and Bioeconomy 18–20 September 2018, Universitas Brawijaya, East Java Indonesia",,,,,,,,
45,,2021-09-28 04:43:06,832,2021-09-28 04:43:06,http://repository.lppm.unila.ac.id/id/eprint/34188,public,,pub,,"[{'files': [{'fileid': 403270, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-09-28 03:03:17', 'filename': 'PI 1b ISAE 2017 mikrokotroler (Agustus 2017) Sertifkat.pdf', 'hash': '94293b399e57a6b3cf6752e20583c6bf', 'datasetid': 'document', 'filesize': 3013033, 'objectid': 154686, 'uri': 'http://repository.lppm.unila.ac.id/id/file/403270'}], 'main': 'PI 1b ISAE 2017 mikrokotroler (Agustus 2017) Sertifkat.pdf', 'docid': 154686, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154686', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 34188, 'mime_type': 'application/pdf', 'language': 'en'}]",Teknik Pertanian FP UNila,['FP18'],other,2017-08-10 00:00:00.000000000,disk0/00/03/41/88,,,"[{'name': {'given': 'Sugeng', 'lineage': None, 'honourific': None, 'family': 'Triyono'}, 'id': 'sugeng.triyono@fp.unila.ac.id'}]",['S1'],"ABSTRACT
The objective of this research is how to control proper room temperature and humidity in a straw 
mushroom producing house with the targets of 28-33oC temperature, and 80-90% relative humidity. 
Research was conducted by building a mushroom house (4m wide x 6m long x4m high), steel framed, 
asbestos roofed with 3mm plywood ceiling, and 60% screen net wall layered with 14%UV transparent 
plastic. The mushroom house was equipped with a microcontroller to monitor and control the room 
temperature and relative humidity. Twenty units of SHT22 sensor were installed to monitor the 
temperature and humidity; eighteen in the room, one above the ceiling, and the last was placed outside 
the house (above the roof). The system was equipped with 4 units of water sprayer heads to elevate the 
room humidity and decrease the room temperature. Two units of vents were installed at the upper wall 
to exhaust the room air when the humidity and temperature were above the optimum ranges. A unit of 
heater was added at the middle of the room to elevate the room temperature when it went down bellow 
28oC. Results showed that when the temperature and humidity were not controlled, they could fluctuate 
out of the optimum ranges; temperature increased above 33oC and went down to 25oC. Likewise; 
humidity was ranging between about 50% to saturation. However; when the control was activated, the 
temperature and humidity were in general close to the optimum ranges.
Keywords: mushroom, microcontroller, temperature, humidity, empty fruit bunch",archive,2021-09-28 04:43:06,,8,show,"Bukti Kehadiran Seminar INTER (Sertifikat) Agustus 10-12 2017: APPLICATION OF MICROCONTROLLER TO CONTROL ROOM ENVIRONMENT 
OF A MUSHROOM HOUSE",published,34188,,,,,,,,,,,,,,,,,,,,
46,,2021-06-21 01:08:34,832,2021-06-21 01:08:34,http://repository.lppm.unila.ac.id/id/eprint/32715,public,,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 32715, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148658', 'format': 'text', 'pos': 1, 'files': [{'filename': '6 Developing_A_Family_Size_Biogas_Fueled_Electricity 1.pdf', 'hash': 'de90485585a5c37c8077dfe5837f3a1c', 'hash_type': 'MD5', 'mtime': '2021-06-19 22:52:30', 'mime_type': 'application/pdf', 'fileid': 387055, 'filesize': 3037860, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/387055', 'objectid': 148658}], 'main': '6 Developing_A_Family_Size_Biogas_Fueled_Electricity 1.pdf', 'docid': 148658}]",Center  of Biomass and Renewable Energy (CBIORE) Diponegoro University Indonesia,['FP18'],other,2017-06-25 00:00:00.000000000,disk0/00/03/27/15,,,"[{'id': 'sugeng.triyono@fp.unila.ac.id', 'name': {'family': 'Triyono', 'honourific': None, 'lineage': None, 'given': 'Sugeng'}}]",['S1'],"ABSTRACT. The purpose of this study is to develop a family-size biogas-fueled electricity generating system consisting of 
anaerobic digester, bio-filter scrubber, and power generating engine. Biogas was produced from a pilot scale wet anaerobic 
digester (5-m3 capacity). The biogas was filtered using bio-scrubber column filled with locally made compost to reduce hydrogen 
sulfide (H2S) content. Biogas composition was analysed using a gas chromatograph and its H2S level was measured using a H2S 
detector. A 750-W four stroke power generating engine was used with 100% biogas. Biogas consumed by the generator engine 
was measured at different load from 100 to 700 W (13.3 to 93.3% of the rated power). Three replications for each load 
experiment were taken. Results showed that the total biogas yield was 1.91 m3/day with methane content of 56.48% by volume. 
Bio-filter successfully reduced H2S content in the biogas by 98% (from 400 ppm to 9 ppm). Generator engine showed good 
performance during the test with average biogas consumption of 415.3 L/h. Specific biogas consumption decreased from 5.05 
L/Wh to 1.15 L/Wh at loads of 100 W to 700 W, respectively. Thermal efficiency increased with loads from 6.4% at 100 W to 28.1 
at 700 W. The highest thermal efficiency of 30% was achieved at a load of 600 W (80% of the rated power) with specific biogas 
consumption of 1.07 L/Wh.",archive,2021-06-21 01:08:34,,8,show,Developing A Family-Size Biogas-Fueled Electricity Generating System,published,32715,https://ejournal.undip.ac.id/index.php/ijred/article/view/14692,sugeng.triyono@fp.unila.ac.id,https://doi.org/10.14710/ijred.6.2.111-118,,,,,,,,,"Int. Journal of Renewable Energy Development (IJRED), Center  of Biomass and Renewable Energy (CBIORE) Diponegoro University Indonesia",,,,,,biogas; family size; generator; electricity; bio-filter,,
47,,2021-06-21 01:08:31,832,2021-06-21 01:08:31,http://repository.lppm.unila.ac.id/id/eprint/32714,public,,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 32714, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148653', 'main': '5 Economic_Benefit_and_Greenhouse_Gas_Emission_Reduc.pdf', 'docid': 148653, 'files': [{'datasetid': 'document', 'filesize': 3300243, 'mime_type': 'application/pdf', 'fileid': 387044, 'hash': '6948e1d8d4e06d0ee8e8d8a507c2d81a', 'filename': '5 Economic_Benefit_and_Greenhouse_Gas_Emission_Reduc.pdf', 'hash_type': 'MD5', 'mtime': '2021-06-19 22:45:05', 'objectid': 148653, 'uri': 'http://repository.lppm.unila.ac.id/id/file/387044'}]}]",Center  of Biomass and Renewable Energy (CBIORE) Diponegoro University Indonesia,['FP18'],other,2017-02-01 00:00:00.000000000,disk0/00/03/27/14,,,"[{'id': 'sugeng.triyono@fp.unila.ac.id', 'name': {'given': 'Sugeng', 'lineage': None, 'family': 'Triyono', 'honourific': None}}]",['S1'],"ABSTRACT. The objective of this research is to evaluate economic benefit and greenhouse gas (GHG) emission reduction 
potential of a family-scale anaerobic cowdung biogas digester. Research was conducted at two villages in Lampung Province, 
namely Marga Lestari, District of South Lampung and Pesawaran Indah, District of Pesawaran. Economic benefit and GHG 
emission reduction potential were evaluated based on LPG saving due to biogas utilisation for cooking and slurry digestate 
utilisation for fertilizer substitution. Results showed that a family-scale anaerobic cowdung biogas digester demonstrated a good 
potential to reduce GHG emission, but not in economic. A digester with 5 heads of cow produced biogas at a rate of 1582 L/day.
With average methane content of 53.6%, energy value of the biogas was equivalent to 167 kg LPG and able to substitute 52 bottles 
LPG annually. A family-scale biogas digester contributed 111.6 USD/year and potentially reduced GHG emission by 2674.8 kg 
CO2e/year. Development of family scale biogas-digesters should be integrated with organic fertilizer production and smallholder 
agriculture.",archive,2021-06-21 01:08:31,,7,show,Economic Benefit and Greenhouse Gas Emission Reduction Potential of A Family-Scale Cowdung Anaerobic Biogas Digester,published,32714,https://ejournal.undip.ac.id/index.php/ijred/article/view/13453,sugeng.triyono@fp.unila.ac.id,https://doi.org/10.14710/ijred.6.1.29-36,,,,,,,,,"Int. Journal of Renewable Energy Development (IJRED), Center  of Biomass and Renewable Energy (CBIORE) Diponegoro University Indonesia",,,,,,biogas; cowdung; greenhouse gas; economy; benefit,,
48,,2022-06-12 11:43:14,832,2022-06-12 11:43:14,http://repository.lppm.unila.ac.id/id/eprint/42332,public,,pub,,"[{'security': 'public', 'placement': 1, 'eprintid': 42332, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 4342555, 'fileid': 465712, 'mime_type': 'application/pdf', 'mtime': '2022-06-11 09:17:21', 'hash_type': 'MD5', 'filename': 'SugengTriyono_Laporan Akhir Stranas 2017.pdf', 'hash': '46fb94f787d19444daf792297bd61c43', 'objectid': 164042, 'uri': 'http://repository.lppm.unila.ac.id/id/file/465712'}], 'main': 'SugengTriyono_Laporan Akhir Stranas 2017.pdf', 'docid': 164042, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164042', 'rev_number': 1, 'format': 'text', 'pos': 1}]",Unila,['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/04/23/32,,,"[{'id': 'sugeng.triyono@fp.unila.ac.id', 'name': {'given': 'Sugeng', 'lineage': None, 'honourific': None, 'family': 'Triyono'}}]",['S1'],"Tujuan jangka panjang penelitian adalah untuk mensinergikan produksi jamur 
merang media tandan kosong kelapa sawit (TKKS) dengan produksi pupuk organik 
“Organonitrofos”, secara efisien dan efektif. Pupuk Organonitrofos adalah pupuk 
organik berbahan baku limbah pertanian dan industri pertanian, yang dikembangkan 
oleh Tim Unila. Dalam proses produksi jamur merang, biasanya TKKS dikomposkan 
terlebih dahulu dalam bentuk utuh, kemudian bekas media jamur dibuang. Dalam 
penelitian ini, TKKS bekas media jamur dimanfaatkan sebagai salah satu bahan baku 
pupuk Organonitrofos. Jika TKKS dikomposkan dalam bentuk remah (ukuran 
dikecilkan) maka pencampuran dengan bahan baku lain dalam proses pembuatan 
pupuk organik Organonitrofos tentu lebih mudah. Namun media jamur TKKS dalam 
bentuk remah kemungkinan mempengaruhi produksi jamur. Penelitian tentang 
produksi jamur merang media TKKS remah belum ditemukan. Target jangka 
panjang penelitian adalah meningkatnya nilai tambah pemanfaatan limbah TKKS 
yang jumlahnya berlimpah, sebagai media jamur merang dan sebagai bahan baku 
pupuk organik Organonitrofos, sehingga dapat membantu peningkatan bahan pangan 
sumber protein dan juga membantu ketersediaan pupuk. 
Pada Tahun I, penelitian digunakan untuk mengkaji pengaruh ukuran cacahan 
TKKS dan lama pengomposan terhadap produktivitas kualitas jamur merang. 
Penelitian dilakukan di Lab Lapang Fakultas Pertanian Unila, dimulai dengan 
membuat kumbung (rumah jamur ukuran 4x6 m2
 tinggi 4 m) dan merangkai sistem 
kontrol lingkungan dalam kumbung (suhu ruang, RH). 
Data hasil penelitian menunjukkan bahwa alat kontrol otomatis dapat 
mengendalikan suhu dan RH ruang kumbung jamur pada kisaran optimal (suhu 28-
33oC dan RH 80-95%). Data juga menunjukkan bahwa produksi tertinggi terjadi pada 
perlakuan ukuran TKKS utuh. Sedangkan kualitas jamur (kadar protein) tertinggi 
terjadi pada perlakuan ukuran TKKS kecil. Luaran yang sudah dicapai adalah 
makalah seminar internasional, draf artikel jurnal nasional, draf jurnal internasional, 
dan draf buku ajar. 
Pada Tahun II, penelitian digunakan untuk meningkatkan kualitas jamur (kadar 
protein, lemak, karbohidrat, dan serat) dan mengkaji pengaruhnya terhadap kualitas 
pupuk Organonitrofos. Penelitian juga dilakukan di Lab Lapang Fakultas Pertanain 
Unila, di dalam kumbung dan dengan kontrol lingkungan yang sama dengan 
penelitian Tahun I. Hasil optimum dari penelitian Tahun I (TKKS utuh dan lama 
pengomposan 4 hari) diterapkan pada penelitian Tahun II. Peningkatan kualitas 
jamur dikaji dengan cara membuat perlakuan penambahan pupuk/nutrisi organik dan 
NPK dengan jenis dan dosis yang berbeda pada media TKKS. Media TKKS bekas 
jamur kemudian digunakan untuk membuat pupuk Organonitrofos dengan cara 
dicampurkan dengan bahan baku lain yang biasa digunakan (kotoran sapi, kotoran 
ayam, arang sekam, cocodust, limbah fosfat). Kadar C, N, P, dan K, pupuk 
Organonitrofos yang dihasilkan diuji lab, dan diuji agronomis pada tanaman sayuran 
dipot. Kualitas serapan tanaman terhadap hara N, P, dan K kemudian diukur. 
Pada Tahun III, penelitian digunakan untuk membuat percontohan di lokasi 
petani produsen jamur merang. Hasil terbaik dari penelitian Tahun II (jenis dan 
dosis nutrisi tambahan optimum) diterapkan pada penelitian Tahun III. Kegiatan 
percontohan terdiri dari produksi jamur merang, produksi pupuk Organonitrofos, dan 
demplot aplikasi pupuk Organonitrofos pada tanaman sayuran.",archive,2022-06-12 11:43:14,,7,show,"LAPORAN AKHIR I: INTEGRASI BUDIDAYA JAMUR MERANG (Volvariella volvaceae L) 
MEDIA TANDAN KOSONG KELAPA SAWIT (TKKS) 
DENGAN PRODUKSI PUPUK ORGANONITROFOS",,42332,,sugeng.triyono@fp.unila.ac.id,,,,,,,,,,,,,,,,,,
49,,2021-06-28 01:11:50,832,2021-06-28 01:11:50,http://repository.lppm.unila.ac.id/id/eprint/32908,public,,pub,,"[{'main': 'PI 1c ISAE 2017 mikrokotroler (Agustus 2017, ok).pdf', 'docid': 149992, 'files': [{'objectid': 149992, 'uri': 'http://repository.lppm.unila.ac.id/id/file/389642', 'datasetid': 'document', 'filesize': 2769686, 'mime_type': 'application/pdf', 'fileid': 389642, 'filename': 'PI 1c ISAE 2017 mikrokotroler (Agustus 2017, ok).pdf', 'hash': 'fb677c239556fd92e5346b47a751eca7', 'mtime': '2021-06-27 21:27:18', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/149992', 'rev_number': 1, 'eprintid': 32908, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",J Teknik Pertanian FP Unila,['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/03/29/08,,,"[{'name': {'family': 'Triyono', 'honourific': None, 'lineage': None, 'given': 'Sugeng'}, 'id': 'sugeng.triyono@fp.unila.ac.id'}]",['S1'],,archive,2021-06-28 01:11:50,,7,show,Penilaian Sejawat: APPLICATION OF MICROCONTROLLER TO CONTROL ROOM ENVIRONMENT OF A MUSHROOM HOUSE,published,32908,,sugeng.triyono@fp.unila.ac.id,,,,,,,,,,,,,,,,,,
50,,2021-06-28 01:11:25,832,2021-06-28 01:11:25,http://repository.lppm.unila.ac.id/id/eprint/32899,public,,pub,,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/389528', 'objectid': 149933, 'filename': 'JN6c JTT Activity of Soil Microorganisms (Agustus 2017).pdf', 'hash': '7d42698e80bd9bc8541a734e6e0f7551', 'mtime': '2021-06-27 20:40:05', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 389528, 'filesize': 3802486, 'datasetid': 'document'}], 'main': 'JN6c JTT Activity of Soil Microorganisms (Agustus 2017).pdf', 'docid': 149933, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/149933', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 32899, 'mime_type': 'application/pdf', 'language': 'en'}]","J Trop Soils, Unila",['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/03/28/99,,,"[{'id': 'sugeng.triyono@fp.unila.ac.id', 'name': {'given': 'Sugeng', 'honourific': None, 'family': 'Triyono', 'lineage': None}}]",['S1'],,archive,2021-06-28 01:11:25,,7,show,Penilaian Sejawat: Activity of Soil Microorganisms During the Growth of Sweet Corn (Zea Mays Saccharata Sturt) in the Second Planting Time with the Application of Organonitrofos and Biochar,published,32899,,sugeng.triyono@fp.unila.ac.id,,,,,,,,,,,,,,,,,,
51,,2021-06-28 01:11:45,832,2021-06-28 01:11:45,http://repository.lppm.unila.ac.id/id/eprint/32906,public,,pub,,"[{'placement': 1, 'security': 'public', 'eprintid': 32906, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/389618', 'objectid': 149980, 'mtime': '2021-06-27 21:16:50', 'hash_type': 'MD5', 'hash': 'e2bee64acf5b399b2b007af3011b5a58', 'filename': 'JN13c JTEP 2017 Aplikasi Kinetika Reaksi Pembuatan Biodiesel (Desember 2017).pdf', 'fileid': 389618, 'mime_type': 'application/pdf', 'filesize': 3713939, 'datasetid': 'document'}], 'docid': 149980, 'main': 'JN13c JTEP 2017 Aplikasi Kinetika Reaksi Pembuatan Biodiesel (Desember 2017).pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/149980', 'pos': 1, 'format': 'text'}]",JTEP IPB,['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/03/29/06,,,"[{'id': 'sugeng.triyono@fp.unila.ac.id', 'name': {'given': 'Sugeng', 'family': 'Triyono', 'honourific': None, 'lineage': None}}]",['S1'],,archive,2021-06-28 01:11:45,,7,show,Penilaian Sejawat: Aplikasi Kinetika Reaksi Pembuatan Biodiesel dari Minyak Jelantah Melalui Reaksi Transesterifikasi Basa,,32906,,sugeng.triyono@fp.unila.ac.id,,,,,,,,,,,,,,,,,,
52,,2021-06-28 01:10:34,832,2021-06-28 01:10:34,http://repository.lppm.unila.ac.id/id/eprint/32888,public,,pub,,"[{'eprintid': 32888, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 149867, 'main': 'JI5c IJRED 2017 Economic Benefit (Februari 2017).pdf', 'files': [{'filename': 'JI5c IJRED 2017 Economic Benefit (Februari 2017).pdf', 'hash': '9c821336ce16257d7bd682305e868314', 'mtime': '2021-06-27 19:35:41', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 389396, 'filesize': 3583995, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/389396', 'objectid': 149867}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/149867', 'rev_number': 1}]",IJRED,['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/03/28/88,,,"[{'id': 'sugeng.triyono@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Triyono', 'given': 'Sugeng'}}]",['S1'],,archive,2021-06-28 01:10:34,,7,show,"Penilaian Sejawat: Economic Benefit and Greenhouse Gas Emission Reduction Potential 
of A Family-Scale Cowdung Anaerobic Biogas Digester",published,32888,,sugeng.triyono@fp.unila.ac.id,,,,,,,,,,,,,,,,,,
53,,2021-07-01 01:03:43,832,2021-07-01 01:03:43,http://repository.lppm.unila.ac.id/id/eprint/32973,public,,pub,,"[{'eprintid': 32973, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '1 SIMILIRITY APPLICATION_OF_MICROCONTROLLER_TO_CONTROL_ROOM_ENV.pdf', 'docid': 150359, 'files': [{'filesize': 1723901, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-06-30 14:25:16', 'filename': '1 SIMILIRITY APPLICATION_OF_MICROCONTROLLER_TO_CONTROL_ROOM_ENV.pdf', 'hash': '30ff9d54b33affb1ec661c2027d9d846', 'fileid': 390501, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/390501', 'objectid': 150359}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/150359'}]",TEKNIK PERTANIAN FP UNILA,['FP18'],other,1970-01-01 00:00:00.000002017,disk0/00/03/29/73,,,"[{'name': {'family': 'Triyono', 'honourific': None, 'lineage': None, 'given': 'Sugeng'}, 'id': 'sugeng.triyono@fp.unila.ac.id'}]",['S1'],,archive,2021-07-01 01:03:43,,7,show,"SIMILIRITY: APPLICATION OF MICROCONTROLLER
TO CONTROL ROOM ENVIRONMENT OF
A MUSHROOM HOUSE",published,32973,,sugeng.triyono@fp.unila.ac.id,,,,,,,,,,,,,,,,,,
