,subjects,abstract,status_changed,eprint_status,rev_number,metadata_visibility,title,eprintid,datestamp,corp_creators,userid,lastmod,uri,full_text_status,refereed,ispublished,publisher,documents,divisions,type,dir,publication,issn,creators,number,date_type,volume,official_url,related_url,book_title,pagerange,pres_type,event_location,event_title,event_type,event_dates,contributors,place_of_pub,id_number,contact_email,funders,pages,isbn,editors
10,['H1'],"Development planning of forest and watershed management is a
critical step for a sustainable natural resource. However, the interests,
skills, and participation of women are hardly considered. This
research investigates the development of a gender action plan
(GAP) in a program called Strengthening Community-Based Forest
and Watershed Management (SCBFWM) in upstream Way Besai
(Besai River) in West Lampung, Indonesia. Data were collected
through interviews, documents, and focus group discussions. We
found that there are inconsistencies in government policies regarding
commitment to gender. Although West Lampung Regency
acknowledged gender equality as a goal, which is shown through
its vision, there was barely any mention of it in their local offices’
policies, programs, activities, and budget. The gendering of the forest
and watershed management has changed in recent years, with
women’s community-based organizations (CBOs) and the community
having acknowledged the importance of women’s interests
and participation in promoting sustainable forests and watersheds.
The gap between ignorance and knowledge within the government,
in the context of more knowledgeable and skillful community
members, may create tensions between governments,
community-based organizations, and community members. This
study hopes to strengthen the awareness among government officers
in gendering forest and watershed sectors development.",2019-12-26 05:06:09,archive,6,show,"Gender power relations in development planning for
forest and watershed management in
Lampung, Indonesia",17402,2019-12-26 05:06:09,['Universitas Lampung'],880,2019-12-26 05:06:09,http://repository.lppm.unila.ac.id/id/eprint/17402,public,FALSE,pub,,"[{'files': [{'filesize': 1738631, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-12-26 04:10:05', 'filename': '7a. Ari D- Gender power relations in development planning for forest and watershed management in Lampung Indonesia.pdf', 'hash': '0e6ae4ae46b48fa4f2bf4c7b868ea843', 'fileid': 147256, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147256', 'objectid': 30528}], 'main': '7a. Ari D- Gender power relations in development planning for forest and watershed management in Lampung Indonesia.pdf', 'docid': 30528, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30528', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 17402, 'language': 'en', 'mime_type': 'application/pdf'}]",['FISIP3'],article,disk0/00/01/74/02,"Gender power relations in development planning for forest and watershed management in Lampung, Indonesia",,"[{'name': {'honourific': None, 'family': 'Darmastuti', 'lineage': None, 'given': 'Ari'}}]",,,,,,,,,,,,,,,,,,,,
11,['H1'],"This book stems from a Norwegian research project that aims to both revisit and rethink the
concept of gender in a rapidly changing Asia. Starting from Cornwall’s (2007) call to revisit
the ‘gender agenda’, seen as having ‘retained little of the radical promise that was once
vested in its promotion’, the project has allowed individual researchers to grapple critically
with new ways of understanding gender in development contexts, in an effort to address
more holistically the emancipatory and transformative agendas of feminism and
development. The book presents some of the findings of their research and represents a
conscious effort, borrowing the idea of ‘sciences from below’ from Harding (2008), to
incorporate descriptions of how gender is understood and produced in different ways by
people in the Asian region.  
The overall objective of the book is to revisit gender as a concept that can engage
simultaneously with change and continuity in today’s Asia, but with greater intellectual
reflexivity to examine multiple, intersecting, and complex dimensions of identity and
difference, and formerly unacknowledged sources of social power from institutions and their
emerging discourses. It also ascertains whether gender as a social analytic has remained true
to its earlier feminist promise for emancipatory and empowering outcomes for women and
men or whether it has instead blunted this possibility, as Cornwall suggests. 
Individual chapters, written by gender scholars from Europe and Asia, critically examine the
concept of gender in the context of emerging development issues relating to four broad
areas: Changing gendered livelihoods, which basically deals with revisiting the field after a
substantial period of time, reflecting on the value of conducting longitudinal research;
Power, policy, and practices, which revisits different dimensions of governance and power,
gender mainstreaming, and activism involved; Environment and resources, which deals with",2019-12-26 05:05:48,archive,8,show,Gendered Entanglements: Revisiting Gender in Rapidly Changing Asia,17396,2019-12-26 05:05:48,['universitas lampung'],880,2019-12-26 05:05:48,http://repository.lppm.unila.ac.id/id/eprint/17396,public,TRUE,pub,Gendered Entanglements: Revisiting Gender in Rapidly Changing Asia,"[{'security': 'public', 'placement': 1, 'eprintid': 17396, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'objectid': 30522, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147214', 'fileid': 147214, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-12-26 03:43:38', 'filename': '1a. Ari D- Material Feminism and Multi Local.pdf', 'hash': '0e8edcf0cadacfdfc36b09ff44277ebf', 'datasetid': 'document', 'filesize': 5936911}], 'docid': 30522, 'main': '1a. Ari D- Material Feminism and Multi Local.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30522', 'format': 'text', 'pos': 1}]",['FISIP3'],book_section,disk0/00/01/73/96,,,"[{'name': {'given': 'Ari', 'honourific': None, 'family': 'Darmastuti', 'lineage': None}}]",,,,,,Gendered Entanglements: Revisiting Gender in Rapidly Changing Asia,,,,,,,,,,,,,,
12,['H1'],"Abstract This paper investigates multi-stakeholder arrangements initiated by businesses
and NGOs from the North that aim to enhance a more sustainable agricultural production at
speciﬁc localities in Southern countries. We aim to better understand the search for concerted
action in multi-actor arrangements. Therefore, this paper presents a diagnostic
framework with three strategic challenges the partnership projects are facing: linking
global economic objectives to local needs, values and interests; bridging public and private
interests and responsibilities; and seeking trade-offs between social, environmental and
economic values. Starting from the partnerships’ Theory of Change, this diagnostic
framework is applied to comparative case studies of partnership projects in the cocoa
sector in Indonesia, which are part of a Northern-based public–private partnership to
improve farmers’ prospective. It is concluded that the economic reality faced by the
farmers differs from that of the Northern actors; collaboration with governments is difﬁcult
because of different organizational cultures; and the partnership projects underestimate the",2019-12-26 05:06:12,archive,6,show,"Governance challenges of cocoa partnership projects
in Indonesia: seeking synergy in multi-stakeholder
arrangements for sustainable agriculture",17401,2019-12-26 05:06:12,['Universitas Lampung'],880,2019-12-26 05:06:12,http://repository.lppm.unila.ac.id/id/eprint/17401,public,FALSE,pub,,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30527', 'main': '6a. Ari D- GovernanceChallengesOfCocoaPar.pdf', 'docid': 30527, 'files': [{'fileid': 147250, 'mime_type': 'application/pdf', 'mtime': '2019-12-26 04:06:07', 'hash_type': 'MD5', 'hash': '8bba829786c6ced0b1c5e7acf56d061f', 'filename': '6a. Ari D- GovernanceChallengesOfCocoaPar.pdf', 'datasetid': 'document', 'filesize': 318900, 'objectid': 30527, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147250'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17401, 'placement': 1, 'security': 'public'}]",['FISIP3'],article,disk0/00/01/74/01,Environ Dev Sustain,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Darmastuti', 'given': 'Ari'}}]",,,,,,,,,,,,,,,,,,,,
13,['AC'],Similarity,2020-02-18 01:54:10,archive,7,show,HAK POLITIK DAN PARTISIPASI PEREMPUAN DALAM PARTAI KEADILAN SEJAHTERA,18031,2020-02-18 01:54:10,,880,2020-02-18 01:54:10,http://repository.lppm.unila.ac.id/id/eprint/18031,public,TRUE,pub,CV Anugrah Utama Raharja (AURA),"[{'files': [{'hash': 'c45d1166633a8c9dbc1f58fc4febaaa1', 'filename': '4. Similarity -hak_politik_dan_partisipasi_perempuan.pdf', 'mtime': '2020-02-17 08:44:25', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 152035, 'filesize': 57696860, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/152035', 'objectid': 31170}], 'main': '4. Similarity -hak_politik_dan_partisipasi_perempuan.pdf', 'docid': 31170, 'uri': 'http://repository.lppm.unila.ac.id/id/document/31170', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 18031, 'mime_type': 'application/pdf', 'language': 'en'}]",['FISIP3'],book,disk0/00/01/80/31,,,"[{'name': {'lineage': None, 'family': 'Darmastuti', 'honourific': None, 'given': 'Ari'}}]",,,,,,,,,,,,,,,,,,,,
14,['H1'],"Across Asia, neoliberalism, marketization and decentralized governance have brought about
profound changes for agrarian and forest livelihoods in rural areas. Reflecting the pace of
recent changes, research in this area has documented the impact of commercial and
conservation enclosures where intensified capital investment is evident in the rolling out of
large scale extractive industries and commercial tree cropping, accelerating the
commodification of land and labour, and in many places, the dispossession of smallholders
and other vulnerable groups. The reach of rural-urban and transnational migration and market
links into rural areas have also helped create a situation wherein rural livelihoods diversify
beyond agriculture and beyond the locality to become multi-sited. As Marxist concepts such
as ‘primitive accumulation’ and ‘dispossession’ have been ‘disinterred’ to make sense of
agrarian and forest transformation and exits from farm livelihoods (Hall, 2012: 1188),
analysis has tended to be framed around class and social differentiation, nuanced in some
contexts through discussion of ‘youth’ (e.g. White, 2012) or ethnicity (Li, 2010,  Bissonnette,
2013).",2019-10-18 03:33:04,archive,7,show,"Material Feminism and Multi-local Political Ecologies: Rethinking Gender and  Nature in Lampung, Indonesia",14561,2019-10-18 03:33:04,['universitas lampung'],880,2019-10-18 03:33:04,http://repository.lppm.unila.ac.id/id/eprint/14561,public,TRUE,pub,fakultas Ilmu Sosial Ilmu politik,"[{'files': [{'objectid': 27652, 'uri': 'http://repository.lppm.unila.ac.id/id/file/126230', 'datasetid': 'document', 'filesize': 5936911, 'fileid': 126230, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-10-18 03:25:16', 'hash': '0e8edcf0cadacfdfc36b09ff44277ebf', 'filename': '1. Material Feminism and Multi Local.pdf'}], 'main': '1. Material Feminism and Multi Local.pdf', 'docid': 27652, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/27652', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 14561, 'mime_type': 'application/pdf', 'language': 'en'}]",['FISIP3'],book_section,disk0/00/01/45/61,,,"[{'name': {'lineage': None, 'family': 'Darmastuti', 'honourific': None, 'given': 'Ari'}}]",,,,,,"Material Feminism and Multi-local Political Ecologies: Rethinking Gender and  Nature in Lampung, Indonesia",166-192,,,,,,,,,,,,,
15,['H1'],,2022-10-26 02:00:02,archive,7,show,"Network Institutionalism in Women’s Political Interests Advocacy for Gender-mainstreaming of Development in Lampung, Indonesia",45970,2022-10-26 02:00:02,,880,2022-10-26 02:00:02,http://repository.lppm.unila.ac.id/id/eprint/45970,public,,pub,Universitas Negeri Semarang,"[{'security': 'public', 'placement': 1, 'eprintid': 45970, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 184787, 'uri': 'http://repository.lppm.unila.ac.id/id/file/508952', 'datasetid': 'document', 'filesize': 222286, 'mime_type': 'application/pdf', 'fileid': 508952, 'filename': 'IPSR-Network Institutionalism.pdf.pdf', 'hash': 'b9a28bb04ec7ebc25ce6578973f178af', 'mtime': '2022-10-25 07:50:09', 'hash_type': 'MD5'}], 'main': 'IPSR-Network Institutionalism.pdf.pdf', 'docid': 184787, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184787', 'format': 'text', 'pos': 1}]",['FISIP3'],other,disk0/00/04/59/70,,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Darmastuti', 'given': 'Ari'}}]",,,,,,,,,,,,,,,,,,,,
16,['AC'],Peer Review,2021-01-25 09:20:21,archive,8,show,"Partai Politik, Pemilihan Umum dan Peran Perempuan dalam Politik dan Pembangunan",27447,2021-01-25 09:20:21,,880,2021-01-25 09:20:21,http://repository.lppm.unila.ac.id/id/eprint/27447,public,,pub,Quatum Jogjakarta,"[{'eprintid': 27447, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 41452, 'main': 'Ari Reviewer Partai Politik.pdf', 'files': [{'objectid': 41452, 'uri': 'http://repository.lppm.unila.ac.id/id/file/245436', 'datasetid': 'document', 'filesize': 118603, 'mime_type': 'application/pdf', 'fileid': 245436, 'filename': 'Ari Reviewer Partai Politik.pdf', 'hash': 'be4fa3a578d3bf563e0e37af22f637ea', 'mtime': '2021-01-25 09:15:14', 'hash_type': 'MD5'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41452'}]",['FISIP3'],other,disk0/00/02/74/47,,,"[{'name': {'given': 'Ari', 'family': 'Darmastuti', 'honourific': None, 'lineage': None}}]",,published,,,,,,,,,,,,,,,,,,
17,['H1'],-,2019-12-26 05:05:37,archive,7,show,Perempuan dan Politik,17411,2019-12-26 05:05:37,['universitas lampung'],880,2019-12-26 05:05:37,http://repository.lppm.unila.ac.id/id/eprint/17411,public,TRUE,pub,Gramedia     Pustaka Utama,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17411, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30537', 'docid': 30537, 'main': '17a. Ari D- Etnisitas dan Peran Politik Perempuan.pdf', 'files': [{'filesize': 591116, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-12-26 05:02:37', 'hash': 'a41f199ba6927ecb0b327ccb5ec37a49', 'filename': '17a. Ari D- Etnisitas dan Peran Politik Perempuan.pdf', 'fileid': 147314, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/147314', 'objectid': 30537}]}]",['FISIP3'],book_section,disk0/00/01/74/11,,,"[{'name': {'given': 'Ari', 'family': 'Darmastuti', 'honourific': None, 'lineage': None}}]",,,,,,Perempuan dan Politik,,,,,,,,,,,,,,
18,['H1'],,2022-10-26 02:00:16,archive,7,show,A Shiftin Traditional Wisdom Of Semende Tribe In Pulau Panggung Tanggamus,45973,2022-10-26 02:00:16,,880,2022-10-26 02:00:16,http://repository.lppm.unila.ac.id/id/eprint/45973,public,,pub,Universitas Padjajaran Bandung,"[{'files': [{'filename': 'Shifting Traditional Wisdom-SosHum Journal.pdf.pdf', 'hash': 'd70352207bc8d562fd96a89242c35aa4', 'hash_type': 'MD5', 'mtime': '2022-10-25 08:07:06', 'mime_type': 'application/pdf', 'fileid': 508975, 'filesize': 358839, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/508975', 'objectid': 184790}], 'main': 'Shifting Traditional Wisdom-SosHum Journal.pdf.pdf', 'docid': 184790, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184790', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 45973, 'mime_type': 'application/pdf', 'language': 'en'}]",['FISIP3'],other,disk0/00/04/59/73,,,"[{'name': {'given': 'Ari', 'lineage': None, 'honourific': None, 'family': 'Darmastuti'}}]",,,,,,,,,,,,,,,,,,,,
19,['H1'],,2022-10-26 02:00:35,archive,7,show,"Social Media, Public Participation, and Digital Diplomacy",45974,2022-10-26 02:00:35,,880,2022-10-26 02:00:35,http://repository.lppm.unila.ac.id/id/eprint/45974,public,,pub,Atlantis Press,"[{'eprintid': 45974, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 184791, 'main': 'Social Media, Public Participation, and Digital Diplomacy.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/508982', 'objectid': 184791, 'filename': 'Social Media, Public Participation, and Digital Diplomacy.pdf', 'hash': '39fe1e82a95ba5571e2acb3564655568', 'mtime': '2022-10-25 08:09:24', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 508982, 'filesize': 251894, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184791'}]",['FISIP3'],other,disk0/00/04/59/74,,,"[{'name': {'honourific': None, 'family': 'Darmastuti', 'lineage': None, 'given': 'Ari'}}]",,,,,,,,,,,,,,,,,,,,
20,['H1'],,2022-11-03 09:56:49,archive,7,show,"Social Media, Public Participation, and Digital Diplomacy",46218,2022-11-03 09:56:49,,880,2022-11-03 09:56:49,http://repository.lppm.unila.ac.id/id/eprint/46218,public,,pub,Atlantis Press,"[{'main': 'IICIS-2021-Print-Ready_V2.pdf', 'docid': 185107, 'files': [{'filesize': 10115495, 'datasetid': 'document', 'filename': 'IICIS-2021-Print-Ready_V2.pdf', 'hash': '6f2c881c95bf26eaba4dce1c46db31cb', 'hash_type': 'MD5', 'mtime': '2022-11-03 06:21:46', 'mime_type': 'application/pdf', 'fileid': 510848, 'uri': 'http://repository.lppm.unila.ac.id/id/file/510848', 'objectid': 185107}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185107', 'eprintid': 46218, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",['FISIP3'],other,disk0/00/04/62/18,,,"[{'name': {'given': 'Ari', 'lineage': None, 'family': 'Darmastuti', 'honourific': None}}]",,,,,,,,,,,,,,,,,,,,
21,['H1'],-,2019-12-26 05:05:59,archive,7,show,etika politik,17405,2019-12-26 05:05:59,['Universitas Lampung'],880,2021-02-17 01:43:15,http://repository.lppm.unila.ac.id/id/eprint/17405,public,FALSE,submitted,,"[{'placement': 1, 'security': 'public', 'eprintid': 17405, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 41899, 'uri': 'http://repository.lppm.unila.ac.id/id/file/248740', 'datasetid': 'document', 'filesize': 888163, 'mime_type': 'application/pdf', 'fileid': 248740, 'filename': 'Ari.D Etika politik.pdf', 'hash': '1306f459799861501fa743c990b8970a', 'hash_type': 'MD5', 'mtime': '2021-02-17 01:43:15'}], 'main': 'Ari.D Etika politik.pdf', 'docid': 41899, 'uri': 'http://repository.lppm.unila.ac.id/id/document/41899', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",['FISIP3'],article,disk0/00/01/74/05,etika politik,0216-4396,"[{'name': {'family': 'Darmastuti', 'honourific': None, 'lineage': None, 'given': 'Ari'}}]",,,,,,,,,,,,,,,,,,,,
22,['H1'],-,2019-12-26 05:05:34,archive,7,show,independensi pemberian suara oleh mahasiswi pemilih pemula,17408,2019-12-26 05:05:34,['Universitas Lampung'],880,2019-12-26 05:05:34,http://repository.lppm.unila.ac.id/id/eprint/17408,public,FALSE,inpress,,"[{'main': '13a. Ari D- Independensi-ari nop 2019.pdf', 'docid': 30534, 'files': [{'filesize': 5678513, 'datasetid': 'document', 'filename': '13a. Ari D- Independensi-ari nop 2019.pdf', 'hash': '91f5d9eeadd1143edb5eaf9791c63431', 'hash_type': 'MD5', 'mtime': '2019-12-26 04:50:07', 'mime_type': 'application/pdf', 'fileid': 147293, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147293', 'objectid': 30534}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30534', 'eprintid': 17408, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",['FISIP3'],conference_item,disk0/00/01/74/08,,,"[{'name': {'given': 'Ari', 'lineage': None, 'honourific': None, 'family': 'Darmastuti'}}]",,,,,,,,paper,universitas indonesia,seminar hasil hasil penelitian dan pengabdian kepada masyarakat,conference,21 september 2011,,,,,,,,
23,['H1'],the objective of the research,2019-12-26 05:05:56,archive,6,show,jender dalam politi partai partai: studi tentang pengarustamaan jender dalam politik partai-partai di provinsi lampung,17406,2019-12-26 05:05:56,['Universitas Lampung'],880,2019-12-26 05:05:56,http://repository.lppm.unila.ac.id/id/eprint/17406,public,FALSE,submitted,Bappeda Provinsi Lampung,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 17406, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30532', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 30532, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147280', 'datasetid': 'document', 'filesize': 7777820, 'fileid': 147280, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2019-12-26 04:41:39', 'hash': '702b51c8bfefc1fcc8093d7516b81a33', 'filename': '11a. Ari D- Jender dalam politik-ari nop 2019.pdf'}], 'main': '11a. Ari D- Jender dalam politik-ari nop 2019.pdf', 'docid': 30532}]",['FISIP3'],article,disk0/00/01/74/06,Jurnal Sains dan Teknologi Lampung,1829-9296,"[{'name': {'family': 'Darmastuti', 'honourific': None, 'lineage': None, 'given': 'Ari'}}]",,,,,,,,,,,,,,,,,,,,
24,['H1'],-,2019-12-26 05:05:40,archive,8,show,living with floods in a mobile southeast asia: a political ecology of vulnerability migration and environmental change,17399,2019-12-26 05:05:40,['universitas lampung'],880,2019-12-26 05:05:40,http://repository.lppm.unila.ac.id/id/eprint/17399,public,FALSE,pub,routledge,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17399, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30525', 'rev_number': 1, 'docid': 30525, 'main': '5a. Ari D- Flooding in a city-ari nov 2019.pdf', 'files': [{'objectid': 30525, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147236', 'mime_type': 'application/pdf', 'fileid': 147236, 'hash': 'bbd0ea7c9dc1a1fdadc44a00d2191789', 'filename': '5a. Ari D- Flooding in a city-ari nov 2019.pdf', 'mtime': '2019-12-26 03:59:19', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 8444023}]}]",['FISIP3'],book_section,disk0/00/01/73/99,,,"[{'name': {'given': 'Ari', 'lineage': None, 'family': 'Darmastuti', 'honourific': None}}]",,,,,,living with floods in a mobile southeast asia: a political ecology of vulnerability migration and environmental change,,,,,,,,,,,,,,
25,['H1'],-,2019-12-26 05:06:06,archive,6,show,local autonomy and inter sector performance based governance in lampung province,17403,2019-12-26 05:06:06,['Universitas Lampung'],880,2019-12-26 05:06:06,http://repository.lppm.unila.ac.id/id/eprint/17403,public,FALSE,pub,,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30529', 'docid': 30529, 'main': '8a. Ari D- Local autonomi-ari nov 2019.pdf', 'files': [{'objectid': 30529, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147262', 'mime_type': 'application/pdf', 'fileid': 147262, 'hash': 'f1a1bce0e67f019b2f9d34532c63f110', 'filename': '8a. Ari D- Local autonomi-ari nov 2019.pdf', 'mtime': '2019-12-26 04:11:46', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 4659315}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17403, 'security': 'public', 'placement': 1}]",['FISIP3'],article,disk0/00/01/74/03,local autonomy and inter sector performance based governance in lampung province,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Darmastuti', 'given': 'Ari'}}]",,,,,,,169-175,,,,,,,,,,,,,
26,['AC'],Hasil Sejawat Sebidang Atau Peer Review Karya Ilmiah: Jurnal Internasional Scopus,2020-02-05 04:06:55,archive,8,show,"looding in a city of migrants: ethnicity and entitlement in Bandar Lampung, Indonesia",17881,2020-02-05 04:06:55,,880,2020-05-15 07:19:11,http://repository.lppm.unila.ac.id/id/eprint/17881,public,TRUE,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 17881, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32945', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/185909', 'objectid': 32945, 'filesize': 558048, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-05-15 07:19:11', 'filename': '2. Ari D Reviewer Flooding.pdf', 'hash': 'e01c6810eeb08e510e6ed58c38eaefc2', 'fileid': 185909, 'mime_type': 'application/pdf'}], 'main': '2. Ari D Reviewer Flooding.pdf', 'docid': 32945}]",['FISIP3'],article,disk0/00/01/78/81,Political Ecologies,,"[{'name': {'lineage': None, 'family': 'Darmastuti', 'honourific': None, 'given': 'Ari'}}]",,published,,,,,,,,,,,,,,,,,,
27,['H1'],"Membangun demokrasi politik  mensyaratkan kerjasama sungguh-sungguh antara laki-laki dan perempuan dalam pengelolaan semua urusan kemasyarakatan.  Hal ini menjadi keyakinan masyarakat dunia sebagaimana tergambar dalam pernyataan  Universal Declaration on Democracy sebagai berikut:
“The achievement of democracy presupposes a genuine partnership between men and women in the conduct of the affairs of society in which they work in equality and complementarity, drawing mutual enrichment from their differences”.  (Pencapaian tujuan demokrasi mensyaratkan kerjasama yang sungguh-sungguh antara laki-laki dan perempuan untuk menyelenggarakan berbagai urusan masyarakat dimana mereka bekerjasama secara adil dan saling membantu dengan memanfaatkan kelebihan yang datang dari perbedaan-perbedaan  diantara mereka).",2019-12-26 05:05:45,archive,7,show,membangun demokrasi melalui pengembangan jaringan dukungan bagi pemberdayaan politik perempuan,17397,2019-12-26 05:05:45,['universitas lampung'],880,2019-12-26 05:05:45,http://repository.lppm.unila.ac.id/id/eprint/17397,public,FALSE,pub,balitbangda provinsi lampung,"[{'files': [{'datasetid': 'document', 'filesize': 7622519, 'mime_type': 'application/pdf', 'fileid': 147222, 'filename': '2a. Ari D- Membangun demokrasi-ari nop 2019.pdf', 'hash': '5f17763a5c3cdf6eda66912ab94cc5da', 'hash_type': 'MD5', 'mtime': '2019-12-26 03:50:46', 'objectid': 30523, 'uri': 'http://repository.lppm.unila.ac.id/id/file/147222'}], 'main': '2a. Ari D- Membangun demokrasi-ari nop 2019.pdf', 'docid': 30523, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30523', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17397, 'mime_type': 'application/pdf', 'language': 'en'}]",['FISIP3'],book_section,disk0/00/01/73/97,,,"[{'name': {'given': 'Ari', 'honourific': None, 'family': 'Darmastuti', 'lineage': None}}]",,,,,,membangun demokrasi melalui pengembangan jaringan dukungan bagi pemberdayaan politik perempuan,,,,,,,,,,,,,,
28,['AC'],Hasil Penilaian Sejawat Sebidang Atau Hasil Peer Review Karya Ilmiah: Buku Ilmiah,2020-02-05 04:10:36,archive,9,show,membangun demokrasi melalui pengembangan jaringan dukungan bagi pemberdayaan politik perempuan,17876,2020-02-05 04:10:36,,880,2020-05-15 07:21:11,http://repository.lppm.unila.ac.id/id/eprint/17876,public,TRUE,pub,Balitbangda Provinsi Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17876, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32946', 'docid': 32946, 'main': '4. Ari D Reviewer Membangun Demokrasi.pdf', 'files': [{'datasetid': 'document', 'filesize': 558582, 'fileid': 185911, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-05-15 07:21:11', 'hash': '41ed0ccf7d6299e79420745c7e4dc50f', 'filename': '4. Ari D Reviewer Membangun Demokrasi.pdf', 'objectid': 32946, 'uri': 'http://repository.lppm.unila.ac.id/id/file/185911'}]}]",['FISIP3'],book_section,disk0/00/01/78/76,,,"[{'name': {'lineage': None, 'family': 'Darmastuti', 'honourific': None, 'given': 'Ari'}}]",,published,,,,membangun demokrasi melalui pengembangan jaringan dukungan bagi pemberdayaan politik perempuan,,,,,,,,,,,,,,
