,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,eprintid,ispublished,documents,full_text_status,uri,refereed,lastmod,userid,datestamp,publication,creators,dir,type,divisions,publisher,date_type,abstract,corp_creators,referencetext,note,contact_email,number,pagerange,issn,id_number,official_url,volume,isbn,place_of_pub,editors,pages,contributors,related_url,pres_type,event_title,event_location,event_dates,event_type,book_title
58,How Government Spending on Public Sector Affect The Economic Growth?,8,show,archive,2020-07-13 07:30:40,['H1'],23166,pub,"[{'eprintid': 23166, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'other', 'main': '8. How Government Spending on Public Sector Affect The Economic Growth.pdf', 'docid': 36717, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/212244', 'objectid': 36717, 'filesize': 3393329, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-07-13 04:20:03', 'hash': 'f89050a643895e299af0f0e867d9ded1', 'filename': '8. How Government Spending on Public Sector Affect The Economic Growth.pdf', 'fileid': 212244, 'mime_type': 'application/pdf'}], 'format': 'other', 'pos': 1, 'formatdesc': 'SIMILARITY', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36717'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23166,,2020-07-13 07:30:40,914,2020-07-13 07:30:40,,"[{'id': 'ambya.1959@feb.unila.ac.id', 'name': {'given': 'ambya', 'honourific': None, 'family': 'ambya', 'lineage': None}}]",disk0/00/02/31/66,other,['FEB5'],Semarang State University,,,,,,,,,,,,,,,,,,,,,,,,
59,How Government Spending on Public Sector Affect The Economic Growth?,7,show,archive,2020-08-31 02:10:42,['AI'],23754,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/37384', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/216781', 'objectid': 37384, 'filesize': 650271, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-08-28 09:13:35', 'hash': 'aa6b711c188160ad45b6d8fb98d9dc16', 'filename': 'How Government Spending on Public.pdf', 'fileid': 216781, 'mime_type': 'application/pdf'}], 'docid': 37384, 'main': 'How Government Spending on Public.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 23754}]",public,http://repository.lppm.unila.ac.id/id/eprint/23754,,2020-08-31 02:10:42,914,2020-08-31 02:10:42,,"[{'name': {'honourific': None, 'family': 'ambya', 'lineage': None, 'given': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/37/54,other,['FEB5'],Semarang State University,,,,,,,,,,,,,,,,,,,,,,,,
60,Human Development Index (HDI) in Lampung Province Period 2013-2018,7,show,archive,2020-08-31 02:09:27,['AI'],23752,pub,"[{'main': 'Human Development Index.pdf', 'docid': 37382, 'files': [{'mime_type': 'application/pdf', 'fileid': 216767, 'hash': 'd0a0f87c3b1358d9109794b729577308', 'filename': 'Human Development Index.pdf', 'mtime': '2020-08-28 09:10:50', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 630653, 'objectid': 37382, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216767'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37382', 'rev_number': 1, 'eprintid': 23752, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23752,,2020-08-31 02:09:27,914,2020-08-31 02:09:27,,"[{'id': 'ambya.1959@feb.unila.ac.id', 'name': {'given': 'ambya', 'family': 'ambya', 'honourific': None, 'lineage': None}}]",disk0/00/02/37/52,other,['FEB5'],Sriwijaya International Journal of Dynamic Economics and Business,,,,,,,,,,,,,,,,,,,,,,,,
61,"Pengaruh PNPM Dan Alokasi Anggaran Belanja Daerah Untuk
Pendidikan, Kesehatan Dan Pekerjaan Umum Terhadap
Kemiskinan Di Provinsi Lampung",8,show,archive,2020-07-16 07:34:10,['H1'],23220,pub,"[{'pos': 1, 'format': 'other', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36781', 'rev_number': 2, 'formatdesc': 'SIMILARITY', 'docid': 36781, 'main': '11. Pengaruh PNPM Dan Alokasi Anggaran Belanja Daerah Untuk Pendidikan, Kesehatan Dan Pekerjaan Umum Terhadap Kemiskinan Di Provinsi Lampung.pdf', 'files': [{'fileid': 212630, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-07-16 04:35:38', 'hash': 'd3279385e13ebd7cd10b9d690b0924fa', 'filename': '11. Pengaruh PNPM Dan Alokasi Anggaran Belanja Daerah Untuk Pendidikan, Kesehatan Dan Pekerjaan Umum Terhadap Kemiskinan Di Provinsi Lampung.pdf', 'datasetid': 'document', 'filesize': 4788674, 'objectid': 36781, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212630'}], 'mime_type': 'application/pdf', 'language': 'en', 'content': 'other', 'eprintid': 23220, 'placement': 1, 'security': 'public'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23220,,2020-07-16 07:34:10,914,2020-07-16 07:34:10,,"[{'name': {'given': 'ambya', 'family': 'ambya', 'honourific': None, 'lineage': None}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/32/20,other,['FEB5'],Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,,,,,,,,,,,
62,"Pengaruh PNPM Dan Alokasi Anggaran Belanja Daerah Untuk Pendidikan, Kesehatan Dan Pekerjaan Umum Terhadap Kemiskinan Di Provinsi Lampung",7,show,archive,2020-08-31 02:16:56,['AI'],23758,pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37388', 'rev_number': 1, 'docid': 37388, 'main': 'Pengaruh PNPM dan Alokasi Anggaran.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 216809, 'filename': 'Pengaruh PNPM dan Alokasi Anggaran.pdf', 'hash': '6588e423ef140e66c1ad21738b62bba0', 'mtime': '2020-08-28 09:18:50', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 668775, 'objectid': 37388, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216809'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23758, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/23758,,2020-08-31 02:16:56,914,2020-08-31 02:16:56,,"[{'name': {'honourific': None, 'family': 'ambya', 'lineage': None, 'given': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/37/58,other,['FEB5'],Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,,,,,,,,,,,
63,"Pengaruh Perubahan Harga Beras terhadap Pola Konsumsi
Pangan Pada Rumah Tangga Dalam Jangka Pendek",8,show,archive,2020-07-15 01:15:01,['H1'],23202,pub,"[{'eprintid': 23202, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'content': 'other', 'docid': 36762, 'main': '13. Pengaruh Perubahan Harga Beras terhadap Pola Konsumsi Pangan Pada Rumah Tangga Dalam Jangka Pendek.pdf', 'files': [{'filename': '13. Pengaruh Perubahan Harga Beras terhadap Pola Konsumsi Pangan Pada Rumah Tangga Dalam Jangka Pendek.pdf', 'hash': '5c1f43bd9afb4f42acebe26e052e928a', 'mtime': '2020-07-15 00:48:01', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 212531, 'filesize': 4328890, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/212531', 'objectid': 36762}], 'format': 'other', 'pos': 1, 'formatdesc': 'SIMILARITY', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36762'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23202,,2020-07-15 01:15:01,914,2020-07-15 01:15:01,,"[{'id': 'ambya.1959@feb.unila.ac.id', 'name': {'given': 'ambya', 'honourific': None, 'family': 'ambya', 'lineage': None}}]",disk0/00/02/32/02,other,['FEB5'],Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,,,,,,,,,,,
64,Pengaruh Perubahan Harga Beras terhadap Pola Konsumsi Pangan Pada Rumah Tangga Dalam Jangka Pendek,7,show,archive,2020-08-31 02:16:33,['AI'],23756,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23756, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37386', 'rev_number': 1, 'docid': 37386, 'main': 'Pengaruh Perubahan Harga Beras.pdf', 'files': [{'filesize': 637955, 'datasetid': 'document', 'hash': '9855a1a8ba3c614d4253115e205c9b20', 'filename': 'Pengaruh Perubahan Harga Beras.pdf', 'mtime': '2020-08-28 09:16:33', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 216795, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216795', 'objectid': 37386}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/23756,,2020-08-31 02:16:33,914,2020-08-31 02:16:33,,"[{'name': {'family': 'ambya', 'honourific': None, 'lineage': None, 'given': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/37/56,other,['FEB5'],Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,,,,,,,,,,,
65,"Perkembangan Daerah Otonom
Baru (DOB) Di Provinsi Lampung
(Model Tipologi Klassen)",8,show,archive,2020-07-14 06:39:20,['H1'],23187,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 23187, 'content': 'other', 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 36737, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212413', 'datasetid': 'document', 'filesize': 4151575, 'mime_type': 'application/pdf', 'fileid': 212413, 'hash': '8e08bef79cdbf4e1db4e409f8cdc75c8', 'filename': '16. Perkembangan Daerah Otonom Baru (DOB) Di Provinsi Lampung (Model Tipologi Klassen) (1).pdf', 'hash_type': 'MD5', 'mtime': '2020-07-14 06:30:58'}], 'docid': 36737, 'main': '16. Perkembangan Daerah Otonom Baru (DOB) Di Provinsi Lampung (Model Tipologi Klassen) (1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36737', 'rev_number': 2, 'formatdesc': 'SIMILARITY', 'pos': 1, 'format': 'other'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23187,,2020-07-14 06:39:20,914,2020-07-14 06:39:20,,"[{'name': {'given': 'ambya', 'lineage': None, 'family': 'ambya', 'honourific': None}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/31/87,other,['FEB5'],Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,,,,,,,,,,,
66,Perkembangan Daerah Otonom Baru (DOB) Di Provinsi Lampung (Model Tipologi Klassen),7,show,archive,2020-08-31 02:17:38,['AI'],23760,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 23760, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37390', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 633885, 'datasetid': 'document', 'hash': '74dcd98e9b0dddcc37e7aa115beca0d4', 'filename': 'Perkembangan Daerah Otonom Baru.pdf', 'hash_type': 'MD5', 'mtime': '2020-08-28 09:26:05', 'mime_type': 'application/pdf', 'fileid': 216823, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216823', 'objectid': 37390}], 'main': 'Perkembangan Daerah Otonom Baru.pdf', 'docid': 37390}]",public,http://repository.lppm.unila.ac.id/id/eprint/23760,,2020-08-31 02:17:38,914,2020-08-31 02:17:38,,"[{'name': {'given': 'ambya', 'honourific': None, 'family': 'ambya', 'lineage': None}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/37/60,other,['FEB5'],Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis Universitas Lampung,,,,,,,,,,,,,,,,,,,,,,,,
67,Program Gerbang Desa Saburai dan Pengentasan Desa Tertinggal Di Provinsi Lampung,8,show,archive,2020-07-13 04:02:06,['H1'],23165,pub,"[{'eprintid': 23165, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'content': 'other', 'docid': 36716, 'main': '9. Program Gerbang Desa Saburai dan Pengentasan Desa Tertinggal Di Provinsi Lampung.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 212235, 'filename': '9. Program Gerbang Desa Saburai dan Pengentasan Desa Tertinggal Di Provinsi Lampung.pdf', 'hash': 'cef5a9280b499072dc7cf5b9de473616', 'mtime': '2020-07-13 03:40:10', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 2039218, 'objectid': 36716, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212235'}], 'pos': 1, 'format': 'other', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36716', 'rev_number': 2, 'formatdesc': 'SIMILARITY'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23165,,2020-07-13 04:02:06,914,2020-07-13 04:02:06,,"[{'name': {'given': 'ambya', 'lineage': None, 'honourific': None, 'family': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/31/65,other,['FEB5'],Politeknik Negeri Lampung,,,,,,,,,,,,,,,,,,,,,,,,
68,Program Gerbang Desa Saburai dan Pengentasan Desa Tertinggal Di Provinsi Lampung,7,show,archive,2020-08-31 02:17:49,['AI'],23761,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23761, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37391', 'main': 'Program Gerbang Desa Saburai.pdf', 'docid': 37391, 'files': [{'objectid': 37391, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216830', 'mime_type': 'application/pdf', 'fileid': 216830, 'filename': 'Program Gerbang Desa Saburai.pdf', 'hash': '69b28b63275dc0c943edb1c89f45bf92', 'mtime': '2020-08-28 09:28:22', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 638731}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/23761,,2020-08-31 02:17:49,914,2020-08-31 02:17:49,,"[{'id': 'ambya.1959@feb.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'ambya', 'given': 'ambya'}}]",disk0/00/02/37/61,other,['FEB5'],Politeknik Negeri Lampung,,,,,,,,,,,,,,,,,,,,,,,,
69,RELATIONSHIP BETWEEN GOVERNMENT SPENDING AND PRIVATE INVESTMENT IN INDONESIA,7,show,archive,2020-07-13 03:35:16,['H1'],23163,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 23163, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36713', 'docid': 36713, 'main': '6. RELATIONSHIP BETWEEN GOVERNMENT SPENDING AND PRIVATE INVESTMENT IN INDONESIA.pdf', 'files': [{'datasetid': 'document', 'filesize': 3011605, 'mime_type': 'application/pdf', 'fileid': 212209, 'filename': '6. RELATIONSHIP BETWEEN GOVERNMENT SPENDING AND PRIVATE INVESTMENT IN INDONESIA.pdf', 'hash': 'f48e1be91bd009f18e01091b2e12fb0a', 'hash_type': 'MD5', 'mtime': '2020-07-13 03:06:46', 'objectid': 36713, 'uri': 'http://repository.lppm.unila.ac.id/id/file/212209'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/23163,,2020-07-13 03:35:16,914,2020-07-13 03:35:16,,"[{'name': {'given': 'ambya', 'lineage': None, 'honourific': None, 'family': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/31/63,other,['FEB5'],Science & Engineering Research Support Society,,,,,,,,,,,,,,,,,,,,,,,,
70,Region Augmentation and Development Distribution in Lampung Province,7,show,archive,2020-08-31 02:09:01,['AI'],23750,pub,"[{'main': 'Pemekaran Kabupaten dan Pemerataan.pdf', 'docid': 37380, 'files': [{'fileid': 216753, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-08-28 09:05:29', 'hash': 'dbb841bdb4c3987e28c43cd39ec53a4e', 'filename': 'Pemekaran Kabupaten dan Pemerataan.pdf', 'datasetid': 'document', 'filesize': 609793, 'objectid': 37380, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216753'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/37380', 'rev_number': 1, 'eprintid': 23750, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/23750,,2020-08-31 02:09:01,914,2020-08-31 02:09:01,,"[{'name': {'family': 'ambya', 'honourific': None, 'lineage': None, 'given': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}]",disk0/00/02/37/50,other,['FEB5'],Unit Penelitian Pengabdian kepada Masyarakat Politeknik Negeri Lampung,,,,,,,,,,,,,,,,,,,,,,,,
71,Relationship Between Government Spending and Private Investment in Indonesia,7,show,archive,2020-08-31 02:18:03,['AI'],23762,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 23762, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/216837', 'objectid': 37392, 'filesize': 649986, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-08-28 09:30:31', 'filename': 'Relationship Between Government.pdf', 'hash': 'c7c55598ccc14998511fecd7309511f2', 'fileid': 216837, 'mime_type': 'application/pdf'}], 'docid': 37392, 'main': 'Relationship Between Government.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37392', 'format': 'text', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/23762,,2020-08-31 02:18:03,914,2020-08-31 02:18:03,,"[{'id': 'ambya.1959@feb.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'ambya', 'given': 'ambya'}}]",disk0/00/02/37/62,other,['FEB5'],International Journal of Advanced Science and Technology,,,,,,,,,,,,,,,,,,,,,,,,
72,Relationship Between Government Spending and Private Investment in Indonesia,8,show,archive,2021-06-14 08:27:48,['H1'],32553,pub,"[{'content': 'other', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 32553, 'formatdesc': 'Peer Review', 'uri': 'http://repository.lppm.unila.ac.id/id/document/147830', 'rev_number': 2, 'format': 'other', 'pos': 1, 'files': [{'filesize': 651681, 'datasetid': 'document', 'filename': '1. Relationship Between Government Spending .....pdf', 'hash': '5950c79b621340e98f292d7f27355d9f', 'hash_type': 'MD5', 'mtime': '2021-06-14 07:54:16', 'mime_type': 'application/pdf', 'fileid': 385234, 'uri': 'http://repository.lppm.unila.ac.id/id/file/385234', 'objectid': 147830}], 'main': '1. Relationship Between Government Spending .....pdf', 'docid': 147830}]",public,http://repository.lppm.unila.ac.id/id/eprint/32553,,2021-06-14 08:27:48,184,2021-06-14 08:27:48,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'ambya', 'given': 'ambya'}, 'id': 'ambya.1959@feb.unila.ac.id'}, {'id': 'sai_mul@yahoo.com', 'name': {'given': 'Saimul', 'lineage': None, 'honourific': None, 'family': 'Saimul'}}]",disk0/00/03/25/53,other,['FEB5'],Science and Engineering Research Support Society,,,,,,,,,,,,,,,,,,,,,,,,
73,EFFECT OF ECONOMIC GROWTH AND FOREIGN DIRECT INVESTMENT ON CARBON EMISSION IN THE ASIAN STATES,6,show,archive,2021-11-06 05:37:38,['H1'],35245,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 35245, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156044', 'rev_number': 1, 'docid': 156044, 'main': '10218-24806-1-PB.pdf', 'files': [{'fileid': 411672, 'mime_type': 'application/pdf', 'mtime': '2021-11-06 05:05:52', 'hash_type': 'MD5', 'filename': '10218-24806-1-PB.pdf', 'hash': '3b070bd9451200f3d64226541249070f', 'datasetid': 'document', 'filesize': 471081, 'objectid': 156044, 'uri': 'http://repository.lppm.unila.ac.id/id/file/411672'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/35245,TRUE,2021-11-06 05:37:38,963,2021-11-06 05:37:38,INTERNATIONAL JOURNAL OF ENERGY ECONOMICS AND POLICY,"[{'id': 'toto.gunarto@yahoo.co.id', 'name': {'honourific': None, 'family': 'gunarto', 'lineage': None, 'given': 'Toto Gunarto'}}]",disk0/00/03/52/45,article,['FEB5'],,,"This research article analyzes the relationship between carbon dioxide gas emission, economic development, energy consumption and FDI in Asian states. The Autoregressive Distribution of Lag bounds tests has been applied for co-integration from 1970 to 2014. According to the results, there is a direct relationship between energy consumption and carbon dioxide gas emission. Moreover, there is no existence of a significant relationship between FDI and gas emission of carbon dioxide. In the long run, the coefficient value of FDI is insignificant and hence it shows confusion about the decision whether FDI will be a cause to increase the carbon dioxide gas emission or not. These results are suitable for the Asian countries that they should focus on the energy consumption that produce the carbon emission and damaged the environment severely and also put their intension on the growth part of this aspect. This study also provided the insight to the regulation making authorities while formulating policies on environmental condition of the country.   

Keywords: Carbon Dioxide Emissions, Foreign Direct Investment, Economic Development, Energy consumption",,,,,,,,,,,,,,,,,,,,,,
74,Vector Auto-Regression Approach: Relationship between Production Output of Manufacturer Industry and FDI,13,show,archive,2020-11-22 11:36:12,['HB'],26560,pub,"[{'main': 'artikel test_1956-Article Text-3587-2-10-20200203.pdf', 'docid': 40454, 'files': [{'mtime': '2020-11-21 17:38:51', 'hash_type': 'MD5', 'filename': 'artikel test_1956-Article Text-3587-2-10-20200203.pdf', 'hash': '4676e5da14746571d33228b0292a93c7', 'fileid': 238820, 'mime_type': 'application/pdf', 'filesize': 497448, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/238820', 'objectid': 40454}], 'pos': 2, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/40454', 'rev_number': 2, 'formatdesc': 'article published', 'eprintid': 26560, 'placement': 2, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'content': 'published'}]",public,http://repository.lppm.unila.ac.id/id/eprint/26560,TRUE,2020-11-22 11:36:12,2787,2020-11-22 11:36:12,"TEST, ENGINEERING & MANAGEMEN","[{'name': {'lineage': None, 'family': 'hamzah', 'honourific': None, 'given': 'lies maria'}, 'id': 'liesmh55@gmail.com'}, {'name': {'given': 'Ukhti', 'family': 'Ciptawaty', 'honourific': None, 'lineage': None}, 'id': 'ukhti.ciptawaty@feb.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Russel', 'honourific': None, 'given': 'Edwin'}, 'id': None}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Fajrin', 'given': 'Satria'}}]",disk0/00/02/65/60,article,['FEB5'],The Mattingley Publishing Co.Inc,published,"This study aims to analyze the causality of the production of the manufacturing industry sub-sector of the food and beverage industry as one of the leading sectors of Indonesia. The research uses is a survey of manufacturing industry statistics of the Central Statistics Agency (BPS) based on the type of industry with reference to the International Standard of Industrial Classification (ISIC). The study uses panel data, the three-digit ISIC 15 food and beverage industry, namely processed foods (ISIC 151), milk (ISIC 152), rice processing (ISIC 153), other foods (ISIC 154) and drinks (ISIC 155) for the period of 2006─2014. Using the VAR (Vector Autoregressive) model and followed by Impulse Response Fuction. We can see the response tends to be divergent. VAR estimation results, labor and capital in the short run, show negative coefficients and long-term positive coefficient values.This situation shows in the long run the influence of externalities FDI on the production of the food and beverage industry sub-sector.",,,,,,6914-6924,0193-4120,0193 - 4120,http://testmagzine.biz/index.php/testmagzine,82,,,,,,"[{'type': 'pub', 'url': 'http://www.testmagzine.biz/index.php/testmagzine/issue/view/7'}]",,,,,,
75,UNILA OPTIMALKAN POTENSI TERNAK SAPI MELALUI PENINGKATAN PRODUKSI PAKAN SAPI,11,show,archive,2020-11-09 09:02:11,"['S1', 'SF', 'TJ']",24599,submitted,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38338', 'main': 'UNILA OPTIMALKAN POTENSI TERNAK SAPI DI PERKOTAAN.docx', 'docid': 38338, 'files': [{'datasetid': 'document', 'filesize': 171872, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 223430, 'filename': 'UNILA OPTIMALKAN POTENSI TERNAK SAPI DI PERKOTAAN.docx', 'hash': '544b7a3b3e3aadb3333b2f0b5afef384', 'mtime': '2020-11-06 06:05:57', 'hash_type': 'MD5', 'objectid': 38338, 'uri': 'http://repository.lppm.unila.ac.id/id/file/223430'}], 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'eprintid': 24599, 'security': 'public', 'placement': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/24599,TRUE,2020-11-09 09:02:11,2824,2020-11-09 09:02:11,rilis.lampung.id,"[{'name': {'given': 'muhammad', 'lineage': None, 'honourific': None, 'family': 'husaini'}, 'id': '.'}, {'id': None, 'name': {'family': 'Kusuma', 'honourific': None, 'lineage': None, 'given': 'Adhianto'}}, {'id': 'dikiwinanti@fp.unila.ac.id', 'name': {'given': 'winanti', 'honourific': None, 'family': 'diki', 'lineage': None}}]",disk0/00/02/45/99,article,['FEB5'],,,"Universitas Lampung (Unila) bersama Desa Pinang Jaya, Kecamatan Kemiling, Kota Bandar Lampung bekerjasama dalam Program Pengabdian Masyarakat Desa Binaan untuk memproduksi pakan ternak sapi di lahan terbatas perkotaan. Tim Unila melakukan pembinaan kepada kelompok ternak di Desa Pinang Jaya untuk memproduksi pakan sapi dengan menggunakan mesin pakan. Dengan penggunaan mesin, pakan sapi yang diformulasikan dari bahan baku local berupa dedak bekatul dan jagung dapat tercampur lebih homogen dan efisien.",,,,,,,,,,,,,,,,,,,,,,
