,eprint_status,status_changed,subjects,title,rev_number,metadata_visibility,eprintid,lastmod,userid,datestamp,ispublished,contributors,publisher,documents,uri,full_text_status,type,divisions,creators,dir,date,date_type,volume,official_url,abstract,issn,publication,refereed,number,pagerange,corp_creators,related_url,event_title,event_location,event_dates,event_type,pres_type,id_number,succeeds,place_of_pub
50,archive,2021-04-08 06:44:32,"['L1', 'LB2300']",Produksi Model LKS dan Media Animasi Berorientasi Keterampilan Generik Sains Pada Materi Kimia Kelas X SMA.,9,show,29046,2021-04-08 06:44:32,1028,2021-04-08 06:44:32,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'main': 'Produksi Model LKS dan Media Animasi Berorientasi Keterampilan Generik Sains Pada Materi Kimia Kelas X SMA.pdf', 'docid': 43156, 'files': [{'objectid': 43156, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257679', 'fileid': 257679, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-08 06:36:51', 'hash': '08000fdffa619255c2459134f19af601', 'filename': 'Produksi Model LKS dan Media Animasi Berorientasi Keterampilan Generik Sains Pada Materi Kimia Kelas X SMA.pdf', 'datasetid': 'document', 'filesize': 3440413}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43156', 'rev_number': 1, 'eprintid': 29046, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/29046,public,other,['FKIP4'],"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'honourific': None, 'family': 'Sunyono', 'lineage': None, 'given': 'Sunyono'}}, {'name': {'given': 'I Wayan', 'honourific': None, 'family': 'Wirya', 'lineage': None}, 'id': None}, {'id': 'suyadi.1974@eng.unila.ac.id', 'name': {'honourific': None, 'family': 'Suyadi', 'lineage': None, 'given': 'Suyadi'}}, {'id': 'ekosuyanto011@gmail.com', 'name': {'lineage': None, 'family': 'Suyanto', 'honourific': None, 'given': 'Eko'}}]",disk0/00/02/90/46,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia', 'Prodi S1 Pendidikan Kimia`', 'Prodi S1 Pendidikan Fisika']",,,,,,,,,
51,archive,2021-04-08 06:42:02,"['L1', 'LB2300']",Efektivitas Model Pembelajaran Berbasis Multipel Representasi Dalam Membangun Model Mental Mahasiswa Topik Stoikiometri Reaksi.,8,show,29031,2021-04-08 06:42:02,1028,2021-04-08 06:42:02,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'eprintid': 29031, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Efektivitas Model Pembelajaran Berbasis Multipel Representasi Dalam Membangun Model Mental Mahasiswa Topik Stoikiometri Reaksi.pdf', 'docid': 43139, 'files': [{'mime_type': 'application/pdf', 'fileid': 257560, 'hash': 'a591a9da743a8ca29f21ebf9b684c4d0', 'filename': 'Efektivitas Model Pembelajaran Berbasis Multipel Representasi Dalam Membangun Model Mental Mahasiswa Topik Stoikiometri Reaksi.pdf', 'mtime': '2021-04-08 04:03:19', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 4818482, 'objectid': 43139, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257560'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43139'}]",http://repository.lppm.unila.ac.id/id/eprint/29031,public,other,['FKIP4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sunyono', 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'id': 'yuanita@sby.dnet.net.id', 'name': {'honourific': None, 'family': 'Yuanita', 'lineage': None, 'given': 'Leny'}}, {'id': None, 'name': {'given': 'M', 'lineage': None, 'family': 'Ibrahim', 'honourific': None}}]",disk0/00/02/90/31,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']",,,,,,,,,
52,archive,2021-04-08 06:42:05,"['L1', 'LB2300']",Model Mental Mahasiwa Baru Dalam Memahami Konsep Struktur Atom Ditinjau Dari Pengetahuan Awal.,8,show,29032,2021-04-08 06:42:05,1028,2021-04-08 06:42:05,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'security': 'public', 'placement': 1, 'eprintid': 29032, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'filesize': 3330240, 'datasetid': 'document', 'hash': '6dcb0886c2f0b592d758fb98a9936787', 'filename': 'Model Mental Mahasiwa Baru Dalam Memahami Konsep Struktur Atom Ditinjau Dari Pengetahuan Awal.pdf', 'hash_type': 'MD5', 'mtime': '2021-04-08 04:06:41', 'mime_type': 'application/pdf', 'fileid': 257568, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257568', 'objectid': 43140}], 'docid': 43140, 'main': 'Model Mental Mahasiwa Baru Dalam Memahami Konsep Struktur Atom Ditinjau Dari Pengetahuan Awal.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43140', 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/29032,public,other,['FKIP4'],"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'family': 'Sunyono', 'honourific': None, 'lineage': None, 'given': 'Sunyono'}}, {'id': 'yuanita@sby.dnet.net.id', 'name': {'given': 'Leny', 'lineage': None, 'honourific': None, 'family': 'Yuanita'}}, {'id': None, 'name': {'family': 'Ibrahim', 'honourific': None, 'lineage': None, 'given': 'M'}}]",disk0/00/02/90/32,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']",,,,,,,,,
53,archive,2021-04-08 01:11:12,"['L1', 'LB2300']",Supporting Students in Learning with Multiple Representation to Improve Student Mental Models on Atomic Structure Concepts.,8,show,28995,2021-04-08 01:11:12,1028,2021-04-08 01:11:12,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'main': 'Supporting Student in Learning with Multiple Representation to Improve Student Mental Models on Atomic... Concept.pdf', 'docid': 43097, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/257236', 'objectid': 43097, 'hash_type': 'MD5', 'mtime': '2021-04-07 08:36:41', 'filename': 'Supporting Student in Learning with Multiple Representation to Improve Student Mental Models on Atomic... Concept.pdf', 'hash': 'be453199bbafd05a6087606b1ec0cb2a', 'fileid': 257236, 'mime_type': 'application/pdf', 'filesize': 5048530, 'datasetid': 'document'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43097', 'eprintid': 28995, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/28995,public,other,['FKIP4'],"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'family': 'Sunyono', 'honourific': None, 'lineage': None}}, {'id': 'yuanita@sby.dnet.net.id', 'name': {'given': 'Leny', 'honourific': None, 'family': 'Yuanita', 'lineage': None}}, {'name': {'given': 'M', 'lineage': None, 'honourific': None, 'family': 'Ibrahim'}, 'id': None}]",disk0/00/02/89/95,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']",,,,,,,,,
54,archive,2021-04-08 06:44:34,"['L1', 'LB2300']",Keterkaitan Model Mental Mahasiswa Dengan Penguasaan Konsep Stoikiometri Sebelum Dan Sesudah Pembelajaran Dengan Model Simayang.,8,show,29047,2021-04-08 06:44:34,1028,2021-04-08 06:44:34,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'security': 'public', 'placement': 1, 'eprintid': 29047, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 257688, 'hash': 'a23eb7404fce2aab98084eab76d28643', 'filename': 'Keterkaitan Model Mental Mahasiswa Dengan Penguasaan Konsep Stoikiometri Sebelum Dan Sesudah Pembelajaran Dengan Model Simayang.pdf', 'mtime': '2021-04-08 06:39:59', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 3926525, 'objectid': 43157, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257688'}], 'main': 'Keterkaitan Model Mental Mahasiswa Dengan Penguasaan Konsep Stoikiometri Sebelum Dan Sesudah Pembelajaran Dengan Model Simayang.pdf', 'docid': 43157, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43157', 'format': 'text', 'pos': 1}]",http://repository.lppm.unila.ac.id/id/eprint/29047,public,other,['FKIP4'],"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'given': 'Sunyono', 'lineage': None, 'family': 'Sunyono', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Yuanita', 'honourific': None, 'given': 'Leny'}, 'id': 'yuanita@sby.dnet.net.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Ibrahim', 'given': 'Muslimin'}, 'id': 'muslimin_ibrahim@yahoo.com'}]",disk0/00/02/90/47,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA']",,,,,,,,,
55,archive,2021-04-08 06:45:00,"['L1', 'LB', 'LB2300']",Mental Models of Students on Stoichiometry Concept In Learning By Method Based On Multiple Representation,9,show,29048,2021-04-08 06:45:00,1028,2021-04-08 06:45:00,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'docid': 43158, 'main': 'Mental Models Of Students On Stoichiometry Concept In Learning By Method Based On Multiple Representation.pdf', 'files': [{'objectid': 43158, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257702', 'fileid': 257702, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-08 06:43:27', 'hash': 'e283292d277b87f0901c6473afcced4d', 'filename': 'Mental Models Of Students On Stoichiometry Concept In Learning By Method Based On Multiple Representation.pdf', 'datasetid': 'document', 'filesize': 1094078}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43158', 'eprintid': 29048, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/29048,public,other,['FKIP4'],"[{'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Sunyono', 'honourific': None, 'given': 'Sunyono'}}, {'id': 'yuanita@sby.dnet.net.id', 'name': {'given': 'Leny', 'lineage': None, 'family': 'Yuanita', 'honourific': None}}, {'id': 'muslimin_ibrahim@yahoo.com', 'name': {'given': 'Muslimin', 'honourific': None, 'family': 'Ibrahim', 'lineage': None}}]",disk0/00/02/90/48,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']",,,,,,,,,
56,archive,2021-05-31 09:49:13,['L1'],STEM literacy load analysis on the planning and implementation of science learning on the topic of simple machine,12,show,31476,2021-05-31 09:49:13,435,2021-05-31 09:49:13,pub,,IOP Publishing,"[{'placement': 1, 'security': 'public', 'eprintid': 31476, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 902728, 'fileid': 372932, 'mime_type': 'application/pdf', 'mtime': '2021-05-31 06:09:11', 'hash_type': 'MD5', 'filename': 'abe 4 2020 OK.pdf', 'hash': '42778e256c7e9a69ac7119fc0a0262ff', 'objectid': 142300, 'uri': 'http://repository.lppm.unila.ac.id/id/file/372932'}], 'main': 'abe 4 2020 OK.pdf', 'docid': 142300, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/142300', 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/31476,public,article,['FKIP4'],"[{'id': None, 'name': {'given': 'E', 'lineage': None, 'family': 'Surani', 'honourific': None}}, {'id': 'jalmotri@yahoo.com', 'name': {'given': 'Tri', 'lineage': None, 'family': 'Jalmo', 'honourific': None}}, {'id': 'abdurrahman.1968@fkip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Abdurrahman', 'given': 'Abdurrahman'}}]",disk0/00/03/14/76,2020-06-01 00:00:00.000000000,published,1572.0,https://iopscience.iop.org/article/10.1088/1742-6596/1572/1/012062/meta,"The purpose of this study was to determine STEM literacy in the planning and implementation of science learning on the topic of simple machine. This research method is a descriptive qualitative method. Data were obtained using observations, document analysis, and interviews, which involved 200 junior high school science teachers in six districts of Lampung province, data analyzed with percentage. The results of STEM literacy analysis on the planning of natural science learning on the topic of simple machine have a high category of planning average (61%) and the average category of implementation is also of a high category (65%). Data analysis shows that learning science in simple machine material had integrated STEM but focused more on science and rarely used technology in student learning. Also, teachers realize that applying the STEM approach makes student learning more relevant, stimulates the emergence of meaningful experiences, encourages students to think higher and solve problems and increase retention. So that by the demands of the revolutionary education era 4.0.",Print : 1742-6588 Online : 1742-6596,Journal of Physics: Conference Series,TRUE,1.0,,,,,,,,,,,
57,archive,2021-04-08 06:44:15,"['L1', 'LB2300']",the Application of Discovery Learning Using Interactive Multimedia to Enhance Students' Metacognition on the Content Area of Biological Inheritance.,8,show,29039,2021-04-08 06:44:15,1028,2021-04-08 06:44:15,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/257626', 'objectid': 43149, 'filesize': 2738922, 'datasetid': 'document', 'filename': 'The Application of Discovery Learning Using Interactive Multimedia to Enhance Students Metacognition on the Content Area of Biological Inheritance.pdf', 'hash': 'c9375bda89c8f29ae9002ddf7f1b8d8d', 'mtime': '2021-04-08 05:51:34', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 257626}], 'docid': 43149, 'main': 'The Application of Discovery Learning Using Interactive Multimedia to Enhance Students Metacognition on the Content Area of Biological Inheritance.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43149', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 29039, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/29039,public,other,['FKIP4'],"[{'id': 'afria.susana@yahoo.co.id', 'name': {'given': 'Afria', 'honourific': None, 'family': 'Susana', 'lineage': None}}, {'name': {'lineage': None, 'family': 'Sunyono', 'honourific': None, 'given': 'Sunyono'}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'id': 'jalmotri@yahoo.com', 'name': {'given': 'Tri', 'family': 'Jalmo', 'honourific': None, 'lineage': None}}]",disk0/00/02/90/39,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA']",,,,,,,,,
58,archive,2020-11-09 09:12:16,['LB1603'],Penggunaan Representasi Horizontal pada Buku IPA Siswa Pada Materi Energi dalam Sistem Kehidupan dan Pengaruhnya pada Keterampilan Berpikir Kritis dan Literasi Visual Siswa,10,show,24725,2020-11-09 09:12:16,992,2020-11-09 09:12:16,submitted,"[{'name': {'family': 'Tyas Andani', 'honourific': None, 'lineage': None, 'given': 'Tyas Andani'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Dewi lengkana', 'given': 'Dewi lengkana'}, 'type': 'http://www.loc.gov/loc.terms/relators/CCP', 'id': 'dewilenglana76@gmail.com'}, {'id': None, 'type': 'http://www.loc.gov/loc.terms/relators/CCP', 'name': {'honourific': None, 'family': 'Tri Jalmo', 'lineage': None, 'given': 'Tri jalmo'}}, {'name': {'given': 'Steyarini', 'honourific': None, 'family': 'Marina Setyarini', 'lineage': None}, 'id': 'setyarini_marina@yahoo.com', 'type': 'http://www.loc.gov/loc.terms/relators/CCP'}]",,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/38479', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 98990, 'datasetid': 'document', 'hash': 'da3ddcee916c5f4d0af54f56d1734118', 'filename': 'Representasi Horizontal  (ICOPE2).docx', 'mtime': '2020-11-09 03:59:01', 'hash_type': 'MD5', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 224300, 'uri': 'http://repository.lppm.unila.ac.id/id/file/224300', 'objectid': 38479}], 'main': 'Representasi Horizontal  (ICOPE2).docx', 'docid': 38479, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 24725}]",http://repository.lppm.unila.ac.id/id/eprint/24725,public,conference_item,['FKIP4'],"[{'id': None, 'name': {'lineage': None, 'family': 'Tyas Andani', 'honourific': None, 'given': 'Tyas Andani'}}, {'name': {'given': 'Dewi Lengkana', 'lineage': None, 'family': 'Dewi Lengkana', 'honourific': None}, 'id': 'dewilengkana76@gmail.com'}, {'id': None, 'name': {'given': 'Tri Jalmo', 'family': 'Tri Jamo', 'honourific': None, 'lineage': None}}, {'id': 'setyarini_marina@yahoo.com', 'name': {'given': 'Setyarini', 'lineage': None, 'honourific': None, 'family': 'Marina Setyarini'}}]",disk0/00/02/47/25,2020-10-18 00:00:00.000000000,submitted,,,"ABSTRACT
Penelitian ini bertujuan untuk mengidentifikasi penggunaan representasi horizontal yang disajikan dalam buku sains siswa dalam menjelaskan konsep, teori, dan fenomena ilmiah pada materi pelajaran energi serta dampaknya terhadap keterampilan berpikir kritis dan literasi visual siswa. Metode yang digunakan dalam penelitian ini adalah deskriptif kuantitatif. Sampel penelitian ini adalah seratus siswa di sepuluh sekolah menengah pertama di kota Bandar Lampung. Pengumpulan data dilakukan dengan angket dan lembar penilaian buku IPA siswa. Angket digunakan untuk mengetahui bahan ajar yang digunakan oleh siswa. Lembar penilaian digunakan untuk mengetahui jenis representasi horizontal pada buku IPA dan mengetahui pengaruhnya terhadap keterampilan berpikir kritis dan pencapaian literasi visual berdasarkan evaluasi dan aktivitas siswa pada buku tersebut. Hasil penelitian menunjukkan bahwa bahan ajar yang paling banyak digunakan siswa adalah buku IPA siswa kurikulum 2013 terbitan Kementerian Pendidikan dan Kebudayaan RI tahun 2017 dengan kategori sangat tinggi (97%). Jenis representasi horizontal yang paling banyak disajikan pada materi pelajaran energi adalah gambar, termasuk dalam kategori sangat tinggi (82,8%), sedangkan persamaan, diagram, bagan, grafik, tabel, dan animasi termasuk dalam kategori sangat rendah. Persentase aktivitas siswa dan evaluasi buku IPA yang sesuai dengan indikator keterampilan berpikir kritis berada pada kategori sedang, dan yang sesuai dengan indikator literasi visual berada pada kategori sangat rendah (10%).
KEYWORDS 
Representasi horizontal, Literasi visual, Keterampilan berpikir kritis",,,TRUE,,1-5,,[{'type': 'author'}],"The 2nd ICOPE 2020, October 17-18, Lampung, Indonesia",Bandar Lampung,October 17-18,conference,paper,,,
59,archive,2021-04-08 06:44:12,"['L1', 'LA', 'LB2300']",Pengaruh Scaffolding dalam Pembelajaran SiMaYang untuk Meningkatkan Efikasi diri dan Penguasaan Konsep.,9,show,29038,2021-04-08 06:44:12,1028,2021-04-08 06:44:12,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/43148', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'fileid': 257617, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-08 05:48:00', 'hash': '27a3c9701644e0cbbe4a76c45ddcb97a', 'filename': 'Pengaruh Scaffolding dalam Pembelajaran SiMaYang untuk Meningkatkan Efikasi diri dan Penguasaan Konsep (Verlia dkk).pdf', 'datasetid': 'document', 'filesize': 4540733, 'objectid': 43148, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257617'}], 'docid': 43148, 'main': 'Pengaruh Scaffolding dalam Pembelajaran SiMaYang untuk Meningkatkan Efikasi diri dan Penguasaan Konsep (Verlia dkk).pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 29038}]",http://repository.lppm.unila.ac.id/id/eprint/29038,public,other,['FKIP4'],"[{'name': {'given': 'Santi', 'lineage': None, 'family': 'Verlia', 'honourific': None}, 'id': None}, {'name': {'given': 'Sunyono', 'honourific': None, 'family': 'Sunyono', 'lineage': None}, 'id': 'sunyono.1965@fkip.unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Rosilawati', 'given': 'Ila'}, 'id': 'ilarosilawati@gmail.com'}]",disk0/00/02/90/38,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S1 Pendidikan Kimia', 'Prodi S2 Keguruan IPA', 'Prodi S1 Pendidikan Kimia`']",,,,,,,,,
60,archive,2021-04-08 06:44:20,"['L1', 'LB2300']",Measuring metacognitive ability based on science literacy in dynamic electricity topic.,8,show,29042,2021-04-08 06:44:20,1028,2021-04-08 06:44:20,unpub,"[{'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}, {'type': 'http://www.loc.gov/loc.terms/relators/AUT'}]",FKIP Univeresitas Lampung,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43152', 'docid': 43152, 'main': 'Measuring metacognitive ability based on science literacy in dynamic electricity topic.pdf', 'files': [{'objectid': 43152, 'uri': 'http://repository.lppm.unila.ac.id/id/file/257646', 'fileid': 257646, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-04-08 06:18:56', 'hash': '4c9e4770f95c6c3d8f25940b99be6f95', 'filename': 'Measuring metacognitive ability based on science literacy in dynamic electricity topic.pdf', 'datasetid': 'document', 'filesize': 3056353}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 29042, 'placement': 1, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/29042,public,other,['FKIP4'],"[{'id': 'warniuuf@yahoo.co.id', 'name': {'given': 'Warni', 'lineage': None, 'family': 'Warni', 'honourific': None}}, {'id': 'sunyono.1965@fkip.unila.ac.id', 'name': {'lineage': None, 'family': 'Sunyono', 'honourific': None, 'given': 'Sunyono'}}, {'name': {'given': 'Undang', 'lineage': None, 'honourific': None, 'family': 'Rosidin'}, 'id': 'undangros@yahoo.com'}]",disk0/00/02/90/42,2020-12-01 00:00:00.000000000,completed,,,,,,,,,"['Prodi S2 Keguruan IPA', 'Prodi S2 Keguruan IPA', 'Prodi S2 Pendidikan Fisika']",,,,,,,,,
