,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,eprintid,ispublished,publisher,documents,uri,full_text_status,refereed,lastmod,userid,pagerange,datestamp,publication,creators,issn,dir,date,type,divisions,abstract,book_title,pages,event_title,event_type,pres_type,id_number,patent_applicant,date_type
58,Optimization Of Promptly Released As Primum Remedium In Committing Illegal Fishing Against Foreign Fishers,6,show,2021-08-18 06:08:27,archive,['K1'],33478,pub,IJBEL,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 33478, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/153372', 'docid': 153372, 'main': 'IJBEL24.ISU-5-815 erna.pdf', 'files': [{'filesize': 218048, 'datasetid': 'document', 'filename': 'IJBEL24.ISU-5-815 erna.pdf', 'hash': 'ec3b1088dd8764b7e148e92ae296f915', 'hash_type': 'MD5', 'mtime': '2021-08-18 04:50:11', 'mime_type': 'application/pdf', 'fileid': 397083, 'uri': 'http://repository.lppm.unila.ac.id/id/file/397083', 'objectid': 153372}]}]",http://repository.lppm.unila.ac.id/id/eprint/33478,public,FALSE,2021-08-18 06:08:27,873,,2021-08-18 06:08:27,"International Journal of Business, Economics and Law","[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">mayashafira@fh.unila.ac.id</font></font>', 'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}, {'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>', 'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}]",,disk0/00/03/34/78,1970-01-01 00:00:00.000002021,article,['FH1'],,,,,,,,,
59,Pendekatan Hukum Humanis : Solusi Penyelesaian Perkara Anak Pelaku Tindak Pidana di Era Globalisasi,7,show,2021-11-09 01:16:33,archive,['K1'],35614,pub,Thafa Media,"[{'docid': 156509, 'main': 'ARTIKEL ERNA DEWI.pdf', 'files': [{'objectid': 156509, 'uri': 'http://repository.lppm.unila.ac.id/id/file/414570', 'mime_type': 'application/pdf', 'fileid': 414570, 'hash': 'ff6910185385f7bba22703fef8a38e32', 'filename': 'ARTIKEL ERNA DEWI.pdf', 'hash_type': 'MD5', 'mtime': '2021-11-09 01:12:41', 'datasetid': 'document', 'filesize': 1673001}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156509', 'eprintid': 35614, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/35614,public,FALSE,2021-11-09 01:16:33,873,,2021-11-09 01:16:33,,"[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">erna.dewi@fh.unila.ac.id</font></font>', 'name': {'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}, {'name': {'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'honourific': None}, 'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">rini.fathonah@fh.unila.ac.id</font></font>'}]",,disk0/00/03/56/14,2021-10-01 00:00:00.000000000,book_section,['FH1'],,Pendekatan Hukum Humanis : Solusi Penyelesaian Perkara Anak Pelaku Tindak Pidana di Era Globalisasi,,,,,,,
60,The Reconstruction Of The Criminal Justice System For The Reconstruction Of The Criminal Justice System For Addressing Corruption Crime In The Framework Of Supporting National Development,6,show,2021-05-27 04:49:22,archive,['K1'],30983,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 30983, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/139906', 'main': '2231-Article Text-8183-1-10-20210415.pdf', 'docid': 139906, 'files': [{'mime_type': 'application/pdf', 'fileid': 367523, 'filename': '2231-Article Text-8183-1-10-20210415.pdf', 'hash': '5eebe2f7be78e5069cbeb9c1dd659cc0', 'mtime': '2021-05-27 04:28:02', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 753767, 'objectid': 139906, 'uri': 'http://repository.lppm.unila.ac.id/id/file/367523'}]}]",http://repository.lppm.unila.ac.id/id/eprint/30983,public,FALSE,2021-05-27 04:49:22,807,39-52,2021-05-27 04:49:22,"<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">Cepalo</font></font>","[{'id': '<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">maroniunila@gmail.com</font></font>', 'name': {'lineage': None, 'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}}, {'name': {'honourific': None, 'family': '<font style=""vertical-align: inherit;""><font style=""vertical-ali', 'lineage': None, 'given': '<font style=""vertical-align: inherit;""><font style=""vertical-ali'}, 'id': None}]","<font style=""vertical-align: inherit;""><font style=""vertical-align: inherit;"">2598-3105</font></font>",disk0/00/03/09/83,2021-01-01 00:00:00.000000000,article,['FH1'],,,,,,,,,
61,Sistem Peradilan Pidana Anak (Mewujudkan Kepastian Hukum Terbaik Anak yang Berhadapan dengan Hukum),7,show,2022-03-09 07:27:05,archive,['K1'],40044,pub,PUSAKA MEDIA Anggota IKAPI,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/447942', 'objectid': 161336, 'filesize': 816329, 'datasetid': 'document', 'mtime': '2022-03-09 06:48:55', 'hash_type': 'MD5', 'hash': '3d651bff5ba1602a4d99c2a9ece7811f', 'filename': 'Reviewe Sistem.pdf', 'fileid': 447942, 'mime_type': 'application/pdf'}], 'docid': 161336, 'main': 'Reviewe Sistem.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161336', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 40044, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/40044,public,FALSE,2022-03-09 07:27:05,69,,2022-03-09 07:27:05,,"[{'id': 'ahmad.irzal@fh.unila.ac.id', 'name': {'honourific': None, 'family': 'Ahmad', 'lineage': None, 'given': 'Irzal Fardiansyah'}}]",,disk0/00/04/00/44,2021-01-01 00:00:00.000000000,book_section,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,Sistem Peradilan Pidana Anak (Mewujudkan Kepastian Hukum Terbaik Anak yang Berhadapan dengan Hukum),,,,,,,
62,Why Indonesia Maintain Capital Punishment?,6,show,2022-03-09 06:42:09,archive,['K1'],40040,pub,Fakultas Hukum Universitas Lampung,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/161333', 'rev_number': 1, 'main': 'Reviewe Why.pdf', 'docid': 161333, 'files': [{'filesize': 850007, 'datasetid': 'document', 'mtime': '2022-03-09 06:37:03', 'hash_type': 'MD5', 'filename': 'Reviewe Why.pdf', 'hash': 'f726816769b1634aa22aa3a7a08e6835', 'fileid': 447909, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/447909', 'objectid': 161333}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40040, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/40040,public,FALSE,2022-03-09 06:42:09,69,,2022-03-09 06:42:09,Jurnal Fiat Justisia,"[{'name': {'given': 'Irzal Fardiansyah', 'lineage': None, 'family': 'Ahmad', 'honourific': None}, 'id': 'ahmad.irzal@fh.unila.ac.id'}]",,disk0/00/04/00/40,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
63,"The Synergy of Lampung
Provincial Marine and Fishery
Services with Muara Tabulih
Fisheries in West Coast District
in Protection of Turtle Habitat",6,show,2023-04-11 07:26:30,archive,['K1'],50230,pub,ULICOSS,"[{'placement': 1, 'security': 'public', 'eprintid': 50230, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/542781', 'objectid': 189930, 'filesize': 896328, 'datasetid': 'document', 'hash': '5aa77132873026729fc2da615ff121fe', 'filename': 'The Synergy of Lampung Provincial Marine and Fishery Services with Muara Tabulih Fisheries in West Coast District in Protection of Turtle Habitat.pdf', 'hash_type': 'MD5', 'mtime': '2023-04-11 07:07:26', 'mime_type': 'application/pdf', 'fileid': 542781}], 'main': 'The Synergy of Lampung Provincial Marine and Fishery Services with Muara Tabulih Fisheries in West Coast District in Protection of Turtle Habitat.pdf', 'docid': 189930, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189930', 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/50230,public,FALSE,2023-04-11 07:26:30,18897,,2023-04-11 07:26:30,ATLANTIS PRESS,"[{'name': {'lineage': None, 'family': 'Aisyah Muda Cemerlang', 'honourific': None, 'given': 'Aisyah'}, 'id': 'aisyahhkm@gmail.com'}, {'name': {'lineage': None, 'family': 'Heni Siswanto', 'honourific': None, 'given': 'Heni Siswanto'}, 'id': 'siswanto_heni@gmail.com2'}]",,disk0_bak/00/05/02/30,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Check Similarity,,,,,,,,
64,The Agenda Setting Policy for Hajj and Umrah in Post Pandemic,7,show,2022-05-19 02:59:47,archive,['K1'],41685,pub,,"[{'eprintid': 41685, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Agenda setting.pdf', 'docid': 163346, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/460919', 'objectid': 163346, 'filesize': 1592413, 'datasetid': 'document', 'filename': 'Agenda setting.pdf', 'hash': '77662e7c7d09a49609ee4f224224528b', 'hash_type': 'MD5', 'mtime': '2022-05-19 01:34:19', 'mime_type': 'application/pdf', 'fileid': 460919}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163346'}]",http://repository.lppm.unila.ac.id/id/eprint/41685,public,FALSE,2022-05-19 02:59:47,276,,2022-05-19 02:59:47,,"[{'name': {'lineage': None, 'family': 'Bayu sujadmiko', 'honourific': None, 'given': 'bayu.sujadmiko@fh.unila.ac.id'}}]",,disk0/00/04/16/85,1970-01-01 00:00:00.000002021,conference_item,['FH1'],Hasil Check Similarity,,,"Advances in Social Science, Education and Humanities Research, volume 606, 2nd International Indonesia Conference on Interdisciplinary",conference,paper,,,
65,The Agenda Setting Policy for Hajj and Umrah in Post Pandemic,6,show,2022-06-20 06:34:43,archive,['K1'],42637,pub,International Indonesia Conference on Interdisciplinary,"[{'docid': 164347, 'main': 'Review The Agenda.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/467870', 'objectid': 164347, 'hash': '08b6339bb0a78166a5da2744c266830c', 'filename': 'Review The Agenda.pdf', 'hash_type': 'MD5', 'mtime': '2022-06-20 03:40:59', 'mime_type': 'application/pdf', 'fileid': 467870, 'filesize': 345266, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/164347', 'rev_number': 1, 'eprintid': 42637, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/42637,public,FALSE,2022-06-20 06:34:43,276,,2022-06-20 06:34:43,"Advances in Social Science, Education and Humanities Research","[{'name': {'given': 'bayu.sujadmiko@fh.unila.ac.id', 'lineage': None, 'family': 'Bayu sujadmiko', 'honourific': None}}]",,disk0/00/04/26/37,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
66,The Agenda Setting Policy for Hajj and Umrah in Post Pandemic,7,show,2022-06-20 06:34:49,archive,['K1'],42640,pub,,"[{'placement': 1, 'security': 'public', 'eprintid': 42640, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/467889', 'objectid': 164350, 'mtime': '2022-06-20 03:55:04', 'hash_type': 'MD5', 'hash': '08b6339bb0a78166a5da2744c266830c', 'filename': 'Review The Agenda.pdf', 'fileid': 467889, 'mime_type': 'application/pdf', 'filesize': 345266, 'datasetid': 'document'}], 'main': 'Review The Agenda.pdf', 'docid': 164350, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164350', 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/42640,public,FALSE,2022-06-20 06:34:49,276,,2022-06-20 06:34:49,,"[{'name': {'given': 'bayu.sujadmiko@fh.unila.ac.id', 'lineage': None, 'honourific': None, 'family': 'Bayu sujadmiko'}}]",,disk0/00/04/26/40,1970-01-01 00:00:00.000002021,conference_item,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,"Advances in Social Science, Education and Humanities Research",conference,paper,,,
67,Does International Criminal Court have Jurisdiction over the Destruction of Cultural Property by the Islamic State of Irac and Syria?,6,show,2022-02-15 02:24:43,archive,['K1'],39253,pub,Universitas Udayana,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/160538', 'format': 'text', 'pos': 1, 'files': [{'filesize': 414863, 'datasetid': 'document', 'filename': 'Reviewer Does International.pdf', 'hash': '5f4e89d82315f45ad5bbc3fde4d974e4', 'mtime': '2022-02-15 02:10:20', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 442002, 'uri': 'http://repository.lppm.unila.ac.id/id/file/442002', 'objectid': 160538}], 'docid': 160538, 'main': 'Reviewer Does International.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 39253}]",http://repository.lppm.unila.ac.id/id/eprint/39253,public,FALSE,2022-02-15 02:24:43,276,,2022-02-15 02:24:43,Jurnal Magister Hukum Udayana (Jurnal Magister Hukum Udayana),"[{'name': {'lineage': None, 'honourific': None, 'family': 'Bayu sujadmiko', 'given': 'bayu.sujadmiko@fh.unila.ac.id'}}]",,disk0/00/03/92/53,2021-07-01 00:00:00.000000000,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Reviewe,,,,,,,,
68,Fostering Entrepreneurial Ecosystem Within Rural Enterpreneurship,6,show,2021-04-17 05:21:21,archive,['K1'],29420,pub,Business,"[{'eprintid': 29420, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Similarity Fostering_Entrepreneurial_Ecosystem_within_Rural_E Q3 IJE.pdf', 'docid': 43552, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/260621', 'objectid': 43552, 'filesize': 2405065, 'datasetid': 'document', 'mtime': '2021-04-16 07:07:56', 'hash_type': 'MD5', 'filename': 'Similarity Fostering_Entrepreneurial_Ecosystem_within_Rural_E Q3 IJE.pdf', 'hash': '4aae0fff01e881958a6ebc2549b2d321', 'fileid': 260621, 'mime_type': 'application/pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43552'}]",http://repository.lppm.unila.ac.id/id/eprint/29420,public,FALSE,2021-04-17 05:21:21,276,,2021-04-17 05:21:21,International journal of Entrepreneurship,"[{'name': {'given': 'bayu.sujadmiko@fh.unila.ac.id', 'lineage': None, 'honourific': None, 'family': 'Bayu sujadmiko'}}]",,disk0/00/02/94/20,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Check Similarity,,,,,,,,
69,"Narasumber dalam acara webinar LBKH dengan tema "" Cyber crime dalam perspektif hukum internasional """,7,show,2022-10-03 01:36:49,archive,['K1'],45344,submitted,,"[{'main': 'Cyber Crime Bayu S.pdf', 'docid': 167329, 'files': [{'objectid': 167329, 'uri': 'http://repository.lppm.unila.ac.id/id/file/487519', 'datasetid': 'document', 'filesize': 751835, 'mime_type': 'application/pdf', 'fileid': 487519, 'hash': '86db33185a22f371975e636435575452', 'filename': 'Cyber Crime Bayu S.pdf', 'mtime': '2022-09-28 00:13:26', 'hash_type': 'MD5'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/167329', 'rev_number': 1, 'eprintid': 45344, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/45344,public,,2022-10-03 01:36:49,276,,2022-10-03 01:36:49,,"[{'name': {'given': 'bayu.sujadmiko@fh.unila.ac.id', 'family': 'Bayu sujadmiko', 'honourific': None, 'lineage': None}}]",,disk0/00/04/53/44,1970-01-01 00:00:00.000002021,image,['FH1'],,,,,,,,,
70,Narasumber dalam kegiatan Sekolah Kader Pengawas Partisipatif (SKPP) tingkat Menegah Tahun 2021 di Provinsi Lampung,7,show,2022-10-03 01:37:09,archive,['K1'],45418,submitted,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 45418, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/167409', 'main': 'Kegiatan Pemilu Demokrasi.pdf', 'docid': 167409, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/487874', 'objectid': 167409, 'filename': 'Kegiatan Pemilu Demokrasi.pdf', 'hash': '702490f68d9a74da22d6e6589491eb33', 'hash_type': 'MD5', 'mtime': '2022-10-03 00:12:35', 'mime_type': 'application/pdf', 'fileid': 487874, 'filesize': 7256697, 'datasetid': 'document'}]}]",http://repository.lppm.unila.ac.id/id/eprint/45418,public,,2022-10-03 01:37:09,276,,2022-10-03 01:37:09,,"[{'name': {'given': 'bayu.sujadmiko@fh.unila.ac.id', 'honourific': None, 'family': 'Bayu sujadmiko', 'lineage': None}}]",,disk0/00/04/54/18,1970-01-01 00:00:00.000002021,image,['FH1'],,,,,,,,,
71,The Urgensi of Digital Right Management on Personal Data Protection. Journal of Research in Business and Social Science,7,show,2021-04-13 02:16:02,archive,['K1'],29240,pub,IJRBS,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 29240, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43347', 'rev_number': 1, 'docid': 43347, 'main': 'The Urgent.pdf', 'files': [{'objectid': 43347, 'uri': 'http://repository.lppm.unila.ac.id/id/file/259107', 'datasetid': 'document', 'filesize': 235338, 'mime_type': 'application/pdf', 'fileid': 259107, 'hash': '42a1296a38b421eabb14deb1656d34d2', 'filename': 'The Urgent.pdf', 'mtime': '2021-04-12 08:58:20', 'hash_type': 'MD5'}]}]",http://repository.lppm.unila.ac.id/id/eprint/29240,public,FALSE,2021-04-13 02:16:02,276,,2021-04-13 02:16:02,International Journal of Research In Business and Social Science,"[{'name': {'family': 'Bayu sujadmiko', 'honourific': None, 'lineage': None, 'given': 'bayu.sujadmiko@fh.unila.ac.id'}}]",,disk0/00/02/92/40,1970-01-01 00:00:00.000002021,article,['FH1'],Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
72,YOUTH CYBER-ETHIC:INDONESIAN POLICY FRAMEWORK AND SOCIOLOGICAL APPROACH,6,show,2021-10-25 03:18:45,archive,['K1'],34583,pub,Universidad del Zulia,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 34583, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155135', 'rev_number': 1, 'main': 'Youth.pdf', 'docid': 155135, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/406477', 'objectid': 155135, 'filesize': 304236, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2021-10-22 09:02:11', 'filename': 'Youth.pdf', 'hash': '4d9e26d31815a53f1cbdd6214f698ab1', 'fileid': 406477, 'mime_type': 'application/pdf'}]}]",http://repository.lppm.unila.ac.id/id/eprint/34583,public,FALSE,2021-10-25 03:18:45,276,,2021-10-25 03:18:45,Portal De Revistas Cienttificas y Humanisticas de la Universidad del Zulia,"[{'name': {'lineage': None, 'family': 'Bayu sujadmiko', 'honourific': None, 'given': 'bayu.sujadmiko@fh.unila.ac.id'}}]",,disk0/00/03/45/83,1970-01-01 00:00:00.000002021,article,['FH1'],Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
73,YOUTH CYBER-ETHIC:INDONESIAN POLICY FRAMEWORK AND SOCIOLOGICAL APPROACH,6,show,2022-02-15 02:24:33,archive,['K1'],39247,pub,Universidad del Zulia,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 39247, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/160532', 'rev_number': 1, 'docid': 160532, 'main': 'Reviewer Youth.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 441972, 'hash': 'f40cc26cf54caa0c440c488392f51a74', 'filename': 'Reviewer Youth.pdf', 'hash_type': 'MD5', 'mtime': '2022-02-15 01:55:29', 'datasetid': 'document', 'filesize': 403033, 'objectid': 160532, 'uri': 'http://repository.lppm.unila.ac.id/id/file/441972'}]}]",http://repository.lppm.unila.ac.id/id/eprint/39247,public,FALSE,2022-02-15 02:24:33,276,,2022-02-15 02:24:33,Portal De Revistas Cienttificas y Humanisticas de la Universidad del Zulia,"[{'name': {'given': 'bayu.sujadmiko@fh.unila.ac.id', 'lineage': None, 'family': 'Bayu sujadmiko', 'honourific': None}}]",,disk0/00/03/92/47,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Reviewe,,,,,,,,
74,ADOPSI MODEL TRIPLE HELIX DALAM PEMBENTUKAN PERATURAN DESA,7,show,2022-06-07 07:55:00,archive,['K1'],42160,pub,Unpad Press,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163861', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/464557', 'objectid': 163861, 'filesize': 193365, 'datasetid': 'document', 'mtime': '2022-06-07 07:27:38', 'hash_type': 'MD5', 'filename': 'Reviewe Adopsi.pdf', 'hash': '204796bb8eea025400a8ebdd54563a18', 'fileid': 464557, 'mime_type': 'application/pdf'}], 'docid': 163861, 'main': 'Reviewe Adopsi.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 42160}]",http://repository.lppm.unila.ac.id/id/eprint/42160,public,FALSE,2022-06-07 07:55:00,561,,2022-06-07 07:55:00,,"[{'name': {'given': 'Budiyono', 'family': 'Budiyono', 'honourific': None, 'lineage': None}}]",,disk0/00/04/21/60,1970-01-01 00:00:00.000002021,book_section,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Reviewe,ADOPSI MODEL TRIPLE HELIX DALAM PEMBENTUKAN PERATURAN DESA,,,,,,,
75,The Model of Local Regulation of the Human Rights Fulfillment Based on Progressive Law,6,show,2022-06-08 06:24:56,archive,['K1'],42197,pub,"Faculty of Law, Gorontalo State University","[{'files': [{'mtime': '2022-06-08 01:58:21', 'hash_type': 'MD5', 'filename': 'The Model of Local Regulation of the HumanRights Fulfillment Based on Progressive Law.pdf', 'hash': '501c734742b8eb7e0bb4355d3a78d0ad', 'fileid': 464772, 'mime_type': 'application/pdf', 'filesize': 3346222, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/464772', 'objectid': 163893}], 'docid': 163893, 'main': 'The Model of Local Regulation of the HumanRights Fulfillment Based on Progressive Law.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163893', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 42197, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/42197,public,FALSE,2022-06-08 06:24:56,561,,2022-06-08 06:24:56,Jambura Law Review,"[{'name': {'family': 'Budiyono', 'honourific': None, 'lineage': None, 'given': 'Budiyono'}}]",,disk0/00/04/21/97,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Check Similarity,,,,,,,,
76,The Model of Local Regulation of the Human Rights Fulfillment Based on Progressive Law,6,show,2022-06-08 06:24:57,archive,['K1'],42200,pub,"Faculty of Law, Gorontalo State University","[{'docid': 163895, 'main': 'Reviewe The.pdf', 'files': [{'filesize': 225117, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-06-08 02:03:33', 'filename': 'Reviewe The.pdf', 'hash': '0ca6723210568fba73f0e5eac8de550a', 'fileid': 464785, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/464785', 'objectid': 163895}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163895', 'rev_number': 1, 'eprintid': 42200, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/42200,public,FALSE,2022-06-08 06:24:57,561,,2022-06-08 06:24:57,Jambura Law Review,"[{'name': {'lineage': None, 'family': 'Budiyono', 'honourific': None, 'given': 'Budiyono'}}]",,disk0/00/04/22/00,1970-01-01 00:00:00.000002021,article,['FH1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,,,,,,,,
77,"PETA JALAN REFORMASI BIROKRASI UNIVERSITAS
LAMPUNG TAHUN 2020-2024",7,show,2022-06-06 01:27:39,archive,['K1'],42108,pub,,"[{'main': 'sertifikat_EC00202164072.pdf', 'docid': 163813, 'files': [{'filesize': 2074956, 'datasetid': 'document', 'hash': '8aeedbd02231133576c82dee43e00d94', 'filename': 'sertifikat_EC00202164072.pdf', 'hash_type': 'MD5', 'mtime': '2022-06-06 00:52:57', 'mime_type': 'application/pdf', 'fileid': 464150, 'uri': 'http://repository.lppm.unila.ac.id/id/file/464150', 'objectid': 163813}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/163813', 'rev_number': 1, 'eprintid': 42108, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/42108,public,,2022-06-06 01:27:39,561,,2022-06-06 01:27:39,,"[{'name': {'honourific': None, 'family': 'Budiyono', 'lineage': None, 'given': 'Budiyono'}}]",,disk0/00/04/21/08,1970-01-01 00:00:00.000002021,patent,['FH1'],,,,,,,EC00202164072,FH UNILA,published
