,subjects,status_changed,eprint_status,rev_number,metadata_visibility,title,eprintid,datestamp,userid,lastmod,uri,full_text_status,ispublished,documents,divisions,type,date,dir,creators,refereed,publication,date_type,id_number,patent_applicant,abstract,publisher,issn,number,related_url,volume,official_url,pres_type,event_type,event_title,book_title,pagerange,corp_creators
62,['K1'],2023-04-03 06:35:45,archive,6,show,Implementation of Civil Rights against Vulnerable Groups in the Legal and Constitutional System in Indonesia,49583,2023-04-03 06:35:45,347,2023-04-03 06:35:45,http://repository.lppm.unila.ac.id/id/eprint/49583,public,pub,"[{'eprintid': 49583, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 189217, 'main': 'korespondensi Hasanudin.pdf', 'files': [{'objectid': 189217, 'uri': 'http://repository.lppm.unila.ac.id/id/file/537699', 'fileid': 537699, 'mime_type': 'application/pdf', 'mtime': '2023-04-03 06:11:18', 'hash_type': 'MD5', 'hash': 'aad4ddf8233093b58628e5aa3111bb3e', 'filename': 'korespondensi Hasanudin.pdf', 'datasetid': 'document', 'filesize': 364949}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189217'}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0_bak/00/04/95/83,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Rudy', 'given': 'Rudy'}}]",FALSE,Hasanuddin Law Review,,,,Hasil Check Korespondensi,Fakultas Hukum Universitas Hasanuddin,2442-9880,,,,,,,,,,
63,['K1'],2022-07-15 04:23:51,archive,7,show,Securing adat land rights in Indonesian : From Constitusional justice to legislation making,43328,2022-07-15 04:23:51,347,2022-07-15 04:23:51,http://repository.lppm.unila.ac.id/id/eprint/43328,public,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 43328, 'uri': 'http://repository.lppm.unila.ac.id/id/document/165192', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/473348', 'objectid': 165192, 'hash_type': 'MD5', 'mtime': '2022-07-15 04:19:14', 'filename': 'Land Law and Disputes in Asia.pdf', 'hash': 'dec1805b5e82b4341f1ab1e74d1480b2', 'fileid': 473348, 'mime_type': 'application/pdf', 'filesize': 33132955, 'datasetid': 'document'}], 'docid': 165192, 'main': 'Land Law and Disputes in Asia.pdf'}]",['FH1'],book_section,1970-01-01 00:00:00.000002022,disk0/00/04/33/28,"[{'id': 'rudy.1981@fh.unila.ac.id', 'name': {'given': 'Rudy', 'lineage': None, 'honourific': None, 'family': 'Rudy'}}]",FALSE,,,,,Hasil Check Similarity,Routledge,,,,,,,,,Securing adat land rights in Indonesian : From Constitusional justice to legislation making,,
64,['K1'],2022-12-12 01:55:36,archive,6,show,Role of Law Enforcement to prevent Cyber launderingand Asset Recovery from Overseas,47184,2022-12-12 01:55:36,836,2022-12-12 01:55:36,http://repository.lppm.unila.ac.id/id/eprint/47184,public,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/186162', 'pos': 1, 'format': 'text', 'files': [{'hash': '755699dc4217381089c52bd088d7ef57', 'filename': 'korespondensi ijcc.pdf', 'mtime': '2022-12-12 01:30:59', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 518192, 'filesize': 263629, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/518192', 'objectid': 186162}], 'docid': 186162, 'main': 'korespondensi ijcc.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 47184}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0/00/04/71/84,"[{'name': {'given': 'ER', 'lineage': None, 'family': 'eddy rifai', 'honourific': None}}]",TRUE,International Journal of Cyber Criminology,,,,Hasil Korespondensi,IJJCC,,,,,,,,,,,
65,['K1'],2022-11-08 07:57:02,archive,7,show,Small Claims in Indonesia: Fundamental Problems and Way Forward,46345,2022-11-08 07:57:02,1026,2022-11-08 07:57:02,http://repository.lppm.unila.ac.id/id/eprint/46345,public,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46345, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185226', 'rev_number': 2, 'docid': 185226, 'main': '553-1096-1-SM-1.pdf', 'files': [{'filename': '553-1096-1-SM-1.pdf', 'hash': '0b13042a9edceb0de05503db736f3a63', 'hash_type': 'MD5', 'mtime': '2022-11-08 02:59:11', 'mime_type': 'application/pdf', 'fileid': 511777, 'filesize': 632921, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/511777', 'objectid': 185226}]}]",['FH1'],article,1970-01-01 00:00:00.000002022,disk0/00/04/63/45,"[{'id': None, 'name': {'given': 'salman', 'honourific': None, 'family': 'salman alfarisi', 'lineage': None}}, {'name': {'lineage': None, 'family': 'I Gede AB Wiranata', 'honourific': None, 'given': 'gede'}, 'id': 'iwiranata@yahoo.com'}, {'name': {'given': 'Tisnanta', 'lineage': None, 'honourific': None, 'family': 'HS Tisnanta'}, 'id': 's.nymus@yahoo.co.id'}]",TRUE,Hong Kong Journal of Social Sciences,,,,"Abstract:
HONG KONG JOURNAL OF SOCIAL SCIENCES
香港社會科學學報
第一的第 59 期 (2022 春/夏) Vol. 59 Spring/Summer 2022 Open Access Article
Small Claims in Indonesia: Fundamental Problems and Way Forward Salman Alfarasi, I. Gede A.B. Wiranata, H.S. Tisnanta
 Faculty of Law, Universitas Lampung, Bandar Lampung, Indonesia
Received: March 16, 2022 ▪ Reviewed: May 12, 2022 ▪ Accepted: June 10, 2022 ▪ Published: July 29, 2022
An analysis of regulation as a legal umbrella and analysis of empirical data suggests that small claims in Indonesia need to be addressed because this trial is not conducted effectively. This article argues that the legal basis for the Indonesian small claim procedure has some weaknesses: identifying the limitations for the claimant, determining the lawsuit value, institutionalizing the initial examination process, settlement procedures, legal remedies submitted against the judge’s decision, execution procedures and application of auctions on small claim objects. By adopting a socio-legal approach, this article aims to restructure the small claims procedure in Indonesia, which creates a simple, fast, low-cost judicial system and guarantees legal certainty and fairness to the parties. Additional empirical data and analysis are presented in tabular form to make it easier to pinpoint the root problem. This paper finds that the legal reconstruction of small claims has important implications for judicial reform in Indonesia, primarily to achieve justice and expediency. Some fundamental issues must be attached to strengthen the small claim procedure in Indonesia, i.e., value limitation of loss, reinterpretation of parties, independent appraisal, optimizing the District Court’s role, and distinct procedure in small claim auctions.
Keywords: fundamental issues, Indonesian judiciary, legal reconstruction, small claim procedure. 印度尼西亚的小额索赔:基本问题和前进方向
摘要:
对作为法律保护伞的监管的分析和对经验数据的分析表明，印度尼西亚的小额索赔需要得到解决，因为该 试验没有有效地进行。本文认为，印尼小额索赔程序的法律基础存在一些弱点:确定索赔人的限制、确定 诉讼价值、将初审程序、和解程序、针对法官裁决提交的法律补救措施、执行程序和申请制度化。小额索 赔对象的拍卖。通过采用社会法律方法，本文旨在重组印度尼西亚的小额索赔程序，创建一个简单、快 速、低成本的司法系统，并保证法律确定性和对当事人的公平性。额外的经验数据和分析以表格形式呈 现，以便更容易查明根本问题。本文发现，小额索赔的法律重构对印度尼西亚的司法改革具有重要意义， 主要是为了实现正义和权宜之计。加强印度尼西亚小额索赔程序必须注意一些基本问题，即损失的价值限 制、当事人的重新解释、独立评估、优化地方法院的作用以及在小额索赔拍卖中的独特程序。
关键词:基本问题，印度尼西亚司法，法律重建，小额索赔程序。",,1021-3619,1.0,,59.0,http://hkjoss.com/index.php/journal,,,,,207-217,
66,['K1'],2022-08-25 01:22:35,archive,8,show,Small Claims in Indonesia: Fundamental Problems and Way Forward,44213,2022-08-25 01:22:35,1057,2022-08-25 01:22:35,http://repository.lppm.unila.ac.id/id/eprint/44213,public,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/166300', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filename': 'jurnal hongkong Salman, Prof gede Hs Tisnanta.pdf', 'hash': '0b13042a9edceb0de05503db736f3a63', 'hash_type': 'MD5', 'mtime': '2022-08-24 07:56:14', 'mime_type': 'application/pdf', 'fileid': 480632, 'filesize': 632921, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/480632', 'objectid': 166300}], 'main': 'jurnal hongkong Salman, Prof gede Hs Tisnanta.pdf', 'docid': 166300, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 44213}]",['FH1'],article,2022-07-29 00:00:00.000000000,disk0/00/04/42/13,"[{'name': {'lineage': None, 'honourific': None, 'family': 'salman alfarisi', 'given': 'salman'}}, {'name': {'given': 'gede', 'family': 'Prof. Dr. I Gede AB Wiranata', 'honourific': None, 'lineage': None}}, {'name': {'given': 'tisnanta', 'lineage': None, 'honourific': None, 'family': 'Dr. HS Tisnanta SH. M.S.'}}]",TRUE,Hong Kong Journal of Social Sciences,published,,,"An analysis of regulation as a legal umbrella and analysis of empirical data suggests that small claims in Indonesia need to be addressed because this trial is not conducted effectively. This article argues that the legal basis for the Indonesian small claim procedure has some weaknesses: identifying the limitations for the claimant, determining the lawsuit value, institutionalizing the initial examination process, settlement procedures, legal remedies submitted against the judge’s decision, execution procedures and application of auctions on small claim objects. By adopting a socio-legal approach, this article aims to restructure the small claims procedure in Indonesia, which creates a simple, fast, low-cost judicial system and guarantees legal certainty and fairness to the parties. Additional empirical data and analysis are presented in tabular form to make it easier to pinpoint the root problem. This paper finds that the legal reconstruction of small claims has important implications for judicial reform in Indonesia, primarily to achieve justice and expediency. Some fundamental issues must be attached to strengthen the small claim procedure in Indonesia, i.e., value limitation of loss, reinterpretation of parties, independent appraisal, optimizing the District Court’s role, and distinct procedure in small claim auctions.
Keywords: fundamental issues, Indonesian judiciary, legal reconstruction, small claim procedure.",,1021-3619,59.0,,59.0,http://hkjoss.com/index.php/journal/article/view/553,,,,,209-217,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']"
67,['K1'],2022-08-31 01:44:00,archive,7,show,Pengangkatan Ketua dan Anggota Peer Group Bagian Hukum Administrasi Negara Fakultas Hukum Universitas Lampung,44564,2022-08-31 01:44:00,1065,2022-08-31 01:44:00,http://repository.lppm.unila.ac.id/id/eprint/44564,public,unpub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166436', 'format': 'text', 'pos': 1, 'files': [{'filesize': 1504259, 'datasetid': 'document', 'hash': '31727dd6a048fcdc29ee403cd4f91302', 'filename': 'SK NO 1541 PENGANGKATAN KETUA DAN ANGGOTA PEER GROUP BAGIAN HAN.pdf', 'mtime': '2022-08-30 08:45:52', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 481836, 'uri': 'http://repository.lppm.unila.ac.id/id/file/481836', 'objectid': 166436}], 'main': 'SK NO 1541 PENGANGKATAN KETUA DAN ANGGOTA PEER GROUP BAGIAN HAN.pdf', 'docid': 166436, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 44564}]",['FH1'],image,1970-01-01 00:00:00.000002022,disk0/00/04/45/64,"[{'id': 'yuswanto.1962@fh.unila.ac.id', 'name': {'family': 'yuswanto', 'honourific': None, 'lineage': None, 'given': 'yuswanto'}}]",,,,,,,,,,,,,,,,,,
68,['K1'],2022-08-31 01:44:04,archive,7,show,"Pengangkatan Panitia Pelatihan Legal Opinion Fakultas Hukum Unila 2022 ""Forensic Legal Auditors""",44565,2022-08-31 01:44:04,1065,2022-08-31 01:44:04,http://repository.lppm.unila.ac.id/id/eprint/44565,public,inpress,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/481843', 'objectid': 166437, 'filesize': 414212, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-08-30 08:49:31', 'filename': 'SK NO 1710 PANITIA PELATIHAN LEGAL OPNION FORENSIC LEGAL AUDITO.pdf', 'hash': 'b29f9739db6c6d066510409cc1bb4798', 'fileid': 481843, 'mime_type': 'application/pdf'}], 'main': 'SK NO 1710 PANITIA PELATIHAN LEGAL OPNION FORENSIC LEGAL AUDITO.pdf', 'docid': 166437, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166437', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 44565, 'mime_type': 'application/pdf', 'language': 'en'}]",['FH1'],image,1970-01-01 00:00:00.000002022,disk0/00/04/45/65,"[{'name': {'given': 'yuswanto', 'lineage': None, 'family': 'yuswanto', 'honourific': None}, 'id': 'yuswanto.1962@fh.unila.ac.id'}]",,,,,,,,,,,,,,,,,,
69,['K1'],2022-08-31 01:44:11,archive,7,show,"Pengangkatan Panitia Pelatihan Legal Opinion Fakultas Hukum Unila 2022 ""Investasi Bodong : Qou Vadis Regulasi dan Penegekan Hukum di Indonesia""",44569,2022-08-31 01:44:11,1065,2022-08-31 01:44:11,http://repository.lppm.unila.ac.id/id/eprint/44569,public,inpress,"[{'security': 'public', 'placement': 1, 'eprintid': 44569, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'fileid': 481863, 'mime_type': 'application/pdf', 'mtime': '2022-08-30 08:56:30', 'hash_type': 'MD5', 'filename': 'SK NO 2456 PANITIA PELATIHAN LEGAL OPNION QUO VADIS REGULASI.pdf', 'hash': '26a63d131758f999e9a4675f9f799d85', 'datasetid': 'document', 'filesize': 430352, 'objectid': 166440, 'uri': 'http://repository.lppm.unila.ac.id/id/file/481863'}], 'docid': 166440, 'main': 'SK NO 2456 PANITIA PELATIHAN LEGAL OPNION QUO VADIS REGULASI.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166440', 'format': 'text', 'pos': 1}]",['FH1'],image,1970-01-01 00:00:00.000002022,disk0/00/04/45/69,"[{'name': {'given': 'yuswanto', 'lineage': None, 'honourific': None, 'family': 'yuswanto'}, 'id': 'yuswanto.1962@fh.unila.ac.id'}]",,,,,,,,,,,,,,,,,,
70,['K1'],2022-08-31 01:44:08,archive,7,show,"Pengangkatan Panitia Pelatihan Legal Opinion Fakultas Hukum Unila 2022 ""Peran Pengacara Martim dalam Penyelesaian Sangketa di Bidang Kemaritiman""",44568,2022-08-31 01:44:08,1065,2022-08-31 01:44:08,http://repository.lppm.unila.ac.id/id/eprint/44568,public,inpress,"[{'eprintid': 44568, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': 'SK NO 2455 PANITIA PELATIHAN LEGAL OPNION PERAN PENGACARA MARIT.pdf', 'docid': 166439, 'files': [{'fileid': 481856, 'mime_type': 'application/pdf', 'mtime': '2022-08-30 08:52:09', 'hash_type': 'MD5', 'hash': 'c03f2335c112a413c66aabfed14eb8e0', 'filename': 'SK NO 2455 PANITIA PELATIHAN LEGAL OPNION PERAN PENGACARA MARIT.pdf', 'datasetid': 'document', 'filesize': 433925, 'objectid': 166439, 'uri': 'http://repository.lppm.unila.ac.id/id/file/481856'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166439', 'rev_number': 1}]",['FH1'],image,1970-01-01 00:00:00.000002022,disk0/00/04/45/68,"[{'name': {'family': 'yuswanto', 'honourific': None, 'lineage': None, 'given': 'yuswanto'}, 'id': 'yuswanto.1962@fh.unila.ac.id'}]",,,,,,,,,,,,,,,,,,
71,['K1'],2022-08-31 08:07:49,archive,7,show,SK Tentang Pengangkatan Dosen/Asisten Mengajar Semester Genap Program S1 Fakultas Hukum Universitas Lampung Tahun Akademik 2021/2022,44586,2022-08-31 08:07:49,1065,2022-08-31 08:07:49,http://repository.lppm.unila.ac.id/id/eprint/44586,public,inpress,"[{'eprintid': 44586, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'docid': 166455, 'main': 'SK NGAJAR GENAP 2021 2022.pdf', 'files': [{'datasetid': 'document', 'filesize': 397898, 'mime_type': 'application/pdf', 'fileid': 481974, 'filename': 'SK NGAJAR GENAP 2021 2022.pdf', 'hash': 'afc9926256d2168ce1505682ac1d3c3b', 'hash_type': 'MD5', 'mtime': '2022-08-31 06:18:14', 'objectid': 166455, 'uri': 'http://repository.lppm.unila.ac.id/id/file/481974'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166455', 'rev_number': 1}]",['FH1'],image,1970-01-01 00:00:00.000002022,disk0/00/04/45/86,"[{'name': {'family': 'yuswanto', 'honourific': None, 'lineage': None, 'given': 'yuswanto'}, 'id': 'yuswanto.1962@fh.unila.ac.id'}]",,,,,,,,,,,,,,,,,,
72,['K1'],2022-11-09 07:42:38,archive,7,show,"UPGRADING CAPACITY PEMERINTAH DESA DALAM PERANCANGAN 
PRODUK HUKUM DESA YANG BERBENTUK KEPUTUSAN",46390,2022-11-09 07:42:38,1065,2022-11-09 07:42:38,http://repository.lppm.unila.ac.id/id/eprint/46390,public,submitted,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46390, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185267', 'rev_number': 1, 'main': 'Budiyono Hukum PKM Unggulan.pdf', 'docid': 185267, 'files': [{'objectid': 185267, 'uri': 'http://repository.lppm.unila.ac.id/id/file/512079', 'datasetid': 'document', 'filesize': 1422274, 'mime_type': 'application/pdf', 'fileid': 512079, 'filename': 'Budiyono Hukum PKM Unggulan.pdf', 'hash': 'dd9e8d45ea7f3c84adb67e0a454def49', 'hash_type': 'MD5', 'mtime': '2022-11-09 07:36:30'}]}]",['FH1'],image,1970-01-01 00:00:00.000002022,disk0/00/04/63/90,"[{'id': 'yuswanto.1962@fh.unila.ac.id', 'name': {'given': 'yuswanto', 'family': 'yuswanto', 'honourific': None, 'lineage': None}}]",,,,,,,,,,,,,,,,,,
73,['K1'],2022-11-09 08:28:10,archive,7,show,Desain Regulasi Kawasan Ramah Senyum untuk Peningkatan Promosi Pariwisata,46394,2022-11-09 08:28:10,1065,2022-11-09 08:28:10,http://repository.lppm.unila.ac.id/id/eprint/46394,public,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 46394, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 1662186, 'mime_type': 'application/pdf', 'fileid': 512115, 'hash': '79964ab17eaab2443821d15f5d08448c', 'filename': 'Desain Regulasi Kawasan Ramah Senyum.pdf', 'mtime': '2022-11-09 07:43:26', 'hash_type': 'MD5', 'objectid': 185271, 'uri': 'http://repository.lppm.unila.ac.id/id/file/512115'}], 'docid': 185271, 'main': 'Desain Regulasi Kawasan Ramah Senyum.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185271', 'pos': 1, 'format': 'text'}]",['FH1'],book_section,1970-01-01 00:00:00.000002022,disk0/00/04/63/94,"[{'name': {'given': 'yuswanto', 'lineage': None, 'honourific': None, 'family': 'yuswanto'}, 'id': 'yuswanto.1962@fh.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Marlia', 'lineage': None, 'given': 'Eka Putri'}, 'id': 'marlia.ekaputri@fh.unila.ac.id'}, {'id': None, 'name': {'given': 'Arif Firmansyah', 'lineage': None, 'family': 'Ade', 'honourific': None}}]",FALSE,,,,,,Pusaka Media,,,,,,,,,Desain Regulasi Kawasan Ramah Senyum untuk Peningkatan Promosi Pariwisata,,
