,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,abstract,eprintid,ispublished,publisher,documents,uri,full_text_status,refereed,userid,corp_creators,lastmod,datestamp,publication,creators,issn,dir,type,divisions,official_url,related_url,date_type,place_of_pub,event_title,event_type,pres_type,referencetext,volume,number,keywords,id_number,department,institution,monograph_type,event_location,event_dates,pagerange,contributors
42,Hasil Similarity : The Participation of Micro Business Affinity Group Members in the Implementation of Food Self-Sufficiency Action Program in Lampung Province,8,show,archive,2020-11-01 00:29:40,['S1'],"The objectives of research were: (1) to analyze the participation level of affinity
group (AG) members in food self-sufficiency village action program (FSSVAP) in
Lampung Province, (2) to analyze the factors affecting significantly the participation
of FSSVAP AG members in Lampung Province, (3) to find out the type of AG’s
business. This study was taken place in Lampung Province. This study was a survey
research. The sampling technique employed was multiple stage simple cluster
sample. The sample consisted of 103 AGs. The collection of primary data was
obtained from the respondents, by filling in the questionnaire and interview, while
that of secondary one was obtained from the document in related offices of Lampung
Province. To address the first and the third objectives, a descriptive analysis was
used, and to address the second, a multiple linear regression statistic was used. The
result of research showed that: (1) the participation of FSSVAP AG members in
Lampung Province belonged to high category; (2) member cohesiveness, group
leadership quality, member job motivation, group norm, facilitator role, and
supporting factors simultaneously affected the participation of group members, but
partially only leadership quality, group norm, and facilitator affected significantly
the participation of group member within the group; and (3) the types of AG business
were 49.51% in on farm, 44.67% in off farm, and 5.82% in nonfarm sectors.",24422,pub,SAVAP International,"[{'eprintid': 24422, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': 'The_Participation_of_Micro_Business_Affinity_Group.pdf', 'docid': 38148, 'files': [{'objectid': 38148, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222050', 'fileid': 222050, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2020-10-30 08:57:40', 'filename': 'The_Participation_of_Micro_Business_Affinity_Group.pdf', 'hash': '04a5403071a68c7f7e898599868d50c9', 'datasetid': 'document', 'filesize': 2909116}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38148', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/24422,public,,966,,2020-11-01 00:29:40,2020-11-01 00:29:40,,"[{'name': {'given': 'Kordiyana', 'lineage': None, 'family': 'Rangga', 'honourific': None}, 'id': 'korrangga@yahoo.com'}, {'name': {'family': 'Darsono', 'honourific': None, 'lineage': None, 'given': 'Darsono'}, 'id': 'darsono.uns.solo@gmail.com'}, {'id': 'sap_anan@yahoo.com', 'name': {'lineage': None, 'family': 'Anantanyu', 'honourific': None, 'given': 'Sapja'}}, {'id': 'mahendrawijaya_uns@yahoo.co. id', 'name': {'lineage': None, 'honourific': None, 'family': 'Wijaya', 'given': 'Mahendra'}}]",,disk0/00/02/44/22,other,['FP26'],,[{'url': 'http://www.savap.org.pk/journals/ARInt./Vol.5(3)/2014(5.3-14).pdf'}],published,Academic Research International,,,,,,,,,,,,,,,
43,"Hubungan Kepemimpinan Ketua Kelompok dengan  
  Keefektifan Kelompok Tani Padi Sawah   di Kecamatan  
  Sukoharjo Kabupaten Pringsewu",9,show,archive,2020-06-02 01:01:55,['HN'],"ABSTRACT  
Kelompok tani merupakan wadah bagi petani agar memudahkan petani dalam menajalankan usahataninya, jika kelompok tani berjalan secara efektif sesuai dengan tujuan kelompoknya. Kelompok tani yang efektif tidak terlepas dari peran ketua kelompok. Ketua kelompok tani memiliki peran yang penting dalam mendukung kelompok mencapai tujuan kelompoknya. Berdasarkan latar belakang yang telah diuraikan, maka tujuan dari penelitian ini yaitu untuk mengetahui: keefektifan kelompok tani padi sawah; tingkat kepemimpinan ketua kelompok tani; dan hubungan antara tingkat kepemimpinan ketua kelompok tani dengan keefektifan kelompok tani padi sawah di Kecamatan Sukoharjo Kabupaten Pringsewu.  Penelitian ini dilakukan di Kecamatan Sukoharjo Kabupaten Pringsewu, dengan 73 petani responden. Metode pengumpulan data menggunakan metode survey, dengan anilisis deskriptif dan menggunakan uji statistik korelasi rank spearman non parametrik untuk menguji hipotesis. Hasil penelitian menunjukkan kelompok tani padi sawah memiliki tingkat keefektifan yang tinggi, memiliki tingkat kepemimpinan ketua kelompok yang sedang, dan kepemimpinan ketua kelompok tani memiliki hubungan yang nyata dengan keefektifan kelompok tani. Kata kunci: efektivitas, kelompok tani, kepemimpinan, ketua kelompok, padi sawah",21400,pub,Badan Litbang Pertanian,"[{'eprintid': 21400, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'docid': 34797, 'main': 'Isi Jurnal.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/198821', 'objectid': 34797, 'filesize': 359147, 'datasetid': 'document', 'mtime': '2020-06-01 22:41:45', 'hash_type': 'MD5', 'filename': 'Isi Jurnal.pdf', 'hash': '7a4a818f11f217cbba108089492cf170', 'fileid': 198821, 'mime_type': 'application/pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34797'}, {'uri': 'http://repository.lppm.unila.ac.id/id/document/34798', 'rev_number': 1, 'pos': 2, 'format': 'text', 'files': [{'filesize': 2600941, 'datasetid': 'document', 'filename': 'Cover Jurnal.pdf', 'hash': 'caada47dd933bf32b057123fb562e136', 'hash_type': 'MD5', 'mtime': '2020-06-01 22:42:09', 'mime_type': 'application/pdf', 'fileid': 198823, 'uri': 'http://repository.lppm.unila.ac.id/id/file/198823', 'objectid': 34798}], 'main': 'Cover Jurnal.pdf', 'docid': 34798, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 2, 'security': 'public', 'eprintid': 21400}, {'files': [{'filename': 'LEMBAR PENGESAHAN.docx', 'hash': 'eaf87427a283b433738305ed24cf5dd5', 'mtime': '2020-06-01 22:42:17', 'hash_type': 'MD5', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 198825, 'filesize': 12938, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/198825', 'objectid': 34799}], 'main': 'LEMBAR PENGESAHAN.docx', 'docid': 34799, 'uri': 'http://repository.lppm.unila.ac.id/id/document/34799', 'rev_number': 1, 'format': 'text', 'pos': 3, 'security': 'public', 'placement': 3, 'eprintid': 21400, 'language': 'en', 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document'}]",http://repository.lppm.unila.ac.id/id/eprint/21400,public,TRUE,966,,2020-06-02 01:01:55,2020-06-02 01:01:55,Jurnal Pengkajian dan Pengembangan Teknologi Pertanian,"[{'id': 'korrangga@yahoo.com', 'name': {'given': 'Kordiyana', 'lineage': None, 'family': 'Rangga', 'honourific': None}}, {'name': {'given': 'Efendi', 'lineage': None, 'honourific': None, 'family': 'Irwan'}, 'id': 'irwaneffendi@gmail.com'}, {'name': {'given': 'Indah', 'family': 'Listiana', 'honourific': None, 'lineage': None}, 'id': 'indahlistiana@yahoo.com'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Pranata', 'given': 'Doni'}}]",25280791,disk0/00/02/14/00,article,['FP26'],,,,,,,,,,,,,,,,,,,
44,Tingkat Efektifitas Penyuluhan Pertanian di Kecamatan Jati Agung Kabupaten Lampung Selatan,7,show,archive,2020-06-09 01:02:16,['H1'],"ABSTRAK
Peningkatan kinerja penyuluh pertanian sangat menentukan pembangunan
pertanian masa depan yang pada dasarnya untuk meningkatkan penghasilan sektor
pertanian. Tujuan penelitian ini adalah menganalisis efektivitas penyuluhan pertanian di
Kecamatan Jati Agung Kabupaten Lampung Selatan, menganalisis kinerja penyuluh
pertanian, mengetahui tingkat partisipasi petani dalam penyuluhan pertanian,
mengetahui tingkat kepuasan petani terhadap kinerja penyuluh pertanian. Penelitian
dilakukan di Desa Bangunan Kecamatan Jati Agung Kabupaten Lampung Selatan. Data
yang digunakan dalam penelitian ini adalah data primer. Hasil penelitian menunjukkan
bahwa penyuluh pertanian di Desa Fajar Baru sudah menjalankan kinerjanya dengan
baik, penyampaian materi oleh penyuluh dilakukan dengan baik sehingga petani mudah
memahami semua materi dengan mudah, petani puas dengan kunjungan penyuluh karena
penyuluh selalu aktif mengunjungi petani setiap bulan sekali. Tingkat efektifitas
penyuluhan di Desa Fajar Baru Kecamatan Jati Agung berada pada kriteria Kurang
Efektif, Kinerja penyuluh dinilai dari aspek penyuluh sebagai fasilitator dan materi
penyuluhan yang dinilai sudah cukup baik dan cukup memuaskan, Tingkat partisipasi
masyarakat petani dalam kegiatan penyuluhan di Desa Fajar Baru, Kecamatan Jati
Agung masih rendah, dan Kinerja penyuluhan pertanian di Desa Fajar Baru, Kecamatan
Jati Agung sudah cukup memuaskan dengan rentang nilai kepuasan 1,91 hingga 2,25.
Kata Kunci: kinerja, penyuluh pertanian, petani",22101,pub,"Jurusan Agribisnis, Fakultas Pertanian UNTIRTA","[{'docid': 35501, 'main': '7162-20028-1-PB.pdf', 'files': [{'fileid': 203605, 'mime_type': 'application/pdf', 'mtime': '2020-06-08 13:04:07', 'hash_type': 'MD5', 'filename': '7162-20028-1-PB.pdf', 'hash': 'da70c87d6c7e516a6c35ab93c1bd8117', 'datasetid': 'document', 'filesize': 266963, 'objectid': 35501, 'uri': 'http://repository.lppm.unila.ac.id/id/file/203605'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/35501', 'rev_number': 1, 'eprintid': 22101, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/22101,public,TRUE,966,,2020-06-09 01:02:16,2020-06-09 01:02:16,Jurnal Agribisnis Terpadu,"[{'name': {'given': 'Kordiyana', 'lineage': None, 'honourific': None, 'family': 'Rangga'}, 'id': 'korrangga@yahoo.com'}, {'name': {'family': 'Mutolib', 'honourific': None, 'lineage': None, 'given': 'Abdul'}, 'id': 'amutolib24@yahoo.com'}, {'name': {'given': 'Helvi', 'honourific': None, 'family': 'Yanvika', 'lineage': None}, 'id': 'helvi.yanfika@fp.unila.ac.id'}, {'name': {'given': 'Indah', 'lineage': None, 'honourific': None, 'family': 'Listiana'}, 'id': 'indahlistiana@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Nurmayasari', 'given': 'Indah'}, 'id': 'indah.nurmayasari@fp.unila.ac.id'}]",1979-4991,disk0/00/02/21/01,article,['FP26'],,,,,,,,,,,,,,,,,,,
45,Paddy Farmer Households’ Participation and Food security Level in Special Effort Program in Seputih Raman Sub-district of Central Lampung Regency,7,show,archive,2017-11-16 07:26:58,['S1'],"The objectives of this study were: 1) to study the participation of paddy farmers in the Special Effort program to increase paddy production, 2) to study the level of household food security of paddy farmers, and 3) to analyze the correlation between farmer participation and food security level of paddy farmers. The location was chosen purposively in Seputih Raman sub-district. The data were collected from December 2016 to February 2017. The population of this study was paddy farmers participating in Special Effort program. The hypothesis was tested by using Spearman’s Rank correlation test (Siegel 2011). Farmer household’s food security was measured objectively based on the share of household’s food expenditure and subjectively based on the opinion, views, and attitudes or farmers’ opinions on food availability, food distribution, and household food consumption. This research found that: 1) Farmers’ participation in Special Effort program in Seputih Raman Sub Ditrict, Central Lampung Regency belonged to medium classification, 2) household food security either objectively or subjectively was in food resistant condition of medium classification, and 3) there was significant correlation between farmers’ participation and food security level of paddy farmer household.  

Keywords: food security, special effort program, participation",4958,inpress,,"[{'eprintid': 4958, 'security': 'public', 'placement': 1, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'language': 'en', 'main': 'MAKALAH PARTISIPASI...ICSAE4  A.N   KORDIYANA.docx', 'docid': 17884, 'files': [{'datasetid': 'document', 'filesize': 27463, 'mime_type': 'application/vnd.openxmlformats-officedocument.wordprocessingml.document', 'fileid': 47872, 'hash': 'd735814553851d2b44e334c97bd48cfb', 'filename': 'MAKALAH PARTISIPASI...ICSAE4  A.N   KORDIYANA.docx', 'mtime': '2017-11-09 08:41:38', 'hash_type': 'MD5', 'objectid': 17884, 'uri': 'http://repository.lppm.unila.ac.id/id/file/47872'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/17884', 'rev_number': 1}]",http://repository.lppm.unila.ac.id/id/eprint/4958,public,TRUE,966,,2017-11-16 07:26:58,2017-11-16 07:26:58,,"[{'name': {'family': 'Rangga', 'honourific': None, 'lineage': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'name': {'given': 'Yuniar Aviati', 'honourific': None, 'family': 'Syarief', 'lineage': None}, 'id': 'yuniarafiati@yahoo.com'}]",,disk0/00/00/49/58,conference_item,['FP26'],,,,,"The 4th International Conference on Sustainable Agriculture and Environment , Surakarta 10-12 Agustus 2017",conference,paper,,,,,,,,,"Surakarta, Jawa Tengah",10-12 Agustus 2017,,
46,Similarity_Consumer attitude toward using eco-friendly plastic bags: A green marketing approach,9,show,archive,2022-01-20 01:35:36,['S1'],Similarity ULICoSTE 2020,38016,pub,ULICoSTE 2020,"[{'files': [{'objectid': 158964, 'uri': 'http://repository.lppm.unila.ac.id/id/file/432146', 'datasetid': 'document', 'filesize': 3314730, 'fileid': 432146, 'mime_type': 'application/pdf', 'mtime': '2022-01-19 04:27:17', 'hash_type': 'MD5', 'hash': '7bae1a46ea91e08f4baa43d71bdeec92', 'filename': 'Similarity_Bursan_2021_IOP_Conf._Ser.%3A_Earth_Environ._Sci._739_012060.pdf - Rinaldi Bursan.pdf'}], 'docid': 158964, 'main': 'Similarity_Bursan_2021_IOP_Conf._Ser.%3A_Earth_Environ._Sci._739_012060.pdf - Rinaldi Bursan.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158964', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 38016, 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/38016,public,,609,,2022-01-20 01:35:36,2022-01-20 01:35:36,,"[{'name': {'given': 'RB', 'lineage': None, 'family': 'Rinaldi Bursan', 'honourific': None}}, {'name': {'given': 'IL', 'lineage': None, 'honourific': None, 'family': 'Indah Listiana'}}, {'name': {'lineage': None, 'family': 'R Ardeno', 'honourific': None, 'given': 'RA'}}, {'name': {'given': 'SB', 'lineage': None, 'honourific': None, 'family': 'S Bangsawan'}}, {'name': {'given': 'HJ', 'family': 'H Jimad', 'honourific': None, 'lineage': None}}, {'name': {'family': 'Abdul Mutolib', 'honourific': None, 'lineage': None, 'given': 'AM'}}]",,disk0/00/03/80/16,other,['FP26'],,,,,,,,,,,,,,,,,,,
47,Hasil Review_Consumer attitude toward using eco-friendly plastic bags: a green marketing approach,8,show,archive,2022-01-28 01:12:01,['S1'],Hasil Review ULICoSTE 2020,38540,pub,ULICoSTE 2020,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 38540, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159646', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'mtime': '2022-01-27 12:16:11', 'hash_type': 'MD5', 'hash': '10f9bc66242f425b42df0ee35c6b0006', 'filename': 'Penilaian Consumer036.pdf', 'fileid': 436329, 'mime_type': 'application/pdf', 'filesize': 1190458, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/436329', 'objectid': 159646}], 'main': 'Penilaian Consumer036.pdf', 'docid': 159646}]",http://repository.lppm.unila.ac.id/id/eprint/38540,public,,609,,2022-01-28 01:12:01,2022-01-28 01:12:01,,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Rinaldi Bursan', 'given': 'RB'}}, {'name': {'given': 'IL', 'family': 'Indah Listiana', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'R. Ardeno', 'given': 'RA'}}, {'name': {'lineage': None, 'family': 'S. Bangsawan', 'honourific': None, 'given': 'SB'}}, {'name': {'given': 'HJ', 'lineage': None, 'family': 'H. Jimad', 'honourific': None}}, {'name': {'given': 'AM', 'family': 'Abdul Mutolib', 'honourific': None, 'lineage': None}}]",,disk0/00/03/85/40,other,['FP26'],,,,,,,,,,,,,,,,,,,
48,"ANALISIS SROI: PENGUKURAN KINERJA
PENDAMPINGAN KELOMPOK UMKM MIGP YBM BRILIAN
SEBAGAI PROGRAM PEMBERDAYAAN MASYARAKAT",6,show,archive,2022-12-19 10:07:50,['S1'],"Pemberdayaan Masyarakat memiliki peran dalam Mewujudkan Pencapaian
Sustainable Development Goals (SDGs). Berbagai lembaga pemerintah dan non pemerintah
melakukan pemberdayaan masyarakat, termasuk YBM BRILiaN. YBM BRILiaN merupakan
sebuah Lembaga Filantropi Islam yang mengelola dana zakat, infak dan sedekah . Melalui
Program Mustahik Income Generating Program (MIGP) YBM BRILiaN melakukan
peningkatan keterampilan usaha dengan pemberian stimulus modal serta pendampingan usaha.
Dalam perjalanannya perlu dikaji bagaimana dampak program sebagai sebuah penilaian dan
evaluasi. Untuk mengukurnya, dilakukan penelitian menggunakan analisis Social Return on
Investment (SROI). Dalam hal ini menggunakan metodologi Evaluatif-SROI yang mengacu
pada prinsip-prinsip dan panduan penilaian SROI Network UK (Social Value Int’l). Pokok
penelitian memaparan Identifikasi Pemangku Kepentingan dan Pemetaan Dampak,
Menghitung Kejadian Dampak (Evidence), serta Pemberian Nilai dan Perhitungan Nilai SROI.
Pengambilan data menggunakan teknik wawancara mendalam (indepth interview) terhadap
Pendamping Program MIGP. Dari perhitungan di atas didapatkan informasi bahwa dampak
yang dihasilkan dari program MIGP YBM BRILiaN pada pendampingan kelompok UMKM
berdasarkan SROI adalah 2,845 : 1, Jika di-rupiah-kan, setiap Rp 1,- dana yang disalurkan
dapat menghasilkan pengembalian investasi senilai Rp 2,845 menurut perhitungan SROI. Nilai
ini menunjukkan bahwa program MIGP YBM BRILiaN Pendampingan UMKM bernilai
posotof dan layak dilakukan karena pengembalian investasi di atas nilai satu.
Kata Kunci: Masyarakat, Pemberdayaan, SROI, UMKM, Zakat",46827,inpress,,"[{'files': [{'objectid': 185762, 'uri': 'http://repository.lppm.unila.ac.id/id/file/515430', 'fileid': 515430, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-11-24 06:43:48', 'filename': 'Analisis SROI  Pengukuran Kinerja Pendampingan Kelompok UMKM MGIP YBM Brilian Sebagai Program Pemberdayaan Masyarakat.pdf', 'hash': '6c919545148b7da6c933c599b1de05c4', 'datasetid': 'document', 'filesize': 633877}], 'docid': 185762, 'main': 'Analisis SROI  Pengukuran Kinerja Pendampingan Kelompok UMKM MGIP YBM Brilian Sebagai Program Pemberdayaan Masyarakat.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/185762', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 46827, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/46827,public,TRUE,930,"['Universitas Lampung', 'Universitas Lampung']",2022-12-19 10:07:50,2022-12-19 10:07:50,Seminar Nasional SnaiL III 2022,"[{'id': None, 'name': {'given': 'Rizky Fitria', 'lineage': None, 'family': 'Sari', 'honourific': None}}, {'id': 'tb_sijati@yahoo.com', 'name': {'given': 'Tubagus', 'family': 'Hasanuddin', 'honourific': None, 'lineage': None}}, {'id': None, 'name': {'given': 'Ogi', 'lineage': None, 'honourific': None, 'family': 'Iskandar'}}]",,disk0/00/04/68/27,article,['FP26'],,,,,,,,,,,,,,,,,,,
49,Hasil Similarity : PERSEPSI PETANI TERHADAP PEMANFAATAN BANTUAN COMBINE HARVESTER DI KECAMATAN GADINGREJO KABUPATEN PRINGSEWU,7,show,archive,2020-11-01 00:30:43,['S1'],"Penelitian ini bertujuan untuk mengetahui persepsi petani padi sawah terhadap pemanfaatan bantuan Combine harvester di Kecamatan Gadingrejo Kabupaten Pringsewu. Penelitian dilakukan di Kecamatan Gadingrejo, Kabupaten Pringsewu dengan 88 responden dari anggota kelompok tani penerima bantuan Combine harvester. Pengumpulan data dilakukan dengan metode survey, analisis data menggunakan analisis deskriptif. Hasil penelitian menunjukkan bahwa persepsi petani padi sawah anggota kelompok tani aktif terhadap keuntungan relatif, kesesuaian alat, kerumitan alat, ketercobaan alat, dan keteramatan hasil dalam pemanfaatan bantuan Combine harvester berada pada klasifikasi baik, persepsi petani padi sawah anggota kelompok tani tidak aktif terhadap keuntungan relatif berada padda klasifikasi cukup baik, sedangkan persepsi terhadap kesesuaian alat, kerumitan alat, ketercobaan alat, dan keteramatan hasil dalam pemanfaatan bantuan Combine harvester berada pada klasifikasi kurang baik.",24436,pub,Universitas Sultan Ageng Tirtayasa,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 24436, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38162', 'rev_number': 1, 'main': 'PERSEPSI_PETANI_TERHADAP_PEMANFAATAN_BANTUAN_COMBI.pdf', 'docid': 38162, 'files': [{'mime_type': 'application/pdf', 'fileid': 222146, 'hash': '854d9164505f677ac2af8e293e75e5e5', 'filename': 'PERSEPSI_PETANI_TERHADAP_PEMANFAATAN_BANTUAN_COMBI.pdf', 'hash_type': 'MD5', 'mtime': '2020-10-30 09:45:07', 'datasetid': 'document', 'filesize': 2724587, 'objectid': 38162, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222146'}]}]",http://repository.lppm.unila.ac.id/id/eprint/24436,public,,966,,2020-11-01 00:30:43,2020-11-01 00:30:43,,"[{'name': {'lineage': None, 'family': 'Suganda', 'honourific': None, 'given': 'Mohammad'}, 'id': None}, {'id': 'korrangga@yahoo.com', 'name': {'honourific': None, 'family': 'Rangga', 'lineage': None, 'given': 'Kordiyana'}}, {'id': 'indahlistiana@yahoo.com', 'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}}]",,disk0/00/02/44/36,other,['FP26'],,[{'url': 'http://jurnal.untirta.ac.id/index.php/jat/article/view/7541'}],published,Jurnal Agribisnis Terpadu,,,,,,,,,,,,,,,
50,"ANALISIS PRODUKSI DAN PENDAPATAN USAHATANI PADI DI KABUPATEN
LAMPUNG TENGAH",11,show,archive,2022-12-19 07:18:41,['S1'],"Rice is an important food commodity because it is a staple food and a source of income for the
Indonesian population. The government continues to make efforts to increase rice production
to maintain food availability and increase farmers' income. However, the current problem is
that the productivity of rice produced is still low, this is because farmers have not optimally
used production factors so that it affects farmers' income. This study aims to (1) analyze the
factors that influence rice farming production and (2) analyze rice farming income. This type of
research is quantitative research, while the method used is a survey method. The research was
conducted in Central Lampung Regency with the number of respondents as many as 100 rice
farmers who were determined by the Simple Random Sampling Method. The data analysis tool
method used is the Cobb-Douglass production function and income analysis. The results showed
that the variables of seeds, urea fertilizer, NPK fertilizer, manure, labor, and land area had a
significant effect on rice production, while KCL fertilizer and SP36 fertilizer had no significant
effect on rice production. The average income of rice farming on the total cost per planting
season is IDR 13,258,682.47 / ha with an R / C of 2.36 which means that rice farming has been
profitable.
Keywords: Production, Rice farming, Income",46868,pub,Universitas Brawijaya,"[{'pos': 2, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/186272', 'rev_number': 1, 'main': 'Analisis Produksi Dan Pendapatan Usahatani Padi Di Kabupaten Lampung Tengah.pdf', 'docid': 186272, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/518964', 'objectid': 186272, 'filesize': 564384, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-12-16 07:06:05', 'filename': 'Analisis Produksi Dan Pendapatan Usahatani Padi Di Kabupaten Lampung Tengah.pdf', 'hash': '615bbe9c5f3b2d6772ddfb70345f2fa4', 'fileid': 518964, 'mime_type': 'application/pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 46868, 'placement': 2, 'security': 'public'}]",http://repository.lppm.unila.ac.id/id/eprint/46868,public,TRUE,930,"['Universitas Lampung', 'Universitas Lampung', 'Universitas Lampung']",2022-12-19 07:18:41,2022-12-19 07:18:41,Jurnal Ekonomi Pertanian dan Agribisnis (JEPA),"[{'id': None, 'name': {'lineage': None, 'family': 'Sukmayanto', 'honourific': None, 'given': 'Muher'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Hasanuddin', 'given': 'Tubagus'}, 'id': 'tb_sijati@yahoo.com'}, {'name': {'lineage': None, 'family': 'Listiana', 'honourific': None, 'given': 'Indah'}, 'id': 'indahlistiana@yahoo.com'}]","2614-4670 (p), 2598-8174 (e)",disk0/00/04/68/68,article,['FP26'],,,,,,,,,,,,,,,,,,,
51,"Hasil Similarity : Utilization of ICT by Rural Farmers in Lampung, Indonesia",7,show,archive,2020-11-01 00:30:16,['S1'],"Lampung as the gateway of the island of Sumatra, the progess of development and society quite rapidly. The development of information communication technology has also been felt by farmers. This study aims to determine: the accessibility of farmers to conventional agricultural information sources and farmers accessibilty to ICT in finding agricultural information. The sample of farmers is taken by rural area of urban border (Kecamatan Jati Agung, Lampung Selatan Regency adjacent to Bandar Lampung City) where 3G and or 4G cell phone signal coverage is sufficient. The results showed that the accessibility of farmers to ICT is good enough, but the utilization of conventional media is still relatively high. Most farmers know the benefits of hp to find agricultural information, but most farmers use face-to-face with agricultural extension workers to obtain agricultural information. Currently, radio and television have been abandoned by farmers to find agricultural information, and the majority of farmers use it as a medium of entertainment.",24431,pub,IJITEE,"[{'files': [{'mime_type': 'application/pdf', 'fileid': 222109, 'hash': 'bdf085c5911b78156928438ab2a427e9', 'filename': 'Utilization_of_ICT_by_Rural_Farmers_in_Lampung__In.pdf', 'hash_type': 'MD5', 'mtime': '2020-10-30 09:32:41', 'datasetid': 'document', 'filesize': 1760997, 'objectid': 38157, 'uri': 'http://repository.lppm.unila.ac.id/id/file/222109'}], 'docid': 38157, 'main': 'Utilization_of_ICT_by_Rural_Farmers_in_Lampung__In.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38157', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 24431, 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/24431,public,,966,,2020-11-01 00:30:16,2020-11-01 00:30:16,,"[{'name': {'given': 'Sumaryo', 'lineage': None, 'family': 'Sumaryo', 'honourific': None}, 'id': 'sumaryo.1964@fp.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Rangga', 'honourific': None, 'given': 'Kordiyana'}, 'id': 'korrangga@yahoo.com'}, {'id': 'indahlistiana@yahoo.com', 'name': {'given': 'Indah', 'lineage': None, 'honourific': None, 'family': 'Listiana'}}]",,disk0/00/02/44/31,other,['FP26'],,[{'url': 'https://www.ijitee.org/wp-content/uploads/papers/v9i4/A4551119119.pdf'}],published,International Journal of Innovative Technology and Exploring Engineering (IJITEE),,,,,,,,,,,,,,,
