,place_of_pub,official_url,subjects,abstract,eprint_status,projects,date_type,eprintid,number,ispublished,publisher,datestamp,lastmod,date,pages,id_number,divisions,book_title,editors,series,type,rev_number,volume,metadata_visibility,title,status_changed,isbn,full_text_status,uri,refereed,documents,pagerange,userid,dir,funders,publication,creators,pres_type,event_type,event_title,issn,related_url,corp_creators,department,institution,monograph_type,event_location,event_dates
63,,,['K1'],"Tuntutan dalam memenuhi kebutuhan hidup menyebabkan tindak kriminal semakin marak terjadi. Hal tersebut tidak lepas dari berbagai aspek sosial, lingkungan, dan aspek lainnya khususnya pada aspek ekonomi sehingga tidak menutup kemungkinan modus pelaku tindak kriminal itu sendiri semakin berkembang, baik itu dari segi pemikiran  maupun dari segi teknologi. Dalam hukum di Indonesia pemalsuan terhadap sesuatu merupakan salah satu bentuk tindak pidana yang telah diatur dalam Kitab Undang-Undang Hukum Pidana (KUHP).",archive,['Penanganan Mafia Tanah'],,30224,,unpub,,2021-05-19 09:33:47,2021-05-19 09:33:47,2021-04-12 00:00:00.000000000,,940.0,['FH2'],,,,article,6,,show,Tindak Pidana Pemalsuan & Penipuan (objek tanah),2021-05-19 09:33:47,,public,http://repository.lppm.unila.ac.id/id/eprint/30224,FALSE,"[{'eprintid': 30224, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Tindak pidana penipuan dan pemalsuan.pdf', 'docid': 135824, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/358309', 'objectid': 135824, 'filesize': 125894, 'datasetid': 'document', 'hash': '97b1fbe19299c9037d2b10ad152f13b6', 'filename': 'Tindak pidana penipuan dan pemalsuan.pdf', 'hash_type': 'MD5', 'mtime': '2021-05-19 09:25:25', 'mime_type': 'application/pdf', 'fileid': 358309}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/135824'}]",,940,disk0/00/03/02/24,['Kanwil BPN Provinsi Lampung'],--,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'family': 'Sumarja', 'honourific': None, 'lineage': None, 'given': 'FX'}}]",,,,,,['FH Unila'],,,,,
64,Bandarlampung,http://repository.lppm.unila.ac.id/,['K1'],Luaran tahun pertama penelitian ini (2021) adalah menghasilkan basis pijak berupa hasil analisis terhadap konsep dan pengaturan pengadaan tanah untuk kepentingan umum yang berlaku di Indonesia dikaitkan dengan pembangunan di sekitar bandar udara,archive,['Hibah Penelitian Dasar'],,35863,,unpub,Unila,2021-11-11 02:34:52,2021-11-11 02:34:52,2021-10-01 00:00:00.000000000,,940.0,['FH2'],,,,other,7,,show,Integrated Development Concept Dalam Pengaturan Pengadaan Tanah Untuk Kepentingan Umum Di Sekitar Bandar Udara,2021-11-11 02:34:52,,public,http://repository.lppm.unila.ac.id/id/eprint/35863,,"[{'eprintid': 35863, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en', 'main': 'Laporan Kemajuan Hibah Penelitian Dasar Dikti_Sumarja (th 1).pdf', 'docid': 156815, 'files': [{'datasetid': 'document', 'filesize': 312309, 'mime_type': 'application/pdf', 'fileid': 416599, 'hash': 'd42225192f8bfebcd8b5d60837252b95', 'filename': 'Laporan Kemajuan Hibah Penelitian Dasar Dikti_Sumarja (th 1).pdf', 'mtime': '2021-11-11 01:57:42', 'hash_type': 'MD5', 'objectid': 156815, 'uri': 'http://repository.lppm.unila.ac.id/id/file/416599'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156815', 'rev_number': 1}]",,940,disk0/00/03/58/63,['Dikti'],,"[{'name': {'given': 'FX', 'honourific': None, 'family': 'Sumarja', 'lineage': None}, 'id': 'fxsmj.unila@gmail.com'}, {'id': None, 'name': {'given': 'Arif Firmansyah', 'lineage': None, 'family': 'Ade', 'honourific': None}}, {'name': {'given': 'Nairobi', 'lineage': None, 'honourific': None, 'family': 'Nairobi'}, 'id': 'nairobi.saibi@gmail.com'}]",,,,,,"['Magister Ilmu Hukum Unila', 'FH Unila', 'FEB Unila']",,,,,
65,Bandarlampung,http://repository.lppm.unila.ac.id/,['K1'],"Tujuan menciptakan efisiensi pendaftaran tanah adalah kepastian hukum, perlindungan hukum, mengurangi jumlah sengketa, konflik dan perkara pertanahan. Salah satu upaya pencapaian tujuan itu melalui kebijakan sertipikat tanah elektronik. Sertipikat tanah elektronik tidak menghapus fungsi sertipikat tanah konvensional yang juga dapat menjadi alat bukti hukum yang sah atas kepemilikan tanah. Keuntungan sertipikat tanah elektronik adalah mengurangi pertemuan fisik antara pengguna dan penyedia layanan, meminimalisir biaya, pemalsuan, duplikasi serta mengurangi dampak Pandemi Covid-19. Keuntungan lainnya menaikkan nilai registering property dalam rangka memperbaiki peringkat kemudahan berusaha atau Ease of Doing Business (EoDB). 
Permasalahannya: 1) Bagaimanakah  meningkatkan pemahaman pemegang hak milik atas tanah  tentang sertipikat tanah elektronik?; 2) Bagaimanakah dan kapan warga masyarakat mendapatkan jaminan kepastian hukum terkait penerbitan sertipikat tanah elektronik?. Kegiatan ini bertujuan meningkatkan  pemahaman warga pemegang hak milik atas tanah  tentang sertipikat tanah elektronik, dan meningkatkan pemahaman dan pengetahuan untuk mendapatkan sertipikat tanah elektronik. 
Pemecahan masalah  masyarakat ini dilakukan dengan mengkomuni¬kasikan ketentuan hukum tentang sertipikat tanah elektronik, keunggulan, dan tata cara penerbitan sertipikat tanah elektronik, serta kebijakan pemerintah tentang sertipikat tanah elektronik. Kegiatan dilakukan dengan metode pemutaran video, ceramah  dan diskusi/tanyajawab. 
Hasil evaluasi akhir  menunjukkan  kenaikan tingkat pengetahuan dan pemahaman hukum  masyarakat   dari rata-rata 40,00 menjadi rata-rata  69,57. Penilaian diukur berdasarkan 10 pertanyaan yang sama terkait materi sosialiasi, yaitu: 1) Pengertian sertipikat tanah elektronik, 2) Keunggulan sertipikat tanah elektronik, 3) Tata cara penerbitan sertipikat tanah elektronik, dan 4) Penggantian sertipikat analog menjadi sertipikat eletronik. Dengan demikian khalayak sasaran  memiliki  pengetahuan tentang sertipikat tanah elektronik termasuk keunggulan-keunggulannya, dan memiliki pengetahuan  dan  kemampuan  untuk mengurus dan mendapatkan sertipikat tanah elektonik.",archive,['Pengabdian DIPA Unila'],,35862,,unpub,Unila,2021-11-11 02:34:50,2021-11-11 02:34:50,2021-09-01 00:00:00.000000000,,940.0,['FH2'],,,,other,8,,show,SOSIALISASI  SERTIPIKAT TANAH ELEKTRONIK UNTUK MEMBERIKAN JAMINAN KEAMANAN BAGI PEMILIK TANAH  DI KELURAHAN GEDUNGMENENG BARU KECAMATAN RAJABASA KOTA BANDAR LAMPUNG,2021-11-11 02:34:50,,public,http://repository.lppm.unila.ac.id/id/eprint/35862,,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 35862, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156814', 'rev_number': 1, 'docid': 156814, 'main': 'Laporan_lengkap_PkM_Gedungmeneng_sertipikat elektronik.pdf', 'files': [{'hash_type': 'MD5', 'mtime': '2021-11-11 01:45:10', 'hash': 'a321f6ad14bbc7df4e74936a00c0d6eb', 'filename': 'Laporan_lengkap_PkM_Gedungmeneng_sertipikat elektronik.pdf', 'fileid': 416588, 'mime_type': 'application/pdf', 'filesize': 1827181, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/416588', 'objectid': 156814}]}]",,940,disk0/00/03/58/62,['Unila'],,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sumarja', 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}, {'id': None, 'name': {'given': 'Muhammad', 'lineage': None, 'family': 'Akib', 'honourific': None}}, {'id': None, 'name': {'given': 'Hamidah', 'family': 'Upik', 'honourific': None, 'lineage': None}}]",,,,,,"['Magister Ilmu Hukum', 'Doktor Ilmu hukum', 'Ilmu hukum']",,,,,
66,,,['K1'],"Penelitian ini untuk mengkaji problematika perlindungan lahan pertanian berkelanjutan pasca Undang-Undang Cipta Kerja dan menemukan solusinya. Metode penelitiannya adalah metode penelitian normatif dengan pendekatan statute approach dan menggunakan content analysis. Temuan dari penelitian ini adalah perubahan regulasi perlindungan lahan pertanian yang dapat menyebabkan menyusutnya lahan pertanian secara signifikan dan mengancam kelompok tani demi investasi. Penghapusan kewajiban menyediakan tanah pengganti bagi petani terdampak, tidak menguntungkan bagi petani, karena ia akan kehilangan lahan pertaniannya. Solusinya, pemerintah dalam menetapkan lokasi proyek pembangunan harus menghindari penggunaan lahan pertanian yang subur/produktif.",archive,['Hibah Penelitian DIPA FH Unila 2021'],,30700,,unpub,,2021-05-28 00:59:17,2021-05-28 00:59:17,2021-05-25 00:00:00.000000000,,940.0,['FH2'],,,,article,20,,show,PROBLEMATIKA PERLINDUNGAN LAHAN PERTANIAN BERKELANJUTAN PASCA UNDANG-UNDANG CIPTA KERJA,2021-05-28 00:59:17,,public,http://repository.lppm.unila.ac.id/id/eprint/30700,FALSE,"[{'placement': 1, 'security': 'public', 'eprintid': 30700, 'language': 'id', 'mime_type': 'application/pdf', 'files': [{'objectid': 138398, 'uri': 'http://repository.lppm.unila.ac.id/id/file/364136', 'mime_type': 'application/pdf', 'fileid': 364136, 'filename': 'Problematika Perlindungan Lahan Pertanian Berkelanjutan.pdf', 'hash': 'f5851501c0d5ddd826310bc43697a61c', 'mtime': '2021-05-25 02:25:03', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 629934}], 'docid': 138398, 'main': 'Problematika Perlindungan Lahan Pertanian Berkelanjutan.pdf', 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/138398', 'formatdesc': '---', 'pos': 1, 'format': 'text'}]",,940,disk0/00/03/07/00,['Fakultas Hukum Unila'],---,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Sumarja', 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}, {'id': None, 'name': {'given': 'Tisnanta', 'honourific': None, 'family': 'HS', 'lineage': None}}, {'id': None, 'name': {'family': 'Eddy', 'honourific': None, 'lineage': None, 'given': 'Rifai'}}]",,,,,,"['FH Unila', 'FH Unila', 'FH Unila']",,,,,
67,Bandarlampung,http://repository.lppm.unila.ac.id/,['K1'],"Perlindungan lahan pertanian pangan berkelanjutan merupakan sebuah sistem dan proses dalam merencanakan, menetapkan, mengembangkan, memanfaatkan, membina, mengendalikan, dan mengawasi lahan pertanian pangan dan kawasannya secara berkelanjutan. Kebutuhan akan lahan yang semakin mengalami peningkatan, menjadikan lahan bersifat langka.Kelangkaan lahan berdampak pada berkurangnya lahan pertanian yang dijadikan objek berbagai pembangunan.
Kekhawatiran lahan pertanian yang semakin menurun luasannya, pada akhirnya membuat pemerintah menerbitkan sebuah regulasi yang khusus melindungi lahan pertanian yakni Undang-Undang Nomor 41 Tahun 2009 tentang Perlindungan Lahan Pertanian Pangan Berkelanjutan. Regulasi tersebut diharapkan dapat menjadi filter dan juga perlindungan hukum terhadap alih fungsi lahan pertanian. Walaupun sudah ada UU PLP2B, alih fungsi lahan pertanian masih sering terjadi, bahkan jumlahnya semakin meningkat dari tahun 2011 seluas
110.000 ha dan tahun 2019 jumlahnya meningkat menjadi 150.000 ha.
Tujuan penelitian ini adalah untuk menemukan problematika yang ada dalam UU PLP2B dan setelah adanya UU Cipta Kerja.Permasalahan yang akan dikaji dalam penelitian ini adalah: Pertama, Problematika Perlindungan Lahan Pertanian Berkelanjutan Pasca Undang-Undang Nomor 11 Tahun 2020 Tentang Cipta Kerja;Kedua, bagaimana solusi Problematika Perlindungan Lahan Pertanian Berkelanjutan Pasca Undang-Undang Nomor 11 Tahun 2020 Tentang Cipta  Kerja.
Metode penelitian yang digunakan adalah metode penelitian normatif, dengan menggunakan pendekatan statute approach terkait Problematika Perlindungan Lahan Pertanian Berkelanjutan Pasca Undang-Undang Nomor 11 Tahun 2020 Tentang Cipta Kerja.Sumber data yang digunakan adalah data primer dan sekunder. Pengumpulan data melalui studi kepustakaan dan penelitian, kemudian dianalisis secara kualitatif.Selain itu juga diadakan pemeriksaan mendalam terhadap fakta hukum tersebut untuk kemudian mengusahakan pemecahan atas permasalahan yang timbul.
Penelitian ini mengacu pada substansi UU PLP2B dan Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja. Adanya perubahan UU PLP2B yang terdapat dalam UU Cipta Kerja tersebut akan semakin mempermudah alih fungsi lahan pertanian, dan memberi dampak buruk terhadap petani karena kehilangan lahan. Ketika Proyek Strategi Nasional disandingkan dengan Kepentingan Umum sebagai syarat sebuah lahan pertanian dapat dialihfugsikan hal tersebut tidak kompatibel karena orientasi atas Proyek Strategis Nasional yang lebih mengarah ke pembangunan investasi, hal tersebut menjadi problematika tersendiri pasca diterbitkannya UU Cipta Kerja.",archive,['Penelitian DIPA FH Unila 2021'],,35240,,unpub,---,2021-11-06 05:37:12,2021-11-06 05:37:12,2021-09-01 00:00:00.000000000,,940.0,['FH2'],,,,other,10,,show,Problematika Perlindurignn Lahan Pertanian Berkelanjutan Pasca Diterbitkannya Undang-Undang Cipta Kerja,2021-11-06 05:37:12,,public,http://repository.lppm.unila.ac.id/id/eprint/35240,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 35240, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156039', 'docid': 156039, 'main': 'FX Sumarja_LAPORAN HASIL (lengkap)-dikompresi.pdf', 'files': [{'hash': '4861431b4032886831302b54429ecfdf', 'filename': 'FX Sumarja_LAPORAN HASIL (lengkap)-dikompresi.pdf', 'mtime': '2021-11-06 04:41:56', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 411640, 'filesize': 424593, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/411640', 'objectid': 156039}]}]",,940,disk0/00/03/52/40,['FH Unila'],,"[{'id': 'fxsmj.unila@gmail.com', 'name': {'honourific': None, 'family': 'Sumarja', 'lineage': None, 'given': 'FX'}}, {'name': {'honourific': None, 'family': 'HS', 'lineage': None, 'given': 'Tisnanta'}, 'id': None}, {'name': {'given': 'Rifai', 'family': 'Eddy', 'honourific': None, 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'Rodhi', 'honourific': None, 'family': 'Rodhi', 'lineage': None}}]",,,,,[{'url': 'http://repository.lppm.unila.ac.id/'}],"['Magister Ilmu Hukum', 'Magister Ilmu Hukum', 'Magister Ilmu Hukum', 'Alumni FH Unila']",,,,,
68,Bandar Lampung,,['K1'],"Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja
(UU Cipta Kerja) yang disahkan pada 02 November 2020 merupakan produk hukum dengan bentuk omnibus law. Omnibus law merupakan satu undang-undang yang mengubah beberapa undang-undang sektoral yang berdampak untuk pembangunan dan
penegakan hukum di Indonesia. UU Cipta Kerja memicu timbulnya beragam persoalan hukum baik hukum administrasi negara, hukum pidana, hukum perdata, dan hukum kesehatan dengan banyaknya perubahan pengaturan. UU Cipta kerja memiliki kelebihan dan kekurangan dalam hal pengendalian serta pemberian solusi terhadap masalah pembangunan hukum dalam revolusi industri 4.0 serta penegakan hukum pidana dan penegakan hukum administrasi yang mendasarkan pada nilai-nilai yang tidak sekedar mengedepankan aspek kepastian hukum, juga aspek-aspek kemanfaatan dan keadilan.",archive,['Seri Diskusi'],published,51057,1,pub,Pusaka Media,2023-05-04 07:46:10,2023-05-04 07:46:10,2021-11-15 00:00:00.000000000,1.0,1.0,['FH2'],IMPLIKASI UNDANG-UNDANG CIPTA KERJA TERHADAP PENGEMBANAN HUKUM DI INDONESIA,"[{'name': {'family': 'Sumarja', 'honourific': None, 'lineage': None, 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}, {'name': {'lineage': None, 'family': 'siswanto', 'honourific': None, 'given': 'Heni'}, 'id': None}]",1,book_section,8,1,show,IMPLIKASI UNDANG-UNDANG CIPTA KERJA TERHADAP PENGEMBANAN HUKUM DI INDONESIA,2023-05-04 07:46:10,978-623-418-003-9,public,http://repository.lppm.unila.ac.id/id/eprint/51057,TRUE,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190774', 'rev_number': 1, 'main': 'IMPLIKASI UU CIPTA KERJA  Nov 2021 _2__keil-dikompresi.pdf', 'docid': 190774, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/549071', 'objectid': 190774, 'filesize': 2243973, 'datasetid': 'document', 'mtime': '2023-05-04 06:36:38', 'hash_type': 'MD5', 'filename': 'IMPLIKASI UU CIPTA KERJA  Nov 2021 _2__keil-dikompresi.pdf', 'hash': 'c0b48b82518e44a8eab3b70739094d25', 'fileid': 549071, 'mime_type': 'application/pdf'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51057, 'security': 'public', 'placement': 1}]",1-480,940,disk0_bak/00/05/10/57,['Magister Ilmu Hukum Unila'],,"[{'name': {'lineage': None, 'family': 'Sumarja', 'honourific': None, 'given': 'FX'}, 'id': 'fxsmj.unila@gmail.com'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'siswanto', 'given': 'Heni'}}]",,,,,[{'url': 'http://repository.lppm.unila.ac.id/'}],"['FH Unila', 'FH Unila']",,,,,
69,Bandar Lampung,,['K1'],,archive,,,50509,,pub,Pusaka Media,2023-04-14 02:14:04,2023-04-14 02:14:04,2021-11-01 00:00:00.000000000,55.0,,['FH2'],MODEL REGULASI DAERAH PEMENUHAN ASI EKSKLUSIF,"[{'name': {'lineage': None, 'family': 'Muhtadi', 'honourific': None, 'given': 'Muhtadi'}}]",,book_section,7,,show,"MODEL REGULASI DAERAH
PEMENUHAN ASI EKSKLUSIF",2023-04-14 02:14:04,978-623-6024-93-5,public,http://repository.lppm.unila.ac.id/id/eprint/50509,FALSE,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190211', 'main': 'MODEL REGULASI DAERAH PEMENUHAN ASI EKSKLUSIF.pdf', 'docid': 190211, 'files': [{'objectid': 190211, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544814', 'fileid': 544814, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-04-14 02:00:25', 'hash': 'df991baa9d275890e22258b69a95ff4a', 'filename': 'MODEL REGULASI DAERAH PEMENUHAN ASI EKSKLUSIF.pdf', 'datasetid': 'document', 'filesize': 2032448}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 50509, 'security': 'public', 'placement': 1}]",1-55,888,disk0_bak/00/05/05/09,,,"[{'name': {'given': 'Yulia', 'honourific': None, 'family': 'Yulia Neta', 'lineage': None}, 'id': 'yulia.neta@fh.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Budiyono', 'lineage': None, 'given': 'Budiyono'}}]",,,,,,,,,,,
70,,,['K1'],,archive,,,50462,3,pub,,2023-04-13 03:41:08,2023-04-13 03:41:08,2021-11-03 00:00:00.000000000,,,['FH2'],,,,article,7,5,show,INISIASI KELOMPOK SISWA SADAR HUKUM PADA SISWA SMA YP UNILA BANDAR LAMPUNG,2023-04-13 03:41:08,,public,http://repository.lppm.unila.ac.id/id/eprint/50462,FALSE,"[{'eprintid': 50462, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'id', 'main': 8, 'docid': 190166, 'files': [{'hash_type': 'MD5', 'mtime': '2023-04-13 03:14:39', 'filename': 8, 'hash': '2dad0242a8584bae7ad5cd46833e39da', 'fileid': 544476, 'mime_type': 'application/pdf', 'filesize': 124315, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/544476', 'objectid': 190166}], 'pos': 1, 'format': 'slideshow', 'uri': 'http://repository.lppm.unila.ac.id/id/document/190166', 'rev_number': 2}]",,765,disk0_bak/00/05/04/62,,INISIASI KELOMPOK SISWA SADAR HUKUM PADA SISWA SMA YP UNILA BANDAR LAMPUNG,"[{'name': {'honourific': None, 'family': 'eko', 'lineage': None, 'given': 'Raharjo'}, 'id': 'eko.raharjo@fh.unila.ac.id'}]",,,,,,,,,,,
71,,,['K1'],,archive,,,50454,,pub,,2023-04-13 03:40:50,2023-04-13 03:40:50,2021-10-06 00:00:00.000000000,,,['FH2'],,,,article,7,,show,KONSTRUKSI PENEGAKAN HUKUM TERHADAP PEMBAJAKAN FILM,2023-04-13 03:40:50,,public,http://repository.lppm.unila.ac.id/id/eprint/50454,FALSE,"[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190160', 'format': 'slideshow', 'pos': 1, 'files': [{'objectid': 190160, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544430', 'datasetid': 'document', 'filesize': 902407, 'mime_type': 'application/pdf', 'fileid': 544430, 'filename': 6, 'hash': '7126efdd0053d02d708ca7277e60d4ad', 'hash_type': 'MD5', 'mtime': '2023-04-13 02:56:19'}], 'main': 6, 'docid': 190160, 'language': 'id', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 50454}]",,765,disk0_bak/00/05/04/54,,KONSTRUKSI PENEGAKAN HUKUM TERHADAP PEMBAJAKAN FILM,"[{'name': {'honourific': None, 'family': 'eko', 'lineage': None, 'given': 'Raharjo'}, 'id': 'eko.raharjo@fh.unila.ac.id'}]",,,,,,,,,,,
72,,,['K1'],,archive,,,50453,,pub,,2023-04-13 03:40:43,2023-04-13 03:40:43,2021-09-11 00:00:00.000000000,,,['FH2'],,,,article,7,,show,EVALUASI PUTUSAN MAHKAMAH KONSTITUSI TERKAIT HUKUM PERDATA INTERNASIONAL,2023-04-13 03:40:43,,public,http://repository.lppm.unila.ac.id/id/eprint/50453,FALSE,"[{'format': 'slideshow', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190159', 'rev_number': 2, 'docid': 190159, 'main': 5, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/544420', 'objectid': 190159, 'filesize': 613107, 'datasetid': 'document', 'filename': 5, 'hash': '787c2ee1e44c3682e921f58ba7eb77b6', 'hash_type': 'MD5', 'mtime': '2023-04-13 02:48:45', 'mime_type': 'application/pdf', 'fileid': 544420}], 'mime_type': 'application/pdf', 'language': 'id', 'eprintid': 50453, 'security': 'public', 'placement': 1}]",,765,disk0_bak/00/05/04/53,,EVALUASI PUTUSAN MAHKAMAH KONSTITUSI TERKAIT HUKUM PERDATA INTERNASIONAL,"[{'name': {'family': 'eko raharjo', 'honourific': None, 'lineage': None, 'given': 'eko'}, 'id': 'eko.raharjo3@gmail.com'}]",,,,,,,,,,,
73,,,['K1'],,archive,,,50458,,pub,,2023-04-13 03:40:59,2023-04-13 03:40:59,2021-08-05 00:00:00.000000000,,,['FH2'],,,,article,7,,show,IMPLEMENTATION OF THE CONSTITUTIONAL COURT DECISION IN CRIMINAL LAW,2023-04-13 03:40:59,,public,http://repository.lppm.unila.ac.id/id/eprint/50458,FALSE,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 50458, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190165', 'rev_number': 2, 'format': 'slideshow', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 156071, 'fileid': 544462, 'mime_type': 'application/pdf', 'mtime': '2023-04-13 03:10:36', 'hash_type': 'MD5', 'filename': 7, 'hash': '99e236fb679ab6e9f0e0b16dc1e59275', 'objectid': 190165, 'uri': 'http://repository.lppm.unila.ac.id/id/file/544462'}], 'docid': 190165, 'main': 7}]",,765,disk0_bak/00/05/04/58,,IMPLEMENTATION OF THE CONSTITUTIONAL COURT DECISION IN CRIMINAL LAW,"[{'name': {'given': 'eko', 'lineage': None, 'honourific': None, 'family': 'eko raharjo'}, 'id': 'eko.raharjo3@gmail.com'}]",,,,,,,,,,,
74,European Union Digital Library,https://eudl.eu/doi/10.4108/eai.5-8-2019.2308643,['K1'],"Land dispute as a crucial problem in Indonesia, where handling is still less effective and efficient. This argument is based on the results of a systemic study ""Potential Maladministration in Services for Settling Land Disputes and Blocking Land at the Land Office in Lampung Province"" by the Team of Lampung Pro-Province Ombudsman Study on 7 (seven) Land Offices in Lampung Province in 2018. There were indications of maladministration in the flow of land dispute resolution at the Lampung Province National Land Agency (BPN). The indications of maladministration are a reflection of the quality of BPN services. This study is a normative juridical legal research, and the problem approach used are legislation approach and conceptual approach. Secondary data used were the results of a systemic study by the Lampung Province Ombudsman team and other legal materials. Data analysis used is quantitative data analysis. The results of the study show that the causes of maladministration are caused by a lack of competencies in human resources and various obstacles. The BPN bureaucracy is also classified as Pre-Bureaucratic because there is still a flow of dispute resolution that is not following the Minister of Agrarian Regulation and Spatial Planning No. 11 of 2016 concerning Land Settlement. BPN needs to improve the quality of its bureaucratic structure to provide effective and efficient dispute resolution services.",archive,"['I-COFFEES 2019, 5-6 August 2019, Bandar Lampung, Lampung, Indonesia']",published,32653,,pub,EAI,2021-06-18 01:49:34,2021-06-18 01:49:34,2021-06-08 00:00:00.000000000,3.0,940.0,['FH2'],,,,monograph,7,,show,Maladministration in Land Dispute Resolution Services in the Lampung Provincial National Land Agency,2021-06-18 01:49:34,,public,http://repository.lppm.unila.ac.id/id/eprint/32653,,"[{'eprintid': 32653, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'eai.5-8-2019.2308643 (maladminitrasi 8 Juni 2021).pdf', 'docid': 148339, 'files': [{'fileid': 386351, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-06-17 08:05:00', 'hash': '9365804e33ab028c4d95632c9fdaaeed', 'filename': 'eai.5-8-2019.2308643 (maladminitrasi 8 Juni 2021).pdf', 'datasetid': 'document', 'filesize': 334045, 'objectid': 148339, 'uri': 'http://repository.lppm.unila.ac.id/id/file/386351'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/148339'}]",,940,disk0/00/03/26/53,['FH Unila'],,"[{'name': {'family': 'shandi', 'honourific': None, 'lineage': None, 'given': 'patria Airlangga'}, 'id': None}, {'name': {'lineage': None, 'honourific': None, 'family': 'Tisnanta', 'given': 'HS'}, 'id': None}, {'name': {'given': 'FX', 'lineage': None, 'family': 'Sumarja', 'honourific': None}, 'id': 'fxsmj.unila@gmail.com'}]",,,,,[{'url': 'http://repository.lppm.unila.ac.id/'}],"['Magister Hukum Unila', 'FH Unila', 'FH Unila']",Fakultas Hukum,Universitas Lampung,discussion_paper,,
