,type,divisions,creators,dir,lastmod,userid,datestamp,documents,publisher,ispublished,full_text_status,uri,eprintid,eprint_status,status_changed,abstract,subjects,title,metadata_visibility,rev_number,corp_creators,refereed,issn,publication,contact_email,official_url,date_type,volume,number,contributors,pagerange,pres_type,event_dates,event_type,event_title,event_location,book_title,pages,related_url,place_of_pub,isbn,id_number,editors,succeeds,series,note,monograph_type
42,conference_item,['FEB4'],"[{'name': {'given': 'Mega', 'honourific': None, 'family': 'Metalia', 'lineage': None}, 'id': None}, {'name': {'given': 'Srihadi', 'honourific': None, 'family': 'Winarningsih', 'lineage': None}, 'id': None}, {'id': None, 'name': {'given': 'Harry', 'family': 'Suharman', 'honourific': None, 'lineage': None}}, {'name': {'family': 'Ritchi', 'honourific': None, 'lineage': None, 'given': 'Hamzah'}, 'id': None}, {'id': 'sariindahoktanti@yahoo.co.id', 'name': {'given': 'Sari Indah Oktanti', 'honourific': None, 'family': 'Sembiring', 'lineage': None}}]",disk0/00/02/53/37,2020-11-16 01:54:35,2814,2020-11-16 01:54:35,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/39113', 'main': 'ARTIKEL 47 PROSIDING.doc', 'docid': 39113, 'files': [{'objectid': 39113, 'uri': 'http://repository.lppm.unila.ac.id/id/file/228709', 'datasetid': 'document', 'filesize': 93184, 'mime_type': 'application/msword', 'fileid': 228709, 'hash': '0385e7fec93b2f5bb23c56dafefb26e1', 'filename': 'ARTIKEL 47 PROSIDING.doc', 'hash_type': 'MD5', 'mtime': '2020-11-15 12:18:29'}], 'language': 'en', 'mime_type': 'application/msword', 'eprintid': 25337, 'placement': 1, 'security': 'public'}]",,submitted,public,http://repository.lppm.unila.ac.id/id/eprint/25337,25337,archive,2020-11-16 01:54:35,"This study aims to examine how human resource competencies, mastery of information technology, organizational commitment and the application of internal control affect the quality of financial reports of local governments. This research was conducted at the Regional Government in Sumatra, Banten, DKI Jakarta and West Java. Total observations of 199 local governments. The analysis technique used in this research is Structural Equation Model-SEM based on Linear Structural Relationship-LISREL. The results showed that with a significance level of 5% human resource competency, mastery of information technology, organizational commitment and the application of internal control have a significant and positive effect on the quality of financial statements.",['HF5601'],THE ANTICEDENTS OF LOCAL GOVERNMENT FINANCIAL REPORT QUALITY,show,15,"['FEB Universitas Lampung', 'FEB Universitas Padjadjaran', 'FEB Universitas Padjadjaran', 'FEB Universitas Padjadjaran', 'FEB Universitas Lampung']",TRUE,,,,,,,,,,paper,1 Oktober 2020,conference,ICEBE 3,Bandar Lampung,,,,,,,,,,,
43,article,['FEB4'],"[{'name': {'given': 'Mega', 'lineage': None, 'honourific': None, 'family': 'Metalia'}, 'id': 'mega.metalia@feb.unila.ac.id'}, {'id': None, 'name': {'given': 'Srihadi', 'honourific': None, 'family': 'Winarningsih', 'lineage': None}}, {'id': 'harry.suharman@fe.unpad.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Suharman', 'given': 'Harry'}}, {'id': None, 'name': {'family': 'Ritchi', 'honourific': None, 'lineage': None, 'given': 'Hamzah'}}, {'name': {'honourific': None, 'family': 'Sembiring', 'lineage': None, 'given': 'Sari Indah Oktanti'}, 'id': 'sariindahoktanti@yahoo.co.id'}]",disk0/00/03/05/01,2021-05-24 01:40:07,2814,2021-05-24 01:40:07,"[{'security': 'public', 'placement': 1, 'eprintid': 30501, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 137260, 'uri': 'http://repository.lppm.unila.ac.id/id/file/361535', 'fileid': 361535, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-22 14:10:51', 'filename': 'eai.1-10-2020.2305639.pdf', 'hash': '584b9843cd88b6bd2c6df63a71821ddc', 'datasetid': 'document', 'filesize': 133891}], 'docid': 137260, 'main': 'eai.1-10-2020.2305639.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/137260', 'format': 'text', 'pos': 1}]",EAI,pub,public,http://repository.lppm.unila.ac.id/id/eprint/30501,30501,archive,2021-05-24 01:40:07,"This  study  aims  to  examine  how  human  resource  competencies,  mastery  of  information technology,  organizational  commitment  and  the  application  of  internal  control  affect  the  quality  of financial  reports  of  local  governments.  This  research  was  conducted  at  the  Regional  Government  in Sumatra, Banten, DKI Jakarta and West Java. Total observations of 199 local governments. The analysis technique   used   in   this   research   is   Structural   Equation   Model-SEM   based   on   Linear   Structural Relationship-LISREL.  The  results  showed  that  with  a  significance  level  of  5%  humanresource competency,  mastery  of  information  technology,  organizational  commitment  and  the  application  of internal control have a significant and positive effect on the quality of financial statements.",['HF5601'],The Anticedents of Local Government Financial Report Quality,show,7,,TRUE,2593-7650,"Proceedings of the First International Conference of Economics, Business & Entrepreneurship",,,,,,,,,,,,,,,,,,,,,,,
44,conference_item,['FEB4'],"[{'name': {'honourific': None, 'family': 'Metalia', 'lineage': None, 'given': 'Mega'}, 'id': 'mega.metalia@feb.unila.ac.id'}, {'name': {'given': 'Srihadi', 'lineage': None, 'honourific': None, 'family': 'Winarningsih'}, 'id': None}, {'name': {'family': 'Suharman', 'honourific': None, 'lineage': None, 'given': 'Harry'}, 'id': 'harry.suharman@fe.unpad.ac.id'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Ritchi', 'given': 'Hamzah'}}, {'id': 'sariindahoktanti@yahoo.co.id', 'name': {'given': 'Sari Indah Oktanti', 'lineage': None, 'honourific': None, 'family': 'Sembiring'}}]",disk0/00/03/05/07,2021-05-24 01:40:33,2814,2021-05-24 01:40:33,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/137290', 'rev_number': 1, 'docid': 137290, 'main': 'eai.1-10-2020.2305639.pdf', 'files': [{'filesize': 133891, 'datasetid': 'document', 'filename': 'eai.1-10-2020.2305639.pdf', 'hash': '584b9843cd88b6bd2c6df63a71821ddc', 'hash_type': 'MD5', 'mtime': '2021-05-22 14:32:24', 'mime_type': 'application/pdf', 'fileid': 361602, 'uri': 'http://repository.lppm.unila.ac.id/id/file/361602', 'objectid': 137290}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 30507, 'security': 'public', 'placement': 1}]",,pub,public,http://repository.lppm.unila.ac.id/id/eprint/30507,30507,archive,2021-05-24 01:40:33,"This study aims to examine how human resource competencies, mastery of information technology, organizational commitment and the application of internal control affect the quality of financial reports of local governments. This research was conducted at the Regional Government in Sumatra, Banten, DKI Jakarta and West Java. Total observations of 199 local governments. The analysis technique used in this research is Structural Equation Model-SEM based on Linear Structural Relationship-LISREL. The results showed that with a significance level of 5% human resource competency, mastery of information technology, organizational commitment and the application of internal control have a significant and positive effect on the quality of financial statements.",['HF5601'],The Anticedents of Local Government Financial Report Quality,show,8,,TRUE,,,,,,,,,,paper,1 Oktober 2020,conference,ICEBE 3,Bandar Lampung,,,,,,,,,,,
45,other,['FEB4'],"[{'id': 'nurdiono_pb@yahoo.com', 'name': {'honourific': None, 'family': 'Nurdiono', 'lineage': None, 'given': 'Nurdiono'}}]",disk0/00/01/73/37,2019-12-17 02:32:54,732,2019-12-17 02:32:54,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30450', 'rev_number': 1, 'main': '15. Analisis Pengaruh Pengungkapan Corporate Social.pdf', 'docid': 30450, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/146713', 'objectid': 30450, 'mtime': '2019-12-16 10:39:32', 'hash_type': 'MD5', 'filename': '15. Analisis Pengaruh Pengungkapan Corporate Social.pdf', 'hash': 'c38e570d29aeb0b42841c18ebc5b5037', 'fileid': 146713, 'mime_type': 'application/pdf', 'filesize': 287123, 'datasetid': 'document'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17337, 'security': 'public', 'placement': 1}]",Lembaga Penelitian Universitas Lampung,pub,public,http://repository.lppm.unila.ac.id/id/eprint/17337,17337,archive,2019-12-17 02:32:54,,['Z719'],Analisis Pengaruh Pengungkapan Corporate Social Responsibility Terhadap Kinerja Perusahaan,show,7,,,,,,http://repository.lppm.unila.ac.id/view/creators/Nurdiono=3ANurdiono=3A=3A.html,,,,,,,,,,,,,,,,,,,,,
46,other,['FEB4'],"[{'name': {'given': 'Nurdiono', 'lineage': None, 'honourific': None, 'family': 'Nurdiono'}, 'id': 'nurdiono_pb@yahoo.com'}]",disk0/00/01/73/26,2019-12-17 02:33:24,732,2019-12-17 02:33:24,"[{'placement': 1, 'security': 'public', 'eprintid': 17326, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/146657', 'objectid': 30439, 'hash': '7c234a46754b1d0d813a9ecb4fbe9781', 'filename': '5. reviewer Annual Eraning Analysis.pdf', 'mtime': '2019-12-16 10:18:14', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 146657, 'filesize': 316962, 'datasetid': 'document'}], 'main': '5. reviewer Annual Eraning Analysis.pdf', 'docid': 30439, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30439', 'pos': 1, 'format': 'text'}]",David Publishing Company,pub,public,http://repository.lppm.unila.ac.id/id/eprint/17326,17326,archive,2019-12-17 02:33:24,,['Z719'],Annual Earning Analysis with ARIMA for Future Earning Prediction,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,other,['FEB4'],"[{'id': 'nurdiono_pb@yahoo.com', 'name': {'given': 'Nurdiono', 'family': 'Nurdiono', 'honourific': None, 'lineage': None}}]",disk0/00/01/73/39,2019-12-17 02:33:47,732,2019-12-17 02:33:47,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 17339, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30452', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 30452, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146745', 'fileid': 146745, 'mime_type': 'application/pdf', 'mtime': '2019-12-17 00:52:12', 'hash_type': 'MD5', 'filename': 'Annual_Earnings_Analysis_with_ARIMA_for__Future_Ea-hasil.pdf', 'hash': '0341ece551361b5368cac0ded357a69d', 'datasetid': 'document', 'filesize': 2459778}], 'docid': 30452, 'main': 'Annual_Earnings_Analysis_with_ARIMA_for__Future_Ea-hasil.pdf'}]",David Publishing Company,pub,public,http://repository.lppm.unila.ac.id/id/eprint/17339,17339,archive,2019-12-17 02:33:47,,['Z719'],Annual Earnings Analysis with ARIMA for Future Earnings Prediction,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,other,['FEB4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Nurdiono', 'given': 'Nurdiono'}, 'id': 'nurdiono_pb@yahoo.com'}]",disk0/00/01/73/41,2019-12-17 03:16:32,732,2019-12-17 03:16:32,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/30454', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'fileid': 146776, 'mime_type': 'application/pdf', 'mtime': '2019-12-17 02:53:14', 'hash_type': 'MD5', 'filename': '5. similarity Annual_Earnings_Analysis_with_ARIMA_for__Future_Ea-hasil.pdf', 'hash': '0341ece551361b5368cac0ded357a69d', 'datasetid': 'document', 'filesize': 2459778, 'objectid': 30454, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146776'}], 'docid': 30454, 'main': '5. similarity Annual_Earnings_Analysis_with_ARIMA_for__Future_Ea-hasil.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 17341}]",David Publishing Company,pub,public,http://repository.lppm.unila.ac.id/id/eprint/17341,17341,archive,2019-12-17 03:16:32,,['Z719'],Annual Earnings Analysis with ARIMA for Future Earnings Prediction,show,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,other,['FEB4'],"[{'name': {'family': 'Nurdiono', 'honourific': None, 'lineage': None, 'given': 'Nurdiono'}, 'id': 'nurdiono_pb@yahoo.com'}]",disk0/00/01/73/43,2019-12-17 03:16:49,732,2019-12-17 03:16:49,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30456', 'rev_number': 1, 'main': '16. CSR DISCLOSURE IMPACT ON CORPORATE MARKET PERFORMANCE OF INDONESIA LISTED COMPANIES (IDX) IN TRADE SECTORS.pdf', 'docid': 30456, 'files': [{'filesize': 2633863, 'datasetid': 'document', 'mtime': '2019-12-17 03:03:03', 'hash_type': 'MD5', 'hash': 'afdcb0b89cfb8193dc7ee6832bf71f30', 'filename': '16. CSR DISCLOSURE IMPACT ON CORPORATE MARKET PERFORMANCE OF INDONESIA LISTED COMPANIES (IDX) IN TRADE SECTORS.pdf', 'fileid': 146790, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/146790', 'objectid': 30456}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17343, 'placement': 1, 'security': 'public'}]",Academy of Accounting and Financial Studies Journal,pub,public,http://repository.lppm.unila.ac.id/id/eprint/17343,17343,archive,2019-12-17 03:16:49,,['Z719'],CSR DISCLOSURE IMPACT ON CORPORATE MARKET PERFORMANCE OF INDONESIA LISTED COMPANIES (IDX) IN TRADE SECTORS,show,7,,,,,,https://www.abacademies.org/articles/CSR-Disclosure-Impact-On-Corporate-Market-Performance-1528-2635-23-SI-1-354.pdf,,,,,,,,,,,,,,,,,,,,,
50,other,['FEB4'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Nurdiono', 'given': 'Nurdiono'}, 'id': 'nurdiono_pb@yahoo.com'}]",disk0/00/01/73/38,2019-12-17 02:32:57,732,2019-12-17 02:32:57,"[{'eprintid': 17338, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'docid': 30451, 'main': '16. CSR DISCLOSURE IMPACT ON.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/146717', 'objectid': 30451, 'filesize': 666122, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-12-16 10:40:06', 'filename': '16. CSR DISCLOSURE IMPACT ON.pdf', 'hash': 'd6a9ceeb485f880d7557168e0909b40e', 'fileid': 146717, 'mime_type': 'application/pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30451'}]",Academy of Accounting and Financial Studies Journal,pub,public,http://repository.lppm.unila.ac.id/id/eprint/17338,17338,archive,2019-12-17 02:32:57,,['Z719'],CSR Disclosure Impact on Corporate Market Performance of Indonesia Listed Companies (IDX) in Trade Sectors,show,7,,,,,,https://www.abacademies.org/articles/csr-disclosure-impact-on-corporate-market-performance-of-indonesia-listed-companies-idx-in-trade-sectors-8088.html,,,,,,,,,,,,,,,,,,,,,
51,other,['FEB4'],"[{'name': {'given': 'Nurdiono', 'lineage': None, 'family': 'Nurdiono', 'honourific': None}, 'id': 'nurdiono_pb@yahoo.com'}]",disk0/00/01/73/30,2019-12-17 02:33:14,732,2019-12-17 02:33:14,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30443', 'main': '9. THe Effect Of Budget of Proportion.pdf', 'docid': 30443, 'files': [{'fileid': 146685, 'mime_type': 'application/pdf', 'mtime': '2019-12-16 10:36:18', 'hash_type': 'MD5', 'hash': '005a47e473cdebbcb8fbce2917de2d02', 'filename': '9. THe Effect Of Budget of Proportion.pdf', 'datasetid': 'document', 'filesize': 267057, 'objectid': 30443, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146685'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 17330, 'placement': 1, 'security': 'public'}]","Faculty of Economics and Business Universitas Gadjah Mada, Indonesia.",pub,public,http://repository.lppm.unila.ac.id/id/eprint/17330,17330,archive,2019-12-17 02:33:14,,['Z719'],The Effect of Budget of Proportion And Non-Financial Factors on audit of Financial Statements of Local Government in Indonesia,show,7,,,,,,https://jurnal.ugm.ac.id/jieb/article/view/15288,,,,,,,,,,,,,,,,,,,,,
52,other,['FEB4'],"[{'name': {'given': 'Nurdiono', 'lineage': None, 'family': 'Nurdiono', 'honourific': None}, 'id': 'nurdiono_pb@yahoo.com'}]",disk0/00/01/73/31,2019-12-17 02:33:11,732,2019-12-17 02:33:11,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/30444', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'fileid': 146689, 'mime_type': 'application/pdf', 'mtime': '2019-12-16 10:36:46', 'hash_type': 'MD5', 'filename': '10. The Effect of Copany Size.pdf', 'hash': 'f1cefd7f1f10ee666fdf424b4d822a07', 'datasetid': 'document', 'filesize': 325997, 'objectid': 30444, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146689'}], 'main': '10. The Effect of Copany Size.pdf', 'docid': 30444, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 17331}]","Faculty of Economics and Business Universitas Gadjah Mada, Indonesia.",pub,public,http://repository.lppm.unila.ac.id/id/eprint/17331,17331,archive,2019-12-17 02:33:11,,['Z719'],"The Effect of Company Size, Company Risk and Auditor's Reputation on Tenure: an Artifical Rotation Testing",show,7,,,,,,https://jurnal.ugm.ac.id/jieb/article/view/23269,,,,,,,,,,,,,,,,,,,,,
53,other,['FEB4'],"[{'name': {'given': 'Nurdiono', 'family': 'Nurdiono', 'honourific': None, 'lineage': None}, 'id': 'nurdiono_pb@yahoo.com'}]",disk0/00/01/73/25,2019-12-17 02:33:27,732,2019-12-17 02:33:27,"[{'files': [{'filesize': 634338, 'datasetid': 'document', 'filename': '4 THE EFFECT OF INTERNAL AUDITOR.pdf', 'hash': 'a2ffda69151ffa5811709fd6150ae2a3', 'hash_type': 'MD5', 'mtime': '2019-12-16 10:15:05', 'mime_type': 'application/pdf', 'fileid': 146650, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146650', 'objectid': 30438}], 'main': '4 THE EFFECT OF INTERNAL AUDITOR.pdf', 'docid': 30438, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30438', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 17325, 'language': 'en', 'mime_type': 'application/pdf'}]",European Research Studies Journal,pub,public,http://repository.lppm.unila.ac.id/id/eprint/17325,17325,archive,2019-12-17 02:33:27,,['Z719'],The Effect of Internal Auditor Competency on Internal Audit Quality and Its Implication on the Accountability of Local Government,show,11,,,,,,https://www.ersj.eu/dmdocuments/2018_XXI_4_34.pdf,,,,,,,,,,,,,,,,,,,,,
54,other,['FEB4'],"[{'id': 'nurdiono_pb@yahoo.com', 'name': {'given': 'Nurdiono', 'lineage': None, 'family': 'Nurdiono', 'honourific': None}}]",disk0/00/01/73/40,2019-12-17 03:16:23,732,2019-12-17 03:16:23,"[{'placement': 1, 'security': 'public', 'eprintid': 17340, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 3510533, 'mime_type': 'application/pdf', 'fileid': 146769, 'filename': '4. similarity The Effect of Internal Auditor Competency on Internal Audit Quality and Its.pdf', 'hash': '77a2a994d4be6d1c5eb685ae15a468be', 'hash_type': 'MD5', 'mtime': '2019-12-17 02:44:27', 'objectid': 30453, 'uri': 'http://repository.lppm.unila.ac.id/id/file/146769'}], 'docid': 30453, 'main': '4. similarity The Effect of Internal Auditor Competency on Internal Audit Quality and Its.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/30453', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",European Research Studies Journal,pub,public,http://repository.lppm.unila.ac.id/id/eprint/17340,17340,archive,2019-12-17 03:16:23,,['Z719'],The Effect of Internal Auditor Competency on Internal Audit Quality and Its Implication on the Accountability of Local Government,show,7,,,,,,https://www.ersj.eu/dmdocuments/2018_XXI_4_34.pdf,,,,,,,,,,,,,,,,,,,,,
