,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,abstract,eprintid,ispublished,documents,publisher,full_text_status,uri,userid,lastmod,datestamp,creators,dir,date,type,divisions,succeeds,place_of_pub,date_type,pagerange,refereed,number,contributors,publication,issn,related_url,volume,official_url,pages,monograph_type,institution,department,corp_creators,id_number,isbn,book_title,keywords,pres_type,event_location,event_title,event_type,event_dates,contact_email,patent_applicant
10,"KINERJA PRODUKSI DAN KEBERLANJUTAN AGROINDUSTRI
EMPING MELINJO DI KECAMATAN TAKTAKAN KOTA SERANG",6,show,archive,2022-06-14 01:16:05,['S1'],"This research aimed to analyze procurement of raw materials, production perfomance, fixing cost of goods sold, application of marketing mix, and the sustainability of emping melinjo agroindustry.  The location of this research was chosen purposively in Taktakan Subdistrict Serang City in which samples were all of three emping melinjo Agroindustries.  The data of this research was primary and secondary data that was collected in March – April 2019.  The methods of data analysis used in this research were descriptive, qualitative and quantitative analyses.  The results of this research showed that procurement of melinjo raw materials had not appropriate with the six right criteria which were right on time, place, quality, quantity, type, and price.  Production performance of emping melinjo agroindustry was quite good although the flexibility component had not been fulfilled yet.  Fixing cost of goods sold of emping melinjo agroindustry had been profitable.  Application of marketing mix had been implemented quite well although it needs to be improved in several aspects such as promotion.  The sustainability of emping melinjo agroindustry in Taktakan Subdistrict Serang City has a good prospect.

 

Key words: agroindustry, emping melinjo, perfomance, sustainability",42417,pub,"[{'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/164128', 'rev_number': 1, 'docid': 164128, 'main': 'shelma.pdf', 'files': [{'fileid': 466326, 'mime_type': 'application/pdf', 'mtime': '2022-06-13 14:46:51', 'hash_type': 'MD5', 'filename': 'shelma.pdf', 'hash': '7d9bffd1cce96e1f799146bcdc1ed72f', 'datasetid': 'document', 'filesize': 665020, 'objectid': 164128, 'uri': 'http://repository.lppm.unila.ac.id/id/file/466326'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 42417, 'security': 'public', 'placement': 1}]",Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/42417,942,2022-06-14 01:16:05,2022-06-14 01:16:05,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Anantaputri', 'given': 'Shelma'}, 'id': None}, {'name': {'given': 'Adia', 'lineage': None, 'family': 'Nugraha', 'honourific': None}, 'id': None}, {'id': 'sayekti_wur@yahoo.co.id', 'name': {'given': 'Wuryaningsih Dwi', 'honourific': None, 'family': 'Sayekti', 'lineage': None}}]",disk0/00/04/24/17,2021-08-01 00:00:00.000000000,article,['FP1'],,,published,402-409,TRUE,3,,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,9.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5326,,,,,,,,,,,,,,,,
11,"ANALISIS PENDAPATAN DAN TINGKAT KESEJAHTERAAN RUMAH TANGGA
PETANI TEBU RAKYAT DI KECAMATAN BUNGAMAYANG
KABUPATEN LAMPUNG UTARA",6,show,archive,2021-05-24 01:41:44,['AC'],"The objectives of this research were to find out the income of sugar cane farming, household income of sugar
cane farmers, household welfare level, and factors that affect the welfare level of sugar cane farmer
households in Bungamayang Sub-District. The location was determined purposively, considering that
Bungamayang Sub-District has been the center of sugar cane production in North Lampung Regency. The
number of respondents in this research were 54 farmers taken randomly. Data were collected in April -May
2019. The analytical method used for the first and second objectives was farm analysis, the third objective
used Sajogyo welfare level analysis and the fourth objective used binary logit analysis. The study shows that
average income of sugar cane farming is IDR23,161,313.80/hectare. Average annual household income is
IDR44,295,593.33 and the contribution of sugar cane farming income to household income is 57.52 percent.
Based on the criteria of Sajogyo, sugar cane farmer households are included in the sufficient category.
Household income positively affects welfare level, while the number of family members negatively affects the
welfare level of sugar cane farmers in Bungamayang Sub-District.
Keywords: farmer households, income, sugar cane, welfare level",30526,pub,"[{'eprintid': 30526, 'placement': 1, 'security': 'public', 'language': 'id', 'mime_type': 'application/pdf', 'main': 'Thomas Mayang 4964-13533-1-PB.pdf', 'docid': 137399, 'files': [{'datasetid': 'document', 'filesize': 258524, 'fileid': 361814, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-05-22 23:23:14', 'filename': 'Thomas Mayang 4964-13533-1-PB.pdf', 'hash': '155d0ff338de9052a03f0a6bfcc3a0c2', 'objectid': 137399, 'uri': 'http://repository.lppm.unila.ac.id/id/file/361814'}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/137399'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/30526,728,2021-05-24 01:41:44,2021-05-24 01:41:44,"[{'id': None, 'name': {'lineage': None, 'family': 'Andriadi', 'honourific': None, 'given': 'Thomas Mayang'}}, {'id': 'fembriarti.erry@fp.unila.ac.id', 'name': {'given': 'Fembriarti Erry', 'family': 'Prasmatiwi', 'honourific': None, 'lineage': None}}, {'id': 'mayaunila@yahoo.com', 'name': {'given': 'maya', 'lineage': None, 'family': 'riantini', 'honourific': None}}]",disk0/00/03/05/26,2021-02-01 00:00:00.000000000,article,['FP1'],,,published,122-129,TRUE,1,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,9.0,http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4964/pdf,,,,,['Universitas Lampung'],http://jurnal.fp.unila.ac.id/index.php/JIA/article/view/4964/pdf,,,,,,,,,,
12,"KETAHANAN PANGAN RUMAH TANGGA PETANI KOPI
DI KECAMATAN ULU BELU KABUPATEN TANGGAMUS",7,show,archive,2021-12-31 10:34:20,['AC'],"Food Security Level of Coffee Farmer Households in Ulu Belu
Subdistrict of Tanggamus Regency

The aims of this research are to analyze the level of food security, the factors that affect the level of food
security, and efforts to increase the level of food security of coffee farmer households. The method used in
this research is a survey method. Location is chosen purposively in Ngarip and Sukamaju Villages, Ulu Belu
Subdistrict, Tanggamus regency with samples of 70 coffee farmer households selected using a simple
random method. The data were primary and secondary data, collected in May - July 2018 and analyzed by
cross-table between the share of food expenditure and energy adequacy level, ordinal logistic regression,
and descriptive qualitative analysis. The results of the research according to BPS showed that the majority
of respondents belonged to the category of food secure (31.43%), and the rest belonged to the category lack
of food (30.00%), food vulnerable (22.86%), food insecure (15.71%). The results according to nutrition and
2012 food law showed that the majority of respondents belonged to the category of food security (50.00%),
lack of food (41.43%), food vulnerable (5.71%), and food insecure (2.86%). The affecting factors on the
level of food security were the household income and education level of housewives. The efforts to increase
the level of food security by Government were conducted by monitoring of food availability and food
reserves, developing food distribution and stabilization of food prices, developing diversification of
consumption and food security as well as staple food assistance through the raskin program, whereas efforts
are carried out by households coffee farmers, namely by doing productive activities outside the coffee farm.

Key words: coffee farmer households, food expenditure, food security",37521,pub,"[{'eprintid': 37521, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'id', 'docid': 158460, 'main': 'Elok-Ketahanan pangan.pdf', 'files': [{'objectid': 158460, 'uri': 'http://repository.lppm.unila.ac.id/id/file/428670', 'datasetid': 'document', 'filesize': 585455, 'fileid': 428670, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-12-31 04:31:53', 'hash': '3d8ceec321749d24c2e0d43acf5b0276', 'filename': 'Elok-Ketahanan pangan.pdf'}], 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158460'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/37521,728,2021-12-31 10:34:20,2021-12-31 10:34:20,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Anggitasari', 'given': 'Elok Dinar'}, 'id': None}, {'name': {'given': 'Yaktiworo', 'lineage': None, 'honourific': None, 'family': 'Indriani'}, 'id': 'yakti_indriani@yahoo.com'}, {'id': 'fembriarti.erry@fp.unila.ac.id', 'name': {'given': 'Fembriarti Erry', 'family': 'Prasmatiwi', 'honourific': None, 'lineage': None}}]",disk0/00/03/75/21,2021-08-01 00:00:00.000000000,article,['FP1'],,,published,531-538,TRUE,3,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,9.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5349,,,,,['Universitas Lampung'],https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5349,,,,,,,,,,
13,"PENGAMBILAN KEPUTUSAN, SIKAP DAN KEPUASAN KONSUMEN TERHADAP PAKET NASI LIWET DI RMSASA BANDAR LAMPUNG",11,show,archive,2021-11-07 02:08:41,['S1'],"The study aims to know the decision making, attitude, and satisfaction of consumers towards steam rice package at The Sambel Alu Sultan Agung (RMSASA) Restaurant. The attributes studied consisted of price, scent, taste, size, benefit, side dish variation, dish appearance, cleanliness, location, parking area, comfort and safety place. This research was conducted by survey method.  The respondents of this study consisted of 48 consumers who purchased liwet rice package for the first time. The research data was analyzed by description, Fishbein Multi-attribute Model, Customer Satisfaction Index (CSI,) and Importance Performance Analysis (IPA).  The results showed that the consumer's decision-making process of purchasing steam rice package was influenced by consumers' desire to try liwet rice package besides their hunger.  Sources of information obtained by consumers were mostly from people stories.  Alternatives chosen by consumers when the liwet rice package ran out was switching to another menu. The calculation of attitude of consumers showed that consumers like the liwet rice package with multi-atribute value of 182.06.  The highest score of attitude was taste, followed by cleanliness, comfort and safety place.  The results of CSI analysis showed that consumers were satisfied with the liwet rice package with CSI value of 77.54.  Meanwhile, based on IPA analysis, the attributes laid in quadrant I were aroma and location; quadrant II were cleanliness, taste, comfort and safety place; quadrant III were parking areas, price, size, and benefit; and quadrant IV were menu variation and dish appearance.
Key words: attitude, CSI, IPA, steam rice, the decision making",35362,pub,"[{'pos': 2, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/156168', 'rev_number': 1, 'docid': 156168, 'main': 'JIIA_9_2_ERIN APRIANI.pdf', 'files': [{'datasetid': 'document', 'filesize': 271484, 'mime_type': 'application/pdf', 'fileid': 412583, 'filename': 'JIIA_9_2_ERIN APRIANI.pdf', 'hash': 'caeee1591de82753ea0ed6248398fa07', 'hash_type': 'MD5', 'mtime': '2021-11-06 23:37:13', 'objectid': 156168, 'uri': 'http://repository.lppm.unila.ac.id/id/file/412583'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 35362, 'placement': 2, 'security': 'public'}]",Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/35362,938,2021-11-07 02:08:41,2021-11-07 02:08:41,"[{'name': {'honourific': None, 'family': 'Apriani', 'lineage': None, 'given': 'Erin'}, 'id': None}, {'name': {'family': 'Indriani', 'honourific': None, 'lineage': None, 'given': 'Yaktiworo'}, 'id': 'yakti_indriani@yahoo.com'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Adawiyah', 'given': 'Rabiatul'}, 'id': 'rabiatul.adawiyah@fp.unila.ac.id'}]",disk0/00/03/53/62,2021-05-01 00:00:00.000000000,article,['FP1'],,,published,325-332,TRUE,2,,JIIA (Jurnal Ilmu-Ilmu Agribisnis),2337-7070,,9.0,http://jurnal.fp.unila.ac.id/index.php/JIA/index,,,,,,http://dx.doi.org/10.23960/jiia.v9i2.5106,,,,,,,,,,
14,ANALISIS KELAYAKAN FINANSIAL USAHA SAPI PERAH SENTULFRESH INDONESIA DI KABUPATEN BOGOR,7,show,archive,2021-12-31 04:20:57,['AC'],"Financial Feasibility Analysis of Dairy Cattle Sentulfresh Indonesia in Bogor Regency

This research seeks to analyze the feasibility of dairy cattle business. This research was conducted in Sentulfresh Indonesia in Bogor Regency. Respondents consisted of the owner and the employees of dairy farm also yoghurt production. Data were analyzed by quantitatively using measurement criteria of financial viability and sensitivity analyzes. The results showed that dairy cattle business is financially viable as indicated by NPV values of Rp5,542,458,138.00; Net B/C values of 2.42; Gross B/C values of 1.63; IRR values of 35.09 percent; and PP of 5.76 from the economic life of dairy cattle for eight years, and dairy cattle business is still viable despite the drop in yoghurt sales of 6.24 percent, the drop in milk sales of 45.60 percent, and an increase in cow maintenance cost of 5.88 percent.


Key words: dairy cattle, financial feasibility, sensitivity.",37519,pub,"[{'language': 'id', 'mime_type': 'application/pdf', 'eprintid': 37519, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158458', 'main': 'Siska-Sapi perah.pdf', 'docid': 158458, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/428652', 'objectid': 158458, 'filesize': 649628, 'datasetid': 'document', 'hash': 'b487823f9a6069d5217a43123065006b', 'filename': 'Siska-Sapi perah.pdf', 'hash_type': 'MD5', 'mtime': '2021-12-31 02:03:22', 'mime_type': 'application/pdf', 'fileid': 428652}]}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/37519,728,2021-12-31 04:20:57,2021-12-31 04:20:57,"[{'name': {'family': 'Aprilia', 'honourific': None, 'lineage': None, 'given': 'Siska'}, 'id': None}, {'name': {'family': 'Prasmatiwi', 'honourific': None, 'lineage': None, 'given': 'Fembriarti Erry'}, 'id': 'fembriarti.erry@fp.unila.ac.id'}, {'name': {'given': 'Achdiansyah', 'honourific': None, 'family': 'Soelaiman', 'lineage': None}, 'id': None}]",disk0/00/03/75/19,2021-11-01 00:00:00.000000000,article,['FP1'],,,published,569-576,TRUE,4,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,9.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5390,,,,,['Universitas Lampung'],https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5390,,,,,,,,,,
15,Analisis Rantai Pasok dan Nilai Tambah Agroindustri Kelanting di Desa Gantimulyo Kecamatan Pekalongan Lampung Timur,7,show,archive,2021-11-09 01:15:56,['S1'],"This  study  aims  to  analyze  supply  chain  performanc,  and  added  value  in  kelanting  agroindustry  in Gantimulyo Village. This research was conducted at six kelanting agroindustries in Gantimulyo Village, Pekalongan District, East Lampung Regency. Data collection was conducted in February 2019. Data were analyzed using qualitative and quantitative descriptive analysis. Performance measurements were made by comparing indicators on FoodSCOR Card indicators. The calculation of added value used Hayami added value method. The results showed the flow pattern of supply chain started from farmers and agent as the main  suppliers  of  raw  materials.  The  perfomance  of  kelanting  agroindustri  showed  that  the  average indicators were good based on indicators comparison of FoodSCOR card. The added value shows a positive value, meaning that kelanting agroindustry is feasible to be developed.",35580,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156469', 'format': 'text', 'pos': 1, 'files': [{'objectid': 156469, 'uri': 'http://repository.lppm.unila.ac.id/id/file/414295', 'mime_type': 'application/pdf', 'fileid': 414295, 'filename': 'Jurnal Nanda 2021.pdf', 'hash': 'f34d988f7c3b8f8dec6ca41ce05e0517', 'mtime': '2021-11-08 14:05:12', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 197136}], 'main': 'Jurnal Nanda 2021.pdf', 'docid': 156469, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 35580}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/35580,620,2021-11-09 01:15:56,2021-11-09 01:15:56,"[{'id': None, 'name': {'given': 'Nanda', 'family': 'Aprilia,', 'honourific': None, 'lineage': None}}, {'id': 'irfan.affandi@fp.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Affandi', 'given': 'Muhammad Irfan'}}, {'id': 'eka.kasymir@fp.unila.ac.id', 'name': {'given': 'Eka', 'family': 'Kasymir', 'honourific': None, 'lineage': None}}]",disk0/00/03/55/80,2021-02-01 00:00:00.000000000,article,['FP1'],,,published,177-182,TRUE,1,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,9.0,https://jurnal.fp.unila.ac.id/index.php/JIA,,,,,,,,,,,,,,,,
16,ANALISIS PENDAPATAN USAHATANI LADA HITAM DAN TINGKAT KESEJAHTERAAN RUMAH TANGGA DI KECAMATAN MELINTING KABUPATEN LAMPUNG TIMUR,8,show,archive,2021-11-06 02:25:36,['HB'],"This research aims to analyze the income and welfare levels of pepper farmers in Melinting Sub- District, East Lampung Regency. The location of the research is chosen purposively. The number of respondents in this research is 43 farmers who are selected using simple random sampling. The methods of analysis used in this research are a quantitative method to calculate household income and descriptive qualitative method to determine welfare levels. The results of this research showed that the total income of pepper farming is included in the low category which is IDR1,691,026.16 per month with a contribution of 25.63% towards household income. Based on the criteria of Badan Pusat Statistik in 2014, 100% of pepper farmer households are in the prosperous category, while 20.93% are included in the high welfare category based on the subjective welfare indicators.

Key words: household, income, pepper, welfare.",35193,pub,"[{'content': 'published', 'mime_type': 'application/xml', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 35193, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155987', 'pos': 1, 'format': 'text', 'files': [{'mime_type': 'application/xml', 'fileid': 411216, 'filename': 5318, 'hash': '220275aa75f45afdef60a2fee6b64002', 'hash_type': 'MD5', 'mtime': '2021-11-06 00:37:51', 'datasetid': 'document', 'filesize': 21982, 'objectid': 155987, 'uri': 'http://repository.lppm.unila.ac.id/id/file/411216'}], 'docid': 155987, 'main': 5318}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/35193,1172,2021-11-06 02:25:36,2021-11-06 02:25:36,"[{'name': {'honourific': None, 'family': 'Apriliana', 'lineage': None, 'given': 'Bella'}, 'id': None}, {'name': {'lineage': None, 'family': 'Endaryanto', 'honourific': None, 'given': 'Teguh'}, 'id': 'teguh.endaryanto@fp.unila.ac.id'}, {'id': 'lina.marlina@fp.unila.ac.id', 'name': {'given': 'Lina', 'lineage': None, 'family': 'Marlina', 'honourific': None}}]",disk0/00/03/51/93,2021-08-01 00:00:00.000000000,article,['FP1'],,,published,373-380,TRUE,3,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,9.0,https://jurnal.fp.unila.ac.id/index.php/JIA/article/view/5318,,,,,,,,,,,,,,,,
17,"ANALISIS PENDAPATAN DAN CURAHAN TENAGA KERJA RUMAH TANGGA
PETANI KELAPA SAWIT SWADAYA DI KECAMATAN BANGUNREJO
KABUPATEN LAMPUNG TENGAH",8,show,archive,2022-01-07 07:17:04,"['AC', 'S1']",,37741,pub,"[{'docid': 158667, 'main': 'Prosiding Konpernas PERHEPI 2021.pdf', 'files': [{'objectid': 158667, 'uri': 'http://repository.lppm.unila.ac.id/id/file/430168', 'datasetid': 'document', 'filesize': 4098696, 'fileid': 430168, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-01-07 04:59:06', 'hash': '5622d2586d9a182c5107b4aed1efd4f8', 'filename': 'Prosiding Konpernas PERHEPI 2021.pdf'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158667', 'rev_number': 1, 'eprintid': 37741, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",Jurusan Sosial Ekonomi Fakultas Pertanian Universitas Brawijaya,public,http://repository.lppm.unila.ac.id/id/eprint/37741,908,2022-01-07 07:17:04,2022-01-07 07:17:04,"[{'name': {'lineage': None, 'family': 'Aristiyani', 'honourific': None, 'given': 'Ririn'}, 'id': None}, {'name': {'lineage': None, 'family': 'Arifin', 'honourific': None, 'given': 'Bustanul'}, 'id': 'barifin@uwalumni.com'}, {'id': 'dyaharing@fp.unila.ac.id', 'name': {'given': 'Dyah Aring Hepiana', 'honourific': None, 'family': 'Lestari', 'lineage': None}}]",disk0/00/03/77/41,2021-09-01 00:00:00.000000000,book_section,['FP1'],,"PERHEPI Komisariat Malang, Universitas Brawijaya - Malang",published,224-235,TRUE,,,,,,,,,,,,,,978-623-93920-9-3,"PROSIDING KONFERENSI NASIONAL PERHEPI XIX ""REPOSISI PERAN PERTANIAN PASCA GONCANGAN PANDEMI COVID 19""",,,,,,,,
18,ANALISIS EFISIENSI PEMASARAN PRODUKSI JAGUNG DI KECAMATAN BANDAR SRIBHAWONO KABUPATEN LAMPUNG TIMUR,6,show,archive,2021-11-08 07:26:35,['S1'],"This study aims to analyze the efficiency of corn marketing. The research method used is a survey
method. Data collection was carried out in Bandar Sribhawono District of East Lampung Regency in
January - March 2019. Farmer respondents were chosen randomly and marketing agency respondents
were taken by following the marketing flow. Data used are primary and secondary data. The analysis
method used is the S-C-P (Structure, Conduct, Performance) model. The results showed that the corn
marketing system in Bandar Sribhawono Sub-district has not been efficient, because the market structure
faced by farmers was the oligopsonistic market structure, market behavior shows that farmers are still
disadvantaged and act as price takers, there was one marketing channel with producer share (PS) below
55 percent, high marketing margin and profit margin ratio (RPM) does not spread evenly.",35502,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 35502, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/156373', 'main': 'ASIH TRIANA.pdf', 'docid': 156373, 'files': [{'mime_type': 'application/pdf', 'fileid': 413681, 'filename': 'ASIH TRIANA.pdf', 'hash': '01cd2e0ecff8204780527292e988779f', 'hash_type': 'MD5', 'mtime': '2021-11-08 06:55:49', 'datasetid': 'document', 'filesize': 402765, 'objectid': 156373, 'uri': 'http://repository.lppm.unila.ac.id/id/file/413681'}]}]",Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/35502,928,2021-11-08 07:26:35,2021-11-08 07:26:35,"[{'id': None, 'name': {'given': 'Triana', 'lineage': None, 'family': 'Asih', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Murniati', 'given': 'Ktut'}, 'id': 'ktut.murniati@fp.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Kasymir', 'lineage': None, 'given': 'Eka'}, 'id': 'eka.kasymir@fp.unila.ac.id'}]",disk0/00/03/55/02,2021-05-01 00:00:00.000000000,article,['FP1'],,,published,235-241,TRUE,2,,Jurnal Ilmu Ilmu Agribisnis: Journal of Agribusiness Science,ISSN: 2620-4177,,9.0,,,,,,,,,,,,,,,,,
19,Analisis Keunggulan Komparatif Dan Kompetitif Kopi Dengan Adanya Sertifikasi Common Code For The Coffee Community (4C) di Kecamatan Sumberejo Kabupaten Tanggamus,6,show,archive,2022-03-17 00:58:33,['H1'],"This research aims to analyze comparative advantage, competitive advantage, the impact of government
policies on input output of certified coffee farming, and analyze the sensitivity of changes in input and output
prices to the comparative advantage and competitive advantage of coffee farming in Sumberejo Subdistrict
Tanggamus District. The samples of 25 farmers were taken simply randomly from 133 coffee farmers who
applied 4C coffee certification. Data were analyzed using PAM (Policy Analysis Matrix). The results
showed that 4C certification coffee farming in Sumberejo Subdistrict of Tanggamus District had a
competitive advantage with value of Private Cost Ratio of 0.53 and comparative advantage with of
Domestic Cost Ratio of 0.38. Comparative advantage was sensitive to 20.31 percent decline in production
volume and 40 percent decline in farm output price. Increase in input price due to revocation of subsidies
reduced competitive and comparative advantages. Competitive and comparative advantages were not
sensitive to an increase in input price.",40236,pub,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/161541', 'rev_number': 1, 'docid': 161541, 'main': '4C.pdf', 'files': [{'filename': '4C.pdf', 'hash': '64e98e0386c717e4f325ca74a30dfd12', 'hash_type': 'MD5', 'mtime': '2022-03-16 08:13:42', 'mime_type': 'application/pdf', 'fileid': 449405, 'filesize': 319012, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/449405', 'objectid': 161541}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 40236, 'placement': 1, 'security': 'public'}]",Juruan Agribisnis Fakultas Pertanian Universitas Lampung,public,http://repository.lppm.unila.ac.id/id/eprint/40236,948,2022-03-17 00:58:33,2022-03-17 00:58:33,"[{'id': None, 'name': {'family': 'Astuti', 'honourific': None, 'lineage': None, 'given': 'Rina'}}, {'name': {'family': 'Affandi', 'honourific': None, 'lineage': None, 'given': 'Muhammad Irfan'}, 'id': 'irfan.affandi@fp.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Ismono', 'honourific': None, 'given': 'R Hanung'}, 'id': 'hismono@yahoo.com'}]",disk0/00/04/02/36,2021-02-15 00:00:00.000000000,article,['FP1'],,,published,1-8,TRUE,1,,Jurnal Ilmu-Ilmu Agribisnis,2337 7070,,9.0,https://jurnal.fp.unila.ac.id/index.php/JIA,,,,,,,,,,,,,,,,
