,userid,lastmod,datestamp,documents,ispublished,number,refereed,full_text_status,uri,type,divisions,creators,issn,publication,dir,status_changed,eprint_status,abstract,subjects,official_url,title,metadata_visibility,volume,rev_number,eprintid,publisher,date_type,related_url,pagerange,contributors,corp_creators,pres_type,event_type,event_dates,event_title,event_location,id_number,contact_email,isbn,place_of_pub,keywords,referencetext
51,956,2020-05-26 01:55:15,2020-05-26 01:55:15,"[{'main': '17444-39366-1-PB.pdf', 'docid': 33832, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/192428', 'objectid': 33832, 'filesize': 239466, 'datasetid': 'document', 'hash': 'e1574bdcd9e4b399328d8808d225b2ac', 'filename': '17444-39366-1-PB.pdf', 'mtime': '2020-05-26 00:31:51', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 192428}], 'format': 'text', 'pos': 1, 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33832', 'eprintid': 20482, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",pub,3.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20482,article,['FKIP15'],"[{'name': {'lineage': None, 'family': 'Pertiwi', 'honourific': None, 'given': 'Osalia Putri'}}, {'name': {'lineage': None, 'family': 'Lengkana', 'honourific': None, 'given': 'Dewi'}}, {'name': {'given': 'Arwin', 'lineage': None, 'family': 'Surbakti', 'honourific': None}}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/02/04/82,2020-05-26 01:55:15,archive,"Penelitian ini bertujuan membandingkan pengetahuan keanekaragaman hayati dan sikap peduli lingkungan siswa di sekolah konservasi TNWK dengan sekolah perkotaan. Penelitian menggunakan desain deskriptif verifikatif dan ex post facto. Sampel penelitian adalah siswa kelas X IPA di SMA Negeri 1 Seputih Surabaya dan SMA Negeri 1 Bandar Lampung Tahun Pelajaran 2017/2018 yang diambil menggunakan metode purposive sampling. Data pengetahuan diperoleh melalui tes dan sikap peduli lingkungan diperoleh melalui angket. Analisis data menggunakan uji-t dan regresi linear. Hasil uji-t menunjukkan terdapat perbedaan pengetahuan dan sikap peduli lingkungan yang signifikan antara siswa di sekolah kawasan konservasi TNWK dengan sekolah di perkotaan. Hasil uji regresi linear menunjukkan adanya hubungan yang sangat kuat antara pengetahuan dengan sikap peduli lingkungan siswa di sekolah kawasan TNWK.

Kata kunci: keanekaragaman hayati, konservasi, perkotaan, sikap peduli lingkungan",['L1'],,Perbandingan Pengetahuan dan Sikap Peduli Lingkungan di Sekolah Kawasan TNWK dengan Perkotaan,show,7.0,7,20482,Prodi Pendidikan Biologi FKIP Unila,,,,,,,,,,,,,,,,
52,48,2020-11-09 09:07:36,2020-11-09 09:07:36,"[{'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/38464', 'rev_number': 2, 'main': '21457-50615-1-PB.pdf', 'docid': 38464, 'files': [{'fileid': 224207, 'mime_type': 'application/pdf', 'mtime': '2020-11-09 02:04:26', 'hash_type': 'MD5', 'filename': '21457-50615-1-PB.pdf', 'hash': 'dc7bce089249ea82fc5d644ec205ca17', 'datasetid': 'document', 'filesize': 180194, 'objectid': 38464, 'uri': 'http://repository.lppm.unila.ac.id/id/file/224207'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 24714, 'placement': 1, 'security': 'public'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/24714,article,['FKIP15'],"[{'name': {'lineage': None, 'honourific': None, 'family': 'Pramudiyanti', 'given': 'Pramudiyanti'}, 'id': 'yanti19730310@gmail.com'}, {'id': 'dina.maulina@fkip.unila.ac.id', 'name': {'family': 'Maulina', 'honourific': None, 'lineage': None, 'given': 'Dina'}}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/02/47/14,2020-11-09 09:07:36,archive,"Penelitian ini bertujuan untuk menganalisis pengaruh model pembelajaran discovery learning terhadap keterampilan kolaborasi. Sampel penelitian yang terdiri dari dua kelas yaitu kelas VII A sebagai kelas eksperimen dengan jumlah peserta didik sebanyak 32 peserta didik danVII C sebagai kelas kontrol dengan jumlah peserta didik sebanyak 32 peserta didik yang dipilih dengan
teknik purposive sampling. Data keterampilan kolaborasi peserta didik diambil dengan menggunakan lembar observasi penilaian keterampilan kolaborasi peserta didik yang dianalisis secara deskriptif. Hasil penelitian menunjukkan bahwa indikator keterampilan kolaborasi yang memiliki presentase tertinggi yaitu keterampilan kemampuan kerjasama dengan kriteria sangat baik (81,25 ± 0,61) sedangkan presentase indikator keterampilan
kolaborasi peserta didik yang terendah adalah komunikasi (62,5 ± 1,45) dengan kriteria baik. Nilai rata-rata keterampilan kolaborasi peserta didik kelasekperimen (72,64 ± 5,31) lebih tinggi dibandingkan dengan kelas kontrol (62,71 ± 4,96). Sehingga dapat disimpulkan bahwa model pembelajaran discovery learning berpengaruh terhadap keterampilan kolaborasi peserta didik.",['L1'],,Pengaruh Model Pembelajaran Discovery Learning Terhadap Keterampilan Kolaborasi Pencemaran Lingkungan,show,,7,24714,Prodi Pendidikan Biologi FKIP Unila,,[{'url': 'http://jurnal.fkip.unila.ac.id/index.php/JBT/article/view/21457'}],,,,,,,,,,,,,,
53,513,2023-01-25 02:01:40,2023-01-25 02:01:40,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/187158', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'fileid': 524917, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-01-24 14:42:29', 'filename': '23849-60688-1-PB-2.pdf', 'hash': '53d11554dca350cd20392b74916c5b8f', 'datasetid': 'document', 'filesize': 258993, 'objectid': 187158, 'uri': 'http://repository.lppm.unila.ac.id/id/file/524917'}], 'docid': 187158, 'main': '23849-60688-1-PB-2.pdf', 'content': 'published', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 47994}, {'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/524920', 'objectid': 187159, 'mtime': '2023-01-24 14:43:04', 'hash_type': 'MD5', 'filename': 23849, 'hash': 'ebc3324ee412736fb0c8e0afec122835', 'fileid': 524920, 'mime_type': 'application/xml', 'filesize': 30741, 'datasetid': 'document'}], 'main': 23849, 'docid': 187159, 'rev_number': 3, 'uri': 'http://repository.lppm.unila.ac.id/id/document/187159', 'pos': 2, 'format': 'text', 'placement': 2, 'security': 'public', 'eprintid': 47994, 'language': 'en', 'mime_type': 'application/xml'}]",pub,1.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/47994,article,['FKIP15'],"[{'name': {'given': 'Median. A', 'honourific': None, 'family': 'Priadi', 'lineage': None}, 'id': 'median.agus@fkip.unila.ac.id'}, {'id': 'ritamarpaung15@yahoo.co.id', 'name': {'honourific': None, 'family': 'Marpaung', 'lineage': None, 'given': 'Rini Rita'}}, {'id': 'bertiyolida@yahoo.com', 'name': {'lineage': None, 'honourific': None, 'family': 'Yolida', 'given': 'Berti'}}, {'id': None, 'name': {'honourific': None, 'family': 'Safitra', 'lineage': None, 'given': 'Shalsadinda dewi'}}]",1411-2531,Jurnal Pendidikan MIPA,disk0_bak/00/04/79/94,2023-01-25 02:01:40,archive,"This research aimed to determine the effect of the discovery learning models using a google classroom to develop the scientific literacy abilities. The sample of this research is tenth grade students of science 2 and science 3 groups which are selected through purposive sampling technique. The data are analyzed statistically with an independent sample t-test. The average results of the N-gain scientific literacy ability of the experimental class (0.45 ± 0.11) with medium category and the control class (0.29 ± 0.14) with low category. The average percentage for student presentations is 83.75%, while the learning implementation observation sheet has a 94.4%. The results showed that there is a significant effect of using online discovery learning in google classroom environment towards the improvement of scientific literacy skills of tenth graders students in ecosystems topics.

Keywords: discovery learning, scientific literacy, google classroom.","['L1', 'LB', 'LB1603']",,The Effect of Online Discovery Learning in Google Classroom Environment on Students' Scientific Literacy Skills,show,23.0,11,47994,Jurusan Pendidikan MIPA,published,,316-326,,,,,,,,,,,,,
54,956,2020-05-26 01:55:33,2020-05-26 01:55:33,"[{'files': [{'filename': '17046-38304-1-PB(1).pdf', 'hash': 'e294561c4f27eee09760e8e1493873ca', 'hash_type': 'MD5', 'mtime': '2020-05-26 00:40:01', 'mime_type': 'application/pdf', 'fileid': 192449, 'filesize': 787217, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/192449', 'objectid': 33835}], 'docid': 33835, 'main': '17046-38304-1-PB(1).pdf', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/33835', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 20485, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,6.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20485,article,['FKIP15'],"[{'name': {'given': 'Shevyta', 'lineage': None, 'family': 'Ryandani', 'honourific': None}}, {'name': {'given': 'Arwin', 'lineage': None, 'family': 'Surbakti', 'honourific': None}}, {'name': {'lineage': None, 'family': 'Sikumbang', 'honourific': None, 'given': 'Darlen'}}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/02/04/85,2020-05-26 01:55:33,archive,"Penelitian ini bertujuan membandingkan pengetahuan tentang interaksi antara makhluk hidup dengan lingkungannya dan sikap peduli lingkungan peserta didik. Pengambilan sampel menggunakan purpose sampling. Desain penelitian adalah ex post facto. Hasil uji t menunjukkan pengetahuan dan sikap peduli lingkungan peserta didik di sekolah area kawasan TNWK lebih tinggi dibanding sekolah di kota. Hasil uji regresi linier sederhana menunjukkan terdapat hubungan antara pengetahuan interaksi makhluk hidup dengan lingkungannya dan sikap peduli lingkungan peserta didik di sekolah area kawasan TNWK maupun sekolah di Kota. Kesimpulan penelitian ini adalah terdapat perbedaan antara pengetahuan interaksi makhluk hidup dengan lingkungannya dan sikap peduli lingkungan peserta didik di sekolah area kawasan TNWK dan di Kota.

Kata kunci : perbandingan, pengetahuan, sikap peduli lingkungan",['L1'],,Perbandingan Pengetahuan Tentang Interaksi Makhluk Hidup dengan Lingkungannya dan Sikap Peduli Lingkungan,show,6.0,7,20485,Prodi Pendidikan Biologi FKIP Unila,,,,,,,,,,,,,,,,
55,956,2020-05-26 01:55:02,2020-05-26 01:55:02,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/33830', 'rev_number': 2, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/192414', 'objectid': 33830, 'filesize': 477191, 'datasetid': 'document', 'filename': '17388-39211-1-PB.pdf', 'hash': 'fc7abab14f20fea0a67b956c1a5f20e9', 'mtime': '2020-05-26 00:25:52', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 192414}], 'main': '17388-39211-1-PB.pdf', 'docid': 33830, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 20480}]",pub,3.0,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/20480,article,['FKIP15'],"[{'name': {'honourific': None, 'family': 'Safitri', 'lineage': None, 'given': 'Isnaini'}, 'id': None}, {'name': {'lineage': None, 'family': 'Yolida', 'honourific': None, 'given': 'Berti'}, 'id': 'bertiyolida@yahoo.com'}, {'id': None, 'name': {'given': 'Arwin', 'lineage': None, 'family': 'Surbakti', 'honourific': None}}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/02/04/80,2020-05-26 01:55:02,archive,"Penelitian ini bertujuan untuk mengetahui perbedaan self-efficacy antar gender, dan hubungan self-efficacy berdasarkan gender dengan hasil belajar siswa. Sampel penelitian ini adalah siswa kelas VII SMP di Kecamatan Kedaton yang berjumlah 186 yang dipilih secara purposive sampling. Penelitian ini merupakan penelitian deskriptif korelasional. Pengumpulan data dilakukan dengan metode tes tertulis dan angket. Data hasil penelitian dianalisis dengan  menggunakan uji-t sampel independen dan uji pearson product moment. Hasil uji-t menunjukkan terdapat perbedaan yang tidak signifikan antara self efficacy siswa laki-laki dan siswa perempuan. Hasil uji korelasi pearson  menunjukkan terdapat hubungan yang positif dan signifikan  antara self efficacy dengan hasil belajar IPA. Adapun nilai koefisien yang dihasilkan pada korelasi pearson menunjukkan hubungan antara self efficacy dan hasil belajar  adalah “rendah”.

Kata kunci : gender, hasil belajar, self-efficacy",['L1'],,Hubungan Self-Efficacy Berdasarkan Gender Dengan Hasil Belajar Siswa Mata Pelajaran IPA,show,7.0,7,20480,Prodi Pendidikan Biologi FKIP Unila,,,,,,,,,,,,,,,,
56,391,2019-05-14 08:02:43,2019-05-14 08:02:43,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25565', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/111579', 'objectid': 25565, 'hash': '39ae91adbc12dc8d7c95c7a2be0eefe3', 'filename': '16717-37459-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2019-05-10 07:14:52', 'mime_type': 'application/pdf', 'fileid': 111579, 'filesize': 109245, 'datasetid': 'document'}], 'docid': 25565, 'main': '16717-37459-1-PB.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 12583}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/12583,article,['FKIP15'],"[{'id': None, 'name': {'given': 'Darlen', 'family': 'Sikumbang', 'honourific': None, 'lineage': None}}, {'id': 'nenihasnunidah@gmail.com', 'name': {'family': 'Hasnunidah', 'honourific': None, 'lineage': None, 'given': 'Neni'}}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/01/25/83,2019-05-14 08:02:43,archive,"Penelitian ini bertujuan untuk mengetahui signifikansi pengaruh dari penggunaan model pembelajaran Argument-Driven Inquiry (ADI), kemampuan akademik siswa, dan interaksi antara model pembelajaran dengan kemampuan akademik terhadap keterampilan argumentasi siswa. Populasi penelitian adalah seluruh siswa kelas VIII SMP Negeri 13 Bandar Lampung. Sampel penelitian adalah siswa kelas VIII.4 dan VIII.5 yang dipilih dari populasi dengan teknik cluster random sampling. Instrumen yang digunakan adalah tes keterampilan argumentasi pada materi sistem pencernaan pada manusia. Data dianalisis secara statistik dengan uji Ankova dan uji Beda Nyata Terkecil (BNT). Hasil penelitian menunjukkan bahwa model pembelajaran ADI berpengaruh signifikan terhadap keterampilan argumentasi dengan nilai signifikansi 0,000. Sedangkan kemampuan akademik dan interaksi antara model ADI dengan kemampuan akademik tidak berpengaruh signifikan terhadap keterampilan argumentasi (0,314; dan 0,572).",['L1'],,Pengaruh Model Pembelajaran Argument-Driven Inquiry Terhadap Keterampilan Argumentasi Siswa,show,,6,12583,Prodi Pendidikan Biologi FKIP Unila,,,,,,,,,,,,,,,,
57,391,2019-05-14 08:04:47,2019-05-14 08:04:47,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 12606, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25588', 'format': 'text', 'pos': 1, 'files': [{'objectid': 25588, 'uri': 'http://repository.lppm.unila.ac.id/id/file/111709', 'datasetid': 'document', 'filesize': 495883, 'mime_type': 'application/pdf', 'fileid': 111709, 'filename': '16952-38080-1-PB.pdf', 'hash': '5c782f74265f07093177c8671e4fc91d', 'mtime': '2019-05-10 07:43:15', 'hash_type': 'MD5'}], 'docid': 25588, 'main': '16952-38080-1-PB.pdf'}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/12606,article,['FKIP15'],"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Sikumbang', 'given': 'Darlen'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Marpaung', 'given': 'Rini Rita'}, 'id': 'ritamarpaung15@yahoo.co.id'}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/01/26/06,2019-05-14 08:04:47,archive,"Penelitian ini bertujuan untuk menentukan pengaruh Discovery Learning terhadap keterampilan metakognisi dan hasil belajar peserta didik. Penelitian ini menggunakan nonequivalent pretest-posttest control group design. Sampel penelitian adalah peserta didik kelas VIIB dan VIIC yang berjumlah 60 dan dipilih dengan teknik cluster random sampling. Data keterampilan metakognisi diperoleh mengunakan angket dan data hasil belajar (aspek kognitif) menggunakan nilai pretest dan posttest. Angket keterampilan metakognisi dianalisis secara deskriptif sedangkan hasil belajar dianalisis dengan uji Independent Sample t-Test pada taraf kepercayaan 5%. Hasil penelitian menunjukkan bahwa keterampilan metakognisi baik tahap perencanaan, pemantauan maupun evaluasi pada kelas ekperimen lebih tinggi dibandingkan dengan kelas kontrol. Hasil belajar kognitif kelas ekperimen berbeda signifikan dengan kelas kontrol. Rata-rata N-gain pada kelas eksperimen sebesar 0,66 sedangkan pada kelas kontrol sebesar 0,36. Jadi dapat disimpulkan bahwa Discovery Learning berpengaruh terhadap peningkatan keterampilan metakognisi dan hasil belajar peserta didik.",['L1'],,Pengaruh Discovery Learning Terhadap Keterampilan Metakognisi dan Hasil Belajar Peserta Didik SMP Negeri 14 Bandar Lampung,show,,6,12606,Prodi Pendidikan Biologi FKIP Unila,,,,,,,,,,,,,,,,
58,391,2019-05-10 03:25:18,2019-05-10 03:25:18,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/25412', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 663495, 'fileid': 110608, 'mime_type': 'application/pdf', 'mtime': '2019-05-10 02:53:30', 'hash_type': 'MD5', 'hash': '520f739cb7046df4c60039e4ed720b85', 'filename': 'Sikumbang_2019_J._Phys.__Conf._Ser._1155_012047.pdf', 'objectid': 25412, 'uri': 'http://repository.lppm.unila.ac.id/id/file/110608'}], 'main': 'Sikumbang_2019_J._Phys.__Conf._Ser._1155_012047.pdf', 'docid': 25412, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 12434}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/12434,article,['FKIP15'],"[{'name': {'given': 'Darlen', 'lineage': None, 'honourific': None, 'family': 'Sikumbang'}, 'id': None}, {'id': 'ismirakhmawati@gmail.com', 'name': {'honourific': None, 'family': 'Rakhmawati', 'lineage': None, 'given': 'Ismi'}}, {'name': {'family': 'Suwandi', 'honourific': None, 'lineage': None, 'given': 'Tri'}, 'id': 'suwandi.3su@gmail.com'}]",Print : 1742-6588 Online : 1742-6596,Journal of Physics: Conference Series,disk0/00/01/24/34,2019-05-10 03:25:18,archive,"In this study, word association test (WAT) was used to investigate the cognitive structure and level of understanding of biology preservice teacher students regarding the central dogma of molecular biology. Analysis of WAT's response words showed that the cognitive structure of students was grouped into 6 categories, namely: ""molecules that play a role"" ""stages and processes that occur"" ""place in progress"" ""products"" ""synonyms/other terms"" and ""important role"" The sentences analysis of the WAT response showed that biology preservice teacher students more often use the information processing mode ""define"" and ""describe"" in explaining the central dogma of molecular biology compared to ""comparing"" and ""concluding"" The results of the study concluded that cognitive structure and conceptual understanding of students on the topic of the central dogma of molecular biology were still deficient and not comprehensive. In addition, the implications of this study are presented at the end of the article.","['L1', 'Q1']",,"Journal of Physics: Conference Series
PAPER • THE FOLLOWING ARTICLE IS OPEN ACCESS
Investigating the Cognitive Structure of Biology Preservice Teacher about Central Dogma of Molecular Biology Through Word Association Test",show,,8,12434,IOP Publishing,,,,,,,,,,,,,,,,
59,956,2019-05-08 07:31:24,2019-05-08 07:31:24,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24880', 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/106798', 'objectid': 24880, 'hash': 'cf0b22134cc2c0385826a2ded2d8e37b', 'filename': '17052-38352-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2019-05-07 04:18:55', 'mime_type': 'application/pdf', 'fileid': 106798, 'filesize': 597561, 'datasetid': 'document'}], 'docid': 24880, 'main': '17052-38352-1-PB.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 11891}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/11891,article,['FKIP15'],"[{'id': None, 'name': {'lineage': None, 'family': 'Surbakti', 'honourific': None, 'given': 'Arwin'}}, {'name': {'given': 'Rini Rita', 'lineage': None, 'family': 'Marpaung', 'honourific': None}, 'id': 'ritamarpaung15@yahoo.co.id'}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/01/18/91,2019-05-08 07:31:24,archive,"Penelitian   ini   bertujuan mengeksplorasi penguasaan konsep interaksi   makhluk   hidup   dan   sikap   peduli lingkungan  peserta  didik  SMPN di  kawasan  penyangga  TNWK  dengan di  kota serta bagaimana hubungannya.Desain  digunakan  adalah ex  post  facto.  Teknik  pengambilan data menggunakan random  sampling.Data  penelitian  diperoleh  menggunakan  tes  dan kuesioner.   Analisis   data   menggunakan   uji independentt   testdan   regresi   linier sederhana.Berdasarkan  uji  hipotesis terdapat  perbedaan penguasaan konsep  interaksi makhluk hidup dan  sikup  peduli  lingkungan peserta  didik  SMPN kawasan  penyangga TNWK  dengandi  kota.  Selanjutnya terdapat  hubunganyang  signifikan  antara konsep interaksi  makhluk  hidup  dengan  sikap  peduli  lingkungan,  baik  di  sekolah  kawasan penyangga TNWK maupun di kota.",['L1'],,Eksplorasi Penguasaan Konsep Interaksi Makhluk Hidup dan Sikap Peduli Lingkungan TNWK,show,,6,11891,Prodi Pendidikan Biologi FKIP Unila,,,,,,,,,,,,,,,,
60,956,2019-05-08 07:30:17,2019-05-08 07:30:17,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 11883, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/24876', 'main': '16959-38184-1-PB.pdf', 'docid': 24876, 'files': [{'hash': '4cce9b9dc4f1bca97d6b5b92255b67f7', 'filename': '16959-38184-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2019-05-07 04:12:48', 'mime_type': 'application/pdf', 'fileid': 106779, 'filesize': 216886, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/106779', 'objectid': 24876}]}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/11883,article,['FKIP15'],"[{'id': None, 'name': {'given': 'Arwin', 'lineage': None, 'honourific': None, 'family': 'Surbakti'}}, {'id': 'ritamarpaung15@yahoo.co.id', 'name': {'given': 'Rini Rita', 'family': 'Marpaung', 'honourific': None, 'lineage': None}}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/01/18/83,2019-05-08 07:30:17,archive,"Penelitian   ini   bertujuan menentukan perbedaan pengetahuan biodiversitas  dan sikap  peduli  lingkungan antara peserta  didik di Sekolah   Kawasan   TNWK dengan   di Kota   Bandar   Lampung.Pengambilan sampel menggunakan random  sampling.Desain penelitian adalah ex  post  facto.Data  penelitian diperoleh  dari  tes  dan kuisioner,kemudian  dianalisis menggunakan  ujit.Hasil penelitian menunjukan  terdapat perbedaan  antara pengetahuan biodiversitas dan  sikap  peduli  lingkungan antara  sekolah kawasan  TNWK dengan  sekolah di  kota  Bandar  Lampung.Hasil  uji  regresi linier  sederhana  menunjukan terdapat  pengaruh  antara  pengetahuan tentang  biodiversitas terhadap sikap  peduli  lingkungan  peserta  didik  di Sekolah  Kawasan  TNWK.Sedangkan pengetahuan   pengetahuan tentang   biodiversitas peserta   didik   disekolah   Kota   Bandar Lampung tidak terdapat pengaruh terhadap sikap peduli lingkungan.",['L1'],,Perbedaan Pengetahuan Biodiversitas Dan Sikap Peduli Lingkungan Antara Peserta Didik Di Sekolah Kawasan TNWK,show,,6,11883,Prodi Pendidikan Biologi FKIP Unila,,,,,,,,,,,,,,,,
61,956,2019-05-08 07:31:29,2019-05-08 07:31:29,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/24884', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 24884, 'uri': 'http://repository.lppm.unila.ac.id/id/file/106832', 'datasetid': 'document', 'filesize': 787217, 'mime_type': 'application/pdf', 'fileid': 106832, 'hash': 'e294561c4f27eee09760e8e1493873ca', 'filename': '17046-38304-1-PB.pdf', 'hash_type': 'MD5', 'mtime': '2019-05-07 04:25:02'}], 'docid': 24884, 'main': '17046-38304-1-PB.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 11896}]",pub,,TRUE,public,http://repository.lppm.unila.ac.id/id/eprint/11896,article,['FKIP15'],"[{'name': {'family': 'Surbakti', 'honourific': None, 'lineage': None, 'given': 'Arwin'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Sikumbang', 'given': 'Darlen'}}]",2621-5594,Jurnal Bioterdidik: Wahana Ekspresi Ilmiah,disk0/00/01/18/96,2019-05-08 07:31:29,archive,Penelitian ini bertujuan membandingkan pengetahuan tentang interaksi antara makhluk hidup dengan lingkungannya dan sikap peduli lingkungan peserta didik. Pengambilan sampel menggunakan purpose sampling. Desain penelitian adalah ex post facto. Hasil uji t menunjukkan pengetahuan dan sikap peduli lingkungan peserta didik di sekolah area kawasan TNWK lebih tinggi dibanding sekolah di kota. Hasil uji regresi linier sederhana menunjukkan terdapat hubungan antara pengetahuan interaksi makhluk hidup dengan lingkungannya dan sikap peduli lingkungan peserta didik di sekolah area kawasan TNWK maupun sekolah di Kota. Kesimpulan penelitian ini adalah terdapat perbedaan antara pengetahuan interaksi makhluk hidup dengan lingkungannya dan sikap peduli lingkungan peserta didik di sekolah area kawasan TNWK dan di Kota.,['L1'],,Perbandingan Pengetahuan Tentang Interaksi Makhluk Hidup dengan Lingkungannya dan Sikap Peduli Lingkungan,show,,6,11896,Prodi Pendidikan Biologi FKIP Unila,,,,,,,,,,,,,,,,
