,datestamp,lastmod,userid,full_text_status,uri,refereed,ispublished,documents,publisher,divisions,type,date,dir,id_number,publication,issn,creators,subjects,abstract,status_changed,eprint_status,volume,rev_number,metadata_visibility,title,date_type,eprintid,number,pagerange,official_url,event_title,event_location,event_type,event_dates,pres_type,related_url,contact_email,referencetext,corp_creators,contributors,patent_applicant,pages,succeeds,place_of_pub
10,2021-09-30 07:44:43,2021-09-30 07:44:43,791,public,http://repository.lppm.unila.ac.id/id/eprint/34222,TRUE,pub,"[{'docid': 154721, 'main': '10341-Volume21_Issue_2-07_paper.pdf', 'files': [{'hash': 'f204d857a64fb3b633df7d4ff44a89e4', 'filename': '10341-Volume21_Issue_2-07_paper.pdf', 'hash_type': 'MD5', 'mtime': '2021-09-30 03:39:41', 'mime_type': 'application/pdf', 'fileid': 403549, 'filesize': 971875, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/403549', 'objectid': 154721}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/154721', 'eprintid': 34222, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",BULGARIAN ACADEMY OF SCIENCES,['FMIPA9'],article,2021-06-01 00:00:00.000000000,disk0/00/03/42/22,10.2478/cait-2021-0021,CYBERNETICS AND INFORMATION TECHNOLOGIES,1314-4081,"[{'id': 'darwisdedi@teknokrat.ac.id', 'name': {'given': 'Dedi', 'lineage': None, 'family': 'Darwis', 'honourific': None}}, {'name': {'given': 'Junaidi', 'family': 'Junaidi', 'honourific': None, 'lineage': None}, 'id': 'junaidi.1982@fmipa.unila.ac.id'}, {'id': 'dewi.asiah@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Shofiana', 'lineage': None, 'given': 'Dewi Asiah'}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Wamiliana', 'given': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}]",['QA'],"In this study we propose a new approach to tackle the cropping problem in
steganography which is called Center Embedded Pixel Positioning (CEPP) which is
based on Least Significant Bit (LSB) Matching by setting the secret image in the
center of the cover image. The evaluation of the experiment indicated that the secret
image can be retrieved by a maximum of total 40% sequential cropping on the left,
right, up, and bottom of the cover image. The secret image also can be retrieved if
the total asymmetric cropping area is 25% that covered two sides (either left-right,
left-up or right-up). In addition, the secret image can also be retrieved if the total
asymmetric cropping area is 70% if the bottom part is included. If asymmetric
cropping area included three sides, then the algorithm fails to retrieve the secret
image. For cropping in the botom the secret image can be extracted up to 70%.",2021-09-30 07:44:43,archive,21.0,6,show,"A New Digital Image Steganography Based on Center Embedded
Pixel Positioning",published,34222,2.0,89-104,https://cit.iict.bas.bg/CIT-2021/v-21-2/10341-Volume21_Issue_2-07_paper.pdf,,,,,,[{'url': 'https://sciendo.com/de/article/10.2478/cait-2021-0021'}],,,,,,,,
11,2021-02-23 02:12:18,2021-02-23 02:12:18,791,public,http://repository.lppm.unila.ac.id/id/eprint/28032,TRUE,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42082', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/249677', 'objectid': 42082, 'mtime': '2021-02-22 07:31:59', 'hash_type': 'MD5', 'hash': '756495b3497c1acf7740151c1c113545', 'filename': 'Darwis_2021_J._Phys.__Conf._Ser._1751_012039.pdf', 'fileid': 249677, 'mime_type': 'application/pdf', 'filesize': 1212959, 'datasetid': 'document'}], 'main': 'Darwis_2021_J._Phys.__Conf._Ser._1751_012039.pdf', 'docid': 42082, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 28032}]",IOP Publishing,['FMIPA9'],article,2021-01-01 00:00:00.000000000,disk0/00/02/80/32,doi:10.1088/1742-6596/1751/1/012039,IOP Conference Series: Materials Science and Engineering,1757-899X,"[{'name': {'lineage': None, 'family': 'Darwis', 'honourific': None, 'given': 'Dedi'}, 'id': 'darwisdedi@teknokrat.ac.id'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Pamungkas', 'given': 'N. G'}}, {'name': {'given': 'Wamiliana', 'lineage': None, 'honourific': None, 'family': 'Wamiliana'}, 'id': 'wamiliana@gmail.com'}]",['QA'],"Information security is an important aspect of information. The importance of the
value of information in every aspect can result in attempts to transfer access or theft of data and
information by unauthorized parties. One technique for securing data and information is by
applying the digital image steganography technique. Many methods can be used in
steganography, some of which are Least Significant Bit (LSB), Pixel Value Differencing
(PVD), and Modulus Function (MF). Good steganography must produce a stego-image with an
image quality that is not different from the original image or what is called a cover image and
has the storage capacity to store confidential data and is resistant to robustness. The purpose of
this study was to compare the LSB, MF, and PVD methods to serve as alternatives to the use of
steganography techniques. The results of this study indicate that the LSB method has the best
image quality compared to the MF and PVD methods. For storage capacity, the PVD algorithm
has a better capacity than the LSB and MF methods. Meanwhile, the robustness of the LSB,
PVD, and MF methods has resistance to cropping with a percentage of 10% at the bottom of
the stego-image.",2021-02-23 02:12:18,archive,1751.0,7,show,"Comparison of Least Significant Bit, Pixel Value Differencingand Modulus Function on Steganography to Measure Image Quality, Storage Capacity, and Robustness",published,28032,12039.0,1-12,,,,,,,,,,,,,,,
12,2021-11-06 02:24:35,2021-11-06 02:24:35,692,public,http://repository.lppm.unila.ac.id/id/eprint/35180,TRUE,pub,"[{'docid': 155969, 'main': 'Fractional integral.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/411107', 'objectid': 155969, 'hash': 'ba02394e9f55883de6a8f456082530a4', 'filename': 'Fractional integral.pdf', 'mtime': '2021-11-05 23:42:09', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 411107, 'filesize': 230304, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/155969', 'rev_number': 1, 'eprintid': 35180, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]","Scienific & Academic Publishing, USA",['FMIPA9'],article,2021-08-01 00:00:00.000000000,disk0/00/03/51/80,,Applied Mathematics,2163-1409,"[{'name': {'honourific': None, 'family': 'Dorrah', 'lineage': None, 'given': 'Azis'}, 'id': 'dorrah.azis@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Agus Sutrisno', 'honourific': None, 'given': 'agus'}, 'id': 'agus.sutrisnomg4@gmail.com'}, {'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Desfan Hafifullah', 'given': 'Desfan'}}, {'name': {'given': 'Subian', 'family': 'Saidi', 'honourific': None, 'lineage': None}, 'id': 'subian.saidi@gmail.com'}]",['QA75'],"Generally, the order of integral and derivative are connected with the real numbers, such as the first, second, third and more order of integral and derivative.  This study aims to develop a theory of an integral or derivative  which has order in a 5th order function and exponential function by using Riemann and Liouville method. The result of this study showed that  the fractional derivative of order ""α=5/2""  in the"" "" ""5"" ^""th""  Order Function using Riemann-Liouville Method is the same as the form of a third derivative, which means that the value of this derivative will be the same as the result of three times the fractional integral or vice versa. In addition the fractional derivative of the exponential function using the Riemann-Liouville Method is equal to in the form of multiplication of the incomplete Gamma function upper limit with exponential function.",2021-11-06 02:24:35,archive,11.0,10,show,"The Use of Fractional Integral and Fractional Derivative ""α=5/2  "" in the ""5"" ^""th""  Order Function and ExponentialFunction using the Riemann-Liouville Method",published,35180,2.0,23-27,http://journal.sapub.org/am,,,,,,"[{'type': 'pub', 'url': 'http://journal.sapub.org/am'}]",,,"['Department of Mathematics, University of Lampung, Lampung, 35145, Indonesia', 'Department of Mathematics, University of Lampung, Lampung, 35145, Indonesia', 'Department of Mathematics, University of Lampung, Lampung, 35145, Indonesia']",,,,,
13,2023-05-17 07:24:40,2023-05-17 07:24:40,300,public,http://repository.lppm.unila.ac.id/id/eprint/51761,,unpub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/250239', 'pos': 1, 'format': 'text', 'files': [{'objectid': 250239, 'uri': 'http://repository.lppm.unila.ac.id/id/file/613217', 'fileid': 613217, 'mime_type': 'application/pdf', 'mtime': '2023-05-17 05:55:01', 'hash_type': 'MD5', 'filename': 'Bukti Koresponden - JMUA.pdf', 'hash': '8421ea1418e592072a73e7fa10c03181', 'datasetid': 'document', 'filesize': 1369220}], 'docid': 250239, 'main': 'Bukti Koresponden - JMUA.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 51761}]",Universitas Andalas,['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0_bak/00/05/17/61,,,,"[{'name': {'given': 'Ahmad', 'honourific': None, 'family': 'Faisol', 'lineage': None}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Fitriani', 'lineage': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",['QA'],,2023-05-17 07:24:40,archive,,7,show,"Bukti Korespondensi Artikel ""Matriks Bersih Kuat atas Ring Deret Pangkat Tergeneralisasi Miring""",,51761,,,,,,,,,,,,,,,,,
14,2022-10-05 02:30:03,2022-10-05 02:30:03,263,public,http://repository.lppm.unila.ac.id/id/eprint/45488,,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184262', 'pos': 1, 'format': 'text', 'files': [{'objectid': 184262, 'uri': 'http://repository.lppm.unila.ac.id/id/file/505223', 'datasetid': 'document', 'filesize': 384930, 'mime_type': 'application/pdf', 'fileid': 505223, 'hash': 'ac78414ee19d7676c715336a1e144d48', 'filename': '2022-01-SINTA 3--JMI Unpad--Homomorfisma Modul Deret Pangkat Tergeneralisasi Miring.pdf.pdf', 'hash_type': 'MD5', 'mtime': '2022-10-04 14:49:16'}], 'main': '2022-01-SINTA 3--JMI Unpad--Homomorfisma Modul Deret Pangkat Tergeneralisasi Miring.pdf.pdf', 'docid': 184262, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 45488}]","Department of Matematics, FMIPA, Universitas Padjadjaran",['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0/00/04/54/88,,,,"[{'name': {'given': 'Ahmad', 'family': 'Faisol', 'honourific': None, 'lineage': None}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'family': 'Fitriani', 'honourific': None, 'lineage': None, 'given': 'Fitriani'}}]",['QA'],,2022-10-05 02:30:03,archive,,7,show,Hasil cek similaritas artikel 'Homomorfisma Modul Deret Pangkat Tergeneralisasi Miring',published,45488,,,,,,,,,,,,,,,,,
15,2022-10-05 04:05:59,2022-10-05 04:05:59,263,public,http://repository.lppm.unila.ac.id/id/eprint/45497,,pub,"[{'files': [{'mime_type': 'application/pdf', 'fileid': 505322, 'filename': '2021-07-SINTA 3--JMUA--Matriks Bersih Kuat atas RIng Deret Pangkat Tergeneralisasi Miring.pdf (1).pdf', 'hash': 'ca3c15a0a8d701a532c6de95a7e72d11', 'hash_type': 'MD5', 'mtime': '2022-10-05 02:45:48', 'datasetid': 'document', 'filesize': 306242, 'objectid': 184273, 'uri': 'http://repository.lppm.unila.ac.id/id/file/505322'}], 'docid': 184273, 'main': '2021-07-SINTA 3--JMUA--Matriks Bersih Kuat atas RIng Deret Pangkat Tergeneralisasi Miring.pdf (1).pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184273', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 45497, 'language': 'en', 'mime_type': 'application/pdf'}]",Jurusan Matematika FMIPA Universitas Andalas,['FMIPA9'],other,2021-07-01 00:00:00.000000000,disk0/00/04/54/97,,,,"[{'name': {'lineage': None, 'family': 'Faisol', 'honourific': None, 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Fitriani', 'lineage': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",['QA'],,2022-10-05 04:05:59,archive,,7,show,Hasil cek similaritas artikel 'Matriks Bersih Kuat atas Ring Deret Pangkat Tergeneralisasi Miring',published,45497,,,,,,,,,,,,,,,,,
16,2022-10-05 02:30:08,2022-10-05 02:30:08,263,public,http://repository.lppm.unila.ac.id/id/eprint/45489,,pub,"[{'files': [{'mtime': '2022-10-04 14:53:30', 'hash_type': 'MD5', 'filename': 'The Ring Homomorphisms of Matrix Rings over Skew Generalized Power Series Rings (1).pdf (1).pdf', 'hash': 'ea17ab6f950beaef638513556846151d', 'fileid': 505230, 'mime_type': 'application/pdf', 'filesize': 757174, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/505230', 'objectid': 184263}], 'main': 'The Ring Homomorphisms of Matrix Rings over Skew Generalized Power Series Rings (1).pdf (1).pdf', 'docid': 184263, 'uri': 'http://repository.lppm.unila.ac.id/id/document/184263', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 45489, 'language': 'en', 'mime_type': 'application/pdf'}]","Mathematics Department, Universitas Islam Negeri Maulana Malik Ibrahim Malang",['FMIPA9'],other,1970-01-01 00:00:00.000002021,disk0/00/04/54/89,,,,"[{'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'given': 'Ahmad', 'lineage': None, 'honourific': None, 'family': 'Faisol'}}, {'name': {'given': 'Fitriani', 'lineage': None, 'family': 'Fitriani', 'honourific': None}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",['QA'],,2022-10-05 02:30:08,archive,,7,show,Hasil cek similaritas artikel 'The Ring Homomorphisms of Matrix Rings over Skew Generalized Power Series Rings',,45489,,,,,,,,,,,,,,,,,
17,2022-01-27 01:20:21,2022-01-27 01:20:21,300,public,http://repository.lppm.unila.ac.id/id/eprint/38433,TRUE,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 38433, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/159533', 'rev_number': 1, 'main': '2021-07-SINTA 3--JMUA--Matriks Bersih Kuat atas RIng Deret Pangkat Tergeneralisasi Miring.pdf', 'docid': 159533, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/435528', 'objectid': 159533, 'hash_type': 'MD5', 'mtime': '2022-01-26 13:26:25', 'hash': '58d1e559bdef55072276d7834392cdf7', 'filename': '2021-07-SINTA 3--JMUA--Matriks Bersih Kuat atas RIng Deret Pangkat Tergeneralisasi Miring.pdf', 'fileid': 435528, 'mime_type': 'application/pdf', 'filesize': 271013, 'datasetid': 'document'}]}]",Jurusan Matematika FMIPA UNAND MATRIKS,['FMIPA9'],article,2021-07-26 00:00:00.000000000,disk0/00/03/84/33,,Jurnal Matematika UNAND,2721-9410,"[{'name': {'lineage': None, 'family': 'Faisol', 'honourific': None, 'given': 'Ahmad'}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'name': {'lineage': None, 'family': 'Fitriani', 'honourific': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",['QA'],"Salah satu konsep dalam teori aljabar yang banyak digunakan adalah matriks atas lapangan (�eld). Dalam perkembangannya, konsep matriks atas lapangan diperumum menjadi matriks atas ring. Ring merupakan suatu sistem matematika yang terdiri dari suatu himpunan tak kosong yang dilengkapi dua operasi biner yang memenuhi beberapa aksioma. Ring yang banyak digunakan dalam kajian ilmu matematika terapan adalah Ring Polinomial R[X] dan Ring Deret Pangkat R[[X]]. Salah satu sifat matriks atas ring yang telah dikaji oleh para peneliti adalah syarat cukup matriks atas ring R[[X]] merupakan matriks bersih kuat. Pada perkembangannya, struktur R[[X]] digeneralisasi menjadi ring semigrup R[S], Ring Deret Pangkat Tergeneralisasi (RDPT) [[RS;�]], dan Ring Deret Pangkat Tergeneralisasi Miring (RDPTM) R[[S;�; !]]. Berdasarkan fakta bahwa struktur R[[S;�; !]] lebih umum dari R[[X]], pada penelitian ini diberikan syarat cukup matriks atas RDPTM R[[S;�; !]] merupakan matriks bersih kuat. Hal ini dapat dilakukan dengan cara menambahkan beberapa syarat pada struktur ring R, monoid terurut tegas (S;�), dan homomor�sma monoid ! sehingga matriks atas R[[S;�; !]]
merupakan matriks bersih kuat. Sebagai akibat langsung, hasil penelitian ini lebih umum dari syarat cukup matriks atas R[[X]] merupakan matriks bersih kuat yang telah dikaji
sebelumnya.",2022-01-27 01:20:21,archive,10.0,6,show,Matriks Bersih Kuat atas RIng Deret Pangkat Tergeneralisasi Miring,published,38433,3.0,385-393,http://jmua.fmipa.unand.ac.id/index.php/jmua/article/view/882,,,,,,,,,,,,,,
18,2021-12-03 01:06:36,2021-12-03 01:06:36,300,public,http://repository.lppm.unila.ac.id/id/eprint/37107,TRUE,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 37107, 'uri': 'http://repository.lppm.unila.ac.id/id/document/158018', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'filesize': 726570, 'datasetid': 'document', 'hash': '7dab8fbf5597ddd632d0a0829617a2af', 'filename': '2021-11-SINTA 2--Cauchy UIN Malang--The Ring Homomorphisms of Ring Matrix over SGPSR.pdf', 'hash_type': 'MD5', 'mtime': '2021-12-01 07:30:13', 'mime_type': 'application/pdf', 'fileid': 425485, 'uri': 'http://repository.lppm.unila.ac.id/id/file/425485', 'objectid': 158018}], 'main': '2021-11-SINTA 2--Cauchy UIN Malang--The Ring Homomorphisms of Ring Matrix over SGPSR.pdf', 'docid': 158018}]",Universitas Islam Negeri Maulana Malik Ibrahim Malang,['FMIPA9'],article,2021-11-01 00:00:00.000000000,disk0/00/03/71/07,https://doi.org/10.18860/ca.v7i1.13001,CAUCHY: Jurnal Matematika Murni dan Aplikasi,2477-3344,"[{'name': {'given': 'Ahmad', 'lineage': None, 'family': 'Faisol', 'honourific': None}, 'id': 'ahmadfaisol@fmipa.unila.ac.id'}, {'name': {'honourific': None, 'family': 'Fitriani', 'lineage': None, 'given': 'Fitriani'}, 'id': 'fitriani_mathunila@yahoo.co.id'}]",['QA'],Let,2021-12-03 01:06:36,archive,7.0,6,show,The Ring Homomorphisms of Matrix Rings over Skew Generalized Power Series Rings,published,37107,1.0,129-135,http://ejournal.uin-malang.ac.id/index.php/Math/index,,,,,,"[{'type': 'author', 'url': 'http://ejournal.uin-malang.ac.id/index.php/Math/article/view/13001'}]",,,,,,,,
19,2021-11-01 01:08:17,2021-11-01 01:08:17,263,public,http://repository.lppm.unila.ac.id/id/eprint/34731,TRUE,pub,"[{'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/155396', 'main': 'Faisol_2021_J._Phys. _Conf._Ser._1751_012028.pdf', 'docid': 155396, 'files': [{'datasetid': 'document', 'filesize': 1222087, 'mime_type': 'application/pdf', 'fileid': 407654, 'hash': 'a9196371812d0a716a1eaf1cb6166cd3', 'filename': 'Faisol_2021_J._Phys. _Conf._Ser._1751_012028.pdf', 'hash_type': 'MD5', 'mtime': '2021-10-30 07:15:38', 'objectid': 155396, 'uri': 'http://repository.lppm.unila.ac.id/id/file/407654'}], 'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 34731, 'placement': 1, 'security': 'public'}]",IOP Publishing,['FMIPA9'],article,2021-01-01 00:00:00.000000000,disk0/00/03/47/31,,IOP Conf. Series: Journal of Physics: Conf. Series 1080 (2018) 012043,doi :10.1088/1742-6596/1080/1/012043,"[{'id': 'ahmadfaisol@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Faisol', 'honourific': None, 'given': 'Ahmad'}}, {'id': 'fitriani_mathunila@yahoo.co.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Fitriani', 'given': 'Fitriani'}}, {'name': {'honourific': None, 'family': 'Sifriyani', 'lineage': None, 'given': 'Sifriyani'}, 'id': 'sifriyani@fmipa.unmul.ac.id'}]",['QA'],"The Noetherian property of the generalized power series module can determine in several ways. This paper uses the sub-exact sequence of modules over a ring R to determine
this property. This investigation not only determines the Noetherian property of the generalized power series module but also the Noetherian property of its submodule. Furthermore, we give a construction of R[[S]]-homomorphism between the generalized power series modules.",2021-11-01 01:08:17,archive,1751.0,10,show,Determining the Noetherian Property of Generalized Power Series Modules by Using X-Sub-Exact Sequence,published,34731,12028.0,,,,,,,,[{'url': 'https://iopscience.iop.org/article/10.1088/1742-6596/1751/1/012028/meta'}],,"[1] Adkins W A and Weintraub S H 1992 Algebra: An Approach via Module Theory (New York: Springer-Verlag)

[2] Dummit S and Foote R 2004 Abstract Algebra (USA: John Wiley and Sons, Inc.)

[3] Fitriani, Surodjo B and Wijayanti I E 2016 On sub-exact sequences Far East J. Math. Sci. 100(7) 1055

[4] Davvaz B and Parnian-Garamaleky P 1999 A Note on Exact Sequences Bull. Malaysian Math. Sci. Soc. 22 53

[5] Fitriani, Wijayanti I E and Surodjo B 2018 Generalization of U-Generator and M-Subgenerator Related to Category σ[M] J. Math. Res. 10(4) 101

[6] Fitriani, Surodjo B and Wijayanti I E 2017 On X-Sub-Linearly Independent Modules Journal of Physics: Conference Series 893(012008) 1

[7] Fitriani, Wijayanti I E and Surodjo B 2018 A Generalization of Basis and Free Modules Relatives to a Family of R-modules Journal of Physics: Conference Series 1097(012087) 1

[8] Faisol A and Fitriani 2019 The Sufficient Conditions for Skew Generalized Power Series Module M[[S,]] to be T[[S, ]]-Noetherian R[[S, ]]-module Al-Jabar J. Pendidik. Mat. 10(2) 285

[9] Faisol A, Surodjo B and Wahyuni S 2019 T[[S]]-Noetherian Property On Generalized Power
Series Modules JP J. Algebr. Number Theory Appl. 43(1) 1

[10] Faisol A, Surodjo B and Wahyuni S 2018 The Impact Of The Monoid Homomorphism On The
Structure Of Skew Generalized Power Series Rings Far East J. Math. Sci.103(7) 1215

[11] Faisol A, Surodjo B and Wahyuni S 2019 The Sufficient Conditions for R[X]-module M[X] to
be S[X]-Noetherian Eur. J. Math. Sci. 5(1) 1

[12] Faisol A, Surodjo B and Wahyuni S 2019 The Relation between Almost Noetherian Module,
Almost Finitely Generated Module and T-Noetherian Module Journal of Physics:
Conference Series 1306(01200) 1

[13] Varadarajan K 2001 Noetherian Generalized Power Series Rings and Modules Commun.
Algebr. 29(1) 245

[14] Ribenboim P 1992 Noetherian Rings Of Generalized Power Series J. Pure Appl. Algebr. 79(3)
293

[15] Mazurek R and Ziembowski M 2008 On Von Neumann Regular Rings Of Skew Generalized
Power Series Commun. Algebr. 36(5) 1855

[16] Varadarajan K 2001 Generalized Power Series Modules Commun. Algebr. 29(3) 1281

[17] Wisbauer R 1991 Foundations of Module and Ring Theory (USA: Philadelphia)

[18] Ziembowski M 2010 Right Gaussian Rings and Related Topics (University of Edinburgh)",,,,,,
