,creators,dir,type,divisions,publisher,documents,ispublished,uri,full_text_status,lastmod,userid,datestamp,eprintid,title,metadata_visibility,rev_number,eprint_status,status_changed,abstract,subjects,refereed,monograph_type,publication,issn,official_url,volume,pres_type,event_title,event_type,event_location,event_dates,succeeds,editors,isbn,date_type,corp_creators,pagerange,keywords,related_url,number,book_title,pages,place_of_pub,institution,department,contributors,referencetext,id_number,contact_email,series
10,"[{'name': {'given': 'Arif Firmansyah', 'lineage': None, 'honourific': None, 'family': 'Ade'}}]",disk0_bak/00/05/12/81,other,['FH3'],Kementerian Hukum dan HAM RI,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 51281, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/191051', 'rev_number': 1, 'docid': 191051, 'main': '17. Sertifikat Hak Cipta Buku Menyusun NA Perda.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/550833', 'objectid': 191051, 'hash_type': 'MD5', 'mtime': '2023-05-09 03:15:51', 'hash': 'ab6397954e986cd1c96e780c9cfd6e4e', 'filename': '17. Sertifikat Hak Cipta Buku Menyusun NA Perda.pdf', 'fileid': 550833, 'mime_type': 'application/pdf', 'filesize': 2091543, 'datasetid': 'document'}]}]",pub,http://repository.lppm.unila.ac.id/id/eprint/51281,public,2023-05-09 04:06:45,1153,2023-05-09 04:06:45,51281,Sertifikat Hak Cipta Nomor: EC00202233521 Buku Menyusun Naskah Akademik Peraturan Daerah (Teori Dan Praktik),show,7,archive,2023-05-09 04:06:45,,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"[{'name': {'given': 'Arif Firmansyah', 'family': 'Ade', 'honourific': None, 'lineage': None}}]",disk0_bak/00/05/12/82,other,['FH3'],Kementerian Hukum dan HAM RI,"[{'eprintid': 51282, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': '38. Sertifikat Hak Cipta Tujuan dan Fungsi Negara.pdf', 'docid': 191052, 'files': [{'datasetid': 'document', 'filesize': 2091694, 'fileid': 550840, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-09 03:17:13', 'filename': '38. Sertifikat Hak Cipta Tujuan dan Fungsi Negara.pdf', 'hash': '629e0bf086852fa7f0b6abbf8968e75d', 'objectid': 191052, 'uri': 'http://repository.lppm.unila.ac.id/id/file/550840'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/191052', 'rev_number': 1}]",pub,http://repository.lppm.unila.ac.id/id/eprint/51282,public,2023-05-09 04:06:40,1153,2023-05-09 04:06:40,51282,Sertifikat Hak Cipta Nomor: EC00202273798 Video Kuliah Ilmu Negara Tujuan dan Fungsi Negara,show,7,archive,2023-05-09 04:06:40,,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"[{'id': None, 'name': {'family': 'Ade', 'honourific': None, 'lineage': None, 'given': 'Arif Firmansyah'}}, {'name': {'given': 'Saleh', 'family': 'Ahmad', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'family': 'Budiyono', 'honourific': None, 'lineage': None, 'given': 'Budiyono'}, 'id': None}, {'name': {'honourific': None, 'family': 'Yulia Neta', 'lineage': None, 'given': 'Yulia'}, 'id': 'yulia.neta@fh.unila.ac.id'}, {'id': None, 'name': {'given': 'Muhtadi', 'lineage': None, 'family': 'Muhtadi', 'honourific': None}}, {'id': None, 'name': {'family': 'zulkarnain', 'honourific': None, 'lineage': None, 'given': 'ridlwan'}}, {'name': {'honourific': None, 'family': 'Martha', 'lineage': None, 'given': 'Riananda'}, 'id': None}]",disk0/00/01/53/31,book,['FH3'],AURA PRESS,"[{'placement': 1, 'security': 'public', 'eprintid': 15331, 'language': 'en', 'mime_type': 'image/png', 'files': [{'objectid': 28461, 'uri': 'http://repository.lppm.unila.ac.id/id/file/131962', 'mime_type': 'image/png', 'fileid': 131962, 'filename': 'Cover Buku HK Acara MK.png', 'hash': '375c66c2d033ae954450ce2decac42b3', 'mtime': '2019-11-04 07:22:45', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 135341}], 'docid': 28461, 'main': 'Cover Buku HK Acara MK.png', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28461', 'pos': 1, 'format': 'image'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/15331,public,2019-11-04 07:48:04,1153,2019-11-04 07:48:04,15331,Hukum Acara dan Praktik Peradilan Tata Negara,show,8,archive,2019-11-04 07:48:04,,['K1'],FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"[{'name': {'given': 'Arif Firmansyah', 'family': 'Ade', 'honourific': None, 'lineage': None}}, {'name': {'given': 'Budiyono', 'honourific': None, 'family': 'Budiyono', 'lineage': None}}]",disk0/00/01/08/19,monograph,['FH3'],AURA Press,"[{'files': [{'filesize': 486674, 'datasetid': 'document', 'hash': '986c85a57c4a0ada5107477b4f42c273', 'filename': 'Monograf HTN Alm. Armen-ade-ilovepdf-compressed.pdf', 'mtime': '2019-02-22 01:55:35', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 99650, 'uri': 'http://repository.lppm.unila.ac.id/id/file/99650', 'objectid': 23830}], 'main': 'Monograf HTN Alm. Armen-ade-ilovepdf-compressed.pdf', 'docid': 23830, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23830', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 10819, 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/10819,public,2019-04-09 02:31:20,1153,2019-04-09 02:31:20,10819,"Pemetaan Legal Framework dalam Pembentukan Peraturan
Daerah tentang Perlindungan dan Pemenuhan Hak
Penyandang Disabilitas",show,7,archive,2019-04-09 02:31:20,,['K1'],,project_report,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"[{'id': None, 'name': {'lineage': None, 'honourific': None, 'family': 'Ade', 'given': 'Arif Firmansyah'}}, {'id': 'dedy.hermawan@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Dedy Hermawan', 'lineage': None, 'given': 'Dedy'}}, {'name': {'given': 'Eka Putri', 'family': 'Marlia', 'honourific': None, 'lineage': None}, 'id': None}, {'name': {'honourific': None, 'family': 'Yuswanto', 'lineage': None, 'given': 'yuswanto'}, 'id': None}]",disk0_bak/00/05/12/89,other,['FH3'],Kementerian Hukum dan HAM RI,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/191058', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/550885', 'objectid': 191058, 'filesize': 2184105, 'datasetid': 'document', 'hash': '051691519da3df23665c80eac8ab8ca0', 'filename': '49. Sertifikat Hak Cipta Buku Rekomposisi Pajak Daerah Bidang Energi Dan Sumber Daya Mineral.pdf', 'mtime': '2023-05-09 03:48:31', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 550885}], 'main': '49. Sertifikat Hak Cipta Buku Rekomposisi Pajak Daerah Bidang Energi Dan Sumber Daya Mineral.pdf', 'docid': 191058, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 51289}]",pub,http://repository.lppm.unila.ac.id/id/eprint/51289,public,2023-05-09 04:06:53,1153,2023-05-09 04:06:53,51289,Sertifikat Hak Cipta Nomor: EC00202123259 Buku Rekomposisi Pajak Daerah Bidang Energi Dan Sumber Daya Mineral Berbasis Urusan Konkuren Pemerintah,show,7,archive,2023-05-09 04:06:53,,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"[{'name': {'given': 'Arif Firmansyah', 'honourific': None, 'family': 'Ade', 'lineage': None}, 'id': None}, {'id': 'dita.febrianto@fh.unila.ac.id', 'name': {'given': 'Febrianto', 'honourific': None, 'family': 'Dita', 'lineage': None}}, {'id': None, 'name': {'given': 'Evendia', 'honourific': None, 'family': 'Malicia', 'lineage': None}}]",disk0_bak/00/05/13/46,other,['FH3'],Universitas Lampung,"[{'files': [{'objectid': 248095, 'uri': 'http://repository.lppm.unila.ac.id/id/file/608305', 'datasetid': 'document', 'filesize': 1263117, 'mime_type': 'application/pdf', 'fileid': 608305, 'filename': 'Ade Arif Firmansyah_Hukum_PBMBKM_Lap.pdf', 'hash': 'bac4003e0b1c175d4a738a09aef5049b', 'hash_type': 'MD5', 'mtime': '2023-05-10 03:39:11'}], 'main': 'Ade Arif Firmansyah_Hukum_PBMBKM_Lap.pdf', 'docid': 248095, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/248095', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 51346, 'mime_type': 'application/pdf', 'language': 'en'}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/51346,public,2023-05-10 04:16:45,1153,2023-05-10 04:16:45,51346,Laporan Penelitian: Identifikasi Dan Evaluasi Urusan Pemerintahan Daerah Di Bidang Pelayanan Dasar Yang Terdampak Undang-Undang Cipta Kerja,show,7,archive,2023-05-10 04:16:45,,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"[{'name': {'given': 'Arif Firmansyah', 'family': 'Ade', 'honourific': None, 'lineage': None}, 'id': None}, {'id': 'dita.febrianto@fh.unila.ac.id', 'name': {'given': 'Febrianto', 'lineage': None, 'honourific': None, 'family': 'Dita'}}, {'id': None, 'name': {'family': 'Malicia', 'honourific': None, 'lineage': None, 'given': 'Evendia'}}]",disk0_bak/00/05/13/04,book,['FH3'],Pusaka Media,"[{'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 51304, 'uri': 'http://repository.lppm.unila.ac.id/id/document/191073', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 191073, 'uri': 'http://repository.lppm.unila.ac.id/id/file/551015', 'datasetid': 'document', 'filesize': 2660011, 'mime_type': 'application/pdf', 'fileid': 551015, 'hash': '350a1465b37d49a6a86e71a5cf1a9465', 'filename': '26. Model Regulasi.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-09 04:30:46'}], 'docid': 191073, 'main': '26. Model Regulasi.pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/51304,public,2023-05-09 07:38:36,1153,2023-05-09 07:38:36,51304,Model Regulasi Revitalisasi Bumdes Untuk Meningkatkan Kemandirian Desa,show,7,archive,2023-05-09 07:38:36,,['K1'],TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"[{'name': {'lineage': None, 'family': 'Ade', 'honourific': None, 'given': 'Arif Firmansyah'}}, {'name': {'given': 'Tisnanta', 'honourific': None, 'family': 'HS', 'lineage': None}}, {'name': {'honourific': None, 'family': 'FX', 'lineage': None, 'given': 'Sumarja'}}]",disk0/00/00/38/99,article,['FH3'],FH Universitas Syiahkuala,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/3762', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 3762, 'uri': 'http://repository.lppm.unila.ac.id/id/file/27313', 'fileid': 27313, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-09-12 06:49:38', 'filename': '7967-19139-1-PB.pdf', 'hash': '243ddd1d7faa5c9ddae4fac64189e81a', 'datasetid': 'document', 'filesize': 415796}], 'main': '7967-19139-1-PB.pdf', 'docid': 3762, 'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 3899}]",pub,http://repository.lppm.unila.ac.id/id/eprint/3899,public,2017-09-15 01:22:12,1153,2017-09-15 01:22:12,3899,ALGORITMA PERATURAN DAERAH PENATAAN DESA UNTUK MEWUJUDKAN DESA YANG MAJU DAN BERDAYA SAING,show,6,archive,2017-09-15 01:22:12,"Desa atau yang dikenal dengan istilah lain merupakan satuan pemerintahan terkecil yang memiliki kewenangan otonom untuk mengatur dan mengurus pemerintahannya sendiri. Sebagai satuan pemerintahan terkecil yang berada di daerah, banyak persoalan pemerintahan terkait penataan desa yang dihadapi seperti: efektifitas penyelenggaraan pemerintahan, peningkatan kualitas pelayanan publik dan kesejahteraan masyarakat, yang tentu saja membutuhkan peranan aktif pemerintah daerah melalui regulasi yang mendukung pembangunan desa. Tulisan ini bertujuan memberikan algoritma/formula Peraturan Daerah Penataan Desa yang mampu mewujudkan desa yang maju dan berdaya saing. Dengan menggunakan pendekatan socio legal dan teori perundang-undangan serta konsep hukum pengayoman dan hukum progresif, dihasilkan algoritma peraturan daerah sebagai berikut: Peraturan Daerah Penataan Desa harus beranjak dari persoalan riil yang secara umum terjadi di suatu daerah dengan melandaskan pembentukannya pada aspek filosofi, sosiologis dan yuridis; peranan pemerintah daerah harus ditegaskan sampai pada aspek pendanaan hingga pengawasan dan evaluasi; memberikan ruang akses yang seluas-luasnya bagi desa untuk mengembangkan potensinya terkait pemekaran maupun perubahan status. Dengan demikian, diharapkan desa yang maju dan berdaya saing dapat terwujud melalui Peraturan Daerah Penataan Desa.",['K1'],FALSE,,Kanun Jurnal Ilmu Hukum,0854-5499,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"[{'name': {'lineage': None, 'family': 'Ade', 'honourific': None, 'given': 'Arif Firmansyah'}}, {'name': {'honourific': None, 'family': 'HS', 'lineage': None, 'given': 'Tisnanta'}}, {'name': {'given': 'Sumarja', 'lineage': None, 'family': 'FX', 'honourific': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Fathoni', 'given': 'Fathoni'}}]",disk0/00/00/22/14,article,['FH3'],KLIBEL,"[{'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 2214, 'uri': 'http://repository.lppm.unila.ac.id/id/document/2107', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/15335', 'objectid': 2107, 'mtime': '2017-05-30 14:02:44', 'hash_type': 'MD5', 'filename': 'Jurnal Isi.pdf', 'hash': '012f21d4a3107e1e367885beebdce6d7', 'fileid': 15335, 'mime_type': 'application/pdf', 'filesize': 465154, 'datasetid': 'document'}], 'docid': 2107, 'main': 'Jurnal Isi.pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/2214,public,2017-05-31 04:48:12,1153,2017-05-31 04:48:12,2214,LAW DESIGN OF INSTITUTIONS COORDINATION AS AN EFFORTS TO HARMONIZE POLICY HOUSING DEVELOPMENT AROUND THE AIRPORT IN INDONESIA,show,7,archive,2017-05-31 04:48:12,"The  process  of  infrastructure  development  and  expansion  of  the  airport  was  a  trend  in  almost  every  area  of  the  province  in 
Indonesia.  The  policy  was  not  followed  by  institutional  coordination  with  local  government  authorities  that  issuing  location 
permits and construction permits, so that these conditions cause the loss of health for people that living around the airport area. 
Using  the  model  of  doctrinal  research  that  examines  only  primarily  legislation,  the  study  aims  to  provide  a  solution  of  law 
design  to  resolve  the  issue.  The  results  showed  that:  First,  the  local  government  authority  in  issuing  the  location  permit  and 
building  permits  around  airport  is  the  authority  that  its  direct  attribution  as  outlined  in  the  legislation.  Second,  the  design  of 
institutional  coordination  laws  for  prevention  policy  disharmony  housing  development  around  airports  should  be  made  in  the 
legal  form  of  joint  regulation  between  Minister  of  Home  Affairs  and  the  Minister  of  Transportation  on  Housing  Development 
Around the airport. The Joint Ministerial Regulations are intended to cover the issue of residential development around airports 
that characteristic across sectors.",['K1'],TRUE,,"South East Asia Journal of Contemporary Business, Economics and Law",2289-1560,http://seajbel.com/,11,,,,,,,,,,,,,,,,,,,,,,,,
19,"[{'name': {'given': 'Arif Firmansyah', 'lineage': None, 'honourific': None, 'family': 'Ade'}}, {'name': {'given': 'Tisnanta', 'lineage': None, 'honourific': None, 'family': 'HS'}}, {'name': {'honourific': None, 'family': 'Malicia', 'lineage': None, 'given': 'Evendia'}}]",disk0/00/01/08/17,conference_item,['FH3'],,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/23828', 'pos': 1, 'format': 'text', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/99636', 'objectid': 23828, 'hash': '9d29cf290d129ece2f3ce0dbdbd8f6cd', 'filename': 'Proceeding i-coffees 2018_ade-ilovepdf-compressed.pdf', 'hash_type': 'MD5', 'mtime': '2019-02-22 01:37:31', 'mime_type': 'application/pdf', 'fileid': 99636, 'filesize': 474882, 'datasetid': 'document'}], 'docid': 23828, 'main': 'Proceeding i-coffees 2018_ade-ilovepdf-compressed.pdf', 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 10817}]",pub,http://repository.lppm.unila.ac.id/id/eprint/10817,public,2019-05-02 04:15:51,1153,2019-05-02 04:15:51,10817,Considering Affected People Rights as a Human Rights in the Land Acquisition for Public Interests,show,7,archive,2019-05-02 04:15:51,,['K1'],TRUE,,,,,,paper,1st International Conference on Fundamental Rights,conference,,,,,,,,,,,,,,,,,,,,,
20,"[{'name': {'lineage': None, 'family': 'Ade', 'honourific': None, 'given': 'Arif Firmansyah'}}, {'name': {'given': 'Satriawan', 'lineage': None, 'family': 'Iwan', 'honourific': None}}]",disk0_bak/00/05/12/87,other,['FH3'],Kementerian Hukum dan HAM RI,"[{'security': 'public', 'placement': 1, 'eprintid': 51287, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 772281, 'fileid': 550871, 'mime_type': 'application/pdf', 'mtime': '2023-05-09 03:45:27', 'hash_type': 'MD5', 'hash': '7300d2623d81829d37ffffa73c8a4d9c', 'filename': '47. Sertifikat Hak Cipta Buku Dinamika Keterwakilan Perempuan Dalam Politik.pdf', 'objectid': 191056, 'uri': 'http://repository.lppm.unila.ac.id/id/file/550871'}], 'main': '47. Sertifikat Hak Cipta Buku Dinamika Keterwakilan Perempuan Dalam Politik.pdf', 'docid': 191056, 'uri': 'http://repository.lppm.unila.ac.id/id/document/191056', 'rev_number': 1, 'format': 'text', 'pos': 1}]",pub,http://repository.lppm.unila.ac.id/id/eprint/51287,public,2023-05-09 04:06:49,1153,2023-05-09 04:06:49,51287,Sertifikat Hak Cipta Nomor: EC00202038700 Buku Dinamika Keterwakilan Perempuan Dalam Politik,show,7,archive,2023-05-09 04:06:49,,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"[{'name': {'family': 'Ade', 'honourific': None, 'lineage': None, 'given': 'Arif Firmansyah'}}, {'name': {'family': 'Iwan', 'honourific': None, 'lineage': None, 'given': 'Satriawan'}}, {'name': {'given': 'Evendia', 'lineage': None, 'honourific': None, 'family': 'Malicia'}}]",disk0_bak/00/05/13/47,other,['FH3'],Universitas Lampung,"[{'docid': 248101, 'main': 'Ade Arif Firmansyah_Hukum_PDP - Final Report.pdf', 'files': [{'datasetid': 'document', 'filesize': 649011, 'fileid': 608317, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2023-05-10 03:41:57', 'hash': 'ce0fff562f5681ef6f9cb98081858477', 'filename': 'Ade Arif Firmansyah_Hukum_PDP - Final Report.pdf', 'objectid': 248101, 'uri': 'http://repository.lppm.unila.ac.id/id/file/608317'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/248101', 'rev_number': 1, 'eprintid': 51347, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf'}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/51347,public,2023-05-10 04:16:47,1153,2023-05-10 04:16:47,51347,Laporan Penelitian: Desain Peraturan Daerah Penyelenggaraan Irigasi Berbasis Hukum Pengayoman Untuk Mendukung Kebijakan Kedaulatan Pangan,show,7,archive,2023-05-10 04:16:47,,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[{'name': {'given': 'Arif Firmansyah', 'family': 'Ade', 'honourific': None, 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'M. Iwan', 'given': 'Satriawan'}}, {'name': {'family': 'Malicia', 'honourific': None, 'lineage': None, 'given': 'Evendia'}}]",disk0/00/01/55/85,conference_item,['FH3'],,"[{'security': 'public', 'placement': 1, 'eprintid': 15585, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/134291', 'objectid': 28709, 'filesize': 150380, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2019-11-05 05:43:31', 'filename': 'SHIELD-2019-Ade Arif Firmansyah - English.pdf', 'hash': '3f501d50c2ced3ed05b4973633dbdac3', 'fileid': 134291, 'mime_type': 'application/pdf'}], 'main': 'SHIELD-2019-Ade Arif Firmansyah - English.pdf', 'docid': 28709, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28709', 'format': 'text', 'pos': 1}]",inpress,http://repository.lppm.unila.ac.id/id/eprint/15585,public,2019-11-14 07:49:28,1153,2019-11-14 07:49:28,15585,LOCAL REGULATION DESIGN OF IRRIGATION BASED ON PENGAYOMAN LAW,show,7,archive,2019-11-14 07:49:28,,['K1'],FALSE,,,,,,paper,4th SHIELD Conference,conference,,,,,,,,,,,,,,,,,,,,,
23,"[{'name': {'lineage': None, 'family': 'Ade', 'honourific': None, 'given': 'Arif Firmansyah'}}, {'name': {'given': 'Satriawan', 'lineage': None, 'honourific': None, 'family': 'M. Iwan'}}, {'name': {'given': 'Evendia', 'honourific': None, 'family': 'Malicia', 'lineage': None}}]",disk0/00/02/14/34,conference_item,['FH3'],,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/34839', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 34839, 'uri': 'http://repository.lppm.unila.ac.id/id/file/199057', 'datasetid': 'document', 'filesize': 1425270, 'mime_type': 'application/pdf', 'fileid': 199057, 'filename': 'Prosiding Pengabdian Ade.pdf', 'hash': 'd894f3a0202d97c2003acc6e9aeee75f', 'hash_type': 'MD5', 'mtime': '2020-06-02 03:53:13'}], 'docid': 34839, 'main': 'Prosiding Pengabdian Ade.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 21434}]",pub,http://repository.lppm.unila.ac.id/id/eprint/21434,public,2020-06-02 05:01:40,1153,2020-06-02 05:01:40,21434,Sosialisasi Toleransi Antar Umat Beragama  Di Kalangan Siswa Smu 13 Bandar Lampung  Sebagai Upaya Pencegahan Paham Radikal Terorisme,show,7,archive,2020-06-02 05:01:40,,['K1'],FALSE,,,,,,paper,Seminar Hasil Pengabdian Kepada Masyarakat DIPA BLU Universitas Lampung Tahun 2019,conference,Hotel Emersia Bandar Lampung,14 November 2019,,,,,,,,,,,,,,,,,,,
24,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Ade', 'given': 'Arif Firmansyah'}}, {'name': {'family': 'Malicia', 'honourific': None, 'lineage': None, 'given': 'Evendia'}}]",disk0_bak/00/05/17/89,other,['FH3'],Pusaka Media,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/250407', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/613568', 'objectid': 250407, 'hash': '125b8f55ba8416d9c4a1a41ca3ce625d', 'filename': '.Buku NA_compressed.pdf', 'hash_type': 'MD5', 'mtime': '2023-05-17 15:53:18', 'mime_type': 'application/pdf', 'fileid': 613568, 'filesize': 1008406, 'datasetid': 'document'}], 'docid': 250407, 'main': '.Buku NA_compressed.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 51789}]",pub,http://repository.lppm.unila.ac.id/id/eprint/51789,public,2023-05-19 01:29:09,1229,2023-05-19 01:29:09,51789,Editor: Menyusun Naskah Akademik Peraturan Daerah,show,7,archive,2023-05-19 01:29:09,,['K1'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[{'name': {'given': 'Arif Firmansyah', 'lineage': None, 'honourific': None, 'family': 'Ade'}}, {'name': {'honourific': None, 'family': 'Malicia', 'lineage': None, 'given': 'Evendia'}}]",disk0/00/01/53/21,book,['FH3'],AURA PRESS,"[{'main': 'Buku Hukum Perundang-Undangan_compressed.pdf', 'docid': 28451, 'files': [{'objectid': 28451, 'uri': 'http://repository.lppm.unila.ac.id/id/file/131879', 'datasetid': 'document', 'filesize': 720592, 'mime_type': 'application/pdf', 'fileid': 131879, 'filename': 'Buku Hukum Perundang-Undangan_compressed.pdf', 'hash': '8d2b7d19b8ad30eab66562c423277b41', 'mtime': '2019-11-04 07:15:20', 'hash_type': 'MD5'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/28451', 'eprintid': 15321, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",pub,http://repository.lppm.unila.ac.id/id/eprint/15321,public,2019-11-04 07:50:06,1153,2019-11-04 07:50:06,15321,Hukum Perundang-Undangan,show,7,archive,2019-11-04 07:50:06,,['K1'],FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[{'name': {'given': 'Arif Firmansyah', 'honourific': None, 'family': 'Ade', 'lineage': None}}, {'name': {'given': 'Evendia', 'family': 'Malicia', 'honourific': None, 'lineage': None}}]",disk0/00/00/40/99,conference_item,['FH3'],,"[{'security': 'public', 'placement': 1, 'eprintid': 4099, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'fileid': 41692, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2017-10-23 08:32:11', 'hash': '866291022cf2f20629a2825c494b78d7', 'filename': 'Paper Semnas Anak.pdf', 'datasetid': 'document', 'filesize': 262102, 'objectid': 16975, 'uri': 'http://repository.lppm.unila.ac.id/id/file/41692'}], 'main': 'Paper Semnas Anak.pdf', 'docid': 16975, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/16975', 'format': 'text', 'pos': 1}]",unpub,http://repository.lppm.unila.ac.id/id/eprint/4099,public,2017-11-09 07:32:53,1153,2017-11-09 07:32:53,4099,KEWENANGAN PEMBENTUKAN PERATURAN DAERAH UNTUK PEMENUHAN HAK ANAK DALAM PERSPEKTIF ILMU PERUNDANG-UNDANGAN,show,7,archive,2017-11-09 07:32:53,,['K1'],FALSE,,,,,,paper,"Seminar Nasional ""Membangun Budaya Adil Gender dan Ramah Anak”",other,,,,,,,,,,,,,,,,,,,,,
