,ispublished,documents,publisher,full_text_status,uri,refereed,lastmod,userid,datestamp,publication,creators,issn,dir,type,divisions,title,rev_number,metadata_visibility,eprint_status,status_changed,subjects,abstract,eprintid,official_url,id_number,corp_creators,related_url,pagerange,pres_type,event_title,date_type,event_location,event_dates,event_type,number,volume,book_title,contributors,contact_email,succeeds,isbn,editors,pages,place_of_pub
10,pub,"[{'security': 'public', 'placement': 1, 'eprintid': 51088, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 190805, 'uri': 'http://repository.lppm.unila.ac.id/id/file/549310', 'mime_type': 'application/pdf', 'fileid': 549310, 'hash': 'ca22473d2a99d34490917e6dcb1a985c', 'filename': 'ilovepdf_merged (1).pdf', 'mtime': '2023-05-05 02:34:28', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 781496}], 'docid': 190805, 'main': 'ilovepdf_merged (1).pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/190805', 'format': 'text', 'pos': 1}]",Darmawacana,public,http://repository.lppm.unila.ac.id/id/eprint/51088,,2023-05-05 03:21:47,572,2023-05-05 03:21:47,,"[{'name': {'given': 'Dedy', 'honourific': None, 'family': 'Dedy Hermawan', 'lineage': None}, 'id': 'dedy.hermawan@fisip.unila.ac.id'}]",,disk0_bak/00/05/10/88,other,['FISIP2'],"Jurnal : EVALUASI FORMULASI KEBIJAKAN SMART VILLAGE
PROVINSI LAMPUNG",7,show,archive,2023-05-05 03:21:47,['H1'],,51088,,,,,,,,,,,,,,,,,,,,,
11,pub,,Jurusan Administrasi Negara,none,http://repository.lppm.unila.ac.id/id/eprint/50232,TRUE,2023-04-11 07:26:35,572,2023-04-11 07:26:35,"Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik","[{'id': 'dedy.hermawan@fisip.unila.ac.id', 'name': {'honourific': None, 'family': 'Dedy Hermawan', 'lineage': None, 'given': 'Dedy'}}]",2714-7673,disk0_bak/00/05/02/32,article,['FISIP2'],PARTISIPASI MASYARAKAT DALAM PROGRAM DESA/KELURAHAN TANGGUH BENCANA DI KELURAHAN KOTA KARANG,5,show,archive,2023-04-11 07:26:35,['H1'],,50232,,,,,,,,,,,,,,,,,,,,,
12,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 50238, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'objectid': 189937, 'uri': 'http://repository.lppm.unila.ac.id/id/file/542831', 'mime_type': 'application/pdf', 'fileid': 542831, 'filename': '13553.pdf', 'hash': '2db44fa33d90032918fada05cdb3a447', 'mtime': '2023-04-11 07:24:11', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 615035}], 'main': '13553.pdf', 'docid': 189937, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189937', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",Jurusan Administrasi Negara,public,http://repository.lppm.unila.ac.id/id/eprint/50238,TRUE,2023-04-11 07:37:51,572,2023-04-11 07:37:51,"Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik","[{'name': {'honourific': None, 'family': 'Dedy Hermawan', 'lineage': None, 'given': 'Dedy'}, 'id': 'dedy.hermawan@fisip.unila.ac.id'}]",2714-7673,disk0_bak/00/05/02/38,article,['FISIP2'],PARTISIPASI MASYARAKAT DALAM PROGRAM DESA/KELURAHAN TANGGUH BENCANA DI KELURAHAN KOTA KARANG,6,show,archive,2023-04-11 07:37:51,['H1'],,50238,,,,,,,,,,,,,,,,,,,,,
13,inpress,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30091', 'pos': 1, 'format': 'text', 'files': [{'objectid': 30091, 'uri': 'http://repository.lppm.unila.ac.id/id/file/144373', 'datasetid': 'document', 'filesize': 1537279, 'fileid': 144373, 'mime_type': 'application/pdf', 'mtime': '2019-11-18 08:23:00', 'hash_type': 'MD5', 'filename': 'Soft File Buku Referensi EFEKTIVITAS PENGELOLAAN PERUSAHAAN PUBLIK DI INDONESIA.pdf', 'hash': '9195bc4caed0cb8e1753d73842651a6d'}], 'docid': 30091, 'main': 'Soft File Buku Referensi EFEKTIVITAS PENGELOLAAN PERUSAHAAN PUBLIK DI INDONESIA.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 16999}]",Pusaka Media,public,http://repository.lppm.unila.ac.id/id/eprint/16999,TRUE,2019-11-18 08:32:08,63,2019-11-18 08:32:08,,"[{'name': {'lineage': None, 'family': 'Destalia', 'honourific': None, 'given': 'Mediya'}, 'id': None}, {'name': {'given': 'Devi', 'lineage': None, 'family': 'Yulianti', 'honourific': None}, 'id': 'devi.yulianti@fisip.unila.ac.id'}]",,disk0/00/01/69/99,book,['FISIP2'],EFEKTIVITAS PENGELOLAAN PERUSAHAAN PUBLIK DI INDONESIA,7,show,archive,2019-11-18 08:32:08,['H1'],,16999,,,,,,,,,,,,,,,,,,,,,
14,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 8126, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 144769, 'datasetid': 'document', 'mtime': '2018-06-28 05:20:41', 'hash_type': 'MD5', 'filename': 'Peningkatan Kapasitas Sasaran Pelaksana Program Persiapan Persalinan Dan Pencegahan Komplikasi (P4K) Dalam Pelaksanaan Strategi Untuk Megurangi Angka Kematian Ibu (AKI) Di Kecamatan Panjang Kota Bandarlampung.pdf', 'hash': '459702eb10c19d1d6ad0430a20619b81', 'fileid': 80992, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/80992', 'objectid': 21142}], 'main': 'Peningkatan Kapasitas Sasaran Pelaksana Program Persiapan Persalinan Dan Pencegahan Komplikasi (P4K) Dalam Pelaksanaan Strategi Untuk Megurangi Angka Kematian Ibu (AKI) Di Kecamatan Panjang Kota Bandarlampung.pdf', 'docid': 21142, 'uri': 'http://repository.lppm.unila.ac.id/id/document/21142', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",LPPM Unila,public,http://repository.lppm.unila.ac.id/id/eprint/8126,TRUE,2018-06-28 07:01:17,508,2018-06-28 07:01:17,Sakai Sembayan,"[{'id': 'devi.yulianti@fisip.unila.ac.id', 'name': {'given': 'Devi', 'honourific': None, 'family': 'Devi Yulianti', 'lineage': None}}, {'name': {'given': 'Dian', 'family': 'Dian Kagungan', 'honourific': None, 'lineage': None}, 'id': 'dian.kagungan@fisip.unila.ac.id'}]",2550-1089,disk0/00/00/81/26,article,['FISIP2'],PENINGKATAN KAPASITAS SASARAN PELAKSANA PROGRAM PERSIAPAN PERSALINAN DAN PENCEGAHAN KOMPLIKASI (P4K) DALAM PELAKSANAAN STRATEGI UNTUK MENGURANGI ANGKA KEMATIAN IBU (AKI) DI KECAMATAN PANJANG KOTA BANDAR LAMPUNG,6,show,archive,2018-06-28 07:01:17,['H1'],"Tujuan umum yang dicapai dalam kegiatan ini adalah untuk menyebarluaskan hasil-hasil penelitian/kajian kepada masyarakat sebagai bagian dari upaya utuk memberdayakan dan meningkatkan kesejahteraan masyarakat, membangun kerjasama dan kemitraan dengan masyarakat sebagai perwujudan dan pengembangan kompetensi sosial di kalangan para dosen. Sedangakan tujuan khususnya adalah meningkatkan kapasitas sasaran pelaksanaan P4K di Puskesmas Kecamatan Panjang Kota Bandar Lampung dalam mengurangi AKI. Pelaksanaan kegiatan menggunakan metode ceramah dan diskusi. khalayak sasaran kegiatan seminar tentang peningkatan kapasitas sasaran pelaksana untuk menjalankan P4K adalah penanggung jawab dan pengelola program KIA Provinsi dan Kabupaten/Kota, bidan koordinator, kepala puskesmas, dokter, perawat, bidan, kader, forum peduli KIA (forum P4K/ pokja posyandu, dll). Lokasi kegiatan pengabdian ini adalah di Puskesmas Kecamatan Panjang Kota Bandar Lampung. Hasil kegiatan pengabdian membawa peningkatan kemampuan dasar peserta. Peningkatan terendah sebesar 10% dan peningkatan tertinggi sebesar 20%. Rata-rata peningkatan adalah sebesar 14,8%. Berdasarkan hasil dan evaluasi pelaksanaan pengabdian kepada masyarakat dapat disimpulkan beberapa hal sebagai berikut: 1). Kemampuan peserta pelatihan pada aspek kognetif dan afektif mengalami peningkatan dengan rata-rata sebesar 14,8%., 2).Hasil evaluasi menunjukan peserta memiliki persepsi positif dan motivasi yang tinggi untuk menjalankan point penting dalam pelatihan untuk membenahi metode dan proses pelaksanaan strategi untuk mengurangi angka kematian ibu, 3).Peserta menghendaki adanya pelatihan lanjutan.",8126,,,,,,,,,,,,,,,,,,,,,
15,pub,"[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38926', 'formatdesc': 'Artikel', 'pos': 1, 'format': 'text', 'files': [{'hash': '523ab71619209ad3a1a3bbca023a12b3', 'filename': 'Administrativa Vol 2 No 2 Thn 2020.pdf', 'mtime': '2020-11-13 06:35:53', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 227501, 'filesize': 586624, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/227501', 'objectid': 38926}], 'docid': 38926, 'main': 'Administrativa Vol 2 No 2 Thn 2020.pdf', 'language': 'id', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 25139}, {'language': 'en', 'mime_type': 'application/pdf', 'placement': 2, 'security': 'public', 'eprintid': 25139, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/38927', 'pos': 2, 'format': 'text', 'files': [{'filesize': 586624, 'datasetid': 'document', 'filename': 'Administrativa Vol 2 No 2 Thn 2020.pdf', 'hash': '523ab71619209ad3a1a3bbca023a12b3', 'hash_type': 'MD5', 'mtime': '2020-11-13 06:43:35', 'mime_type': 'application/pdf', 'fileid': 227504, 'uri': 'http://repository.lppm.unila.ac.id/id/file/227504', 'objectid': 38927}], 'main': 'Administrativa Vol 2 No 2 Thn 2020.pdf', 'docid': 38927}]",Jurusan Administrasi Negara,public,http://repository.lppm.unila.ac.id/id/eprint/25139,TRUE,2020-11-16 01:23:00,436,2020-11-16 01:23:00,"Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik","[{'name': {'lineage': None, 'family': 'Ershanty', 'honourific': None, 'given': 'Devita'}, 'id': 'dev.ershanty@gmail.com'}, {'name': {'given': 'Bambang', 'lineage': None, 'honourific': None, 'family': 'Utoyo'}, 'id': 'bambang6263@gmail.com'}, {'id': 'symaarif@gmail.com', 'name': {'lineage': None, 'honourific': None, 'family': ""Ma'arif"", 'given': 'Syamsul'}}]",2714-7673,disk0/00/02/51/39,article,['FISIP2'],KEMITRAAN DINAS SOSIAL PROVINSI LAMPUNG DAN LEMBAGA KESEJAHTERAAN SOSIAL AMANAH BUNDA DALAM REHABILITASI SOSIAL PENYANDANG DISABILITAS,8,show,archive,2020-11-16 01:23:00,['JS'],"Lembaga swadaya masyarakat sebagai salah satu stakeholder dalam penyelenggaraan pelayanan publik dapat dijadikan mitra oleh pemerintah dalam upaya pembangunan manusia. Kemitraan antara pemerintah dan lembaga swadaya masyarakat dalam penyelenggaraan pelayanan publik diterapkan oleh Dinas Sosial Provinsi Lampung dan Lembaga Kesejahteraan Sosial Amanah Bunda dalam mengatasi permasalahan kesejahteraan sosial penyandang disabilitas melalui Program Rehabilitasi Sosial. Penelitian ini bertujuan untuk mengidentifikasi dan mengetahui proses dan pola kemitraan Dinas Sosial Provinsi Lampung dan Lembaga Kesejahteraan Sosial Amanah Bunda. Metode yang digunakan pada penelitian ini adalah tipe penelitian deskriptif dengan pendekatan kualitatif. Pengumpulan data dilakukan menggunakan teknik observasi, wawancara dan dokumentasi. Hasil dari penelitian ini menunjukkan bahwa proses kemitraan berjalan dengan cukup baik. Kemitraan yang ada telah menerapkan prinsip kemitraan yaitu kesetaraan, keterbukaan, dan saling menguntungan. Proses kemitraan ini menerapkan tahapan kemitraan secara urut dan terstruktur. Selanjutnya, pola kemitraan yang digunakan di dalam kemitraan ini adalah pola kemitraan linear collaborative of partnership. Pola kemitraan ini tidak membedakan besaran atau volume, legalitas, atau kekuatan para pihak yang bermitra, serta tujuan dan visi-misi kedua institusi lebih ditekankan di dalam menjalani kemitraan. Hal ini sesuai dengan yang terjadi antara kemitraan ini, dimana terdapat perbedaan peran namun tidak adanya dominasi kekuasaan. 
 
Kata Kunci: Kemitraan, Pemerintah, Lembaga Swadaya Masyarakat",25139,http://administrativa.fisip.unila.ac.id/index.php/1/,,,,185-199,,,published,,,,2.0,2.0,,,,,,,,
16,pub,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 28049, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42105', 'rev_number': 1, 'docid': 42105, 'main': 'The Implementation Model of Deliberative Democracy Based Public Sphere in the  RPTRA in North Jakarta_compressed.pdf', 'files': [{'mime_type': 'application/pdf', 'fileid': 249817, 'filename': 'The Implementation Model of Deliberative Democracy Based Public Sphere in the  RPTRA in North Jakarta_compressed.pdf', 'hash': '1bacbf530b9ffe80ee311696392d8d37', 'mtime': '2021-02-22 17:18:29', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 166397, 'objectid': 42105, 'uri': 'http://repository.lppm.unila.ac.id/id/file/249817'}]}]",Universitas Airlangga,public,http://repository.lppm.unila.ac.id/id/eprint/28049,TRUE,2021-02-23 02:13:10,2755,2021-02-23 02:13:10,,"[{'id': 'dodi.faedlulloh@fisip.unila.ac.id', 'name': {'given': 'Dodi', 'honourific': None, 'family': 'Faedlulloh', 'lineage': None}}]",,disk0/00/02/80/49,book_section,['FISIP2'],The Implementation Model of Deliberative Democracy Based Public Sphere in the Child Friendly Integrated Public Sphere (RPTRA) in North Jakarta,7,show,archive,2021-02-23 02:13:10,['H1'],"Provincial Government of DKI Jakarta is making efforts to
build public spheres to change the image of the city to a more humanized city by building a Child Friendly Integrated Public Sphere (RPTRA) as an effort to support Jakarta to be the City of Child Friendly. Although RPTRA is the result of a partnership between the government and the private sector, RPTRA development project remains a momentum to optimize and expand public spheres that are accessible and controlled directly by the public in DKI Jakarta. This research is aimed at mapping the implementation model of deliberative democracy
based RPTRA. The location of this research is RPTRA Sungai Bambu and RPTRA Sunter Jaya Berseri which are located in North Jakarta Administration City. The research method used in this research is qualitative research by collecting information and data through direct observation, in-depth interview, and documentation, and also using literature study approach. The result of this research is the antithesis of RPTRA's current policy implementation practice which still has not made deliberative democracy as the basis of the whole implementation process of RPTRA development. Therefore, community involvement becomes an important input which should be taken seriously by the government from planning, development, management, to evaluation of RPTRA.",28049,,,,,133 -142,,,published,,,,,,PROCEEDING IAPA INTERNATIONAL CONFERENCE 2017 UNIVERSITAS AIRLANGGA,"[{'name': {'lineage': None, 'family': 'Faedlulloh', 'honourific': None, 'given': 'Dodi'}, 'type': 'http://www.loc.gov/loc.terms/relators/AUT', 'id': 'dodi.faedlulloh@fisip.unila.ac.id'}]",,,,,,
17,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 31352, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/141672', 'rev_number': 1, 'main': 'Reformasi Pelayanan Kesehatan Primer Pada Puskesmas Rawat Inap Sukabumi Kota Bandal Lampung.pdf', 'docid': 141672, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/371434', 'objectid': 141672, 'mtime': '2021-05-30 04:47:35', 'hash_type': 'MD5', 'hash': 'a02f2a85b93ca461541fe2e262cee21c', 'filename': 'Reformasi Pelayanan Kesehatan Primer Pada Puskesmas Rawat Inap Sukabumi Kota Bandal Lampung.pdf', 'fileid': 371434, 'mime_type': 'application/pdf', 'filesize': 575942, 'datasetid': 'document'}]}]",Jurusan Administrasi Negara,public,http://repository.lppm.unila.ac.id/id/eprint/31352,TRUE,2021-05-30 15:30:23,63,2021-05-30 15:30:23,"Administrativa: Jurnal Birokrasi, Kebijakan dan Pelayanan Publik","[{'name': {'given': 'Pinos', 'lineage': None, 'family': 'Handrio', 'honourific': None}, 'id': None}, {'name': {'given': 'Bambang', 'honourific': None, 'family': 'Utoyo', 'lineage': None}, 'id': 'bambang6263@gmail.com'}, {'name': {'given': 'Devi', 'lineage': None, 'family': 'Yulianti', 'honourific': None}, 'id': 'devi.yulianti@fisip.unila.ac.id'}]",2714-7673,disk0/00/03/13/52,article,['FISIP2'],"REFORMASI PELAYANAN KESEHATAN PRIMER PADA PUSKEMAS RAWAT
INAP SUKABUMI KOTA BANDAR LAMPUNG",6,show,archive,2021-05-30 15:30:23,['H1'],"Reformasi birokrasi saat ini menjadi suatu kebutuhan bagi aparatur pemerintahan. Reformasi dilakukan sebagai
upaya yang berkelanjutan yang pada setiap proses atau tahapannya diharapkan mampu memberikan perubahan
atau perbaikan ke arah yang lebih baik. Dengan diterapkannya reformasi diharapkan mampu mewujudkan
penyelenggaraan pemerintahan yang baik serta mampu membawa perubahan pada penyelenggaraan pelayanan
publik yang mampu memenuhi kebutuhan masyarakat. Salah satu bentuk pelayanan yang diselenggarakan oleh
pemerintah ialah pemenuhan kebutuhan kesehatan masyarakat. Pelayanan kesehatan merupakan sebuah konsep
yang dilakukan pemerintah guna memberikan layanan kesehatan kepada masyarakat sebagai salah satu hak
mendasar yang wajib terpenuhi. Penelitian ini berfokus untuk melihat bagaimana reformasi pelayanan kesehatan
primer yang dilakukan oleh Puskemas rawat inap sukabumi. Metode penelitian yang digunakan yaitu deskriptif
dengan pendekatan kualitatif, pengumpulan data dilakukan dengan teknik observasi, dokumentasi dan
wawancara. Hasil penelitian menunjukkan bahwa dalam reformasi pelayanan yang dijalankan oleh Puskemas
rawat inap sukabumi belum menunjukkan hasil yang optimal dikarenakan dalam upaya peningkatan kualitas
pelayanan publik baik dari segi Evaluasi kinerja pelayanan, Pembenahan sistem prosedur pelayanan, dan
peningkatan sumber daya aparatur masih perlu dilakukan beberapa perbaikan.",31352,,,,,,,,,,,,,,,,,,,,,
18,pub,"[{'placement': 1, 'security': 'public', 'eprintid': 22902, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/210148', 'objectid': 36448, 'hash': '33ea437ea339a88d33fe79c043b503be', 'filename': 'Penelitian 5.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-30 06:01:56', 'mime_type': 'application/pdf', 'fileid': 210148, 'filesize': 1236458, 'datasetid': 'document'}], 'docid': 36448, 'main': 'Penelitian 5.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36448', 'rev_number': 1, 'pos': 1, 'format': 'text'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/22902,FALSE,2020-06-30 06:18:51,572,2020-06-30 06:18:51,KomunItas International Journal,"[{'id': 'hermawan.dedy@yahoo.com', 'name': {'given': 'Dedy', 'lineage': None, 'honourific': None, 'family': 'Hermawan'}}]",,disk0/00/02/29/02,article,['FISIP2'],Capitalism and Corporate In Lampung Local Politics,6,show,archive,2020-06-30 06:18:51,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,22902,,,,,,,,,,,,,,,,,,,,,
19,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 22900, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36447', 'rev_number': 1, 'docid': 36447, 'main': 'Penelitian 4.pdf', 'files': [{'objectid': 36447, 'uri': 'http://repository.lppm.unila.ac.id/id/file/210141', 'mime_type': 'application/pdf', 'fileid': 210141, 'filename': 'Penelitian 4.pdf', 'hash': 'cd3d92ad536d1975d40231d6a0ad6f79', 'mtime': '2020-06-30 05:59:45', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 1201947}]}]",,public,http://repository.lppm.unila.ac.id/id/eprint/22900,FALSE,2020-06-30 06:18:47,572,2020-06-30 06:18:47,"masyarakat, kebudayaan dan politik","[{'name': {'lineage': None, 'honourific': None, 'family': 'Hermawan', 'given': 'Dedy'}, 'id': 'hermawan.dedy@yahoo.com'}]",,disk0/00/02/29/00,article,['FISIP2'],Clientelism In Bandar Lampung's Mayor Election:2018: A Case study of Herman H.N and Yusuf Kohar as candidate pair,6,show,archive,2020-06-30 06:18:47,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,22900,,,,,,,,,,,,,,,,,,,,,
20,pub,"[{'files': [{'filesize': 1558624, 'datasetid': 'document', 'hash': '91ac7f6670bff6117a68a512596a76f6', 'filename': 'Penelitian 6.pdf', 'mtime': '2020-06-30 06:03:21', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 210154, 'uri': 'http://repository.lppm.unila.ac.id/id/file/210154', 'objectid': 36449}], 'docid': 36449, 'main': 'Penelitian 6.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36449', 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 22903, 'mime_type': 'application/pdf', 'language': 'en'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/22903,FALSE,2020-06-30 06:18:54,572,2020-06-30 06:18:54,Jurnal Politik Indonesia,"[{'id': 'hermawan.dedy@yahoo.com', 'name': {'family': 'Hermawan', 'honourific': None, 'lineage': None, 'given': 'Dedy'}}]",,disk0/00/02/29/03,article,['FISIP2'],Distribute Politics and Manipulative In Local Election.,6,show,archive,2020-06-30 06:18:54,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,22903,,,,,,,,,,,,,,,,,,,,,
21,pub,"[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36446', 'format': 'text', 'pos': 1, 'files': [{'fileid': 210135, 'mime_type': 'application/pdf', 'mtime': '2020-06-30 05:58:14', 'hash_type': 'MD5', 'hash': '605a425a0ff9885f720ff67c92d67da5', 'filename': 'Penelitian 3.pdf', 'datasetid': 'document', 'filesize': 1369213, 'objectid': 36446, 'uri': 'http://repository.lppm.unila.ac.id/id/file/210135'}], 'docid': 36446, 'main': 'Penelitian 3.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 22899}]",,public,http://repository.lppm.unila.ac.id/id/eprint/22899,FALSE,2020-06-30 06:18:44,572,2020-06-30 06:18:44,Jurnal Bina Praja,"[{'id': 'hermawan.dedy@yahoo.com', 'name': {'honourific': None, 'family': 'Hermawan', 'lineage': None, 'given': 'Dedy'}}]",,disk0/00/02/28/99,article,['FISIP2'],Evaluation of Local Government Innovation Program in Lampung Province.,6,show,archive,2020-06-30 06:18:44,['H1'],Hasil Review Teman Sejawat,22899,,,,,,,,,,,,,,,,,,,,,
22,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/36450', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 36450, 'uri': 'http://repository.lppm.unila.ac.id/id/file/210160', 'mime_type': 'application/pdf', 'fileid': 210160, 'hash': 'd7d3c5bf4c89384e86f5ee5efb33e3f8', 'filename': 'Penelitian 7.pdf', 'hash_type': 'MD5', 'mtime': '2020-06-30 06:04:50', 'datasetid': 'document', 'filesize': 1190005}], 'main': 'Penelitian 7.pdf', 'docid': 36450, 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 22904}]",,public,http://repository.lppm.unila.ac.id/id/eprint/22904,FALSE,2020-06-30 06:18:57,572,2020-06-30 06:18:57,Spirit Publik,"[{'name': {'given': 'Dedy', 'lineage': None, 'honourific': None, 'family': 'Hermawan'}, 'id': 'hermawan.dedy@yahoo.com'}]",,disk0/00/02/29/04,article,['FISIP2'],Kontroversi Implementasi Kebijakan Penenggalaman Kapal dalam Rangka Pemberantasan Illegal Fishing di Indonesia,6,show,archive,2020-06-30 06:18:57,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,22904,,,,,,,,,,,,,,,,,,,,,
23,unpub,"[{'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/210122', 'objectid': 36444, 'filesize': 1088287, 'datasetid': 'document', 'hash': '8dba86e9afaeac95040b3dc58f410ea3', 'filename': 'Penelitian 1.pdf', 'mtime': '2020-06-30 05:49:19', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 210122}], 'docid': 36444, 'main': 'Penelitian 1.pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/36444', 'rev_number': 1, 'pos': 1, 'format': 'text', 'placement': 1, 'security': 'public', 'eprintid': 22897, 'language': 'en', 'mime_type': 'application/pdf'}]",,public,http://repository.lppm.unila.ac.id/id/eprint/22897,FALSE,2020-06-30 06:18:36,572,2020-06-30 06:18:36,Universitas Terbuka,"[{'name': {'lineage': None, 'family': 'Hermawan', 'honourific': None, 'given': 'Dedy'}, 'id': 'hermawan.dedy@yahoo.com'}]",,disk0/00/02/28/97,article,['FISIP2'],Membangun Partisipasi Publik Berbasis Perilaku: Studi Kasus di Provinsi Lampung,7,show,archive,2020-06-30 06:18:36,['H1'],Hasil Review/Penilaian Sejawat,22897,,,,,,,,,,,,,,,,,,,,,
24,pub,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/36451', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 36451, 'uri': 'http://repository.lppm.unila.ac.id/id/file/210166', 'datasetid': 'document', 'filesize': 1270824, 'fileid': 210166, 'mime_type': 'application/pdf', 'mtime': '2020-06-30 06:06:36', 'hash_type': 'MD5', 'filename': 'Penelitian 8.pdf', 'hash': 'a0c1369d28946f3418b8cde67f6d7ab5'}], 'main': 'Penelitian 8.pdf', 'docid': 36451, 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 22905}]",,public,http://repository.lppm.unila.ac.id/id/eprint/22905,FALSE,2020-06-30 06:19:01,572,2020-06-30 06:19:01,Prosiding Semnas Teknologi Pertanian,"[{'name': {'given': 'Dedy', 'lineage': None, 'family': 'Hermawan', 'honourific': None}, 'id': 'hermawan.dedy@yahoo.com'}]",,disk0/00/02/29/05,article,['FISIP2'],Partisipasi Berbasis Perilaku dalam Pengelolaan Program Partisipatif di Provinsi Lampung,6,show,archive,2020-06-30 06:19:01,['H1'],Hasil Penilaian Sejawat Sebidang atau Peer Review,22905,,,,,,,,,,,,,,,,,,,,,
25,pub,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 22898, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/36445', 'docid': 36445, 'main': 'Penelitian 2.pdf', 'files': [{'filesize': 1361060, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2020-06-30 05:54:58', 'hash': '0186a4109be92af14072eac0a39e15e3', 'filename': 'Penelitian 2.pdf', 'fileid': 210129, 'mime_type': 'application/pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/file/210129', 'objectid': 36445}]}]",,public,http://repository.lppm.unila.ac.id/id/eprint/22898,FALSE,2020-06-30 06:18:40,572,2020-06-30 06:18:40,"International Journal of Business, Economics and Law","[{'id': 'hermawan.dedy@yahoo.com', 'name': {'given': 'Dedy', 'honourific': None, 'family': 'Hermawan', 'lineage': None}}]",,disk0/00/02/28/98,article,['FISIP2'],Public Policy Analysis Of Regional Tax Regulation In Energy And Mineral Resources Based On Local Government Concurrent Affairs.,6,show,archive,2020-06-30 06:18:40,['H1'],Hasil Review Teman Sejawat,22898,,,,,,,,,,,,,,,,,,,,,
