,title,rev_number,metadata_visibility,status_changed,eprint_status,subjects,abstract,eprintid,ispublished,publisher,documents,full_text_status,uri,lastmod,userid,datestamp,creators,dir,type,divisions,refereed,issn,publication,corp_creators,pres_type,event_location,event_title,event_dates,event_type,number,pagerange,date_type,volume,official_url,id_number,succeeds,related_url,contributors,referencetext,keywords,place_of_pub,funders,projects
99,Peer Review Morphological Identification of Mycorrhizal Fungi Isolated from Native Orchid in Indonesia,7,show,2022-09-05 01:28:01,archive,['QK'],,44722,pub,Hashemite University,"[{'eprintid': 44722, 'placement': 1, 'security': 'public', 'mime_type': 'application/pdf', 'language': 'en', 'main': '2.pdf', 'docid': 166597, 'files': [{'mime_type': 'application/pdf', 'fileid': 482969, 'hash': 'c92a4693d79e43cd1ca0eb4bb6b03e1b', 'filename': '2.pdf', 'mtime': '2022-09-04 12:32:47', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 483082, 'objectid': 166597, 'uri': 'http://repository.lppm.unila.ac.id/id/file/482969'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166597'}]",public,http://repository.lppm.unila.ac.id/id/eprint/44722,2022-09-05 01:28:01,1126,2022-09-05 01:28:01,"[{'name': {'given': 'Mahfut', 'lineage': None, 'honourific': None, 'family': 'Mahfut'}, 'id': 'mahfut.mipa@fmipa.unila.ac.id'}]",disk0/00/04/47/22,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
100,"Peer Review Pengaruh Pemberian Air Kelapa (Cocos nucifera L.) dan Atonik Terhadap Pertumbuhan Tanaman Cabai Merah Besar   
(Capsicum annuum L.)",7,show,2022-09-05 01:28:26,archive,['QK'],,44731,pub,LPPM Universitas Khairun,"[{'eprintid': 44731, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf', 'main': '13.pdf', 'docid': 166606, 'files': [{'datasetid': 'document', 'filesize': 500432, 'mime_type': 'application/pdf', 'fileid': 483032, 'hash': '41e465da72626fe951683e5c4b35be96', 'filename': '13.pdf', 'hash_type': 'MD5', 'mtime': '2022-09-04 13:21:40', 'objectid': 166606, 'uri': 'http://repository.lppm.unila.ac.id/id/file/483032'}], 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166606', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/44731,2022-09-05 01:28:26,1126,2022-09-05 01:28:26,"[{'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'given': 'Mahfut', 'lineage': None, 'family': 'Mahfut', 'honourific': None}}]",disk0/00/04/47/31,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
101,Peer Review Physiological Analysis of Orchid Chlorophyll Against Odontoglossum  ringspot virus Infection,8,show,2022-09-05 01:27:58,archive,['QK'],,44721,pub,Hashemite University,"[{'main': '1.pdf', 'docid': 166596, 'files': [{'objectid': 166596, 'uri': 'http://repository.lppm.unila.ac.id/id/file/482961', 'mime_type': 'application/pdf', 'fileid': 482961, 'filename': '1.pdf', 'hash': '7ad245b8c812f29fb34cab83e748d417', 'hash_type': 'MD5', 'mtime': '2022-09-04 12:23:45', 'datasetid': 'document', 'filesize': 470835}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166596', 'rev_number': 1, 'eprintid': 44721, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/44721,2022-09-05 01:27:58,1126,2022-09-05 01:27:58,"[{'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'family': 'Mahfut', 'honourific': None, 'lineage': None, 'given': 'Mahfut'}}]",disk0/00/04/47/21,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
102,"Peer Review Plant-Virus Interaction on Orchids Infected Odontoglossum ringspot virus (ORSV) in Bogor Botanical Garden, Indonesia",7,show,2022-09-05 01:28:47,archive,['QK'],,44739,pub,IOP Publishing Ltd.,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 44739, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166614', 'docid': 166614, 'main': '27.pdf', 'files': [{'objectid': 166614, 'uri': 'http://repository.lppm.unila.ac.id/id/file/483088', 'mime_type': 'application/pdf', 'fileid': 483088, 'hash': 'dd62a43c59341b29920d1272067251c6', 'filename': '27.pdf', 'mtime': '2022-09-04 13:43:57', 'hash_type': 'MD5', 'datasetid': 'document', 'filesize': 576227}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/44739,2022-09-05 01:28:47,1126,2022-09-05 01:28:47,"[{'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'given': 'Mahfut', 'family': 'Mahfut', 'honourific': None, 'lineage': None}}]",disk0/00/04/47/39,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
103,Peer Review Polyploidy Induction of Rutaceae through Bio-catharanthine Treatment,7,show,2022-09-05 01:28:19,archive,['QK'],,44729,pub,Universitas Islam Negeri Mataram,"[{'docid': 166604, 'main': '10.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/483018', 'objectid': 166604, 'filesize': 539509, 'datasetid': 'document', 'hash_type': 'MD5', 'mtime': '2022-09-04 13:13:07', 'hash': 'e89e113c56d117a3f6a3329e41a285fb', 'filename': '10.pdf', 'fileid': 483018, 'mime_type': 'application/pdf'}], 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166604', 'eprintid': 44729, 'security': 'public', 'placement': 1, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/44729,2022-09-05 01:28:19,1126,2022-09-05 01:28:19,"[{'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'family': 'Mahfut', 'honourific': None, 'lineage': None, 'given': 'Mahfut'}}]",disk0/00/04/47/29,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
104,Peer Review Potensi dan Analisa Biaya Penyediaan Bibit Tebu (Saccharum officinarum L.) Unggul Secara In Vitro di PT. Gunung Madu Plantations,7,show,2022-09-06 01:26:31,archive,['QK'],,44788,pub,"Prodi Tadris Biologi, Fakultas Ilmu Tarbiyah dan Keguruan, UIN Sumatera Utara","[{'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166677', 'pos': 1, 'format': 'text', 'files': [{'datasetid': 'document', 'filesize': 547194, 'fileid': 483539, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-09-05 13:23:39', 'hash': '472c36452bdc32b474d5edcad29d08b9', 'filename': '012.pdf', 'objectid': 166677, 'uri': 'http://repository.lppm.unila.ac.id/id/file/483539'}], 'docid': 166677, 'main': '012.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 44788}]",public,http://repository.lppm.unila.ac.id/id/eprint/44788,2022-09-06 01:26:31,1126,2022-09-06 01:26:31,"[{'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Mahfut', 'lineage': None, 'given': 'Mahfut'}}]",disk0/00/04/47/88,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
105,Peer Review Seleksi Ketahanan Anggrek Terhadap Odontoglossum ringspot virus (ORSV),7,show,2022-09-06 01:26:21,archive,['QK'],,44784,pub,"Fakultas Sains dan Teknologi, Universitas Islam Negeri Alauddin Makassar","[{'placement': 1, 'security': 'public', 'eprintid': 44784, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'datasetid': 'document', 'filesize': 617917, 'mime_type': 'application/pdf', 'fileid': 483510, 'hash': '65f6d67e284159d6beda7815c84c9643', 'filename': '018.pdf', 'hash_type': 'MD5', 'mtime': '2022-09-05 13:10:36', 'objectid': 166673, 'uri': 'http://repository.lppm.unila.ac.id/id/file/483510'}], 'main': '018.pdf', 'docid': 166673, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166673', 'pos': 1, 'format': 'text'}]",public,http://repository.lppm.unila.ac.id/id/eprint/44784,2022-09-06 01:26:21,1126,2022-09-06 01:26:21,"[{'name': {'given': 'Mahfut', 'lineage': None, 'honourific': None, 'family': 'Mahfut'}, 'id': 'mahfut.mipa@fmipa.unila.ac.id'}]",disk0/00/04/47/84,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
106,Peer Review Study of Orchid Resistance from Ceratorhiza sp. Induction Against ORSV Infection Based on Root Anatomy Character,7,show,2022-09-06 01:26:23,archive,['QK'],,44785,pub,Lembaga Penerbitan Universitas Esa Unggul,"[{'language': 'en', 'mime_type': 'application/pdf', 'security': 'public', 'placement': 1, 'eprintid': 44785, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166674', 'format': 'text', 'pos': 1, 'files': [{'objectid': 166674, 'uri': 'http://repository.lppm.unila.ac.id/id/file/483517', 'datasetid': 'document', 'filesize': 610898, 'mime_type': 'application/pdf', 'fileid': 483517, 'hash': '39ce23287c42f64f626e53898f235c24', 'filename': '016.pdf', 'hash_type': 'MD5', 'mtime': '2022-09-05 13:14:15'}], 'main': '016.pdf', 'docid': 166674}]",public,http://repository.lppm.unila.ac.id/id/eprint/44785,2022-09-06 01:26:23,1126,2022-09-06 01:26:23,"[{'name': {'family': 'Mahfut', 'honourific': None, 'lineage': None, 'given': 'Mahfut'}, 'id': 'mahfut.mipa@fmipa.unila.ac.id'}]",disk0/00/04/47/85,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
107,Peer Review Study of orchid resistance induced by Ceratorhiza sp. against ORSV infection based on peroxidase activity,7,show,2022-09-06 01:26:19,archive,['QK'],,44783,pub,"Jurusan Biologi, Fakultas MIPA, Universitas Negeri Padang","[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 44783, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166672', 'rev_number': 1, 'docid': 166672, 'main': '019.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/483503', 'objectid': 166672, 'filesize': 588041, 'datasetid': 'document', 'hash': '19dd96715956bdfc73f653def23aa376', 'filename': '019.pdf', 'mtime': '2022-09-05 13:07:15', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 483503}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/44783,2022-09-06 01:26:19,1126,2022-09-06 01:26:19,"[{'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Mahfut', 'lineage': None, 'given': 'Mahfut'}}]",disk0/00/04/47/83,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
108,Peer Review Variasi Respon Anggrek Hasil Induksi Rhizoctonia Terhadap Infeksi Odontoglossum ringspot virus (ORSV),7,show,2022-09-05 01:28:22,archive,['QK'],,44730,pub,"Technobiology Department, Universitas Atma Jaya Yogyakarta","[{'eprintid': 44730, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': '11.pdf', 'docid': 166605, 'files': [{'datasetid': 'document', 'filesize': 544630, 'fileid': 483025, 'mime_type': 'application/pdf', 'mtime': '2022-09-04 13:18:43', 'hash_type': 'MD5', 'hash': '5a7d1b1abc4e824d2eb24adf0f6884e0', 'filename': '11.pdf', 'objectid': 166605, 'uri': 'http://repository.lppm.unila.ac.id/id/file/483025'}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166605', 'rev_number': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/44730,2022-09-05 01:28:22,1126,2022-09-05 01:28:22,"[{'name': {'honourific': None, 'family': 'Mahfut', 'lineage': None, 'given': 'Mahfut'}, 'id': 'mahfut.mipa@fmipa.unila.ac.id'}]",disk0/00/04/47/30,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
109,Peer Review Variation Symptoms and Resistance Response of Different Types on Orchids (Orchidaceae) Against Odontoglossum ringspot virus (ORSV) Infection,7,show,2022-09-05 01:28:17,archive,['QK'],,44728,pub,"The Institute for Research and Community Services (LPPM), University of Lampung","[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 44728, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166603', 'docid': 166603, 'main': '8.pdf', 'files': [{'mtime': '2022-09-04 13:08:05', 'hash_type': 'MD5', 'hash': '6dbe9eb9de3d24538b1a54d22fb8269f', 'filename': '8.pdf', 'fileid': 483011, 'mime_type': 'application/pdf', 'filesize': 533998, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/483011', 'objectid': 166603}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/44728,2022-09-05 01:28:17,1126,2022-09-05 01:28:17,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Mahfut', 'given': 'Mahfut'}, 'id': 'mahfut.mipa@fmipa.unila.ac.id'}]",disk0/00/04/47/28,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
110,"PeerReview Analisis Kandungan Karbohidrat Pada Planlet Buncis 
                                      (Phaseolus vulgaris L.) Secara In Vitro Hasil Induksi Kalium Dalam Cekaman Kekeringan",7,show,2022-09-05 01:28:30,archive,['QK'],,44734,pub,"Jurusan Kimia, Fakultas MIPA, Universitas Lampung","[{'main': '22.pdf', 'docid': 166609, 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/483053', 'objectid': 166609, 'hash': 'd7eda081fc7457458bb0d5535fd27277', 'filename': '22.pdf', 'mtime': '2022-09-04 13:30:12', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 483053, 'filesize': 502461, 'datasetid': 'document'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166609', 'eprintid': 44734, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",public,http://repository.lppm.unila.ac.id/id/eprint/44734,2022-09-05 01:28:30,1126,2022-09-05 01:28:30,"[{'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Mahfut', 'lineage': None, 'given': 'Mahfut'}}]",disk0/00/04/47/34,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
111,Siliarity Check Effectiveness Test of Orchid Mycorrhizal Isolate (Ceratorhiza and Trichoderma) Indonesia and Its Role as a Biofertilizer: Critical Overview | Chapter 14 | Current Research Trends in Biological Science Vol. 1,7,show,2022-09-19 01:20:18,archive,['QK'],,45000,pub,Book Publisher International,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 45000, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166923', 'main': '35.pdf.pdf', 'docid': 166923, 'files': [{'objectid': 166923, 'uri': 'http://repository.lppm.unila.ac.id/id/file/485213', 'datasetid': 'document', 'filesize': 5999502, 'mime_type': 'application/pdf', 'fileid': 485213, 'filename': '35.pdf.pdf', 'hash': '19b85ae1848e581a3f4aa958af6ed3c9', 'hash_type': 'MD5', 'mtime': '2022-09-18 15:42:31'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/45000,2022-09-19 01:20:18,1126,2022-09-19 01:20:18,"[{'name': {'honourific': None, 'family': 'Mahfut', 'lineage': None, 'given': 'Mahfut'}, 'id': 'mahfut.mipa@fmipa.unila.ac.id'}]",disk0/00/04/50/00,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
112,Similarity Check Germination Process of Bud Chips of 3 Commercial Sugarcane (Saccharum officinarum L.) Varieties at PT Gunung Madu Plantations,7,show,2022-09-19 01:19:53,archive,['QK'],,44990,pub,Lembaga Penerbitan Universitas Esa Unggul,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 44990, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166914', 'docid': 166914, 'main': '08.pdf.pdf', 'files': [{'objectid': 166914, 'uri': 'http://repository.lppm.unila.ac.id/id/file/485147', 'datasetid': 'document', 'filesize': 216621, 'fileid': 485147, 'mime_type': 'application/pdf', 'mtime': '2022-09-18 14:57:38', 'hash_type': 'MD5', 'filename': '08.pdf.pdf', 'hash': 'cf2ba6747b79cc3d06dbc339b16b1593'}]}]",public,http://repository.lppm.unila.ac.id/id/eprint/44990,2022-09-19 01:19:53,1126,2022-09-19 01:19:53,"[{'name': {'lineage': None, 'honourific': None, 'family': 'Mahfut', 'given': 'Mahfut'}, 'id': 'mahfut.mipa@fmipa.unila.ac.id'}]",disk0/00/04/49/90,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
113,Similarity Check Seleksi Ketahanan Anggrek Terhadap Odontoglossum ringspot virus (ORSV),7,show,2022-09-19 01:20:08,archive,['QK'],,44996,pub,"Fakultas Sains dan Teknologi, Universitas Islam Negeri Alauddin Makassar","[{'security': 'public', 'placement': 1, 'eprintid': 44996, 'mime_type': 'application/pdf', 'language': 'en', 'files': [{'datasetid': 'document', 'filesize': 465013, 'fileid': 485185, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-09-18 15:24:43', 'filename': '18.pdf.pdf', 'hash': '0f453d7e4f0227a374fb5e1790552930', 'objectid': 166919, 'uri': 'http://repository.lppm.unila.ac.id/id/file/485185'}], 'main': '18.pdf.pdf', 'docid': 166919, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166919', 'format': 'text', 'pos': 1}]",public,http://repository.lppm.unila.ac.id/id/eprint/44996,2022-09-19 01:20:08,1126,2022-09-19 01:20:08,"[{'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Mahfut', 'given': 'Mahfut'}}]",disk0/00/04/49/96,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
114,Similiarity Check Analisis Kandungan Karbohidrat Pada Planlet Buncis (Phaseolus  vulgaris L.) Secara In Vitro Hasil Induksi Kalium Dalam Cekaman   Kekeringan,7,show,2022-09-19 01:20:43,archive,['QK'],,45010,pub,"Jurusan Kimia, Fakultas MIPA, Universitas Lampung","[{'files': [{'objectid': 166933, 'uri': 'http://repository.lppm.unila.ac.id/id/file/485283', 'datasetid': 'document', 'filesize': 324511, 'mime_type': 'application/pdf', 'fileid': 485283, 'hash': '7bd66e726b5311ea2212df8867e73a3a', 'filename': '01.pdf(1).pdf', 'mtime': '2022-09-18 16:32:21', 'hash_type': 'MD5'}], 'docid': 166933, 'main': '01.pdf(1).pdf', 'uri': 'http://repository.lppm.unila.ac.id/id/document/166933', 'rev_number': 1, 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 45010, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/45010,2022-09-19 01:20:43,1126,2022-09-19 01:20:43,"[{'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'given': 'Mahfut', 'lineage': None, 'honourific': None, 'family': 'Mahfut'}}]",disk0/00/04/50/10,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
115,Similiarity Check Analysis Of Organoleptic And Coliform Value In Fresh Mackerel (Rastrelliger Sp.) Fish In Tpi Sorong City,7,show,2022-09-19 01:20:00,archive,['QK'],,44993,pub,IOP Publishing Ltd.,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/166916', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'datasetid': 'document', 'filesize': 604165, 'fileid': 485164, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2022-09-18 15:10:57', 'filename': '36.pdf.pdf', 'hash': '163c42f521da2e970d08abc16ebd2bee', 'objectid': 166916, 'uri': 'http://repository.lppm.unila.ac.id/id/file/485164'}], 'docid': 166916, 'main': '36.pdf.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 44993}]",public,http://repository.lppm.unila.ac.id/id/eprint/44993,2022-09-19 01:20:00,1126,2022-09-19 01:20:00,"[{'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'honourific': None, 'family': 'Mahfut', 'lineage': None, 'given': 'Mahfut'}}]",disk0/00/04/49/93,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
116,Similiarity Check Efek Induksi Rhizoctonia pada Ketebalan Daun Anggrek yang diinfeksi Odontoglossum ringspot virus (ORSV),7,show,2022-09-19 01:20:14,archive,['QK'],,44999,pub,"Technobiology Department, Universitas Atma Jaya Yogyakarta","[{'files': [{'mtime': '2022-09-18 15:37:40', 'hash_type': 'MD5', 'hash': '1875c366532363a330cad4da848a1ebd', 'filename': '15.pdf.pdf', 'fileid': 485206, 'mime_type': 'application/pdf', 'filesize': 628967, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/485206', 'objectid': 166922}], 'docid': 166922, 'main': '15.pdf.pdf', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/166922', 'format': 'text', 'pos': 1, 'security': 'public', 'placement': 1, 'eprintid': 44999, 'mime_type': 'application/pdf', 'language': 'en'}]",public,http://repository.lppm.unila.ac.id/id/eprint/44999,2022-09-19 01:20:14,1126,2022-09-19 01:20:14,"[{'id': 'mahfut.mipa@fmipa.unila.ac.id', 'name': {'lineage': None, 'family': 'Mahfut', 'honourific': None, 'given': 'Mahfut'}}]",disk0/00/04/49/99,other,['FMIPA2'],,,,,,,,,,,,,,,,,,,,,,,
