,lastmod,userid,datestamp,pagerange,number,ispublished,publisher,documents,uri,full_text_status,refereed,type,divisions,publication,issn,creators,dir,date,eprint_status,status_changed,subjects,abstract,title,official_url,rev_number,volume,metadata_visibility,eprintid,date_type,place_of_pub,id_number,patent_applicant,succeeds,pres_type,event_location,event_title,event_dates,event_type,contact_email,pages,corp_creators,related_url,referencetext,monograph_type,institution,department,contributors
10,2020-08-24 02:08:42,725,2020-08-24 02:08:42,,,pub,,"[{'placement': 1, 'security': 'public', 'eprintid': 23679, 'language': 'en', 'mime_type': 'application/pdf', 'files': [{'filesize': 772685, 'datasetid': 'document', 'hash': '2056cde8f1299d72987f20227350614d', 'filename': 'XHKI_18_Buku Digital_2020 - Sertifikat.pdf', 'hash_type': 'MD5', 'mtime': '2020-08-24 02:04:20', 'mime_type': 'application/pdf', 'fileid': 216186, 'uri': 'http://repository.lppm.unila.ac.id/id/file/216186', 'objectid': 37309}], 'main': 'XHKI_18_Buku Digital_2020 - Sertifikat.pdf', 'docid': 37309, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/37309', 'pos': 1, 'format': 'text'}]",http://repository.lppm.unila.ac.id/id/eprint/23679,public,,patent,['FMIPA3'],,,"[{'name': {'given': 'AS', 'honourific': None, 'family': 'Admi Syarif', 'lineage': None}, 'id': 'admi_syarif@yahoo.com'}, {'name': {'honourific': None, 'family': 'Aristoteles', 'lineage': None, 'given': 'Aristoteles'}, 'id': 'aristoteles.1981@fmipa.unila.ac.id'}, {'id': 'muhammad_sukirlan@yahoo.co.id', 'name': {'family': 'Sukirlan', 'honourific': None, 'lineage': None, 'given': 'Muhammad'}}, {'name': {'lineage': None, 'family': 'Robby Nurman', 'honourific': None, 'given': 'HW'}, 'id': None}]",disk0/00/02/36/79,2020-02-13 00:00:00.000000000,archive,2020-08-24 02:08:42,['T201'],,"Aplikasi Buku Digital Unit Pelayanan Teknis Bahasa Universitas
Lampung",,7,,show,23679,published,,EC00202006170,"Dr. Eng. Hi. Admi Syarif, Aristoteles, S.Si., M.Si., , dkk",,,,,,,,,,,,,,,
11,2021-04-01 01:46:52,725,2021-04-01 01:46:52,,,pub,Jurusan Ilmu Komputer Universitas Lampung,"[{'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 28365, 'placement': 1, 'security': 'public', 'pos': 1, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/42883', 'rev_number': 1, 'main': '10. komp20_nilai.pdf', 'docid': 42883, 'files': [{'objectid': 42883, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255525', 'datasetid': 'document', 'filesize': 2442757, 'mime_type': 'application/pdf', 'fileid': 255525, 'filename': '10. komp20_nilai.pdf', 'hash': '17564b9bf4f0335ee697aaa46173e000', 'hash_type': 'MD5', 'mtime': '2021-03-31 19:48:36'}]}]",http://repository.lppm.unila.ac.id/id/eprint/28365,public,,other,['FMIPA3'],,,"[{'id': 'admi_syarif@yahoo.com', 'name': {'given': 'AS', 'honourific': None, 'family': 'Admi Syarif', 'lineage': None}}, {'id': None, 'name': {'given': 'Akbar', 'lineage': None, 'family': 'Rismawan Tanjung', 'honourific': None}}, {'name': {'honourific': None, 'family': 'Andrian', 'lineage': None, 'given': 'Rico'}, 'id': 'rico.andrian@fmipa.unila.ac.id'}, {'name': {'given': 'Rosi', 'honourific': None, 'family': 'Favorisen R. Lumbanraja', 'lineage': None}, 'id': 'favorisen.lumbanraja@unila.ac.id'}]",disk0/00/02/83/65,2020-10-01 00:00:00.000000000,archive,2021-04-01 01:46:52,['T1'],"Tapis Fabric is a traditional clothing of the people of Lampung in the form of a shawl cloth or a sarong made of woven cotton thread with various motifs and ornaments, silver thread or gold thread by embroidered or punched. The pattern of filter cloth is quite complex, unlike the pattern of fabric in general, with its own uniqueness that has become the culture of Lampung society until now. This filter cloth will be investigated by identifying the three types of filter cloth, namely Sasab, Bintang Perak and Gunung Beradu and see the results of its identification. The method used to identify is by combining the Gabor Filter feature extraction method which has frequency and orientation parameters and Probability Neural Network classification methods. Previously, the combination of these two methods was used to identify objects with simple patterns. The results are quite good, such as detecting faces, leaf patterns, and other simple patterns. This research is expected to get maximum identification results on the filter cloth even though it has a pattern that is not simple and will be used as a research report to determine the suitability of the method used for the filter object.",Peer Review: Implementasi Metode Ekstraksi Fitur Gabor Filter dan Probablity Neural Network (PNN) untuk Identifikasi Kain Tapis Lampung,https://jurnal.fmipa.unila.ac.id/komputasi/article/view/2641,7,,show,28365,,,DOI: 10.23960%2Fkomputasi.v8i2.2641,,,,,,,,,,,,,,,,
12,2021-04-01 01:47:15,725,2021-04-01 01:47:15,,,pub,IOP Publishing,"[{'format': 'text', 'pos': 1, 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/42890', 'main': '17. iop19k_nilai.pdf', 'docid': 42890, 'files': [{'objectid': 42890, 'uri': 'http://repository.lppm.unila.ac.id/id/file/255546', 'datasetid': 'document', 'filesize': 2577325, 'fileid': 255546, 'mime_type': 'application/pdf', 'hash_type': 'MD5', 'mtime': '2021-03-31 19:53:16', 'hash': 'b384fc275aa5d671375b23160ddcb86c', 'filename': '17. iop19k_nilai.pdf'}], 'mime_type': 'application/pdf', 'language': 'en', 'eprintid': 28372, 'security': 'public', 'placement': 1}]",http://repository.lppm.unila.ac.id/id/eprint/28372,public,,other,['FMIPA3'],,,"[{'id': 'admi_syarif@yahoo.com', 'name': {'family': 'Admi Syarif', 'honourific': None, 'lineage': None, 'given': 'AS'}}, {'id': 'wamiliana@gmail.com', 'name': {'honourific': None, 'family': 'Wamiliana', 'lineage': None, 'given': 'Wamiliana'}}, {'name': {'given': 'Rosi', 'lineage': None, 'family': 'Favorisen R. Lumbanraja', 'honourific': None}, 'id': 'favorisen.lumbanraja@unila.ac.id'}, {'name': {'lineage': None, 'honourific': None, 'family': 'Gen', 'given': 'Mitsuo'}, 'id': 'mitsuogen@gmail.com'}]",disk0/00/02/83/72,2020-06-01 00:00:00.000000000,archive,2021-04-01 01:47:15,['T1'],"The scheduling problem is known as one of the well-known optimization problems. It occurs in many situations of our daily-life applications, especially in industrial fields. One class of scheduling problems is called Flow Shop Scheduling Problem (FSSP). It belongs to the class of NP-complete problem. During the last decades, researches on exploring more accurate and efficient heuristic methods to solve hard optimization problems have taken considerable attention of researchers. Among them, GA has been one of the powerful and widely used algorithms. In this paper, we present two GA approaches to solve FSSP. Our main objective is to investigate the effectiveness and the efficiency of GA based on different variations of the chromosome representation, referred to as the job-based GA (jb-GA) and machine-based GA (mb-GA). We conducted numerical experiments using standard test problems (Benchmark test problems). We also compare the results with those given by another heuristic algorithm (NBH Algorithm) and the optimal solutions reported in the literature. Those demonstrate the jb-GA is more effective and efficient almost all of the time. The current limitation of this approach, like many other heuristic methods, is that it still sometimes gives the near-optimal solutions.",Peer Review: Study on genetic algorithm (GA) approaches for solving Flow Shop Scheduling Problem (FSSP),https://doi.org/10.1088/1757-899X/857/1/012009,7,,show,28372,,,DOI: 10.1088/1757-899X/857/1/012009,,,,,,,,,,,,,,,,
13,2023-03-31 00:49:35,1199,2023-03-31 00:49:35,,1.0,pub,Department of Information Systems - Faculty of Science and Technology - Universitas Pesantren Tinggi Darul Ulum,"[{'mime_type': 'application/pdf', 'language': 'en', 'content': 'published', 'eprintid': 49467, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'formatdesc': 'Artikel', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189090', 'docid': 189090, 'main': 'meizano-jurnal-2020-Butterfly identification using glcm and knn.pdf', 'files': [{'filesize': 1423822, 'datasetid': 'document', 'filename': 'meizano-jurnal-2020-Butterfly identification using glcm and knn.pdf', 'hash': '1334885166fc4130c5314c4a3787a1d1', 'mtime': '2023-03-30 21:00:30', 'hash_type': 'MD5', 'mime_type': 'application/pdf', 'fileid': 536800, 'uri': 'http://repository.lppm.unila.ac.id/id/file/536800', 'objectid': 189090}]}, {'language': 'en', 'mime_type': 'application/pdf', 'content': 'other', 'eprintid': 49467, 'placement': 2, 'security': 'public', 'pos': 2, 'format': 'text', 'uri': 'http://repository.lppm.unila.ac.id/id/document/189091', 'rev_number': 2, 'formatdesc': 'Similiarity', 'docid': 189091, 'main': 'meizano-jurnal-2020-Butterfly identification using glcm and knn.pdf.pdf', 'files': [{'uri': 'http://repository.lppm.unila.ac.id/id/file/536802', 'objectid': 189091, 'filesize': 1453590, 'datasetid': 'document', 'mtime': '2023-03-30 21:00:40', 'hash_type': 'MD5', 'hash': '862c09341805b0735f6f9435682cf57e', 'filename': 'meizano-jurnal-2020-Butterfly identification using glcm and knn.pdf.pdf', 'fileid': 536802, 'mime_type': 'application/pdf'}]}, {'files': [{'filename': 'meizano-korespondensi-Butterfly identification using gray level co-occurrence matrix.pdf', 'hash': '6e6a0ea17abb34c994afab7af25e7846', 'hash_type': 'MD5', 'mtime': '2023-03-30 21:00:54', 'mime_type': 'application/pdf', 'fileid': 536804, 'filesize': 90504, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/536804', 'objectid': 189092}], 'docid': 189092, 'main': 'meizano-korespondensi-Butterfly identification using gray level co-occurrence matrix.pdf', 'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/189092', 'formatdesc': 'Korespondensi', 'pos': 3, 'format': 'text', 'placement': 3, 'security': 'public', 'eprintid': 49467, 'content': 'other', 'mime_type': 'application/pdf', 'language': 'en'}]",http://repository.lppm.unila.ac.id/id/eprint/49467,public,TRUE,article,['FMIPA3'],Register: Jurnal Ilmiah Teknologi Sistem Informasi (Scientific Journals of Information System Technology),E-ISSN: 2502-3357,"[{'name': {'given': 'Rico', 'lineage': None, 'honourific': None, 'family': 'Andrian'}, 'id': 'rico.andrian@fmipa.unila.ac.id'}, {'id': None, 'name': {'honourific': None, 'family': 'Maharani', 'lineage': None, 'given': 'Devi'}}, {'id': 'meizano@eng.unila.ac.id', 'name': {'lineage': None, 'family': 'Muhammad', 'honourific': None, 'given': 'Meizano Ardhi'}}, {'name': {'honourific': None, 'family': 'Junaidi', 'lineage': None, 'given': 'Akmal'}, 'id': 'akmal.junaidi@fmipa.unila.ac.id'}]",disk0_bak/00/04/94/67,1970-01-01 00:00:00.000002020,archive,2023-03-31 00:49:35,"['Q1', 'T1', 'TK']","Gita Persada Butterfly Park is the only breeding of engineered in situ butterflies in Indonesia. It is located in Lampung and has approximately 211 species of breeding butterflies. Each species of Butterflies has a different texture on its wings. The Limited ability of the human eye to distinguishing typical textures on butterfly species is the reason for conducting a research on butterfly identification based on pattern recognition. The dataset consists of 600 images of butterfly’s upper wing from six species: Centhosia penthesilea, Papilio memnon, Papilio nephelus, Pachliopta aristolochiae, Papilio peranthus and Troides helena. The pre-processing stage is conducted using scaling, segmentation and grayscale methods. The GLCM method is used to recognize the characteristics of butterfly images using pixel distance  and Angular direction 0o, 45o, 90o and 135o. The features used is angular second moment, contrast, homogeneity and correlation. KNN classification method in this study uses k values1, 3, 5, 7, 9, 11, 13, 15, 17, 19, 21 and 23 based on the Rule of Thumb. The result of this study indicate that Centhosia penthesilea and Papilio nephelus classes can be classified properly compared to the other 4 classes and require a classification time of 2 seconds at each angular orientation. The highest accuracy is 91.1% with a value of  in the angle of 90o and error rate8.9%. Classification error occured because the value of the test data features is more dominant with the value of the training image features in different classes than the supposed class.  Another reason is because of imperfect test data.",Butterfly identification using gray level co-occurrence matrix (glcm) extraction feature and k-nearest neighbor (knn) classification,https://www.journal.unipdu.ac.id/,25,6.0,show,49467,published,,,,49358.0,,,,,,,,,,,,,,
14,2021-04-28 01:05:37,215,2021-04-28 01:05:37,,,pub,,"[{'eprintid': 29674, 'security': 'public', 'placement': 1, 'language': 'en', 'mime_type': 'application/pdf', 'main': 'Manual Book and Code Program_EC00202001081_Siput.pdf', 'docid': 43875, 'files': [{'hash_type': 'MD5', 'mtime': '2021-04-27 07:50:09', 'filename': 'Manual Book and Code Program_EC00202001081_Siput.pdf', 'hash': '5a1aa38536f0cc72e6da42930ebfd70e', 'fileid': 262631, 'mime_type': 'application/pdf', 'filesize': 2804765, 'datasetid': 'document', 'uri': 'http://repository.lppm.unila.ac.id/id/file/262631', 'objectid': 43875}], 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43875', 'rev_number': 2}]",http://repository.lppm.unila.ac.id/id/eprint/29674,public,,patent,['FMIPA3'],,,"[{'name': {'given': 'Aristoteles', 'lineage': None, 'family': 'Aristoteles', 'honourific': None}}]",disk0/00/02/96/74,2020-01-28 00:00:00.000000000,archive,2021-04-28 01:05:37,['QA76'],,Hak Cipta Manual Book and Code Program : Pengembangan Sistem Informasi Penilaian Indikator Kesehatan Hutan,,8,,show,29674,completed,,174475,"Aristoteles, Rahmat Safe'I, Astria Hijriani, Rendy Wijaya",,,,,,,,,,,,,,,
15,2021-04-28 01:05:40,215,2021-04-28 01:05:40,,,pub,,"[{'rev_number': 2, 'uri': 'http://repository.lppm.unila.ac.id/id/document/43876', 'pos': 1, 'format': 'text', 'files': [{'objectid': 43876, 'uri': 'http://repository.lppm.unila.ac.id/id/file/262639', 'datasetid': 'document', 'filesize': 3128299, 'fileid': 262639, 'mime_type': 'application/pdf', 'mtime': '2021-04-27 07:52:24', 'hash_type': 'MD5', 'filename': 'Manual Book and Code Program_EC00202035718_Mutu.pdf', 'hash': '7b5a9c723af8a70784b218f7a4fe9a1c'}], 'docid': 43876, 'main': 'Manual Book and Code Program_EC00202035718_Mutu.pdf', 'mime_type': 'application/pdf', 'language': 'en', 'placement': 1, 'security': 'public', 'eprintid': 29675}]",http://repository.lppm.unila.ac.id/id/eprint/29675,public,,patent,['FMIPA3'],,,"[{'name': {'family': 'Aristoteles', 'honourific': None, 'lineage': None, 'given': 'Aristoteles'}}]",disk0/00/02/96/75,2020-09-13 00:00:00.000000000,archive,2021-04-28 01:05:40,['QA76'],,Hak Cipta Manual Book and Code Program : Pengembangan Sistem Informasi Penjaminan Mutu Internal Universitas Lampung Menggunakan Framework CodeIgniter,,8,,show,29675,completed,,205468,"Aristoteles, Agung Putra Wijaya, Rizky Prabowo, Febi Eka Febriansyah, Sri Waluyo, Admi Syarif, Trio Aditya",,,,,,,,,,,,,,,
16,2020-04-20 07:09:01,215,2020-04-20 07:09:01,,,pub,Unila,"[{'uri': 'http://repository.lppm.unila.ac.id/id/document/32489', 'rev_number': 1, 'pos': 1, 'format': 'text', 'files': [{'objectid': 32489, 'uri': 'http://repository.lppm.unila.ac.id/id/file/161323', 'mime_type': 'application/pdf', 'fileid': 161323, 'filename': 'IS20% - AN_EXPERT_SYSTEM_TO_DIAGNOSE_CHICKEN_DISEASES_WITH.pdf', 'hash': 'd1e8a4a1749b4076d25559f82ed831c3', 'hash_type': 'MD5', 'mtime': '2020-04-20 06:50:18', 'datasetid': 'document', 'filesize': 2346119}], 'main': 'IS20% - AN_EXPERT_SYSTEM_TO_DIAGNOSE_CHICKEN_DISEASES_WITH.pdf', 'docid': 32489, 'language': 'en', 'mime_type': 'application/pdf', 'placement': 1, 'security': 'public', 'eprintid': 19255}]",http://repository.lppm.unila.ac.id/id/eprint/19255,public,,other,['FMIPA3'],,,"[{'id': None, 'name': {'given': 'Aristoteles', 'family': 'Aristoteles', 'honourific': None, 'lineage': None}}, {'id': '.', 'name': {'given': 'Kusuma', 'honourific': None, 'family': 'Adhianto', 'lineage': None}}, {'name': {'lineage': None, 'honourific': None, 'family': 'Puja Putri', 'given': 'Abdullah'}, 'id': None}]",disk0/00/01/92/55,2020-04-20 00:00:00.000000000,archive,2020-04-20 07:09:01,['QA76'],,Similarity Check Result AN EXPERT SYSTEM TO DIAGNOSE CHICKEN DISEASES WITH CERTAINTY FACTOR BASED ON ANDROID,,7,,show,19255,completed,,,,,,,,,,,,,,,,,,
17,2020-04-20 07:08:20,215,2020-04-20 07:08:20,,,pub,Unila,"[{'main': 'IS14% - Comparative_Analysis_of_Cow_Disease_Diagnosis_Expe.pdf', 'docid': 32486, 'files': [{'datasetid': 'document', 'filesize': 2762078, 'mime_type': 'application/pdf', 'fileid': 161302, 'hash': 'b040b80217e8954f907ceaf8def6f79b', 'filename': 'IS14% - Comparative_Analysis_of_Cow_Disease_Diagnosis_Expe.pdf', 'hash_type': 'MD5', 'mtime': '2020-04-20 06:42:13', 'objectid': 32486, 'uri': 'http://repository.lppm.unila.ac.id/id/file/161302'}], 'pos': 1, 'format': 'text', 'rev_number': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/32486', 'eprintid': 19252, 'placement': 1, 'security': 'public', 'language': 'en', 'mime_type': 'application/pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/19252,public,,other,['FMIPA3'],,,"[{'id': None, 'name': {'honourific': None, 'family': 'Aristoteles', 'lineage': None, 'given': 'Aristoteles'}}, {'id': '.', 'name': {'family': 'Adhianto', 'honourific': None, 'lineage': None, 'given': 'Kusuma'}}, {'name': {'given': 'RA', 'lineage': None, 'honourific': None, 'family': 'Rico Andrian'}, 'id': 'rico.andrian@fmipa.unila.ac.id'}]",disk0/00/01/92/52,2020-04-04 00:00:00.000000000,archive,2020-04-20 07:08:20,['QA76'],,Similarity Check Result Comparative Analysis of Cow Disease Diagnosis Expert System using Bayesian Network and Dempster-Shafer Method.,,7,,show,19252,published,,,,,,,,,,,,,,,,,,
18,2020-02-17 03:39:50,215,2020-02-17 03:39:50,,,pub,,"[{'language': 'en', 'mime_type': 'application/pdf', 'eprintid': 17579, 'security': 'public', 'placement': 1, 'format': 'text', 'pos': 1, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30726', 'rev_number': 1, 'main': 'sertifikat_EC00202001081-000174475.pdf', 'docid': 30726, 'files': [{'objectid': 30726, 'uri': 'http://repository.lppm.unila.ac.id/id/file/148590', 'fileid': 148590, 'mime_type': 'application/pdf', 'mtime': '2020-01-16 02:50:05', 'hash_type': 'MD5', 'hash': '7cea8790dd3ee55920090ca58dc7b5ba', 'filename': 'sertifikat_EC00202001081-000174475.pdf', 'datasetid': 'document', 'filesize': 772835}]}]",http://repository.lppm.unila.ac.id/id/eprint/17579,public,,patent,['FMIPA3'],,,"[{'name': {'honourific': None, 'family': 'Aristoteles', 'lineage': None, 'given': 'Aristoteles'}, 'id': None}, {'id': 'nur.efendi@fisip.unila.ac.id', 'name': {'lineage': None, 'honourific': None, 'family': 'Efendi', 'given': 'N'}}, {'id': 'favorisen.lumbanraja@unila.ac.id', 'name': {'given': 'Rosi', 'honourific': None, 'family': 'Favorisen R. Lumbanraja', 'lineage': None}}, {'name': {'given': 'Waluyo', 'lineage': None, 'family': 'Sri', 'honourific': None}, 'id': None}, {'name': {'family': 'Gandi', 'honourific': None, 'lineage': None, 'given': 'Laksana Putra'}, 'id': None}]",disk0/00/01/75/79,2020-01-09 00:00:00.000000000,archive,2020-02-17 03:39:50,['QA76'],,Pengembangan Sistem Informasi Penilaian Indikator Kesehatan Hutan,https://e-hakcipta.dgip.go.id/index.php/c?code=DRDn3%2F45KTfrftjQvqRHNFY76Ly9grFn5%2BloYBSha%2FI%3D,8,,show,17579,published,,174475,EC00202001081,,,,,,,,,,,,,,,
19,2020-02-17 03:39:55,215,2020-02-17 03:39:55,,,pub,,"[{'mime_type': 'application/pdf', 'language': 'en', 'security': 'public', 'placement': 1, 'eprintid': 17583, 'uri': 'http://repository.lppm.unila.ac.id/id/document/30729', 'rev_number': 1, 'format': 'text', 'pos': 1, 'files': [{'objectid': 30729, 'uri': 'http://repository.lppm.unila.ac.id/id/file/148610', 'datasetid': 'document', 'filesize': 773157, 'mime_type': 'application/pdf', 'fileid': 148610, 'filename': 'sertifikat_EC00202001082-000174474.pdf', 'hash': '51f66026865594d06bcf01fe62005f36', 'hash_type': 'MD5', 'mtime': '2020-01-16 03:01:18'}], 'docid': 30729, 'main': 'sertifikat_EC00202001082-000174474.pdf'}]",http://repository.lppm.unila.ac.id/id/eprint/17583,public,,patent,['FMIPA3'],,,"[{'name': {'given': 'Aristoteles', 'lineage': None, 'honourific': None, 'family': 'Aristoteles'}, 'id': None}, {'name': {'given': 'N', 'lineage': None, 'family': 'Efendi', 'honourific': None}, 'id': 'nur.efendi@fisip.unila.ac.id'}, {'name': {'given': 'Rosi', 'family': 'Favorisen R. Lumbanraja', 'honourific': None, 'lineage': None}, 'id': 'favorisen.lumbanraja@unila.ac.id'}, {'id': None, 'name': {'lineage': None, 'family': 'Sri', 'honourific': None, 'given': 'Waluyo'}}, {'id': None, 'name': {'family': 'Gandi', 'honourific': None, 'lineage': None, 'given': 'Laksana Putra'}}]",disk0/00/01/75/83,2020-01-09 00:00:00.000000000,archive,2020-02-17 03:39:55,['QA76'],,Sistem Informasi Pelaporan Pelaksanaan KKN dan Profil Desa Berbasis Web,https://e-hakcipta.dgip.go.id/index.php/c?code=DRDn3%2F45KTfrftjQvqRHNFY76Ly9grFn5%2BloYBSha%2FI%3D,8,,show,17583,published,,174474,EC00202001082,,,,,,,,,,,,,,,
